,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay,Apt Size
2203,ce,t0019734,Rent Change,5/31/2017,M0028B,5/25/2014,,803.0,0,875,2,1.5,39.0,,medium
2204,ce,t0019734,Rent Change,5/31/2018,M0028B,5/25/2014,,843.0,0,875,2,1.5,40.0,,medium
2205,ce,t0019746,Rent Change,3/31/2015,M0036C,3/20/2014,,672.0,0,875,2,1.5,0.0,,medium
2206,ce,t0019746,Rent Change,3/31/2016,M0036C,3/20/2014,,699.0,0,875,2,1.5,27.0,,medium
2207,ce,t0019746,Rent Change,3/31/2017,M0036C,3/20/2014,11/15/2017,738.0,1,875,2,1.5,39.0,229 days 00:00:00.000000000,medium
2208,sh,t0019760,Rent Change,4/30/2015,SH5954,4/12/2014,10/28/2016,665.0,1,1006,2,1.5,0.0,547 days 00:00:00.000000000,large
2209,ce,t0019764,Rent Change,3/31/2015,S1500-2L,3/29/2014,,712.0,0,955,2,1.0,0.0,,medium
2210,ce,t0019764,Rent Change,3/31/2016,S1500-2L,3/29/2014,,749.0,0,955,2,1.0,37.0,,medium
2211,ce,t0019764,Rent Change,3/31/2017,S1500-2L,3/29/2014,,779.0,0,955,2,1.0,30.0,,medium
2212,ce,t0019764,Rent Change,3/31/2018,S1500-2L,3/29/2014,10/17/2018,799.0,1,955,2,1.0,20.0,200 days 00:00:00.000000000,medium
2213,sh,t0019765,Rent Change,4/30/2015,FT5892B,4/15/2014,,589.0,0,984,2,1.0,0.0,,medium
2214,sh,t0019765,Rent Change,5/1/2016,FT5892B,4/15/2014,1/5/2017,608.0,1,984,2,1.0,19.0,249 days 00:00:00.000000000,medium
2215,sh,t0019773,Rent Change,3/31/2015,FT5892G,3/20/2014,4/6/2016,589.0,1,984,2,1.0,0.0,372 days 00:00:00.000000000,medium
2216,sh,t0019778,Rent Change,3/31/2015,FT5880H,3/28/2014,,589.0,0,984,2,1.0,0.0,,medium
2217,sh,t0019778,Rent Change,3/31/2016,FT5880H,3/28/2014,,608.0,0,984,2,1.0,19.0,,medium
2218,sh,t0019778,Rent Change,6/30/2017,FT5880H,3/28/2014,,631.0,0,984,2,1.0,23.0,,medium
2219,sh,t0019778,Rent Change,7/31/2017,FT5880H,3/28/2014,,633.0,0,984,2,1.0,2.0,,medium
2220,sh,t0019778,Rent Change,7/31/2018,FT5880H,3/28/2014,,658.0,0,984,2,1.0,25.0,,medium
2221,sh,t0019783,Rent Change,5/22/2014,FT5862D,5/30/2014,,570.0,0,932,2,1.0,0.0,,medium
2222,sh,t0019783,Rent Change,5/31/2015,FT5906G,5/29/2014,,595.0,0,932,2,1.0,25.0,,medium
2223,sh,t0019783,Rent Change,5/31/2016,FT5906G,5/29/2014,7/15/2016,605.0,1,932,2,1.0,10.0,45 days 00:00:00.000000000,medium
2224,sh,t0019787,Rent Change,3/26/2014,TH5834,6/1/2014,,646.0,0,1006,2,1.5,0.0,,large
2225,sh,t0019808,Rent Change,4/30/2015,WC5960L,4/25/2014,,619.0,0,963,2,1.5,0.0,,medium
2226,sh,t0019808,Rent Change,5/1/2016,WC5960L,4/25/2014,,628.0,0,963,2,1.5,9.0,,medium
2227,sh,t0019808,Rent Change,9/30/2016,WC5960L,4/25/2014,11/30/2016,641.0,1,963,2,1.5,13.0,61 days 00:00:00.000000000,medium
2228,sh,t0019809,Rent Change,3/31/2015,WC5946C,3/29/2014,4/5/2016,599.0,1,950,2,2.0,0.0,371 days 00:00:00.000000000,medium
2229,ce,t0019813,Rent Change,5/1/2016,S1458A,4/5/2014,4/30/2017,629.0,1,675,1,1.0,0.0,364 days 00:00:00.000000000,medium
2230,sh,t0019814,Rent Change,4/30/2015,WC5946A,4/17/2014,,607.0,0,950,2,2.0,0.0,,medium
2231,sh,t0019814,Rent Change,5/1/2016,WC5946A,4/17/2014,5/1/2017,639.0,1,950,2,2.0,32.0,365 days 00:00:00.000000000,medium
2232,sh,t0019863,Rent Change,3/31/2015,SH5839,4/1/2014,7/31/2015,665.0,1,1006,2,1.5,0.0,122 days 00:00:00.000000000,large
2233,sh,t0019865,Rent Change,4/30/2015,FT5803,4/12/2014,5/31/2015,990.0,1,1350,3,1.5,0.0,31 days 00:00:00.000000000,large
2234,sh,t0019866,Rent Change,3/29/2014,AC1105,3/31/2014,,912.0,0,1350,2,1.5,0.0,,large
2235,sh,t0019866,Rent Change,3/31/2015,AC1105,3/31/2014,,939.0,0,1350,2,1.5,27.0,,large
2236,sh,t0019866,Rent Change,3/31/2016,AC1105,3/31/2014,,975.0,0,1350,2,1.5,36.0,,large
2237,sh,t0019866,Rent Change,2/28/2017,AC1105,3/31/2014,,987.0,0,1350,2,1.5,12.0,,large
2238,sh,t0019866,Rent Change,3/31/2017,AC1105,3/31/2014,4/27/2018,995.0,1,1350,2,1.5,8.0,392 days 00:00:00.000000000,large
2239,sh,t0019871,Rent Change,4/3/2014,FT5880P,5/15/2014,,572.0,0,984,2,1.0,0.0,,medium
2240,sh,t0019871,Rent Change,5/31/2015,FT5880P,5/15/2014,,595.0,0,984,2,1.0,23.0,,medium
2241,sh,t0019871,Rent Change,5/31/2016,FT5880P,5/15/2014,7/17/2017,608.0,1,984,2,1.0,13.0,412 days 00:00:00.000000000,medium
2242,ce,t0019931,Rent Change,5/1/2016,C5305L,4/4/2014,3/14/2017,639.0,1,675,1,1.0,0.0,317 days 00:00:00.000000000,medium
2243,sh,t0019936,Rent Change,5/31/2015,TT1172,4/30/2014,,990.0,0,1350,3,1.5,0.0,,large
2244,sh,t0019936,Rent Change,5/31/2016,TT1172,4/30/2014,8/8/2016,1005.0,1,1350,3,1.5,15.0,69 days 00:00:00.000000000,large
2245,sh,t0019951,Rent Change,4/30/2014,TH5806,4/30/2014,5/30/2014,646.0,1,1006,3,1.5,0.0,30 days 00:00:00.000000000,large
2246,sh,t0019974,Rent Change,5/29/2014,FT5880O,6/29/2014,,590.0,0,984,2,1.0,0.0,,medium
2247,sh,t0019974,Rent Change,6/30/2015,FT5892A,6/15/2014,6/29/2016,610.0,1,984,2,1.0,20.0,365 days 00:00:00.000000000,medium
2248,sh,t0019975,Rent Change,4/15/2014,SH5829,5/31/2014,6/23/2014,646.0,1,1006,2,1.5,0.0,69 days 00:00:00.000000000,large
2249,sh,t0019987,Rent Change,5/4/2014,TH5912,6/15/2014,,800.0,0,1156,3,1.5,0.0,,large
2251,sh,t0019987,Rent Change,7/29/2014,SH5826,7/31/2014,6/30/2015,700.0,1,1006,3,1.5,-100.0,336 days 00:00:00.000000000,large
2252,ce,t0019995,Rent Change,4/10/2014,C5303L,5/2/2014,,619.0,0,675,1,1.0,0.0,,medium
2253,ce,t0019995,Rent Change,5/31/2014,C5303L,5/1/2014,8/2/2014,609.0,1,675,1,1.0,-10.0,63 days 00:00:00.000000000,medium
2254,ce,t0019995,Rent Change,4/20/2015,S1458H,5/11/2014,8/2/2014,619.0,0,675,1,1.0,10.0,-261 days +00:00:00.000000000,medium
2255,ce,t0019995,Rent Change,5/11/2015,S1452J,5/11/2015,8/2/2014,629.0,0,675,1,1.0,10.0,-282 days +00:00:00.000000000,medium
2256,ce,t0020006,Rent Change,5/31/2015,S1500-3H,5/19/2014,5/31/2016,726.0,1,955,2,2.0,0.0,366 days 00:00:00.000000000,medium
2257,sh,t0020011,Rent Change,5/31/2015,WC5966H,4/28/2014,5/31/2016,629.0,1,963,2,1.5,0.0,366 days 00:00:00.000000000,medium
2258,sh,t0020012,Rent Change,5/31/2015,FT5788,4/30/2014,,990.0,0,1350,3,1.5,0.0,,large
2259,sh,t0020012,Rent Change,5/31/2016,FT5788,4/30/2014,6/30/2017,1005.0,1,1350,3,1.5,15.0,395 days 00:00:00.000000000,large
2260,ce,t0020949,Rent Change,6/30/2015,M0002F,6/18/2014,6/30/2016,631.0,1,635,1,1.0,0.0,366 days 00:00:00.000000000,medium
2261,sh,t0020967,Rent Change,5/31/2015,AC1083,4/30/2014,6/12/2015,990.0,1,1350,3,1.5,0.0,12 days 00:00:00.000000000,large
2262,ce,t0021005,Rent Change,1/31/2018,M0006F,12/13/2017,,728.0,0,875,2,1.5,0.0,,medium
2263,ce,t0021005,Rent Change,12/31/2018,M0006F,12/13/2017,,799.0,0,875,2,1.5,71.0,,medium
2264,sh,t0021028,Rent Change,5/1/2014,AC1145,7/1/2014,,975.0,0,1350,2,1.5,0.0,,large
2265,ce,t0021036,Rent Change,5/30/2014,S1500-2M,5/30/2014,5/31/2015,715.0,1,955,2,2.0,0.0,366 days 00:00:00.000000000,medium
2266,sh,t0021122,Rent Change,6/23/2014,TH5810,7/30/2014,,700.0,0,1006,3,1.5,0.0,,large
2267,sh,t0021123,Rent Change,7/1/2014,WC5940C,8/11/2014,7/1/2015,620.0,1,950,2,2.0,0.0,365 days 00:00:00.000000000,medium
2268,ce,t0021128,Rent Change,5/17/2014,M0007C,6/14/2014,,593.0,0,635,1,1.0,0.0,,medium
2269,ce,t0021128,Rent Change,6/5/2014,C5271E,6/14/2014,,619.0,0,675,1,1.0,26.0,,medium
2270,ce,t0021128,Rent Change,6/30/2015,C5271E,6/14/2014,,638.0,0,675,1,1.0,19.0,,medium
2271,ce,t0021128,Rent Change,6/30/2016,C5271E,6/14/2014,6/30/2017,668.0,1,675,1,1.0,30.0,365 days 00:00:00.000000000,medium
2272,sh,t0021170,Rent Change,5/31/2015,TH5981,4/30/2014,11/28/2015,725.0,1,1006,3,1.5,0.0,181 days 00:00:00.000000000,large
2273,sh,t0021171,Rent Change,4/30/2015,FT5880K,4/30/2014,5/4/2016,615.0,1,984,2,1.0,0.0,370 days 00:00:00.000000000,medium
2274,sh,t0021174,Rent Change,7/31/2015,WC5946G,4/30/2014,3/1/2016,639.0,1,950,2,2.0,0.0,214 days 00:00:00.000000000,medium
2275,sh,t0021182,Rent Change,5/31/2014,AC1089,5/10/2014,6/3/2015,954.0,1,1350,3,1.5,0.0,368 days 00:00:00.000000000,large
2276,ce,t0021286,Rent Change,5/31/2015,M0034B,5/12/2014,,752.0,0,875,2,1.5,0.0,,medium
2277,ce,t0021286,Rent Change,5/31/2016,M0034B,5/12/2014,6/24/2017,774.0,1,875,2,1.5,22.0,389 days 00:00:00.000000000,medium
2278,ce,t0021333,Rent Change,5/31/2015,S1454E,5/31/2014,,638.0,0,675,1,1.0,0.0,,medium
2279,ce,t0021333,Rent Change,5/31/2016,S1454E,5/31/2014,,659.0,0,675,1,1.0,21.0,,medium
2280,ce,t0021333,Rent Change,5/31/2017,S1454E,5/31/2014,6/7/2017,729.0,1,675,1,1.0,70.0,7 days 00:00:00.000000000,medium
2281,ce,t0021338,Rent Change,6/30/2014,M0038D,5/24/2014,12/20/2014,675.0,1,875,2,1.5,0.0,173 days 00:00:00.000000000,medium
2283,sh,t0021346,Rent Change,6/30/2015,SH5842,6/27/2014,9/21/2015,700.0,1,1006,2,1.5,25.0,83 days 00:00:00.000000000,large
2284,sh,t0021352,Rent Change,6/26/2014,WC5960F,7/31/2014,,610.0,0,963,2,1.5,0.0,,medium
2285,sh,t0021352,Rent Change,7/31/2015,WC5960F,7/31/2014,,635.0,0,963,2,1.5,25.0,,medium
2286,sh,t0021352,Rent Change,7/31/2016,WC5960F,7/31/2014,7/31/2017,647.0,1,963,2,1.5,12.0,365 days 00:00:00.000000000,medium
2288,ce,t0021377,Rent Change,6/30/2018,C5324M,6/1/2018,,711.0,0,675,1,1.0,0.0,,medium
2289,ce,t0021400,Rent Change,6/30/2015,M0020E,6/27/2014,,783.0,0,875,2,1.5,0.0,,medium
2290,ce,t0021400,Rent Change,6/30/2016,M0020E,6/27/2014,,810.0,0,875,2,1.5,27.0,,medium
2291,ce,t0021400,Rent Change,6/30/2017,M0020E,6/27/2014,,833.0,0,875,2,1.5,23.0,,medium
2292,ce,t0021400,Rent Change,6/30/2018,M0020E,6/27/2014,,875.0,0,875,2,1.5,42.0,,medium
2293,sh,t0021408,Rent Change,6/4/2014,TH5983,8/1/2014,,700.0,0,1006,3,1.5,0.0,,large
2295,sh,t0021408,Rent Change,7/31/2015,TH5983,6/30/2014,6/13/2016,725.0,1,1006,3,1.5,25.0,318 days 00:00:00.000000000,large
2296,sh,t0021417,Rent Change,10/31/2015,AC1040,6/15/2014,,1015.0,0,1350,3,1.5,0.0,,large
2297,sh,t0021417,Rent Change,6/30/2017,AC1040,6/15/2014,,1025.0,0,1350,3,1.5,10.0,,large
2298,sh,t0021423,Rent Change,5/20/2014,WC5966J,7/20/2014,5/31/2015,610.0,1,963,2,1.5,0.0,376 days 00:00:00.000000000,medium
2299,sh,t0021454,Rent Change,6/3/2014,SH5805,7/1/2014,,800.0,0,1156,3,1.5,0.0,,large
2301,ce,t0021472,Rent Change,7/31/2015,C5322E,7/15/2014,,638.0,0,675,1,1.0,0.0,,medium
2302,ce,t0021472,Rent Change,7/31/2016,C5322E,7/15/2014,,654.0,0,675,1,1.0,16.0,,medium
2303,ce,t0021472,Rent Change,7/31/2017,C5322E,7/15/2014,,667.0,0,675,1,1.0,13.0,,medium
2304,ce,t0021472,Rent Change,7/31/2018,C5322E,7/15/2014,,685.0,0,675,1,1.0,18.0,,medium
2305,ce,t0021501,Rent Change,6/2/2014,C5305A,6/1/2014,,599.0,0,675,1,1.0,0.0,,medium
2306,ce,t0021501,Rent Change,6/2/2014,C5305A,6/1/2014,8/18/2014,609.0,1,675,1,1.0,10.0,77 days 00:00:00.000000000,medium
2307,sh,t0021515,Rent Change,6/3/2014,TH5834,6/15/2014,,675.0,0,1006,2,1.5,0.0,,large
2309,sh,t0021518,Rent Change,6/30/2014,WC5936K,5/31/2014,12/22/2014,590.0,1,950,2,2.0,0.0,175 days 00:00:00.000000000,medium
2310,sh,t0021519,Rent Change,5/28/2014,TH5971,7/15/2014,2/16/2015,700.0,1,1006,3,1.5,0.0,264 days 00:00:00.000000000,large
2311,ce,t0021548,Rent Change,6/30/2015,S1454A,6/14/2014,,627.0,0,675,1,1.0,0.0,,medium
2312,ce,t0021548,Rent Change,6/30/2016,S1454A,6/14/2014,,657.0,0,675,1,1.0,30.0,,medium
2313,ce,t0021548,Rent Change,6/30/2017,S1454A,6/14/2014,6/30/2018,677.0,1,675,1,1.0,20.0,365 days 00:00:00.000000000,medium
2314,sh,t0021572,Rent Change,7/1/2014,FT5767,8/11/2014,,975.0,0,1350,2,1.5,0.0,,large
2316,sh,t0021631,Rent Change,6/30/2015,FT5862H,6/28/2014,,590.0,0,932,2,1.0,20.0,,medium
2317,sh,t0021631,Rent Change,6/30/2016,FT5862H,6/28/2014,,610.0,0,932,2,1.0,20.0,,medium
2318,sh,t0021631,Rent Change,7/1/2016,FT5862H,6/28/2014,6/30/2017,600.0,1,932,2,1.0,-10.0,364 days 00:00:00.000000000,medium
2319,sh,t0021636,Rent Change,6/30/2015,FT5906K,6/15/2014,,590.0,0,932,2,1.0,0.0,,medium
2320,sh,t0021636,Rent Change,6/30/2016,FT5906K,6/15/2014,12/19/2016,610.0,1,932,2,1.0,20.0,172 days 00:00:00.000000000,medium
2321,ce,t0021637,Rent Change,6/7/2014,M0020D,6/7/2014,,830.0,0,875,2,1.5,0.0,,medium
2322,ce,t0021637,Rent Change,6/7/2014,M0020D,6/7/2014,10/31/2014,740.0,1,875,2,1.5,-90.0,146 days 00:00:00.000000000,medium
2323,ce,t0021675,Rent Change,6/30/2015,S1456J,6/13/2014,5/8/2016,658.0,1,675,1,1.0,0.0,313 days 00:00:00.000000000,medium
2325,sh,t0021678,Rent Change,6/4/2014,FT5834,6/15/2014,,990.0,0,1350,3,1.5,0.0,,large
2328,sh,t0021682,Rent Change,6/30/2015,FT5862P,6/27/2014,6/30/2016,590.0,1,932,2,1.0,20.0,366 days 00:00:00.000000000,medium
2329,sh,t0021694,Rent Change,6/11/2014,SH5916,6/27/2014,,675.0,0,1006,2,1.5,0.0,,large
2331,sh,t0021704,Rent Change,9/30/2015,FT5892K,6/9/2014,,610.0,0,984,2,1.0,0.0,,medium
2332,sh,t0021704,Rent Change,6/30/2016,FT5892K,6/9/2014,,625.0,0,984,2,1.0,15.0,,medium
2333,sh,t0021704,Rent Change,5/31/2017,FT5892K,6/9/2014,,618.0,0,984,2,1.0,-7.0,,medium
2334,sh,t0021704,Rent Change,6/30/2017,FT5892K,6/9/2014,6/1/2018,650.0,1,984,2,1.0,32.0,336 days 00:00:00.000000000,medium
2335,sh,t0021741,Rent Change,6/30/2015,WC5970D,6/13/2014,6/3/2016,630.0,1,950,2,1.0,0.0,339 days 00:00:00.000000000,medium
2336,ce,t0021751,Rent Change,8/31/2015,C0003E,8/22/2014,12/31/2015,697.0,1,905,2,1.0,0.0,122 days 00:00:00.000000000,medium
2338,sh,t0021755,Rent Change,6/30/2015,WC5933Q,6/27/2014,6/26/2016,630.0,1,963,2,1.5,20.0,362 days 00:00:00.000000000,medium
2339,ce,t0021763,Rent Change,7/7/2014,C0011E,8/22/2014,,670.0,0,905,2,1.0,0.0,,medium
2340,sh,t0021778,Rent Change,6/30/2014,TT1178,6/20/2014,1/23/2015,926.0,1,1350,3,1.5,0.0,207 days 00:00:00.000000000,large
2341,ce,t0021791,Rent Change,7/31/2015,M0006A,7/29/2014,7/31/2016,675.0,1,875,2,1.5,0.0,366 days 00:00:00.000000000,medium
2343,sh,t0021815,Rent Change,7/1/2014,TH5829,8/1/2014,7/21/2015,800.0,1,1156,3,1.5,0.0,385 days 00:00:00.000000000,large
2347,sh,t0021860,Rent Change,6/30/2015,WC5930E,6/30/2014,6/30/2016,645.0,1,950,2,2.0,25.0,366 days 00:00:00.000000000,medium
2348,sh,t0021893,Rent Change,6/30/2014,AC1114,6/21/2014,,1980.0,0,1350,3,1.5,0.0,,large
2350,ce,t0021895,Rent Change,7/31/2015,C5250A,8/1/2014,,690.0,0,955,2,2.0,0.0,,medium
2351,ce,t0021895,Rent Change,7/31/2016,C5250A,8/1/2014,7/21/2017,724.0,1,955,2,2.0,34.0,355 days 00:00:00.000000000,medium
2353,sh,t0021904,Rent Change,6/30/2015,FT5892E,6/28/2014,6/30/2016,610.0,1,984,2,1.0,20.0,366 days 00:00:00.000000000,medium
2354,ce,t0021913,Rent Change,6/30/2014,M0013F,7/1/2014,,603.0,0,635,1,1.0,0.0,,medium
2355,ce,t0021913,Rent Change,6/30/2015,M0013F,7/1/2014,9/30/2015,621.0,1,635,1,1.0,18.0,92 days 00:00:00.000000000,medium
2356,ce,t0021918,Rent Change,6/30/2015,C0011D,7/1/2014,6/30/2016,680.0,1,905,2,1.0,0.0,366 days 00:00:00.000000000,medium
2357,ce,t0021934,Rent Change,6/30/2015,S1500-4K,6/27/2014,,736.0,0,955,2,1.5,0.0,,medium
2358,ce,t0021934,Rent Change,6/30/2016,S1500-4K,6/27/2014,,769.0,0,955,2,1.5,33.0,,medium
2359,ce,t0021934,Rent Change,6/30/2017,S1500-4K,6/27/2014,,799.0,0,955,2,1.5,30.0,,medium
2360,ce,t0021934,Rent Change,6/30/2018,S1500-4K,6/27/2014,,839.0,0,955,2,1.5,40.0,,medium
2362,sh,t0021936,Rent Change,10/31/2015,AC1091,6/25/2014,3/11/2016,1015.0,1,1350,3,1.5,25.0,132 days 00:00:00.000000000,large
2363,ce,t0021937,Rent Change,7/31/2015,M0015E,7/18/2014,10/31/2015,879.0,1,875,2,1.5,0.0,92 days 00:00:00.000000000,medium
2364,sh,t0021966,Rent Change,7/1/2014,FT5786,8/15/2014,,990.0,0,1350,3,1.5,0.0,,large
2365,sh,t0021966,Rent Change,7/25/2014,TH5771,8/23/2014,,675.0,0,1006,2,1.5,-315.0,,large
2366,sh,t0021979,Rent Change,7/1/2014,SH5914,8/7/2014,,675.0,0,1006,2,1.5,0.0,,large
2367,sh,t0021979,Rent Change,8/31/2015,SH5914,8/8/2014,,715.0,0,1006,2,1.5,40.0,,large
2368,sh,t0021979,Rent Change,6/30/2016,SH5914,8/8/2014,,966.0,0,1006,2,1.5,251.0,,large
2369,sh,t0021979,Rent Change,7/1/2016,SH5914,8/8/2014,,715.0,0,1006,2,1.5,-251.0,,large
2370,sh,t0021979,Rent Change,7/1/2016,SH5914,8/8/2014,11/5/2016,740.0,1,1006,2,1.5,25.0,127 days 00:00:00.000000000,large
2371,ce,t0021991,Rent Change,7/8/2014,M0008C,8/15/2014,,740.0,0,875,2,1.5,0.0,,medium
2372,ce,t0021991,Rent Change,7/11/2014,M0016E,8/22/2014,,675.0,0,875,2,1.5,-65.0,,medium
2374,sh,t0022003,Rent Change,6/30/2015,SH5918,6/30/2014,,700.0,0,1006,2,1.5,25.0,,large
2375,sh,t0022003,Rent Change,6/30/2016,SH5918,6/30/2014,3/31/2017,720.0,1,1006,2,1.5,20.0,274 days 00:00:00.000000000,large
2376,ce,t0022016,Rent Change,7/10/2014,S1500-1J,8/22/2014,5/31/2015,715.0,1,955,2,1.0,0.0,325 days 00:00:00.000000000,medium
2377,ce,t0022023,Rent Change,10/10/2014,C5250J,7/12/2014,,690.0,0,955,2,2.0,0.0,,medium
2378,ce,t0022043,Rent Change,10/31/2018,C5254A,10/26/2018,,839.0,0,905,1,2.0,0.0,,medium
2379,sh,t0022044,Rent Change,7/10/2014,SH5838,8/15/2014,8/31/2015,675.0,1,1006,2,1.5,0.0,417 days 00:00:00.000000000,large
2380,ce,t0022045,Rent Change,7/31/2015,M0030F,7/25/2014,,705.0,0,875,2,1.5,0.0,,medium
2381,ce,t0022045,Rent Change,7/31/2016,M0030F,7/25/2014,7/31/2017,744.0,1,875,2,1.5,39.0,365 days 00:00:00.000000000,medium
2383,sh,t0022046,Rent Change,6/30/2015,WC5956S,6/30/2014,12/30/2015,635.0,1,963,2,1.5,25.0,183 days 00:00:00.000000000,medium
2384,sh,t0022051,Rent Change,8/31/2018,FT5816,9/15/2017,,1036.0,0,1350,3,1.5,0.0,,large
2385,sh,t0022051,Rent Change,9/30/2018,FT5816,9/15/2017,,1060.0,0,1350,3,1.5,24.0,,large
2386,sh,t0022074,Rent Change,7/31/2015,TH5761,7/25/2014,8/8/2016,700.0,1,1006,2,1.5,0.0,374 days 00:00:00.000000000,large
2387,ce,t0022081,Rent Change,7/31/2015,S1450A,7/2/2014,,622.0,0,675,1,1.0,0.0,,medium
2388,ce,t0022081,Rent Change,8/31/2016,S1450A,7/2/2014,5/31/2017,644.0,1,675,1,1.0,22.0,273 days 00:00:00.000000000,medium
2389,ce,t0022086,Rent Change,8/31/2015,C5252D,8/15/2014,,677.0,0,905,1,1.0,0.0,,medium
2390,ce,t0022086,Rent Change,8/31/2016,C5252D,8/15/2014,,715.0,0,905,1,1.0,38.0,,medium
2391,ce,t0022086,Rent Change,8/31/2017,C5252D,8/15/2014,12/31/2017,839.0,1,905,1,1.0,124.0,122 days 00:00:00.000000000,medium
2392,sh,t0022091,Rent Change,7/31/2015,AC1145,7/8/2014,,995.0,0,1350,2,1.5,0.0,,large
2393,sh,t0022091,Rent Change,7/31/2016,AC1145,7/8/2014,,1015.0,0,1350,2,1.5,20.0,,large
2394,sh,t0022091,Rent Change,7/31/2017,AC1145,7/8/2014,12/31/2017,1040.0,1,1350,2,1.5,25.0,153 days 00:00:00.000000000,large
2395,ce,t0022099,Rent Change,7/31/2015,S1500-4M,7/8/2014,,724.0,0,955,2,1.5,0.0,,medium
2396,ce,t0022099,Rent Change,7/31/2016,S1500-4M,7/8/2014,,754.0,0,955,2,1.5,30.0,,medium
2397,ce,t0022099,Rent Change,7/31/2017,S1500-4M,7/8/2014,7/31/2018,809.0,1,955,2,1.5,55.0,365 days 00:00:00.000000000,medium
2398,sh,t0022115,Rent Change,7/8/2014,WC5956H,7/30/2014,8/25/2015,610.0,1,963,2,1.5,0.0,413 days 00:00:00.000000000,medium
2400,sh,t0022116,Rent Change,7/11/2014,SH5854,8/15/2014,,675.0,0,1006,2,1.5,0.0,,large
2401,sh,t0022116,Rent Change,8/31/2015,SH5854,8/15/2014,8/1/2017,695.0,1,1006,2,1.5,20.0,701 days 00:00:00.000000000,large
2402,ce,t0022134,Rent Change,8/31/2015,M0034F,8/15/2014,,702.0,0,875,2,1.5,0.0,,medium
2403,ce,t0022134,Rent Change,8/31/2016,M0034F,8/15/2014,,734.0,0,875,2,1.5,32.0,,medium
2404,ce,t0022134,Rent Change,8/31/2017,M0034F,8/15/2014,8/14/2018,748.0,1,875,2,1.5,14.0,348 days 00:00:00.000000000,medium
2405,sh,t0022142,Rent Change,7/31/2015,FT5880O,7/11/2014,,610.0,0,984,2,1.0,0.0,,medium
2406,sh,t0022142,Rent Change,7/31/2016,FT5880O,7/11/2014,8/1/2017,635.0,1,984,2,1.0,25.0,366 days 00:00:00.000000000,medium
2407,ce,t0022150,Rent Change,8/31/2015,M0009E,8/2/2014,8/31/2016,636.0,1,635,1,1.0,0.0,366 days 00:00:00.000000000,medium
2408,sh,t0022158,Rent Change,7/9/2014,SH5849,7/31/2014,,675.0,0,1006,2,1.5,0.0,,large
2409,sh,t0022158,Rent Change,7/31/2015,SH5849,7/25/2014,11/1/2015,695.0,1,1006,2,1.5,20.0,93 days 00:00:00.000000000,large
2410,ce,t0022169,Rent Change,8/31/2015,C5254L,8/18/2014,,713.0,0,905,1,2.0,0.0,,medium
2411,ce,t0022169,Rent Change,8/31/2016,C5254L,8/18/2014,,744.0,0,905,1,2.0,31.0,,medium
2412,ce,t0022169,Rent Change,8/31/2017,C5254L,8/18/2014,2/13/2018,758.0,1,905,1,2.0,14.0,166 days 00:00:00.000000000,medium
2413,sh,t0022173,Rent Change,9/1/2014,TT1179,7/10/2014,,912.0,0,1350,2,1.5,0.0,,large
2414,sh,t0022173,Rent Change,7/31/2015,TT1179,7/10/2014,4/27/2016,942.0,1,1350,2,1.5,30.0,271 days 00:00:00.000000000,large
2415,sh,t0022188,Rent Change,11/25/2015,WC5960J,7/24/2014,10/4/2016,628.0,1,963,2,1.5,0.0,314 days 00:00:00.000000000,medium
2416,ce,t0022191,Rent Change,7/10/2014,C0011F,8/16/2014,,670.0,0,905,2,1.0,0.0,,medium
2417,ce,t0022191,Rent Change,7/22/2014,S1456F,7/31/2014,,619.0,0,675,1,1.0,-51.0,,medium
2418,ce,t0022191,Rent Change,7/31/2015,S1456F,7/25/2014,,629.0,0,675,1,1.0,10.0,,medium
2419,ce,t0022191,Rent Change,7/31/2016,S1456F,7/25/2014,,654.0,0,675,1,1.0,25.0,,medium
2420,ce,t0022191,Rent Change,7/31/2017,S1456F,7/25/2014,,667.0,0,675,1,1.0,13.0,,medium
2421,ce,t0022191,Rent Change,7/31/2018,S1456F,7/25/2014,,685.0,0,675,1,1.0,18.0,,medium
2422,sh,t0022192,Rent Change,7/31/2015,WC5936A,7/18/2014,7/18/2016,645.0,1,950,2,2.0,0.0,353 days 00:00:00.000000000,medium
2423,sh,t0022196,Rent Change,7/10/2014,SH5814,8/15/2014,,700.0,0,1006,3,1.5,0.0,,large
2424,sh,t0022199,Rent Change,7/31/2015,WC5970I,7/22/2014,8/2/2016,605.0,1,950,2,1.0,0.0,368 days 00:00:00.000000000,medium
2425,sh,t0022206,Rent Change,8/1/2014,AC1043,7/15/2014,8/3/2015,965.0,1,1350,3,1.5,0.0,367 days 00:00:00.000000000,large
2426,sh,t0022208,Rent Change,11/30/2016,TH5832,7/17/2014,8/1/2017,685.0,1,1006,2,1.5,0.0,244 days 00:00:00.000000000,large
2427,sh,t0022215,Rent Change,7/12/2014,FT5814,7/30/2014,,965.0,0,1350,3,1.5,0.0,,large
2428,sh,t0022215,Rent Change,7/31/2015,FT5814,7/23/2014,,995.0,0,1350,3,1.5,30.0,,large
2429,sh,t0022215,Rent Change,7/31/2016,FT5814,7/23/2014,,1020.0,0,1350,3,1.5,25.0,,large
