ResUnitAmenities
Property_Code,Unit_Code,Amenity_Code,Amenity_Name,Amenity_Description,Prior_Charge,Prior_Charge_Date,Current_Charge,Current_Charge_Date,Proposed_Charge,Proposed_Charge_Date,Notes,Ref_Property_ID,Ref_Unit_Id
"ce","C5273F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5273G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5273H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5303E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5303F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5303G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5303H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5305E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5305F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5305G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5305H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5307E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5307F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5307G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5307H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5322E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5322F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5322G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5322H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5324E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5324F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5324G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5324H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5326E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5326F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5326G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C5326H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0001C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0001D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0002C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0002D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0003C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0003D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0004C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0004D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0005C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0005D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0006C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0006D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0007C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0007D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0008C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0008D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0009C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0009D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0010C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0010D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0011C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0011D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0012C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0012D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0013C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0013D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0014C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0014D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0015C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0015D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0016C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0016D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0018C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0018D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0020C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0020D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0022C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0022D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0024C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0024D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0026C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0026D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0028C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0028D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0030C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0030D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0032C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0032D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0034C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0034D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0036C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0036D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0038C","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","M0038D","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1450E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1450F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1450G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1450H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1452E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1452F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1452G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1452H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1454E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1454F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1454G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1454H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1456E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1456F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1456G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1456H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1458E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1458F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1458G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1458H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-1E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-1F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-1G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-1H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-2E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-2F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-2G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-2H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-3E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-3F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-3G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-3H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-4E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-4F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-4G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-4H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-5E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-5F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-5G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-5H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-6E","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-6F","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-6G","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","S1500-6H","2ndfloor","2nd Floor","2nd Floor",,,10.00,04/17/2013,10.00,03/31/2017,,,
"ce","C0003E","Rent","Rent","Rent",734.00,03/31/2016,749.00,02/22/2017,749.00,03/31/2017,,,
"ce","C0003F","Rent","Rent","Rent",749.00,02/22/2017,849.00,03/31/2017,849.00,03/31/2017,,,
"ce","C0003G","Rent","Rent","Rent",734.00,03/31/2016,749.00,02/22/2017,749.00,03/31/2017,,,
"ce","C0003H","Rent","Rent","Rent",734.00,03/31/2016,749.00,02/22/2017,749.00,03/31/2017,,,
"ce","C0007E","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C0007F","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C0007G","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C0007H","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C0011E","Rent","Rent","Rent",734.00,03/31/2016,749.00,02/22/2017,749.00,03/31/2017,,,
"ce","C0011F","Rent","Rent","Rent",734.00,03/31/2016,749.00,02/22/2017,749.00,03/31/2017,,,
"ce","C0011G","Rent","Rent","Rent",734.00,03/31/2016,749.00,02/22/2017,749.00,03/31/2017,,,
"ce","C0011H","Rent","Rent","Rent",734.00,03/31/2016,749.00,02/22/2017,749.00,03/31/2017,,,
"ce","C5250E","Rent","Rent","Rent",724.00,03/31/2016,738.00,02/22/2017,738.00,03/31/2017,,,
"ce","C5250F","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","C5250G","Rent","Rent","Rent",738.00,02/22/2017,879.00,03/31/2017,879.00,03/31/2017,,,
"ce","C5250H","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","C5252E","Rent","Rent","Rent",694.00,03/31/2016,708.00,02/22/2017,708.00,03/31/2017,,,
"ce","C5252F","Rent","Rent","Rent",708.00,02/22/2017,829.00,03/31/2017,829.00,03/31/2017,,,
"ce","C5252G","Rent","Rent","Rent",708.00,02/22/2017,829.00,03/31/2017,829.00,03/31/2017,,,
"ce","C5252H","Rent","Rent","Rent",708.00,02/22/2017,829.00,03/31/2017,829.00,03/31/2017,,,
"ce","C5254E","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","C5254F","Rent","Rent","Rent",724.00,03/31/2016,738.00,02/22/2017,738.00,03/31/2017,,,
"ce","C5254G","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","C5254H","Rent","Rent","Rent",724.00,03/31/2016,738.00,02/22/2017,738.00,03/31/2017,,,
"ce","C5269E","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5269F","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5269G","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5269H","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5271E","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5271F","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5271G","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5271H","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5273E","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5273F","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5273G","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5273H","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5303E","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5303F","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5303G","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5303H","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5305E","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5305F","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5305G","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5305H","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5307E","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5307F","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5307G","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5307H","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5322E","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5322F","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5322G","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5322H","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5324E","Rent","Rent","Rent",657.00,02/22/2017,729.00,03/31/2017,729.00,03/31/2017,,,
"ce","C5324F","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5324G","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5324H","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5326E","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5326F","Rent","Rent","Rent",657.00,02/22/2017,729.00,03/31/2017,729.00,03/31/2017,,,
"ce","C5326G","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","C5326H","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","M0001C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0001D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0002C","Rent","Rent","Rent",614.00,03/31/2016,626.00,02/22/2017,626.00,03/31/2017,,,
"ce","M0002D","Rent","Rent","Rent",614.00,03/31/2016,626.00,02/22/2017,626.00,03/31/2017,,,
"ce","M0003C","Rent","Rent","Rent",874.00,03/31/2016,838.00,02/22/2017,838.00,03/31/2017,,,
"ce","M0003D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0004C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0004D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0005C","Rent","Rent","Rent",626.00,02/22/2017,709.00,03/31/2017,709.00,03/31/2017,,,
"ce","M0005D","Rent","Rent","Rent",626.00,02/22/2017,709.00,03/31/2017,709.00,03/31/2017,,,
"ce","M0006C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0006D","Rent","Rent","Rent",874.00,03/31/2016,838.00,02/22/2017,838.00,03/31/2017,,,
"ce","M0007C","Rent","Rent","Rent",626.00,02/22/2017,709.00,03/31/2017,709.00,03/31/2017,,,
"ce","M0007D","Rent","Rent","Rent",614.00,03/31/2016,626.00,02/22/2017,626.00,03/31/2017,,,
"ce","M0008C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0008D","Rent","Rent","Rent",874.00,03/31/2016,838.00,02/22/2017,838.00,03/31/2017,,,
"ce","M0009C","Rent","Rent","Rent",626.00,02/22/2017,709.00,03/31/2017,709.00,03/31/2017,,,
"ce","M0009D","Rent","Rent","Rent",614.00,03/31/2016,626.00,02/22/2017,626.00,03/31/2017,,,
"ce","M0010C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0010D","Rent","Rent","Rent",874.00,03/31/2016,838.00,02/22/2017,838.00,03/31/2017,,,
"ce","M0011C","Rent","Rent","Rent",614.00,03/31/2016,626.00,02/22/2017,626.00,03/31/2017,,,
"ce","M0011D","Rent","Rent","Rent",614.00,03/31/2016,626.00,02/22/2017,626.00,03/31/2017,,,
"ce","M0012C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0012D","Rent","Rent","Rent",728.00,02/22/2017,888.00,03/31/2017,888.00,03/31/2017,,,
"ce","M0013C","Rent","Rent","Rent",626.00,02/22/2017,709.00,03/31/2017,709.00,03/31/2017,,,
"ce","M0013D","Rent","Rent","Rent",614.00,03/31/2016,626.00,02/22/2017,626.00,03/31/2017,,,
"ce","M0014C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0014D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0015C","Rent","Rent","Rent",874.00,03/31/2016,838.00,02/22/2017,838.00,03/31/2017,,,
"ce","M0015D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0016C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0016D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0018C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0018D","Rent","Rent","Rent",874.00,03/31/2016,838.00,02/22/2017,838.00,03/31/2017,,,
"ce","M0020C","Rent","Rent","Rent",874.00,03/31/2016,838.00,02/22/2017,838.00,03/31/2017,,,
"ce","M0020D","Rent","Rent","Rent",874.00,03/31/2016,838.00,02/22/2017,838.00,03/31/2017,,,
"ce","M0022C","Rent","Rent","Rent",874.00,03/31/2016,838.00,02/22/2017,838.00,03/31/2017,,,
"ce","M0022D","Rent","Rent","Rent",874.00,03/31/2016,838.00,02/22/2017,838.00,03/31/2017,,,
"ce","M0024C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0024D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0026C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0026D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0028C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0028D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0030C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0030D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0032C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0032D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0034C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0034D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0036C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0036D","Rent","Rent","Rent",728.00,02/22/2017,888.00,03/31/2017,888.00,03/31/2017,,,
"ce","M0038C","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","M0038D","Rent","Rent","Rent",714.00,03/31/2016,728.00,02/22/2017,728.00,03/31/2017,,,
"ce","S1450E","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","S1450F","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
"ce","S1450G","Rent","Rent","Rent",644.00,03/31/2016,657.00,02/22/2017,657.00,03/31/2017,,,
