Unit_Code,Ref_Unit_Id,Property_Code,Ref_Property_ID,Record_Type,Date,Rent,Deposit,Sqft,FSetAside,UtilityAllowance,ContractRent,RoomId,BedId,RDBasicRent,NewRentsId
C0003A,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003A,,ce,,Rent Change,5/20/2013,660,0,905,0,0,0,,,0,
C0003A,,ce,,Rent Change,4/1/2015,680,0,905,0,0,0,,,0,
C0003A,,ce,,Rent Change,7/15/2015,719,0,905,0,0,0,,,0,
C0003A,,ce,,Rent Change,3/31/2016,734,0,905,0,0,0,,,0,
C0003A,,ce,,Rent Change,8/4/2016,749,0,905,0,0,0,,,0,
C0003A,,ce,,Rent Change,3/27/2018,799,0,905,0,0,0,,,0,
C0003A,,ce,,Rent Change,9/21/2018,849,0,905,0,0,0,,,0,
C0003B,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003B,,ce,,Rent Change,5/20/2013,660,0,905,0,0,0,,,0,
C0003B,,ce,,Rent Change,4/1/2015,680,0,905,0,0,0,,,0,
C0003B,,ce,,Rent Change,7/15/2015,719,0,905,0,0,0,,,0,
C0003B,,ce,,Rent Change,3/31/2016,734,0,905,0,0,0,,,0,
C0003B,,ce,,Rent Change,8/4/2016,749,0,905,0,0,0,,,0,
C0003B,,ce,,Rent Change,3/27/2018,799,0,905,0,0,0,,,0,
C0003C,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003C,,ce,,Rent Change,4/17/2013,640,0,905,0,0,0,,,0,
C0003C,,ce,,Rent Change,5/20/2013,670,0,905,0,0,0,,,0,
C0003C,,ce,,Rent Change,4/1/2015,690,0,905,0,0,0,,,0,
C0003C,,ce,,Rent Change,7/15/2015,729,0,905,0,0,0,,,0,
C0003C,,ce,,Rent Change,3/31/2016,744,0,905,0,0,0,,,0,
C0003C,,ce,,Rent Change,8/4/2016,759,0,905,0,0,0,,,0,
C0003C,,ce,,Rent Change,3/27/2018,809,0,905,0,0,0,,,0,
C0003D,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003D,,ce,,Rent Change,4/17/2013,640,0,905,0,0,0,,,0,
C0003D,,ce,,Rent Change,5/20/2013,670,0,905,0,0,0,,,0,
C0003D,,ce,,Rent Change,4/1/2015,690,0,905,0,0,0,,,0,
C0003D,,ce,,Rent Change,6/15/2015,715,0,905,0,0,0,,,0,
C0003D,,ce,,Rent Change,7/15/2015,754,0,905,0,0,0,,,0,
C0003D,,ce,,Rent Change,3/31/2016,769,0,905,0,0,0,,,0,
C0003D,,ce,,Rent Change,8/4/2016,784,0,905,0,0,0,,,0,
C0003D,,ce,,Rent Change,3/27/2018,834,0,905,0,0,0,,,0,
C0003D,,ce,,Rent Change,9/21/2018,849,0,905,0,0,0,,,0,
C0003D,,ce,,Rent Change,10/29/2018,859,0,905,0,0,0,,,0,
C0003E,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003E,,ce,,Rent Change,4/17/2013,640,0,905,0,0,0,,,0,
C0003E,,ce,,Rent Change,5/20/2013,670,0,905,0,0,0,,,0,
C0003E,,ce,,Rent Change,4/1/2015,690,0,905,0,0,0,,,0,
C0003E,,ce,,Rent Change,7/15/2015,729,0,905,0,0,0,,,0,
C0003E,,ce,,Rent Change,3/31/2016,744,0,905,0,0,0,,,0,
C0003E,,ce,,Rent Change,8/4/2016,759,0,905,0,0,0,,,0,
C0003E,,ce,,Rent Change,3/27/2018,809,0,905,0,0,0,,,0,
C0003F,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003F,,ce,,Rent Change,4/17/2013,640,0,905,0,0,0,,,0,
C0003F,,ce,,Rent Change,5/20/2013,670,0,905,0,0,0,,,0,
C0003F,,ce,,Rent Change,4/1/2015,690,0,905,0,0,0,,,0,
C0003F,,ce,,Rent Change,7/15/2015,729,0,905,0,0,0,,,0,
C0003F,,ce,,Rent Change,3/31/2016,744,0,905,0,0,0,,,0,
C0003F,,ce,,Rent Change,8/4/2016,759,0,905,0,0,0,,,0,
C0003F,,ce,,Rent Change,3/31/2017,859,0,905,0,0,0,,,0,
C0003G,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003G,,ce,,Rent Change,4/17/2013,640,0,905,0,0,0,,,0,
C0003G,,ce,,Rent Change,5/20/2013,670,0,905,0,0,0,,,0,
C0003G,,ce,,Rent Change,4/1/2015,690,0,905,0,0,0,,,0,
C0003G,,ce,,Rent Change,7/15/2015,729,0,905,0,0,0,,,0,
C0003G,,ce,,Rent Change,3/31/2016,744,0,905,0,0,0,,,0,
C0003G,,ce,,Rent Change,8/4/2016,759,0,905,0,0,0,,,0,
C0003G,,ce,,Rent Change,3/27/2018,809,0,905,0,0,0,,,0,
C0003H,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003H,,ce,,Rent Change,4/17/2013,640,0,905,0,0,0,,,0,
C0003H,,ce,,Rent Change,5/20/2013,670,0,905,0,0,0,,,0,
C0003H,,ce,,Rent Change,4/1/2015,690,0,905,0,0,0,,,0,
C0003H,,ce,,Rent Change,7/15/2015,729,0,905,0,0,0,,,0,
C0003H,,ce,,Rent Change,3/31/2016,744,0,905,0,0,0,,,0,
C0003H,,ce,,Rent Change,8/4/2016,759,0,905,0,0,0,,,0,
C0003H,,ce,,Rent Change,3/27/2018,809,0,905,0,0,0,,,0,
C0003J,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003J,,ce,,Rent Change,4/17/2013,650,0,905,0,0,0,,,0,
C0003J,,ce,,Rent Change,5/20/2013,680,0,905,0,0,0,,,0,
C0003J,,ce,,Rent Change,4/1/2015,700,0,905,0,0,0,,,0,
C0003J,,ce,,Rent Change,7/15/2015,739,0,905,0,0,0,,,0,
C0003J,,ce,,Rent Change,3/31/2016,754,0,905,0,0,0,,,0,
C0003J,,ce,,Rent Change,8/4/2016,769,0,905,0,0,0,,,0,
C0003J,,ce,,Rent Change,3/27/2018,819,0,905,0,0,0,,,0,
C0003J,,ce,,Rent Change,10/29/2018,869,0,905,0,0,0,,,0,
C0003K,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003K,,ce,,Rent Change,4/17/2013,650,0,905,0,0,0,,,0,
C0003K,,ce,,Rent Change,5/20/2013,680,0,905,0,0,0,,,0,
C0003K,,ce,,Rent Change,4/1/2015,700,0,905,0,0,0,,,0,
C0003K,,ce,,Rent Change,7/15/2015,739,0,905,0,0,0,,,0,
C0003K,,ce,,Rent Change,3/31/2016,754,0,905,0,0,0,,,0,
C0003K,,ce,,Rent Change,8/4/2016,769,0,905,0,0,0,,,0,
C0003K,,ce,,Rent Change,3/27/2018,819,0,905,0,0,0,,,0,
C0003L,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003L,,ce,,Rent Change,4/17/2013,650,0,905,0,0,0,,,0,
C0003L,,ce,,Rent Change,5/20/2013,680,0,905,0,0,0,,,0,
C0003L,,ce,,Rent Change,4/1/2015,700,0,905,0,0,0,,,0,
C0003L,,ce,,Rent Change,7/15/2015,739,0,905,0,0,0,,,0,
C0003L,,ce,,Rent Change,3/31/2016,754,0,905,0,0,0,,,0,
C0003L,,ce,,Rent Change,8/4/2016,769,0,905,0,0,0,,,0,
C0003L,,ce,,Rent Change,3/27/2018,819,0,905,0,0,0,,,0,
C0003L,,ce,,Rent Change,10/29/2018,869,0,905,0,0,0,,,0,
C0003M,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0003M,,ce,,Rent Change,4/17/2013,650,0,905,0,0,0,,,0,
C0003M,,ce,,Rent Change,5/20/2013,680,0,905,0,0,0,,,0,
C0003M,,ce,,Rent Change,4/1/2015,700,0,905,0,0,0,,,0,
C0003M,,ce,,Rent Change,7/15/2015,739,0,905,0,0,0,,,0,
C0003M,,ce,,Rent Change,3/31/2016,754,0,905,0,0,0,,,0,
C0003M,,ce,,Rent Change,8/4/2016,769,0,905,0,0,0,,,0,
C0003M,,ce,,Rent Change,3/27/2018,819,0,905,0,0,0,,,0,
C0003M,,ce,,Rent Change,10/29/2018,869,0,905,0,0,0,,,0,
C0007A,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007A,,ce,,Rent Change,5/20/2013,580,0,675,0,0,0,,,0,
C0007A,,ce,,Rent Change,2/5/2014,609,0,675,0,0,0,,,0,
C0007A,,ce,,Rent Change,5/13/2015,621,0,675,0,0,0,,,0,
C0007A,,ce,,Rent Change,7/15/2015,629,0,675,0,0,0,,,0,
C0007A,,ce,,Rent Change,3/31/2016,644,0,675,0,0,0,,,0,
C0007A,,ce,,Rent Change,8/4/2016,657,0,675,0,0,0,,,0,
C0007A,,ce,,Rent Change,3/27/2018,675,0,675,0,0,0,,,0,
C0007A,,ce,,Rent Change,10/29/2018,770,0,675,0,0,0,,,0,
C0007B,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007B,,ce,,Rent Change,5/20/2013,580,0,675,0,0,0,,,0,
C0007B,,ce,,Rent Change,2/5/2014,609,0,675,0,0,0,,,0,
C0007B,,ce,,Rent Change,5/13/2015,621,0,675,0,0,0,,,0,
C0007B,,ce,,Rent Change,7/15/2015,629,0,675,0,0,0,,,0,
C0007B,,ce,,Rent Change,3/31/2016,644,0,675,0,0,0,,,0,
C0007B,,ce,,Rent Change,8/4/2016,657,0,675,0,0,0,,,0,
C0007B,,ce,,Rent Change,3/27/2018,675,0,675,0,0,0,,,0,
C0007B,,ce,,Rent Change,10/29/2018,770,0,675,0,0,0,,,0,
C0007C,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007C,,ce,,Rent Change,4/17/2013,570,0,675,0,0,0,,,0,
C0007C,,ce,,Rent Change,5/20/2013,590,0,675,0,0,0,,,0,
C0007C,,ce,,Rent Change,2/5/2014,619,0,675,0,0,0,,,0,
C0007C,,ce,,Rent Change,5/13/2015,631,0,675,0,0,0,,,0,
C0007C,,ce,,Rent Change,7/15/2015,639,0,675,0,0,0,,,0,
C0007C,,ce,,Rent Change,3/31/2016,654,0,675,0,0,0,,,0,
C0007C,,ce,,Rent Change,8/4/2016,667,0,675,0,0,0,,,0,
C0007C,,ce,,Rent Change,3/27/2018,685,0,675,0,0,0,,,0,
C0007C,,ce,,Rent Change,10/29/2018,780,0,675,0,0,0,,,0,
C0007D,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007D,,ce,,Rent Change,4/17/2013,570,0,675,0,0,0,,,0,
C0007D,,ce,,Rent Change,5/20/2013,590,0,675,0,0,0,,,0,
C0007D,,ce,,Rent Change,2/5/2014,619,0,675,0,0,0,,,0,
C0007D,,ce,,Rent Change,5/13/2015,631,0,675,0,0,0,,,0,
C0007D,,ce,,Rent Change,7/15/2015,639,0,675,0,0,0,,,0,
C0007D,,ce,,Rent Change,3/31/2016,654,0,675,0,0,0,,,0,
C0007D,,ce,,Rent Change,8/4/2016,667,0,675,0,0,0,,,0,
C0007D,,ce,,Rent Change,3/31/2017,739,0,675,0,0,0,,,0,
C0007D,,ce,,Rent Change,3/27/2018,780,0,675,0,0,0,,,0,
C0007E,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007E,,ce,,Rent Change,4/17/2013,570,0,675,0,0,0,,,0,
C0007E,,ce,,Rent Change,5/20/2013,590,0,675,0,0,0,,,0,
C0007E,,ce,,Rent Change,2/5/2014,619,0,675,0,0,0,,,0,
C0007E,,ce,,Rent Change,5/13/2015,631,0,675,0,0,0,,,0,
C0007E,,ce,,Rent Change,7/15/2015,639,0,675,0,0,0,,,0,
C0007E,,ce,,Rent Change,3/31/2016,654,0,675,0,0,0,,,0,
C0007E,,ce,,Rent Change,8/4/2016,667,0,675,0,0,0,,,0,
C0007E,,ce,,Rent Change,3/27/2018,685,0,675,0,0,0,,,0,
C0007E,,ce,,Rent Change,8/24/2018,770,0,675,0,0,0,,,0,
C0007F,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007F,,ce,,Rent Change,4/17/2013,570,0,675,0,0,0,,,0,
C0007F,,ce,,Rent Change,5/20/2013,590,0,675,0,0,0,,,0,
C0007F,,ce,,Rent Change,2/5/2014,619,0,675,0,0,0,,,0,
C0007F,,ce,,Rent Change,5/13/2015,631,0,675,0,0,0,,,0,
C0007F,,ce,,Rent Change,7/15/2015,639,0,675,0,0,0,,,0,
C0007F,,ce,,Rent Change,3/31/2016,654,0,675,0,0,0,,,0,
C0007F,,ce,,Rent Change,8/4/2016,667,0,675,0,0,0,,,0,
C0007F,,ce,,Rent Change,3/27/2018,685,0,675,0,0,0,,,0,
C0007G,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007G,,ce,,Rent Change,4/17/2013,570,0,675,0,0,0,,,0,
C0007G,,ce,,Rent Change,5/20/2013,590,0,675,0,0,0,,,0,
C0007G,,ce,,Rent Change,2/5/2014,619,0,675,0,0,0,,,0,
C0007G,,ce,,Rent Change,5/13/2015,631,0,675,0,0,0,,,0,
C0007G,,ce,,Rent Change,7/15/2015,639,0,675,0,0,0,,,0,
C0007G,,ce,,Rent Change,3/31/2016,654,0,675,0,0,0,,,0,
C0007G,,ce,,Rent Change,8/4/2016,667,0,675,0,0,0,,,0,
C0007G,,ce,,Rent Change,3/27/2018,685,0,675,0,0,0,,,0,
C0007G,,ce,,Rent Change,10/29/2018,780,0,675,0,0,0,,,0,
C0007H,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007H,,ce,,Rent Change,4/17/2013,570,0,675,0,0,0,,,0,
C0007H,,ce,,Rent Change,5/20/2013,590,0,675,0,0,0,,,0,
C0007H,,ce,,Rent Change,2/5/2014,619,0,675,0,0,0,,,0,
C0007H,,ce,,Rent Change,5/13/2015,631,0,675,0,0,0,,,0,
C0007H,,ce,,Rent Change,7/15/2015,639,0,675,0,0,0,,,0,
C0007H,,ce,,Rent Change,3/31/2016,654,0,675,0,0,0,,,0,
C0007H,,ce,,Rent Change,8/4/2016,667,0,675,0,0,0,,,0,
C0007H,,ce,,Rent Change,3/27/2018,685,0,675,0,0,0,,,0,
C0007H,,ce,,Rent Change,10/29/2018,780,0,675,0,0,0,,,0,
C0007J,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007J,,ce,,Rent Change,4/17/2013,580,0,675,0,0,0,,,0,
C0007J,,ce,,Rent Change,5/20/2013,600,0,675,0,0,0,,,0,
C0007J,,ce,,Rent Change,2/5/2014,629,0,675,0,0,0,,,0,
C0007J,,ce,,Rent Change,5/13/2015,641,0,675,0,0,0,,,0,
C0007J,,ce,,Rent Change,7/15/2015,649,0,675,0,0,0,,,0,
C0007J,,ce,,Rent Change,3/31/2016,664,0,675,0,0,0,,,0,
C0007J,,ce,,Rent Change,8/4/2016,677,0,675,0,0,0,,,0,
C0007J,,ce,,Rent Change,3/27/2018,695,0,675,0,0,0,,,0,
C0007J,,ce,,Rent Change,10/29/2018,790,0,675,0,0,0,,,0,
C0007K,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007K,,ce,,Rent Change,4/17/2013,580,0,675,0,0,0,,,0,
C0007K,,ce,,Rent Change,5/20/2013,600,0,675,0,0,0,,,0,
C0007K,,ce,,Rent Change,2/5/2014,629,0,675,0,0,0,,,0,
C0007K,,ce,,Rent Change,5/13/2015,641,0,675,0,0,0,,,0,
C0007K,,ce,,Rent Change,6/15/2015,666,0,675,0,0,0,,,0,
C0007K,,ce,,Rent Change,7/15/2015,674,0,675,0,0,0,,,0,
C0007K,,ce,,Rent Change,3/31/2016,689,0,675,0,0,0,,,0,
C0007K,,ce,,Rent Change,8/4/2016,702,0,675,0,0,0,,,0,
C0007K,,ce,,Rent Change,3/27/2018,720,0,675,0,0,0,,,0,
C0007L,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007L,,ce,,Rent Change,4/17/2013,580,0,675,0,0,0,,,0,
C0007L,,ce,,Rent Change,5/20/2013,600,0,675,0,0,0,,,0,
C0007L,,ce,,Rent Change,2/5/2014,629,0,675,0,0,0,,,0,
C0007L,,ce,,Rent Change,5/13/2015,641,0,675,0,0,0,,,0,
C0007L,,ce,,Rent Change,7/15/2015,649,0,675,0,0,0,,,0,
C0007L,,ce,,Rent Change,3/31/2016,664,0,675,0,0,0,,,0,
C0007L,,ce,,Rent Change,8/4/2016,677,0,675,0,0,0,,,0,
C0007L,,ce,,Rent Change,3/27/2018,695,0,675,0,0,0,,,0,
C0007L,,ce,,Rent Change,10/29/2018,790,0,675,0,0,0,,,0,
C0007M,,ce,,New Unit,4/1/2013,560,0,675,0,0,0,,,0,
C0007M,,ce,,Rent Change,4/17/2013,580,0,675,0,0,0,,,0,
C0007M,,ce,,Rent Change,5/20/2013,600,0,675,0,0,0,,,0,
C0007M,,ce,,Rent Change,2/5/2014,629,0,675,0,0,0,,,0,
C0007M,,ce,,Rent Change,5/13/2015,641,0,675,0,0,0,,,0,
C0007M,,ce,,Rent Change,7/15/2015,649,0,675,0,0,0,,,0,
C0007M,,ce,,Rent Change,3/31/2016,664,0,675,0,0,0,,,0,
C0007M,,ce,,Rent Change,8/4/2016,677,0,675,0,0,0,,,0,
C0007M,,ce,,Rent Change,3/27/2018,695,0,675,0,0,0,,,0,
C0007M,,ce,,Rent Change,10/29/2018,790,0,675,0,0,0,,,0,
C0011A,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011A,,ce,,Rent Change,5/20/2013,660,0,905,0,0,0,,,0,
C0011A,,ce,,Rent Change,4/1/2015,680,0,905,0,0,0,,,0,
C0011A,,ce,,Rent Change,7/15/2015,719,0,905,0,0,0,,,0,
C0011A,,ce,,Rent Change,3/31/2016,734,0,905,0,0,0,,,0,
C0011A,,ce,,Rent Change,8/4/2016,749,0,905,0,0,0,,,0,
C0011A,,ce,,Rent Change,3/27/2018,799,0,905,0,0,0,,,0,
C0011A,,ce,,Rent Change,10/29/2018,849,0,905,0,0,0,,,0,
C0011B,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011B,,ce,,Rent Change,5/20/2013,660,0,905,0,0,0,,,0,
C0011B,,ce,,Rent Change,4/1/2015,680,0,905,0,0,0,,,0,
C0011B,,ce,,Rent Change,7/15/2015,719,0,905,0,0,0,,,0,
C0011B,,ce,,Rent Change,3/31/2016,734,0,905,0,0,0,,,0,
C0011B,,ce,,Rent Change,8/4/2016,749,0,905,0,0,0,,,0,
C0011B,,ce,,Rent Change,3/27/2018,799,0,905,0,0,0,,,0,
C0011B,,ce,,Rent Change,10/29/2018,849,0,905,0,0,0,,,0,
C0011C,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011C,,ce,,Rent Change,5/20/2013,660,0,905,0,0,0,,,0,
C0011C,,ce,,Rent Change,4/1/2015,680,0,905,0,0,0,,,0,
C0011C,,ce,,Rent Change,7/15/2015,719,0,905,0,0,0,,,0,
C0011C,,ce,,Rent Change,3/31/2016,734,0,905,0,0,0,,,0,
C0011C,,ce,,Rent Change,8/4/2016,749,0,905,0,0,0,,,0,
C0011C,,ce,,Rent Change,3/27/2018,799,0,905,0,0,0,,,0,
C0011D,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011D,,ce,,Rent Change,5/20/2013,660,0,905,0,0,0,,,0,
C0011D,,ce,,Rent Change,4/1/2015,680,0,905,0,0,0,,,0,
C0011D,,ce,,Rent Change,7/15/2015,719,0,905,0,0,0,,,0,
C0011D,,ce,,Rent Change,3/31/2016,734,0,905,0,0,0,,,0,
C0011D,,ce,,Rent Change,8/4/2016,749,0,905,0,0,0,,,0,
C0011D,,ce,,Rent Change,3/27/2018,799,0,905,0,0,0,,,0,
C0011E,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011E,,ce,,Rent Change,4/17/2013,640,0,905,0,0,0,,,0,
C0011E,,ce,,Rent Change,5/20/2013,670,0,905,0,0,0,,,0,
C0011E,,ce,,Rent Change,4/1/2015,690,0,905,0,0,0,,,0,
C0011E,,ce,,Rent Change,7/15/2015,729,0,905,0,0,0,,,0,
C0011E,,ce,,Rent Change,3/31/2016,744,0,905,0,0,0,,,0,
C0011E,,ce,,Rent Change,8/4/2016,759,0,905,0,0,0,,,0,
C0011E,,ce,,Rent Change,3/27/2018,809,0,905,0,0,0,,,0,
C0011E,,ce,,Rent Change,9/21/2018,859,0,905,0,0,0,,,0,
C0011F,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011F,,ce,,Rent Change,4/17/2013,640,0,905,0,0,0,,,0,
C0011F,,ce,,Rent Change,5/20/2013,670,0,905,0,0,0,,,0,
C0011F,,ce,,Rent Change,4/1/2015,690,0,905,0,0,0,,,0,
C0011F,,ce,,Rent Change,7/15/2015,729,0,905,0,0,0,,,0,
C0011F,,ce,,Rent Change,3/31/2016,744,0,905,0,0,0,,,0,
C0011F,,ce,,Rent Change,8/4/2016,759,0,905,0,0,0,,,0,
C0011F,,ce,,Rent Change,3/27/2018,809,0,905,0,0,0,,,0,
C0011F,,ce,,Rent Change,10/29/2018,859,0,905,0,0,0,,,0,
C0011G,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011G,,ce,,Rent Change,4/17/2013,640,0,905,0,0,0,,,0,
C0011G,,ce,,Rent Change,5/20/2013,670,0,905,0,0,0,,,0,
C0011G,,ce,,Rent Change,4/1/2015,690,0,905,0,0,0,,,0,
C0011G,,ce,,Rent Change,7/15/2015,729,0,905,0,0,0,,,0,
C0011G,,ce,,Rent Change,3/31/2016,744,0,905,0,0,0,,,0,
C0011G,,ce,,Rent Change,8/4/2016,759,0,905,0,0,0,,,0,
C0011G,,ce,,Rent Change,3/27/2018,809,0,905,0,0,0,,,0,
C0011G,,ce,,Rent Change,10/29/2018,859,0,905,0,0,0,,,0,
C0011H,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011H,,ce,,Rent Change,4/17/2013,640,0,905,0,0,0,,,0,
C0011H,,ce,,Rent Change,5/20/2013,670,0,905,0,0,0,,,0,
C0011H,,ce,,Rent Change,4/1/2015,690,0,905,0,0,0,,,0,
C0011H,,ce,,Rent Change,7/15/2015,729,0,905,0,0,0,,,0,
C0011H,,ce,,Rent Change,3/31/2016,744,0,905,0,0,0,,,0,
C0011H,,ce,,Rent Change,8/4/2016,759,0,905,0,0,0,,,0,
C0011H,,ce,,Rent Change,3/27/2018,809,0,905,0,0,0,,,0,
C0011H,,ce,,Rent Change,7/31/2018,859,0,905,0,0,0,,,0,
C0011J,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011J,,ce,,Rent Change,4/17/2013,650,0,905,0,0,0,,,0,
C0011J,,ce,,Rent Change,5/20/2013,680,0,905,0,0,0,,,0,
C0011J,,ce,,Rent Change,4/1/2015,700,0,905,0,0,0,,,0,
C0011J,,ce,,Rent Change,7/15/2015,739,0,905,0,0,0,,,0,
C0011J,,ce,,Rent Change,3/31/2016,754,0,905,0,0,0,,,0,
C0011J,,ce,,Rent Change,8/4/2016,769,0,905,0,0,0,,,0,
C0011J,,ce,,Rent Change,3/27/2018,819,0,905,0,0,0,,,0,
C0011K,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011K,,ce,,Rent Change,4/17/2013,650,0,905,0,0,0,,,0,
C0011K,,ce,,Rent Change,5/20/2013,680,0,905,0,0,0,,,0,
C0011K,,ce,,Rent Change,4/1/2015,700,0,905,0,0,0,,,0,
C0011K,,ce,,Rent Change,7/15/2015,739,0,905,0,0,0,,,0,
C0011K,,ce,,Rent Change,3/31/2016,754,0,905,0,0,0,,,0,
C0011K,,ce,,Rent Change,8/4/2016,769,0,905,0,0,0,,,0,
C0011K,,ce,,Rent Change,3/27/2018,819,0,905,0,0,0,,,0,
C0011L,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011L,,ce,,Rent Change,4/17/2013,650,0,905,0,0,0,,,0,
C0011L,,ce,,Rent Change,5/20/2013,680,0,905,0,0,0,,,0,
C0011L,,ce,,Rent Change,4/1/2015,700,0,905,0,0,0,,,0,
C0011L,,ce,,Rent Change,7/15/2015,739,0,905,0,0,0,,,0,
C0011L,,ce,,Rent Change,3/31/2016,754,0,905,0,0,0,,,0,
C0011L,,ce,,Rent Change,8/4/2016,769,0,905,0,0,0,,,0,
C0011L,,ce,,Rent Change,3/27/2018,819,0,905,0,0,0,,,0,
C0011M,,ce,,New Unit,4/1/2013,630,0,905,0,0,0,,,0,
C0011M,,ce,,Rent Change,4/17/2013,650,0,905,0,0,0,,,0,
C0011M,,ce,,Rent Change,5/20/2013,680,0,905,0,0,0,,,0,
C0011M,,ce,,Rent Change,4/1/2015,700,0,905,0,0,0,,,0,
C0011M,,ce,,Rent Change,7/15/2015,739,0,905,0,0,0,,,0,
C0011M,,ce,,Rent Change,3/31/2016,754,0,905,0,0,0,,,0,
C0011M,,ce,,Rent Change,8/4/2016,769,0,905,0,0,0,,,0,
C0011M,,ce,,Rent Change,3/27/2018,819,0,905,0,0,0,,,0,
C0011M,,ce,,Rent Change,10/29/2018,869,0,905,0,0,0,,,0,
C05266,,ce,,New Unit,4/1/2013,870,0,1400,0,0,0,,,0,
C05266,,ce,,Rent Change,5/20/2013,910,0,1400,0,0,0,,,0,
C05266,,ce,,Rent Change,2/5/2014,956,0,1400,0,0,0,,,0,
C05266,,ce,,Rent Change,5/13/2015,975,0,1400,0,0,0,,,0,
C05266,,ce,,Rent Change,7/15/2015,999,0,1400,0,0,0,,,0,
C05266,,ce,,Rent Change,3/31/2016,1014,0,1400,0,0,0,,,0,
C05266,,ce,,Rent Change,8/4/2016,1034,0,1400,0,0,0,,,0,
C05266,,ce,,Rent Change,3/31/2017,1199,0,1400,0,0,0,,,0,
C05266,,ce,,Rent Change,3/27/2018,1209,0,1400,0,0,0,,,0,
C05268,,ce,,New Unit,4/1/2013,870,0,1400,0,0,0,,,0,
C05268,,ce,,Rent Change,5/20/2013,910,0,1400,0,0,0,,,0,
C05268,,ce,,Rent Change,2/5/2014,956,0,1400,0,0,0,,,0,
C05268,,ce,,Rent Change,5/13/2015,975,0,1400,0,0,0,,,0,
C05268,,ce,,Rent Change,7/15/2015,999,0,1400,0,0,0,,,0,
C05268,,ce,,Rent Change,3/31/2016,1014,0,1400,0,0,0,,,0,
C05268,,ce,,Rent Change,8/4/2016,1034,0,1400,0,0,0,,,0,
C05268,,ce,,Rent Change,3/31/2017,1199,0,1400,0,0,0,,,0,
C05268,,ce,,Rent Change,3/27/2018,1209,0,1400,0,0,0,,,0,
C05270,,ce,,New Unit,4/1/2013,770,0,1088,0,0,0,,,0,
C05270,,ce,,Rent Change,5/20/2013,800,0,1088,0,0,0,,,0,
C05270,,ce,,Rent Change,4/1/2015,824,0,1088,0,0,0,,,0,
C05270,,ce,,Rent Change,7/15/2015,849,0,1088,0,0,0,,,0,
C05270,,ce,,Rent Change,3/31/2016,864,0,1088,0,0,0,,,0,
C05270,,ce,,Rent Change,8/4/2016,881,0,1088,0,0,0,,,0,
C05270,,ce,,Rent Change,3/31/2017,1039,0,1088,0,0,0,,,0,
C05270,,ce,,Rent Change,3/27/2018,1099,0,1088,0,0,0,,,0,
C05272,,ce,,New Unit,4/1/2013,770,0,1088,0,0,0,,,0,
C05272,,ce,,Rent Change,5/20/2013,800,0,1088,0,0,0,,,0,
C05272,,ce,,Rent Change,4/1/2015,824,0,1088,0,0,0,,,0,
C05272,,ce,,Rent Change,7/15/2015,849,0,1088,0,0,0,,,0,
C05272,,ce,,Rent Change,3/31/2016,864,0,1088,0,0,0,,,0,
