,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Sqft,Lenght of Stay,Vacancy
45850,sh,t0021408,Rent Change,2015-07-31,TH5983,2014-06-30,,725.0,0.0,,0
45863,sh,t0021408,Move Out,2016-06-13,TH5983,2014-06-30,2016-06-13,725.0,0.0,714 days 00:00:00.000000000,1
45864,sh,t0021408,Move Out,2016-06-13,TH5983,2014-06-30,2016-06-13,725.0,0.0,714 days 00:00:00.000000000,1
45865,sh,t0021408,Move Out,2016-06-13,TH5983,2014-06-30,2016-06-13,725.0,0.0,714 days 00:00:00.000000000,1
45866,sh,t0021408,Move Out,2016-06-13,TH5983,2014-06-30,2016-06-13,725.0,0.0,714 days 00:00:00.000000000,1
45879,sh,t0021408,Rent Change,2014-06-04,TH5983,2014-08-01,,700.0,0.0,,0
45880,sh,t0021408,Rent Change,2014-06-04,TH5983,2014-08-01,,700.0,0.0,,0
45881,sh,t0021408,Rent Change,2014-06-04,TH5983,2014-08-01,,700.0,0.0,,0
45882,sh,t0021408,Rent Change,2014-06-04,TH5983,2014-08-01,,700.0,0.0,,0
45899,sh,t0021836,Rent Change,2014-06-30,FT5892H,2014-06-30,,0.0,0.0,,0
45900,sh,t0021836,Rent Change,2014-06-30,FT5892H,2014-06-30,,0.0,0.0,,0
45901,sh,t0021836,Rent Change,2014-08-01,FT5892H,2014-06-30,,590.0,0.0,,0
45902,sh,t0021836,Rent Change,2014-08-01,FT5892H,2014-06-30,,590.0,0.0,,0
45905,sh,t0021836,Move Out,2015-06-30,FT5892H,2014-06-30,2015-06-30,590.0,0.0,365 days 00:00:00.000000000,1
45906,sh,t0021836,Move Out,2015-06-30,FT5892H,2014-06-30,2015-06-30,590.0,0.0,365 days 00:00:00.000000000,1
45923,sh,t0021841,Rent Change,2014-06-30,TH5817,2014-06-30,,0.0,0.0,,0
45924,sh,t0021841,Rent Change,2014-06-30,TH5817,2014-06-30,,0.0,0.0,,0
45925,sh,t0021841,Rent Change,2014-08-01,TH5817,2014-06-30,,675.0,0.0,,0
45926,sh,t0021841,Rent Change,2014-08-01,TH5817,2014-06-30,,675.0,0.0,,0
45929,sh,t0021841,Move Out,2015-06-30,TH5817,2014-06-30,2015-06-30,675.0,0.0,365 days 00:00:00.000000000,1
45930,sh,t0021841,Move Out,2015-06-30,TH5817,2014-06-30,2015-06-30,675.0,0.0,365 days 00:00:00.000000000,1
45953,sh,t0021860,Rent Change,2014-06-30,WC5930E,2014-06-30,,0.0,0.0,,0
45954,sh,t0021860,Rent Change,2014-06-30,WC5930E,2014-06-30,,0.0,0.0,,0
45955,sh,t0021860,Rent Change,2014-06-30,WC5930E,2014-06-30,,0.0,0.0,,0
45956,sh,t0021860,Rent Change,2014-08-01,WC5930E,2014-06-30,,620.0,0.0,,0
45957,sh,t0021860,Rent Change,2014-08-01,WC5930E,2014-06-30,,620.0,0.0,,0
45958,sh,t0021860,Rent Change,2014-08-01,WC5930E,2014-06-30,,620.0,0.0,,0
45962,sh,t0021860,Rent Change,2015-06-30,WC5930E,2014-06-30,,645.0,0.0,,0
45963,sh,t0021860,Rent Change,2015-06-30,WC5930E,2014-06-30,,645.0,0.0,,0
45964,sh,t0021860,Rent Change,2015-06-30,WC5930E,2014-06-30,,645.0,0.0,,0
45968,sh,t0021860,Move Out,2016-06-30,WC5930E,2014-06-30,2016-06-30,645.0,0.0,731 days 00:00:00.000000000,1
45969,sh,t0021860,Move Out,2016-06-30,WC5930E,2014-06-30,2016-06-30,645.0,0.0,731 days 00:00:00.000000000,1
45970,sh,t0021860,Move Out,2016-06-30,WC5930E,2014-06-30,2016-06-30,645.0,0.0,731 days 00:00:00.000000000,1
46001,sh,t0022003,Rent Change,2014-06-30,SH5918,2014-06-30,,0.0,0.0,,0
46002,sh,t0022003,Rent Change,2014-06-30,SH5918,2014-06-30,,0.0,0.0,,0
46003,sh,t0022003,Rent Change,2014-06-30,SH5918,2014-06-30,,0.0,0.0,,0
46004,sh,t0022003,Rent Change,2014-06-30,SH5918,2014-06-30,,0.0,0.0,,0
46005,sh,t0022003,Rent Change,2014-08-01,SH5918,2014-06-30,,675.0,0.0,,0
46006,sh,t0022003,Rent Change,2014-08-01,SH5918,2014-06-30,,675.0,0.0,,0
46007,sh,t0022003,Rent Change,2014-08-01,SH5918,2014-06-30,,675.0,0.0,,0
46008,sh,t0022003,Rent Change,2014-08-01,SH5918,2014-06-30,,675.0,0.0,,0
46013,sh,t0022003,Rent Change,2015-06-30,SH5918,2014-06-30,,700.0,0.0,,0
46014,sh,t0022003,Rent Change,2015-06-30,SH5918,2014-06-30,,700.0,0.0,,0
46015,sh,t0022003,Rent Change,2015-06-30,SH5918,2014-06-30,,700.0,0.0,,0
46016,sh,t0022003,Rent Change,2015-06-30,SH5918,2014-06-30,,700.0,0.0,,0
46021,sh,t0022003,Rent Change,2016-06-30,SH5918,2014-06-30,,720.0,0.0,,0
46022,sh,t0022003,Rent Change,2016-06-30,SH5918,2014-06-30,,720.0,0.0,,0
46023,sh,t0022003,Rent Change,2016-06-30,SH5918,2014-06-30,,720.0,0.0,,0
46024,sh,t0022003,Rent Change,2016-06-30,SH5918,2014-06-30,,720.0,0.0,,0
46033,sh,t0022003,Move Out,2017-03-31,SH5918,2014-06-30,2017-03-31,720.0,0.0,1005 days 00:00:00.000000000,1
46034,sh,t0022003,Move Out,2017-03-31,SH5918,2014-06-30,2017-03-31,720.0,0.0,1005 days 00:00:00.000000000,1
46035,sh,t0022003,Move Out,2017-03-31,SH5918,2014-06-30,2017-03-31,720.0,0.0,1005 days 00:00:00.000000000,1
46036,sh,t0022003,Move Out,2017-03-31,SH5918,2014-06-30,2017-03-31,720.0,0.0,1005 days 00:00:00.000000000,1
46048,sh,t0022046,Rent Change,2014-06-30,WC5956S,2014-06-30,,0.0,0.0,,0
46049,sh,t0022046,Rent Change,2014-06-30,WC5956S,2014-06-30,,0.0,0.0,,0
46050,sh,t0022046,Rent Change,2014-06-30,WC5956S,2014-06-30,,0.0,0.0,,0
46063,sh,t0022046,Rent Change,2014-08-01,WC5956S,2014-06-30,,610.0,0.0,,0
46064,sh,t0022046,Rent Change,2014-08-01,WC5956S,2014-06-30,,610.0,0.0,,0
46065,sh,t0022046,Rent Change,2014-08-01,WC5956S,2014-06-30,,610.0,0.0,,0
46072,sh,t0022046,Rent Change,2015-06-30,WC5956S,2014-06-30,,635.0,0.0,,0
46073,sh,t0022046,Rent Change,2015-06-30,WC5956S,2014-06-30,,635.0,0.0,,0
46074,sh,t0022046,Rent Change,2015-06-30,WC5956S,2014-06-30,,635.0,0.0,,0
46081,sh,t0022046,Move Out,2015-12-30,WC5956S,2014-06-30,2015-12-30,635.0,0.0,548 days 00:00:00.000000000,1
46082,sh,t0022046,Move Out,2015-12-30,WC5956S,2014-06-30,2015-12-30,635.0,0.0,548 days 00:00:00.000000000,1
46083,sh,t0022046,Move Out,2015-12-30,WC5956S,2014-06-30,2015-12-30,635.0,0.0,548 days 00:00:00.000000000,1
46107,fh,t0033898,Rent Change,2017-08-31,4751D,2014-06-30,,1016.0,0.0,,0
46108,fh,t0033898,Rent Change,2017-08-31,4751D,2014-06-30,,1016.0,0.0,,0
46109,fh,t0033898,Rent Change,2017-09-30,4751D,2014-06-30,,949.0,0.0,,0
46110,fh,t0033898,Rent Change,2017-09-30,4751D,2014-06-30,,949.0,0.0,,0
46113,fh,t0033898,Move Out,2018-07-13,4751D,2014-06-30,2018-07-12,949.0,0.0,1473 days 00:00:00.000000000,1
46114,fh,t0033898,Move Out,2018-07-13,4751D,2014-06-30,2018-07-12,949.0,0.0,1473 days 00:00:00.000000000,1
46125,ce,t0021913,Rent Change,2014-06-30,M0013F,2014-07-01,,603.0,0.0,,0
46126,ce,t0021913,Rent Change,2014-06-30,M0013F,2014-07-01,,603.0,0.0,,0
46143,ce,t0021913,Rent Change,2015-06-30,M0013F,2014-07-01,,621.0,0.0,,0
46144,ce,t0021913,Rent Change,2015-06-30,M0013F,2014-07-01,,621.0,0.0,,0
46147,ce,t0021913,Move Out,2015-09-30,M0013F,2014-07-01,2015-09-30,621.0,0.0,456 days 00:00:00.000000000,1
46148,ce,t0021913,Move Out,2015-09-30,M0013F,2014-07-01,2015-09-30,621.0,0.0,456 days 00:00:00.000000000,1
46155,ce,t0021913,Move Out,2015-10-02,M0013F,2014-07-01,2015-10-01,621.0,0.0,457 days 00:00:00.000000000,1
46156,ce,t0021913,Move Out,2015-10-02,M0013F,2014-07-01,2015-10-01,621.0,0.0,457 days 00:00:00.000000000,1
46168,ce,t0021918,Rent Change,2015-06-30,C0011D,2014-07-01,,680.0,0.0,,0
46170,ce,t0021918,Move Out,2016-06-30,C0011D,2014-07-01,2016-06-30,680.0,0.0,730 days 00:00:00.000000000,1
46173,ce,t0021918,Move Out,2016-07-07,C0011D,2014-07-01,2016-07-05,680.0,0.0,735 days 00:00:00.000000000,1
46236,ce,t0040903,Rent Change,2016-09-30,S1500-3F,2015-10-29,,762.0,0.0,,0
46237,ce,t0040903,Rent Change,2016-09-30,S1500-3F,2015-10-29,,762.0,0.0,,0
46238,ce,t0040903,Rent Change,2016-09-30,S1500-3F,2015-10-29,,762.0,0.0,,0
46239,ce,t0040903,Rent Change,2016-09-30,S1500-3F,2015-10-29,,762.0,0.0,,0
46240,ce,t0040903,Rent Change,2016-09-30,S1500-3F,2015-10-29,,762.0,0.0,,0
46241,ce,t0040903,Rent Change,2016-09-30,S1500-3F,2015-10-29,,762.0,0.0,,0
46242,ce,t0040903,Rent Change,2016-10-31,S1500-3F,2015-10-29,,784.0,0.0,,0
46243,ce,t0040903,Rent Change,2016-10-31,S1500-3F,2015-10-29,,784.0,0.0,,0
46244,ce,t0040903,Rent Change,2016-10-31,S1500-3F,2015-10-29,,784.0,0.0,,0
46245,ce,t0040903,Rent Change,2016-10-31,S1500-3F,2015-10-29,,784.0,0.0,,0
46246,ce,t0040903,Rent Change,2016-10-31,S1500-3F,2015-10-29,,784.0,0.0,,0
46247,ce,t0040903,Rent Change,2016-10-31,S1500-3F,2015-10-29,,784.0,0.0,,0
46254,ce,t0040903,Rent Change,2017-09-30,S1500-3F,2015-10-29,,785.0,0.0,,0
46255,ce,t0040903,Rent Change,2017-09-30,S1500-3F,2015-10-29,,785.0,0.0,,0
46256,ce,t0040903,Rent Change,2017-09-30,S1500-3F,2015-10-29,,785.0,0.0,,0
46257,ce,t0040903,Rent Change,2017-09-30,S1500-3F,2015-10-29,,785.0,0.0,,0
46258,ce,t0040903,Rent Change,2017-09-30,S1500-3F,2015-10-29,,785.0,0.0,,0
46259,ce,t0040903,Rent Change,2017-09-30,S1500-3F,2015-10-29,,785.0,0.0,,0
46260,ce,t0040903,Rent Change,2017-10-31,S1500-3F,2015-10-29,,799.0,0.0,,0
46261,ce,t0040903,Rent Change,2017-10-31,S1500-3F,2015-10-29,,799.0,0.0,,0
46262,ce,t0040903,Rent Change,2017-10-31,S1500-3F,2015-10-29,,799.0,0.0,,0
46263,ce,t0040903,Rent Change,2017-10-31,S1500-3F,2015-10-29,,799.0,0.0,,0
46264,ce,t0040903,Rent Change,2017-10-31,S1500-3F,2015-10-29,,799.0,0.0,,0
46265,ce,t0040903,Rent Change,2017-10-31,S1500-3F,2015-10-29,,799.0,0.0,,0
46290,ce,t0040903,Move Out,2018-10-29,S1500-3F,2015-10-29,2018-10-29,799.0,0.0,1096 days 00:00:00.000000000,1
46291,ce,t0040903,Move Out,2018-10-29,S1500-3F,2015-10-29,2018-10-29,799.0,0.0,1096 days 00:00:00.000000000,1
46292,ce,t0040903,Move Out,2018-10-29,S1500-3F,2015-10-29,2018-10-29,799.0,0.0,1096 days 00:00:00.000000000,1
46293,ce,t0040903,Move Out,2018-10-29,S1500-3F,2015-10-29,2018-10-29,799.0,0.0,1096 days 00:00:00.000000000,1
46294,ce,t0040903,Move Out,2018-10-29,S1500-3F,2015-10-29,2018-10-29,799.0,0.0,1096 days 00:00:00.000000000,1
46295,ce,t0040903,Move Out,2018-10-29,S1500-3F,2015-10-29,2018-10-29,799.0,0.0,1096 days 00:00:00.000000000,1
46314,ce,t0040903,Move Out,2018-11-19,S1500-3F,2015-10-29,2018-10-26,799.0,0.0,1093 days 00:00:00.000000000,1
46315,ce,t0040903,Move Out,2018-11-19,S1500-3F,2015-10-29,2018-10-26,799.0,0.0,1093 days 00:00:00.000000000,1
46316,ce,t0040903,Move Out,2018-11-19,S1500-3F,2015-10-29,2018-10-26,799.0,0.0,1093 days 00:00:00.000000000,1
46317,ce,t0040903,Move Out,2018-11-19,S1500-3F,2015-10-29,2018-10-26,799.0,0.0,1093 days 00:00:00.000000000,1
46318,ce,t0040903,Move Out,2018-11-19,S1500-3F,2015-10-29,2018-10-26,799.0,0.0,1093 days 00:00:00.000000000,1
46319,ce,t0040903,Move Out,2018-11-19,S1500-3F,2015-10-29,2018-10-26,799.0,0.0,1093 days 00:00:00.000000000,1
46392,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,769.0,0.0,,0
46393,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,769.0,0.0,,0
46394,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,769.0,0.0,,0
46395,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,769.0,0.0,,0
46396,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,769.0,0.0,,0
46397,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,769.0,0.0,,0
46404,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,759.0,0.0,,0
46405,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,759.0,0.0,,0
46406,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,759.0,0.0,,0
46407,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,759.0,0.0,,0
46408,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,759.0,0.0,,0
46409,ce,t0040903,Rent Change,2015-10-01,S1500-3F,2015-10-30,,759.0,0.0,,0
46434,ce,t0022081,Rent Change,2015-07-31,S1450A,2014-07-02,,622.0,0.0,,0
46435,ce,t0022081,Rent Change,2015-07-31,S1450A,2014-07-02,,622.0,0.0,,0
46448,ce,t0022081,Rent Change,2016-08-31,S1450A,2014-07-02,,644.0,0.0,,0
46449,ce,t0022081,Rent Change,2016-08-31,S1450A,2014-07-02,,644.0,0.0,,0
46452,ce,t0022081,Move Out,2017-05-31,S1450A,2014-07-02,2017-05-31,644.0,0.0,1064 days 00:00:00.000000000,1
46453,ce,t0022081,Move Out,2017-05-31,S1450A,2014-07-02,2017-05-31,644.0,0.0,1064 days 00:00:00.000000000,1
46476,ce,t0022099,Rent Change,2015-07-31,S1500-4M,2014-07-08,,724.0,0.0,,0
46477,ce,t0022099,Rent Change,2015-07-31,S1500-4M,2014-07-08,,724.0,0.0,,0
46478,ce,t0022099,Rent Change,2015-07-31,S1500-4M,2014-07-08,,724.0,0.0,,0
46482,ce,t0022099,Rent Change,2016-07-31,S1500-4M,2014-07-08,,754.0,0.0,,0
46483,ce,t0022099,Rent Change,2016-07-31,S1500-4M,2014-07-08,,754.0,0.0,,0
46484,ce,t0022099,Rent Change,2016-07-31,S1500-4M,2014-07-08,,754.0,0.0,,0
46488,ce,t0022099,Rent Change,2017-07-31,S1500-4M,2014-07-08,,809.0,0.0,,0
46489,ce,t0022099,Rent Change,2017-07-31,S1500-4M,2014-07-08,,809.0,0.0,,0
46490,ce,t0022099,Rent Change,2017-07-31,S1500-4M,2014-07-08,,809.0,0.0,,0
46494,ce,t0022099,Move Out,2018-07-31,S1500-4M,2014-07-08,2018-07-31,809.0,0.0,1484 days 00:00:00.000000000,1
46495,ce,t0022099,Move Out,2018-07-31,S1500-4M,2014-07-08,2018-07-31,809.0,0.0,1484 days 00:00:00.000000000,1
46496,ce,t0022099,Move Out,2018-07-31,S1500-4M,2014-07-08,2018-07-31,809.0,0.0,1484 days 00:00:00.000000000,1
46524,sh,t0022091,Rent Change,2015-07-31,AC1145,2014-07-08,,995.0,0.0,,0
46525,sh,t0022091,Rent Change,2015-07-31,AC1145,2014-07-08,,995.0,0.0,,0
46526,sh,t0022091,Rent Change,2015-07-31,AC1145,2014-07-08,,995.0,0.0,,0
46530,sh,t0022091,Rent Change,2016-07-31,AC1145,2014-07-08,,1015.0,0.0,,0
46531,sh,t0022091,Rent Change,2016-07-31,AC1145,2014-07-08,,1015.0,0.0,,0
46532,sh,t0022091,Rent Change,2016-07-31,AC1145,2014-07-08,,1015.0,0.0,,0
46536,sh,t0022091,Rent Change,2017-07-31,AC1145,2014-07-08,,1040.0,0.0,,0
46537,sh,t0022091,Rent Change,2017-07-31,AC1145,2014-07-08,,1040.0,0.0,,0
46538,sh,t0022091,Rent Change,2017-07-31,AC1145,2014-07-08,,1040.0,0.0,,0
46542,sh,t0022091,Move Out,2018-01-02,AC1145,2014-07-08,2017-12-31,1040.0,0.0,1272 days 00:00:00.000000000,1
46543,sh,t0022091,Move Out,2018-01-02,AC1145,2014-07-08,2017-12-31,1040.0,0.0,1272 days 00:00:00.000000000,1
46544,sh,t0022091,Move Out,2018-01-02,AC1145,2014-07-08,2017-12-31,1040.0,0.0,1272 days 00:00:00.000000000,1
46564,sh,t0022173,Rent Change,2014-09-01,TT1179,2014-07-10,,912.0,0.0,,0
46565,sh,t0022173,Rent Change,2014-09-01,TT1179,2014-07-10,,912.0,0.0,,0
46568,sh,t0022173,Rent Change,2015-07-31,TT1179,2014-07-10,,942.0,0.0,,0
46569,sh,t0022173,Rent Change,2015-07-31,TT1179,2014-07-10,,942.0,0.0,,0
46588,sh,t0022173,Move Out,2016-04-27,TT1179,2014-07-10,2016-04-27,942.0,0.0,657 days 00:00:00.000000000,1
46589,sh,t0022173,Move Out,2016-04-27,TT1179,2014-07-10,2016-04-27,942.0,0.0,657 days 00:00:00.000000000,1
46610,sh,t0022142,Rent Change,2015-07-31,FT5880O,2014-07-11,,610.0,0.0,,0
46611,sh,t0022142,Rent Change,2015-07-31,FT5880O,2014-07-11,,610.0,0.0,,0
46618,sh,t0022142,Rent Change,2016-07-31,FT5880O,2014-07-11,,635.0,0.0,,0
46619,sh,t0022142,Rent Change,2016-07-31,FT5880O,2014-07-11,,635.0,0.0,,0
46624,sh,t0022142,Move Out,2017-08-01,FT5880O,2014-07-11,2017-08-01,635.0,0.0,1117 days 00:00:00.000000000,1
46625,sh,t0022142,Move Out,2017-08-01,FT5880O,2014-07-11,2017-08-01,635.0,0.0,1117 days 00:00:00.000000000,1
46633,ce,t0022023,Rent Change,2014-10-10,C5250J,2014-07-12,,690.0,0.0,,0
46642,sh,t0022206,Rent Change,2014-08-01,AC1043,2014-07-15,,965.0,0.0,,0
46646,sh,t0022206,Move Out,2015-08-03,AC1043,2014-07-15,2015-08-03,965.0,0.0,384 days 00:00:00.000000000,1
46669,ce,t0021472,Rent Change,2015-07-31,C5322E,2014-07-15,,638.0,0.0,,0
46670,ce,t0021472,Rent Change,2015-07-31,C5322E,2014-07-15,,638.0,0.0,,0
46671,ce,t0021472,Rent Change,2015-07-31,C5322E,2014-07-15,,638.0,0.0,,0
46672,ce,t0021472,Rent Change,2015-07-31,C5322E,2014-07-15,,638.0,0.0,,0
46677,ce,t0021472,Rent Change,2016-07-31,C5322E,2014-07-15,,654.0,0.0,,0
46678,ce,t0021472,Rent Change,2016-07-31,C5322E,2014-07-15,,654.0,0.0,,0
46679,ce,t0021472,Rent Change,2016-07-31,C5322E,2014-07-15,,654.0,0.0,,0
46680,ce,t0021472,Rent Change,2016-07-31,C5322E,2014-07-15,,654.0,0.0,,0
46685,ce,t0021472,Rent Change,2017-07-31,C5322E,2014-07-15,,667.0,0.0,,0
46686,ce,t0021472,Rent Change,2017-07-31,C5322E,2014-07-15,,667.0,0.0,,0
46687,ce,t0021472,Rent Change,2017-07-31,C5322E,2014-07-15,,667.0,0.0,,0
46688,ce,t0021472,Rent Change,2017-07-31,C5322E,2014-07-15,,667.0,0.0,,0
46693,ce,t0021472,Rent Change,2018-07-31,C5322E,2014-07-15,,685.0,0.0,,0
46694,ce,t0021472,Rent Change,2018-07-31,C5322E,2014-07-15,,685.0,0.0,,0
46695,ce,t0021472,Rent Change,2018-07-31,C5322E,2014-07-15,,685.0,0.0,,0
46696,ce,t0021472,Rent Change,2018-07-31,C5322E,2014-07-15,,685.0,0.0,,0
46712,sh,t0022208,Rent Change,2016-11-30,TH5832,2014-07-17,,685.0,0.0,,0
46716,sh,t0022208,Move Out,2017-08-02,TH5832,2014-07-17,2017-08-01,685.0,0.0,1111 days 00:00:00.000000000,1
46727,sh,t0022199,Rent Change,2015-07-31,WC5970I,2014-07-22,,605.0,0.0,,0
46732,sh,t0022199,Move Out,2016-08-02,WC5970I,2014-07-22,2016-08-02,605.0,0.0,742 days 00:00:00.000000000,1
46741,ce,t0021937,Rent Change,2015-07-31,M0015E,2014-07-18,,879.0,0.0,,0
46744,ce,t0021937,Move Out,2015-10-31,M0015E,2014-07-18,2015-10-31,879.0,0.0,470 days 00:00:00.000000000,1
46758,sh,t0022192,Rent Change,2015-07-31,WC5936A,2014-07-18,,645.0,0.0,,0
46761,sh,t0022192,Move Out,2016-07-18,WC5936A,2014-07-18,2016-07-18,645.0,0.0,731 days 00:00:00.000000000,1
46785,sh,t0022215,Rent Change,2015-07-31,FT5814,2014-07-23,,995.0,0.0,,0
46786,sh,t0022215,Rent Change,2015-07-31,FT5814,2014-07-23,,995.0,0.0,,0
46787,sh,t0022215,Rent Change,2015-07-31,FT5814,2014-07-23,,995.0,0.0,,0
46788,sh,t0022215,Rent Change,2015-07-31,FT5814,2014-07-23,,995.0,0.0,,0
46789,sh,t0022215,Rent Change,2015-07-31,FT5814,2014-07-23,,995.0,0.0,,0
46790,sh,t0022215,Rent Change,2015-07-31,FT5814,2014-07-23,,995.0,0.0,,0
46797,sh,t0022215,Rent Change,2016-07-31,FT5814,2014-07-23,,1020.0,0.0,,0
46798,sh,t0022215,Rent Change,2016-07-31,FT5814,2014-07-23,,1020.0,0.0,,0
46799,sh,t0022215,Rent Change,2016-07-31,FT5814,2014-07-23,,1020.0,0.0,,0
46800,sh,t0022215,Rent Change,2016-07-31,FT5814,2014-07-23,,1020.0,0.0,,0
46801,sh,t0022215,Rent Change,2016-07-31,FT5814,2014-07-23,,1020.0,0.0,,0
46802,sh,t0022215,Rent Change,2016-07-31,FT5814,2014-07-23,,1020.0,0.0,,0
46803,sh,t0022215,Rent Change,2016-08-15,FT5814,2014-07-23,,1007.0,0.0,,0
46804,sh,t0022215,Rent Change,2016-08-15,FT5814,2014-07-23,,1007.0,0.0,,0
46805,sh,t0022215,Rent Change,2016-08-15,FT5814,2014-07-23,,1007.0,0.0,,0
46806,sh,t0022215,Rent Change,2016-08-15,FT5814,2014-07-23,,1007.0,0.0,,0
46807,sh,t0022215,Rent Change,2016-08-15,FT5814,2014-07-23,,1007.0,0.0,,0
46808,sh,t0022215,Rent Change,2016-08-15,FT5814,2014-07-23,,1007.0,0.0,,0
46815,sh,t0022215,Rent Change,2017-07-31,FT5814,2014-07-23,,1032.0,0.0,,0
46816,sh,t0022215,Rent Change,2017-07-31,FT5814,2014-07-23,,1032.0,0.0,,0
46817,sh,t0022215,Rent Change,2017-07-31,FT5814,2014-07-23,,1032.0,0.0,,0
46818,sh,t0022215,Rent Change,2017-07-31,FT5814,2014-07-23,,1032.0,0.0,,0
46819,sh,t0022215,Rent Change,2017-07-31,FT5814,2014-07-23,,1032.0,0.0,,0
46820,sh,t0022215,Rent Change,2017-07-31,FT5814,2014-07-23,,1032.0,0.0,,0
46827,sh,t0022215,Rent Change,2018-08-31,FT5814,2014-07-23,,1085.0,0.0,,0
46828,sh,t0022215,Rent Change,2018-08-31,FT5814,2014-07-23,,1085.0,0.0,,0
46829,sh,t0022215,Rent Change,2018-08-31,FT5814,2014-07-23,,1085.0,0.0,,0
46830,sh,t0022215,Rent Change,2018-08-31,FT5814,2014-07-23,,1085.0,0.0,,0
46831,sh,t0022215,Rent Change,2018-08-31,FT5814,2014-07-23,,1085.0,0.0,,0
46832,sh,t0022215,Rent Change,2018-08-31,FT5814,2014-07-23,,1085.0,0.0,,0
46905,sh,t0022215,Rent Change,2014-07-12,FT5814,2014-07-30,,965.0,0.0,,0
46906,sh,t0022215,Rent Change,2014-07-12,FT5814,2014-07-30,,965.0,0.0,,0
46907,sh,t0022215,Rent Change,2014-07-12,FT5814,2014-07-30,,965.0,0.0,,0
46908,sh,t0022215,Rent Change,2014-07-12,FT5814,2014-07-30,,965.0,0.0,,0
46909,sh,t0022215,Rent Change,2014-07-12,FT5814,2014-07-30,,965.0,0.0,,0
46910,sh,t0022215,Rent Change,2014-07-12,FT5814,2014-07-30,,965.0,0.0,,0
46927,sh,t0022188,Rent Change,2015-11-25,WC5960J,2014-07-24,,628.0,0.0,,0
46944,sh,t0022188,Move Out,2016-10-04,WC5960J,2014-07-24,2016-10-04,628.0,0.0,803 days 00:00:00.000000000,1
46956,sh,t0022074,Rent Change,2015-07-31,TH5761,2014-07-25,,700.0,0.0,,0
46960,sh,t0022074,Move Out,2016-08-09,TH5761,2014-07-25,2016-08-08,700.0,0.0,745 days 00:00:00.000000000,1
46975,sh,t0022158,Rent Change,2015-07-31,SH5849,2014-07-25,,695.0,0.0,,0
46976,sh,t0022158,Rent Change,2015-07-31,SH5849,2014-07-25,,695.0,0.0,,0
46981,sh,t0022158,Move Out,2015-11-02,SH5849,2014-07-25,2015-11-01,695.0,0.0,464 days 00:00:00.000000000,1
46982,sh,t0022158,Move Out,2015-11-02,SH5849,2014-07-25,2015-11-01,695.0,0.0,464 days 00:00:00.000000000,1
46991,sh,t0022158,Rent Change,2014-07-09,SH5849,2014-07-31,,675.0,0.0,,0
46992,sh,t0022158,Rent Change,2014-07-09,SH5849,2014-07-31,,675.0,0.0,,0
47003,ce,t0022045,Rent Change,2015-07-31,M0030F,2014-07-25,,705.0,0.0,,0
47004,ce,t0022045,Rent Change,2015-07-31,M0030F,2014-07-25,,705.0,0.0,,0
47007,ce,t0022045,Rent Change,2016-07-31,M0030F,2014-07-25,,744.0,0.0,,0
47008,ce,t0022045,Rent Change,2016-07-31,M0030F,2014-07-25,,744.0,0.0,,0
47011,ce,t0022045,Move Out,2017-07-31,M0030F,2014-07-25,2017-07-31,744.0,0.0,1102 days 00:00:00.000000000,1
47012,ce,t0022045,Move Out,2017-07-31,M0030F,2014-07-25,2017-07-31,744.0,0.0,1102 days 00:00:00.000000000,1
47049,ce,t0022191,Rent Change,2015-07-31,S1456F,2014-07-25,,629.0,0.0,,0
47050,ce,t0022191,Rent Change,2015-07-31,S1456F,2014-07-25,,629.0,0.0,,0
47051,ce,t0022191,Rent Change,2015-07-31,S1456F,2014-07-25,,629.0,0.0,,0
47052,ce,t0022191,Rent Change,2015-07-31,S1456F,2014-07-25,,629.0,0.0,,0
47053,ce,t0022191,Rent Change,2015-07-31,S1456F,2014-07-25,,629.0,0.0,,0
47054,ce,t0022191,Rent Change,2015-07-31,S1456F,2014-07-25,,629.0,0.0,,0
47061,ce,t0022191,Rent Change,2016-07-31,S1456F,2014-07-25,,654.0,0.0,,0
47062,ce,t0022191,Rent Change,2016-07-31,S1456F,2014-07-25,,654.0,0.0,,0
47063,ce,t0022191,Rent Change,2016-07-31,S1456F,2014-07-25,,654.0,0.0,,0
47064,ce,t0022191,Rent Change,2016-07-31,S1456F,2014-07-25,,654.0,0.0,,0
47065,ce,t0022191,Rent Change,2016-07-31,S1456F,2014-07-25,,654.0,0.0,,0
