,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Sqft,Lenght of Stay,Vacancy
6,ce,t0013754,Rent Change,2013-04-26,C05284,1986-11-26,,0.0,0.0,,0
7,ce,t0013754,Rent Change,2013-04-26,C05284,1986-11-26,,0.0,0.0,,0
8,ce,t0013754,Rent Change,2013-04-30,C05284,1986-11-26,,880.0,0.0,,0
9,ce,t0013754,Rent Change,2013-04-30,C05284,1986-11-26,,880.0,0.0,,0
18,ce,t0013754,Move Out,2014-01-29,C05284,1986-11-26,2014-01-29,880.0,0.0,9926 days 00:00:00.000000000,1
19,ce,t0013754,Move Out,2014-01-29,C05284,1986-11-26,2014-01-29,880.0,0.0,9926 days 00:00:00.000000000,1
62,sh,t0017549,Rent Change,2014-11-30,TT1168,1989-11-01,,933.0,0.0,,0
63,sh,t0017549,Rent Change,2014-11-30,TT1168,1989-11-01,,933.0,0.0,,0
64,sh,t0017549,Rent Change,2014-11-30,TT1168,1989-11-01,,933.0,0.0,,0
65,sh,t0017549,Rent Change,2014-11-30,TT1168,1989-11-01,,933.0,0.0,,0
66,sh,t0017549,Rent Change,2014-11-30,TT1168,1989-11-01,,933.0,0.0,,0
67,sh,t0017549,Rent Change,2014-11-30,TT1168,1989-11-01,,933.0,0.0,,0
68,sh,t0017549,Rent Change,2014-11-30,TT1168,1989-11-01,,933.0,0.0,,0
69,sh,t0017549,Rent Change,2014-11-30,TT1168,1989-11-01,,933.0,0.0,,0
70,sh,t0017549,Rent Change,2014-11-30,TT1168,1989-11-01,,933.0,0.0,,0
80,sh,t0017549,Rent Change,2015-11-30,TT1168,1989-11-01,,920.0,0.0,,0
81,sh,t0017549,Rent Change,2015-11-30,TT1168,1989-11-01,,920.0,0.0,,0
82,sh,t0017549,Rent Change,2015-11-30,TT1168,1989-11-01,,920.0,0.0,,0
83,sh,t0017549,Rent Change,2015-11-30,TT1168,1989-11-01,,920.0,0.0,,0
84,sh,t0017549,Rent Change,2015-11-30,TT1168,1989-11-01,,920.0,0.0,,0
85,sh,t0017549,Rent Change,2015-11-30,TT1168,1989-11-01,,920.0,0.0,,0
86,sh,t0017549,Rent Change,2015-11-30,TT1168,1989-11-01,,920.0,0.0,,0
87,sh,t0017549,Rent Change,2015-11-30,TT1168,1989-11-01,,920.0,0.0,,0
88,sh,t0017549,Rent Change,2015-11-30,TT1168,1989-11-01,,920.0,0.0,,0
98,sh,t0017549,Rent Change,2016-10-31,TT1168,1989-11-01,,921.0,0.0,,0
99,sh,t0017549,Rent Change,2016-10-31,TT1168,1989-11-01,,921.0,0.0,,0
100,sh,t0017549,Rent Change,2016-10-31,TT1168,1989-11-01,,921.0,0.0,,0
101,sh,t0017549,Rent Change,2016-10-31,TT1168,1989-11-01,,921.0,0.0,,0
102,sh,t0017549,Rent Change,2016-10-31,TT1168,1989-11-01,,921.0,0.0,,0
103,sh,t0017549,Rent Change,2016-10-31,TT1168,1989-11-01,,921.0,0.0,,0
104,sh,t0017549,Rent Change,2016-10-31,TT1168,1989-11-01,,921.0,0.0,,0
105,sh,t0017549,Rent Change,2016-10-31,TT1168,1989-11-01,,921.0,0.0,,0
106,sh,t0017549,Rent Change,2016-10-31,TT1168,1989-11-01,,921.0,0.0,,0
107,sh,t0017549,Rent Change,2016-11-30,TT1168,1989-11-01,,950.0,0.0,,0
108,sh,t0017549,Rent Change,2016-11-30,TT1168,1989-11-01,,950.0,0.0,,0
109,sh,t0017549,Rent Change,2016-11-30,TT1168,1989-11-01,,950.0,0.0,,0
110,sh,t0017549,Rent Change,2016-11-30,TT1168,1989-11-01,,950.0,0.0,,0
111,sh,t0017549,Rent Change,2016-11-30,TT1168,1989-11-01,,950.0,0.0,,0
112,sh,t0017549,Rent Change,2016-11-30,TT1168,1989-11-01,,950.0,0.0,,0
113,sh,t0017549,Rent Change,2016-11-30,TT1168,1989-11-01,,950.0,0.0,,0
114,sh,t0017549,Rent Change,2016-11-30,TT1168,1989-11-01,,950.0,0.0,,0
115,sh,t0017549,Rent Change,2016-11-30,TT1168,1989-11-01,,950.0,0.0,,0
125,sh,t0017549,Rent Change,2017-10-31,TT1168,1989-11-01,,951.0,0.0,,0
126,sh,t0017549,Rent Change,2017-10-31,TT1168,1989-11-01,,951.0,0.0,,0
127,sh,t0017549,Rent Change,2017-10-31,TT1168,1989-11-01,,951.0,0.0,,0
128,sh,t0017549,Rent Change,2017-10-31,TT1168,1989-11-01,,951.0,0.0,,0
129,sh,t0017549,Rent Change,2017-10-31,TT1168,1989-11-01,,951.0,0.0,,0
130,sh,t0017549,Rent Change,2017-10-31,TT1168,1989-11-01,,951.0,0.0,,0
131,sh,t0017549,Rent Change,2017-10-31,TT1168,1989-11-01,,951.0,0.0,,0
132,sh,t0017549,Rent Change,2017-10-31,TT1168,1989-11-01,,951.0,0.0,,0
133,sh,t0017549,Rent Change,2017-10-31,TT1168,1989-11-01,,951.0,0.0,,0
134,sh,t0017549,Rent Change,2017-12-01,TT1168,1989-11-01,,975.0,0.0,,0
135,sh,t0017549,Rent Change,2017-12-01,TT1168,1989-11-01,,975.0,0.0,,0
136,sh,t0017549,Rent Change,2017-12-01,TT1168,1989-11-01,,975.0,0.0,,0
137,sh,t0017549,Rent Change,2017-12-01,TT1168,1989-11-01,,975.0,0.0,,0
138,sh,t0017549,Rent Change,2017-12-01,TT1168,1989-11-01,,975.0,0.0,,0
139,sh,t0017549,Rent Change,2017-12-01,TT1168,1989-11-01,,975.0,0.0,,0
140,sh,t0017549,Rent Change,2017-12-01,TT1168,1989-11-01,,975.0,0.0,,0
141,sh,t0017549,Rent Change,2017-12-01,TT1168,1989-11-01,,975.0,0.0,,0
142,sh,t0017549,Rent Change,2017-12-01,TT1168,1989-11-01,,975.0,0.0,,0
152,sh,t0017549,Rent Change,2018-10-31,TT1168,1989-11-01,,977.0,0.0,,0
153,sh,t0017549,Rent Change,2018-10-31,TT1168,1989-11-01,,977.0,0.0,,0
154,sh,t0017549,Rent Change,2018-10-31,TT1168,1989-11-01,,977.0,0.0,,0
155,sh,t0017549,Rent Change,2018-10-31,TT1168,1989-11-01,,977.0,0.0,,0
156,sh,t0017549,Rent Change,2018-10-31,TT1168,1989-11-01,,977.0,0.0,,0
157,sh,t0017549,Rent Change,2018-10-31,TT1168,1989-11-01,,977.0,0.0,,0
158,sh,t0017549,Rent Change,2018-10-31,TT1168,1989-11-01,,977.0,0.0,,0
159,sh,t0017549,Rent Change,2018-10-31,TT1168,1989-11-01,,977.0,0.0,,0
160,sh,t0017549,Rent Change,2018-10-31,TT1168,1989-11-01,,977.0,0.0,,0
161,sh,t0017549,Rent Change,2018-11-30,TT1168,1989-11-01,,1010.0,0.0,,0
162,sh,t0017549,Rent Change,2018-11-30,TT1168,1989-11-01,,1010.0,0.0,,0
163,sh,t0017549,Rent Change,2018-11-30,TT1168,1989-11-01,,1010.0,0.0,,0
164,sh,t0017549,Rent Change,2018-11-30,TT1168,1989-11-01,,1010.0,0.0,,0
165,sh,t0017549,Rent Change,2018-11-30,TT1168,1989-11-01,,1010.0,0.0,,0
166,sh,t0017549,Rent Change,2018-11-30,TT1168,1989-11-01,,1010.0,0.0,,0
167,sh,t0017549,Rent Change,2018-11-30,TT1168,1989-11-01,,1010.0,0.0,,0
168,sh,t0017549,Rent Change,2018-11-30,TT1168,1989-11-01,,1010.0,0.0,,0
169,sh,t0017549,Rent Change,2018-11-30,TT1168,1989-11-01,,1010.0,0.0,,0
170,sh,t0017549,Rent Change,2018-12-31,TT1168,1989-11-01,,1009.0,0.0,,0
171,sh,t0017549,Rent Change,2018-12-31,TT1168,1989-11-01,,1009.0,0.0,,0
172,sh,t0017549,Rent Change,2018-12-31,TT1168,1989-11-01,,1009.0,0.0,,0
173,sh,t0017549,Rent Change,2018-12-31,TT1168,1989-11-01,,1009.0,0.0,,0
174,sh,t0017549,Rent Change,2018-12-31,TT1168,1989-11-01,,1009.0,0.0,,0
175,sh,t0017549,Rent Change,2018-12-31,TT1168,1989-11-01,,1009.0,0.0,,0
176,sh,t0017549,Rent Change,2018-12-31,TT1168,1989-11-01,,1009.0,0.0,,0
177,sh,t0017549,Rent Change,2018-12-31,TT1168,1989-11-01,,1009.0,0.0,,0
178,sh,t0017549,Rent Change,2018-12-31,TT1168,1989-11-01,,1009.0,0.0,,0
195,ce,t0013813,Rent Change,2013-04-26,C5252M,1991-10-12,,0.0,0.0,,0
196,ce,t0013813,Rent Change,2013-04-26,C5252M,1991-10-12,,0.0,0.0,,0
197,ce,t0013813,Rent Change,2013-04-26,C5252M,1991-10-12,,0.0,0.0,,0
198,ce,t0013813,Rent Change,2013-04-26,C5252M,1991-10-12,,0.0,0.0,,0
199,ce,t0013813,Rent Change,2013-04-30,C5252M,1991-10-12,,630.0,0.0,,0
200,ce,t0013813,Rent Change,2013-04-30,C5252M,1991-10-12,,630.0,0.0,,0
201,ce,t0013813,Rent Change,2013-04-30,C5252M,1991-10-12,,630.0,0.0,,0
202,ce,t0013813,Rent Change,2013-04-30,C5252M,1991-10-12,,630.0,0.0,,0
203,ce,t0013813,Rent Change,2013-06-30,C5252M,1991-10-12,,660.0,0.0,,0
204,ce,t0013813,Rent Change,2013-06-30,C5252M,1991-10-12,,660.0,0.0,,0
205,ce,t0013813,Rent Change,2013-06-30,C5252M,1991-10-12,,660.0,0.0,,0
206,ce,t0013813,Rent Change,2013-06-30,C5252M,1991-10-12,,660.0,0.0,,0
211,ce,t0013813,Rent Change,2014-07-31,C5252M,1991-10-12,,680.0,0.0,,0
212,ce,t0013813,Rent Change,2014-07-31,C5252M,1991-10-12,,680.0,0.0,,0
213,ce,t0013813,Rent Change,2014-07-31,C5252M,1991-10-12,,680.0,0.0,,0
214,ce,t0013813,Rent Change,2014-07-31,C5252M,1991-10-12,,680.0,0.0,,0
219,ce,t0013813,Move Out,2015-04-30,C5252M,1991-10-12,2015-04-30,680.0,0.0,8601 days 00:00:00.000000000,1
220,ce,t0013813,Move Out,2015-04-30,C5252M,1991-10-12,2015-04-30,680.0,0.0,8601 days 00:00:00.000000000,1
221,ce,t0013813,Move Out,2015-04-30,C5252M,1991-10-12,2015-04-30,680.0,0.0,8601 days 00:00:00.000000000,1
222,ce,t0013813,Move Out,2015-04-30,C5252M,1991-10-12,2015-04-30,680.0,0.0,8601 days 00:00:00.000000000,1
255,ce,t0013910,Rent Change,2013-04-26,C5324B,1992-10-01,,0.0,0.0,,0
256,ce,t0013910,Rent Change,2013-04-26,C5324B,1992-10-01,,0.0,0.0,,0
257,ce,t0013910,Rent Change,2013-04-26,C5324B,1992-10-01,,0.0,0.0,,0
258,ce,t0013910,Rent Change,2013-04-26,C5324B,1992-10-01,,0.0,0.0,,0
259,ce,t0013910,Rent Change,2013-04-26,C5324B,1992-10-01,,0.0,0.0,,0
260,ce,t0013910,Rent Change,2013-04-26,C5324B,1992-10-01,,0.0,0.0,,0
261,ce,t0013910,Rent Change,2013-04-26,C5324B,1992-10-01,,0.0,0.0,,0
262,ce,t0013910,Rent Change,2013-04-26,C5324B,1992-10-01,,0.0,0.0,,0
263,ce,t0013910,Rent Change,2013-04-30,C5324B,1992-10-01,,560.0,0.0,,0
264,ce,t0013910,Rent Change,2013-04-30,C5324B,1992-10-01,,560.0,0.0,,0
265,ce,t0013910,Rent Change,2013-04-30,C5324B,1992-10-01,,560.0,0.0,,0
266,ce,t0013910,Rent Change,2013-04-30,C5324B,1992-10-01,,560.0,0.0,,0
267,ce,t0013910,Rent Change,2013-04-30,C5324B,1992-10-01,,560.0,0.0,,0
268,ce,t0013910,Rent Change,2013-04-30,C5324B,1992-10-01,,560.0,0.0,,0
269,ce,t0013910,Rent Change,2013-04-30,C5324B,1992-10-01,,560.0,0.0,,0
270,ce,t0013910,Rent Change,2013-04-30,C5324B,1992-10-01,,560.0,0.0,,0
271,ce,t0013910,Rent Change,2013-06-30,C5324B,1992-10-01,,570.0,0.0,,0
272,ce,t0013910,Rent Change,2013-06-30,C5324B,1992-10-01,,570.0,0.0,,0
273,ce,t0013910,Rent Change,2013-06-30,C5324B,1992-10-01,,570.0,0.0,,0
274,ce,t0013910,Rent Change,2013-06-30,C5324B,1992-10-01,,570.0,0.0,,0
275,ce,t0013910,Rent Change,2013-06-30,C5324B,1992-10-01,,570.0,0.0,,0
276,ce,t0013910,Rent Change,2013-06-30,C5324B,1992-10-01,,570.0,0.0,,0
277,ce,t0013910,Rent Change,2013-06-30,C5324B,1992-10-01,,570.0,0.0,,0
278,ce,t0013910,Rent Change,2013-06-30,C5324B,1992-10-01,,570.0,0.0,,0
303,ce,t0013910,Rent Change,2014-06-30,C5324B,1992-10-01,,582.0,0.0,,0
304,ce,t0013910,Rent Change,2014-06-30,C5324B,1992-10-01,,582.0,0.0,,0
305,ce,t0013910,Rent Change,2014-06-30,C5324B,1992-10-01,,582.0,0.0,,0
306,ce,t0013910,Rent Change,2014-06-30,C5324B,1992-10-01,,582.0,0.0,,0
307,ce,t0013910,Rent Change,2014-06-30,C5324B,1992-10-01,,582.0,0.0,,0
308,ce,t0013910,Rent Change,2014-06-30,C5324B,1992-10-01,,582.0,0.0,,0
309,ce,t0013910,Rent Change,2014-06-30,C5324B,1992-10-01,,582.0,0.0,,0
310,ce,t0013910,Rent Change,2014-06-30,C5324B,1992-10-01,,582.0,0.0,,0
319,ce,t0013910,Rent Change,2015-09-30,C5324B,1992-10-01,,614.0,0.0,,0
320,ce,t0013910,Rent Change,2015-09-30,C5324B,1992-10-01,,614.0,0.0,,0
321,ce,t0013910,Rent Change,2015-09-30,C5324B,1992-10-01,,614.0,0.0,,0
322,ce,t0013910,Rent Change,2015-09-30,C5324B,1992-10-01,,614.0,0.0,,0
323,ce,t0013910,Rent Change,2015-09-30,C5324B,1992-10-01,,614.0,0.0,,0
324,ce,t0013910,Rent Change,2015-09-30,C5324B,1992-10-01,,614.0,0.0,,0
325,ce,t0013910,Rent Change,2015-09-30,C5324B,1992-10-01,,614.0,0.0,,0
326,ce,t0013910,Rent Change,2015-09-30,C5324B,1992-10-01,,614.0,0.0,,0
335,ce,t0013910,Rent Change,2016-09-30,C5324B,1992-10-01,,634.0,0.0,,0
336,ce,t0013910,Rent Change,2016-09-30,C5324B,1992-10-01,,634.0,0.0,,0
337,ce,t0013910,Rent Change,2016-09-30,C5324B,1992-10-01,,634.0,0.0,,0
338,ce,t0013910,Rent Change,2016-09-30,C5324B,1992-10-01,,634.0,0.0,,0
339,ce,t0013910,Rent Change,2016-09-30,C5324B,1992-10-01,,634.0,0.0,,0
340,ce,t0013910,Rent Change,2016-09-30,C5324B,1992-10-01,,634.0,0.0,,0
341,ce,t0013910,Rent Change,2016-09-30,C5324B,1992-10-01,,634.0,0.0,,0
342,ce,t0013910,Rent Change,2016-09-30,C5324B,1992-10-01,,634.0,0.0,,0
351,ce,t0013910,Rent Change,2017-09-30,C5324B,1992-10-01,,657.0,0.0,,0
352,ce,t0013910,Rent Change,2017-09-30,C5324B,1992-10-01,,657.0,0.0,,0
353,ce,t0013910,Rent Change,2017-09-30,C5324B,1992-10-01,,657.0,0.0,,0
354,ce,t0013910,Rent Change,2017-09-30,C5324B,1992-10-01,,657.0,0.0,,0
355,ce,t0013910,Rent Change,2017-09-30,C5324B,1992-10-01,,657.0,0.0,,0
356,ce,t0013910,Rent Change,2017-09-30,C5324B,1992-10-01,,657.0,0.0,,0
357,ce,t0013910,Rent Change,2017-09-30,C5324B,1992-10-01,,657.0,0.0,,0
358,ce,t0013910,Rent Change,2017-09-30,C5324B,1992-10-01,,657.0,0.0,,0
367,ce,t0013910,Rent Change,2018-09-30,C5324B,1992-10-01,,675.0,0.0,,0
368,ce,t0013910,Rent Change,2018-09-30,C5324B,1992-10-01,,675.0,0.0,,0
369,ce,t0013910,Rent Change,2018-09-30,C5324B,1992-10-01,,675.0,0.0,,0
370,ce,t0013910,Rent Change,2018-09-30,C5324B,1992-10-01,,675.0,0.0,,0
371,ce,t0013910,Rent Change,2018-09-30,C5324B,1992-10-01,,675.0,0.0,,0
372,ce,t0013910,Rent Change,2018-09-30,C5324B,1992-10-01,,675.0,0.0,,0
373,ce,t0013910,Rent Change,2018-09-30,C5324B,1992-10-01,,675.0,0.0,,0
374,ce,t0013910,Rent Change,2018-09-30,C5324B,1992-10-01,,675.0,0.0,,0
395,ce,t0014167,Rent Change,2013-04-26,M0018E,1994-04-01,,645.0,0.0,,0
396,ce,t0014167,Rent Change,2013-04-26,M0018E,1994-04-01,,645.0,0.0,,0
397,ce,t0014167,Rent Change,2013-04-26,M0018E,1994-04-01,,645.0,0.0,,0
398,ce,t0014167,Rent Change,2013-04-26,M0018E,1994-04-01,,645.0,0.0,,0
399,ce,t0014167,Rent Change,2013-04-26,M0018E,1994-04-01,,645.0,0.0,,0
410,ce,t0014167,Rent Change,2014-03-31,M0018E,1994-04-01,,664.0,0.0,,0
411,ce,t0014167,Rent Change,2014-03-31,M0018E,1994-04-01,,664.0,0.0,,0
412,ce,t0014167,Rent Change,2014-03-31,M0018E,1994-04-01,,664.0,0.0,,0
413,ce,t0014167,Rent Change,2014-03-31,M0018E,1994-04-01,,664.0,0.0,,0
414,ce,t0014167,Rent Change,2014-03-31,M0018E,1994-04-01,,664.0,0.0,,0
420,ce,t0014167,Rent Change,2015-03-31,M0018E,1994-04-01,,671.0,0.0,,0
421,ce,t0014167,Rent Change,2015-03-31,M0018E,1994-04-01,,671.0,0.0,,0
422,ce,t0014167,Rent Change,2015-03-31,M0018E,1994-04-01,,671.0,0.0,,0
423,ce,t0014167,Rent Change,2015-03-31,M0018E,1994-04-01,,671.0,0.0,,0
424,ce,t0014167,Rent Change,2015-03-31,M0018E,1994-04-01,,671.0,0.0,,0
430,ce,t0014167,Rent Change,2016-03-31,M0018E,1994-04-01,,711.0,0.0,,0
431,ce,t0014167,Rent Change,2016-03-31,M0018E,1994-04-01,,711.0,0.0,,0
432,ce,t0014167,Rent Change,2016-03-31,M0018E,1994-04-01,,711.0,0.0,,0
433,ce,t0014167,Rent Change,2016-03-31,M0018E,1994-04-01,,711.0,0.0,,0
434,ce,t0014167,Rent Change,2016-03-31,M0018E,1994-04-01,,711.0,0.0,,0
440,ce,t0014167,Rent Change,2017-03-31,M0018E,1994-04-01,,738.0,0.0,,0
441,ce,t0014167,Rent Change,2017-03-31,M0018E,1994-04-01,,738.0,0.0,,0
442,ce,t0014167,Rent Change,2017-03-31,M0018E,1994-04-01,,738.0,0.0,,0
443,ce,t0014167,Rent Change,2017-03-31,M0018E,1994-04-01,,738.0,0.0,,0
444,ce,t0014167,Rent Change,2017-03-31,M0018E,1994-04-01,,738.0,0.0,,0
450,ce,t0014167,Move Out,2017-12-15,M0018E,1994-04-01,2017-12-15,738.0,0.0,8659 days 00:00:00.000000000,1
451,ce,t0014167,Move Out,2017-12-15,M0018E,1994-04-01,2017-12-15,738.0,0.0,8659 days 00:00:00.000000000,1
452,ce,t0014167,Move Out,2017-12-15,M0018E,1994-04-01,2017-12-15,738.0,0.0,8659 days 00:00:00.000000000,1
453,ce,t0014167,Move Out,2017-12-15,M0018E,1994-04-01,2017-12-15,738.0,0.0,8659 days 00:00:00.000000000,1
454,ce,t0014167,Move Out,2017-12-15,M0018E,1994-04-01,2017-12-15,738.0,0.0,8659 days 00:00:00.000000000,1
465,ce,t0014167,Move Out,2017-12-15,M0018E,1994-04-01,2017-11-30,738.0,0.0,8644 days 00:00:00.000000000,1
466,ce,t0014167,Move Out,2017-12-15,M0018E,1994-04-01,2017-11-30,738.0,0.0,8644 days 00:00:00.000000000,1
467,ce,t0014167,Move Out,2017-12-15,M0018E,1994-04-01,2017-11-30,738.0,0.0,8644 days 00:00:00.000000000,1
468,ce,t0014167,Move Out,2017-12-15,M0018E,1994-04-01,2017-11-30,738.0,0.0,8644 days 00:00:00.000000000,1
469,ce,t0014167,Move Out,2017-12-15,M0018E,1994-04-01,2017-11-30,738.0,0.0,8644 days 00:00:00.000000000,1
510,sh,t0017526,Rent Change,2015-03-01,TT1195,1995-03-17,,962.0,0.0,,0
511,sh,t0017526,Rent Change,2015-03-01,TT1195,1995-03-17,,962.0,0.0,,0
512,sh,t0017526,Rent Change,2015-03-01,TT1195,1995-03-17,,962.0,0.0,,0
513,sh,t0017526,Rent Change,2015-03-01,TT1195,1995-03-17,,962.0,0.0,,0
514,sh,t0017526,Rent Change,2015-03-01,TT1195,1995-03-17,,962.0,0.0,,0
515,sh,t0017526,Rent Change,2015-03-01,TT1195,1995-03-17,,962.0,0.0,,0
522,sh,t0017526,Rent Change,2016-02-29,TT1195,1995-03-17,,975.0,0.0,,0
523,sh,t0017526,Rent Change,2016-02-29,TT1195,1995-03-17,,975.0,0.0,,0
524,sh,t0017526,Rent Change,2016-02-29,TT1195,1995-03-17,,975.0,0.0,,0
525,sh,t0017526,Rent Change,2016-02-29,TT1195,1995-03-17,,975.0,0.0,,0
526,sh,t0017526,Rent Change,2016-02-29,TT1195,1995-03-17,,975.0,0.0,,0
527,sh,t0017526,Rent Change,2016-02-29,TT1195,1995-03-17,,975.0,0.0,,0
528,sh,t0017526,Rent Change,2016-05-31,TT1195,1995-03-17,,962.0,0.0,,0
529,sh,t0017526,Rent Change,2016-05-31,TT1195,1995-03-17,,962.0,0.0,,0
530,sh,t0017526,Rent Change,2016-05-31,TT1195,1995-03-17,,962.0,0.0,,0
531,sh,t0017526,Rent Change,2016-05-31,TT1195,1995-03-17,,962.0,0.0,,0
532,sh,t0017526,Rent Change,2016-05-31,TT1195,1995-03-17,,962.0,0.0,,0
533,sh,t0017526,Rent Change,2016-05-31,TT1195,1995-03-17,,962.0,0.0,,0
540,sh,t0017526,Rent Change,2017-03-31,TT1195,1995-03-17,,987.0,0.0,,0
541,sh,t0017526,Rent Change,2017-03-31,TT1195,1995-03-17,,987.0,0.0,,0
542,sh,t0017526,Rent Change,2017-03-31,TT1195,1995-03-17,,987.0,0.0,,0
543,sh,t0017526,Rent Change,2017-03-31,TT1195,1995-03-17,,987.0,0.0,,0
544,sh,t0017526,Rent Change,2017-03-31,TT1195,1995-03-17,,987.0,0.0,,0
545,sh,t0017526,Rent Change,2017-03-31,TT1195,1995-03-17,,987.0,0.0,,0
546,sh,t0017526,Rent Change,2017-04-30,TT1195,1995-03-17,,990.0,0.0,,0
547,sh,t0017526,Rent Change,2017-04-30,TT1195,1995-03-17,,990.0,0.0,,0
548,sh,t0017526,Rent Change,2017-04-30,TT1195,1995-03-17,,990.0,0.0,,0
549,sh,t0017526,Rent Change,2017-04-30,TT1195,1995-03-17,,990.0,0.0,,0
550,sh,t0017526,Rent Change,2017-04-30,TT1195,1995-03-17,,990.0,0.0,,0
551,sh,t0017526,Rent Change,2017-04-30,TT1195,1995-03-17,,990.0,0.0,,0
558,sh,t0017526,Rent Change,2018-04-30,TT1195,1995-03-17,,1065.0,0.0,,0
559,sh,t0017526,Rent Change,2018-04-30,TT1195,1995-03-17,,1065.0,0.0,,0
560,sh,t0017526,Rent Change,2018-04-30,TT1195,1995-03-17,,1065.0,0.0,,0
561,sh,t0017526,Rent Change,2018-04-30,TT1195,1995-03-17,,1065.0,0.0,,0
562,sh,t0017526,Rent Change,2018-04-30,TT1195,1995-03-17,,1065.0,0.0,,0
563,sh,t0017526,Rent Change,2018-04-30,TT1195,1995-03-17,,1065.0,0.0,,0
632,ce,t0014222,Rent Change,2014-05-31,M0038A,1995-06-01,,644.0,0.0,,0
633,ce,t0014222,Rent Change,2014-05-31,M0038A,1995-06-01,,644.0,0.0,,0
634,ce,t0014222,Rent Change,2014-05-31,M0038A,1995-06-01,,644.0,0.0,,0
635,ce,t0014222,Rent Change,2014-05-31,M0038A,1995-06-01,,644.0,0.0,,0
640,ce,t0014222,Rent Change,2015-05-31,M0038A,1995-06-01,,663.0,0.0,,0
641,ce,t0014222,Rent Change,2015-05-31,M0038A,1995-06-01,,663.0,0.0,,0
642,ce,t0014222,Rent Change,2015-05-31,M0038A,1995-06-01,,663.0,0.0,,0
643,ce,t0014222,Rent Change,2015-05-31,M0038A,1995-06-01,,663.0,0.0,,0
648,ce,t0014222,Rent Change,2016-05-31,M0038A,1995-06-01,,699.0,0.0,,0
649,ce,t0014222,Rent Change,2016-05-31,M0038A,1995-06-01,,699.0,0.0,,0
650,ce,t0014222,Rent Change,2016-05-31,M0038A,1995-06-01,,699.0,0.0,,0
651,ce,t0014222,Rent Change,2016-05-31,M0038A,1995-06-01,,699.0,0.0,,0
656,ce,t0014222,Rent Change,2017-05-31,M0038A,1995-06-01,,728.0,0.0,,0
657,ce,t0014222,Rent Change,2017-05-31,M0038A,1995-06-01,,728.0,0.0,,0
658,ce,t0014222,Rent Change,2017-05-31,M0038A,1995-06-01,,728.0,0.0,,0
659,ce,t0014222,Rent Change,2017-05-31,M0038A,1995-06-01,,728.0,0.0,,0
688,ce,t0014048,Rent Change,2013-04-26,S1500-5K,1995-10-01,,0.0,0.0,,0
689,ce,t0014048,Rent Change,2013-04-26,S1500-5K,1995-10-01,,0.0,0.0,,0
690,ce,t0014048,Rent Change,2013-04-26,S1500-5K,1995-10-01,,0.0,0.0,,0
691,ce,t0014048,Rent Change,2013-04-26,S1500-5K,1995-10-01,,0.0,0.0,,0
692,ce,t0014048,Rent Change,2013-04-26,S1500-5K,1995-10-01,,0.0,0.0,,0
693,ce,t0014048,Rent Change,2013-04-26,S1500-5K,1995-10-01,,0.0,0.0,,0
694,ce,t0014048,Rent Change,2013-04-26,S1500-5K,1995-10-01,,0.0,0.0,,0
695,ce,t0014048,Rent Change,2013-04-26,S1500-5K,1995-10-01,,0.0,0.0,,0
696,ce,t0014048,Rent Change,2013-04-30,S1500-5K,1995-10-01,,680.0,0.0,,0
697,ce,t0014048,Rent Change,2013-04-30,S1500-5K,1995-10-01,,680.0,0.0,,0
698,ce,t0014048,Rent Change,2013-04-30,S1500-5K,1995-10-01,,680.0,0.0,,0
699,ce,t0014048,Rent Change,2013-04-30,S1500-5K,1995-10-01,,680.0,0.0,,0
700,ce,t0014048,Rent Change,2013-04-30,S1500-5K,1995-10-01,,680.0,0.0,,0
701,ce,t0014048,Rent Change,2013-04-30,S1500-5K,1995-10-01,,680.0,0.0,,0
702,ce,t0014048,Rent Change,2013-04-30,S1500-5K,1995-10-01,,680.0,0.0,,0
703,ce,t0014048,Rent Change,2013-04-30,S1500-5K,1995-10-01,,680.0,0.0,,0
704,ce,t0014048,Rent Change,2013-10-31,S1500-5K,1995-10-01,,710.0,0.0,,0
705,ce,t0014048,Rent Change,2013-10-31,S1500-5K,1995-10-01,,710.0,0.0,,0
706,ce,t0014048,Rent Change,2013-10-31,S1500-5K,1995-10-01,,710.0,0.0,,0
707,ce,t0014048,Rent Change,2013-10-31,S1500-5K,1995-10-01,,710.0,0.0,,0
708,ce,t0014048,Rent Change,2013-10-31,S1500-5K,1995-10-01,,710.0,0.0,,0
709,ce,t0014048,Rent Change,2013-10-31,S1500-5K,1995-10-01,,710.0,0.0,,0
710,ce,t0014048,Rent Change,2013-10-31,S1500-5K,1995-10-01,,710.0,0.0,,0
711,ce,t0014048,Rent Change,2013-10-31,S1500-5K,1995-10-01,,710.0,0.0,,0
728,ce,t0014048,Rent Change,2014-11-01,S1500-5K,1995-10-01,,731.0,0.0,,0
729,ce,t0014048,Rent Change,2014-11-01,S1500-5K,1995-10-01,,731.0,0.0,,0
730,ce,t0014048,Rent Change,2014-11-01,S1500-5K,1995-10-01,,731.0,0.0,,0
731,ce,t0014048,Rent Change,2014-11-01,S1500-5K,1995-10-01,,731.0,0.0,,0
732,ce,t0014048,Rent Change,2014-11-01,S1500-5K,1995-10-01,,731.0,0.0,,0
733,ce,t0014048,Rent Change,2014-11-01,S1500-5K,1995-10-01,,731.0,0.0,,0
