,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Sqft,Length of Stay,Vacancy,City,State,Zip_Code,SQFT,BedRooms,Bathroom
1901,ce,t0013796,Rent Change,2013-06-30,C5250G,2012-04-13,,630.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
1904,ce,t0013796,Rent Change,2014-04-30,C5250G,2012-04-13,,649.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
1906,ce,t0013796,Rent Change,2015-04-30,C5250G,2012-04-13,,680.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
1907,ce,t0033394,Rent Change,2017-07-01,C5250G,2017-07-21,,889.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
1914,ce,t0033394,Rent Change,2018-06-30,C5250G,2017-07-21,,896.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
1915,ce,t0033394,Rent Change,2018-07-31,C5250G,2017-07-21,,908.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
1918,ce,t0013797,Move Out,2016-08-31,C5250H,1999-09-01,2016-08-31,665.0,0.0,6209 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,2.0
1922,ce,t0013797,Rent Change,2013-04-26,C5250H,1999-09-01,,0.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
1923,ce,t0013797,Rent Change,2013-04-30,C5250H,1999-09-01,,615.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
1925,ce,t0013797,Rent Change,2013-05-31,C5250H,1999-09-01,,625.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
1928,ce,t0013797,Rent Change,2014-05-31,C5250H,1999-09-01,,639.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
1930,ce,t0013797,Rent Change,2015-08-31,C5250H,1999-09-01,,665.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
1932,ce,t0030058,Move Out,2018-01-02,C5250H,2016-09-30,2018-01-02,724.0,0.0,459 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,2.0
1936,ce,t0030058,Rent Change,2017-12-01,C5250H,2016-09-30,2018-01-01,724.0,0.0,458 days 00:00:00.000000000,0,Fairfield,OH,45014,905,1,2.0
1942,ce,t0030058,Rent Change,2017-08-31,C5250H,2016-09-30,2017-10-31,773.0,0.0,396 days 00:00:00.000000000,0,Fairfield,OH,45014,905,1,2.0
1943,ce,t0030058,Rent Change,2016-07-14,C5250H,2016-09-01,,724.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
1963,ce,t0038135,Rent Change,2018-01-31,C5250H,2018-01-22,,775.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
1965,ce,t0038135,Rent Change,2018-12-31,C5250H,2018-01-22,,788.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
1967,ce,t0013798,Move Out,2014-12-01,C5250J,2013-03-15,2014-11-30,680.0,0.0,625 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
1973,ce,t0013798,Rent Change,2013-04-26,C5250J,2013-03-15,,0.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
1974,ce,t0013798,Rent Change,2013-04-30,C5250J,2013-03-15,,660.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
1977,ce,t0013798,Rent Change,2014-03-31,C5250J,2013-03-15,,680.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
1979,ce,t0022023,Rent Change,2014-10-10,C5250J,2014-07-12,,690.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
1986,ce,t0023938,Move Out,2016-04-27,C5250J,2014-12-13,2016-04-25,729.0,0.0,499 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
1991,ce,t0023938,Rent Change,2014-12-08,C5250J,2014-12-13,,690.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
1999,ce,t0023938,Rent Change,2016-02-29,C5250J,2014-12-13,,714.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2000,ce,t0023938,Rent Change,2016-03-31,C5250J,2014-12-13,,729.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2009,ce,t0033083,Rent Change,2018-06-30,C5250J,2017-07-29,,762.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2010,ce,t0033083,Rent Change,2018-07-31,C5250J,2017-07-29,,800.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2012,ce,t0013799,Move Out,2013-10-10,C5250K,2012-09-14,2013-10-10,625.0,0.0,391 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,2.0
2020,ce,t0013799,Rent Change,2013-04-26,C5250K,2012-09-14,,0.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2021,ce,t0013799,Rent Change,2013-04-30,C5250K,2012-09-14,,625.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2023,ce,t0015936,Move Out,2015-01-02,C5250K,2013-10-22,2014-12-31,626.0,0.0,435 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,2.0
2030,ce,t0015936,Rent Change,2013-10-23,C5250K,2013-10-22,,626.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2041,ce,t0024358,Rent Change,2016-01-31,C5250K,2015-02-21,,686.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2042,ce,t0024358,Rent Change,2016-02-29,C5250K,2015-02-21,,710.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2044,ce,t0024358,Rent Change,2017-01-31,C5250K,2015-02-21,,721.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2045,ce,t0024358,Rent Change,2017-02-28,C5250K,2015-02-21,,748.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2048,ce,t0024358,Rent Change,2018-04-30,C5250K,2015-02-21,,778.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2053,ce,t0013800,Move Out,2017-07-17,C5250L,2012-06-16,2017-07-14,751.0,0.0,1854 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
2058,ce,t0013800,Rent Change,2013-04-26,C5250L,2012-06-16,,0.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2059,ce,t0013800,Rent Change,2013-04-30,C5250L,2012-06-16,,670.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2060,ce,t0013800,Rent Change,2013-06-30,C5250L,2012-06-16,,680.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2062,ce,t0013800,Rent Change,2014-06-30,C5250L,2012-06-16,,700.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2064,ce,t0013800,Rent Change,2015-06-30,C5250L,2012-06-16,,721.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2066,ce,t0013800,Rent Change,2016-06-30,C5250L,2012-06-16,,751.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2067,ce,t0013802,Move Out,2014-09-22,C5252A,2010-08-01,2014-09-20,628.0,0.0,1511 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2071,ce,t0013802,Rent Change,2014-07-31,C5252A,2010-08-01,2014-09-13,628.0,0.0,1504 days 00:00:00.000000000,0,Fairfield,OH,45014,905,1,1.0
2073,ce,t0013802,Rent Change,2013-04-26,C5252A,2010-08-01,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2074,ce,t0013802,Rent Change,2013-04-30,C5252A,2010-08-01,,590.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2075,ce,t0013802,Rent Change,2013-08-01,C5252A,2010-08-01,,610.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2092,ce,t0013803,Move Out,2013-10-22,C5252B,2012-09-14,2013-10-22,610.0,0.0,403 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2096,ce,t0013803,Rent Change,2013-04-26,C5252B,2012-09-14,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2097,ce,t0013803,Rent Change,2013-04-30,C5252B,2012-09-14,,590.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2098,ce,t0013803,Rent Change,2013-09-30,C5252B,2012-09-14,,610.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2101,ce,t0016098,Move Out,2014-12-01,C5252B,2013-11-23,2014-11-30,635.0,0.0,372 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2108,ce,t0016098,Rent Change,2013-11-23,C5252B,2013-11-23,,635.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2113,ce,t0023686,Move Out,2016-12-01,C5252B,2014-12-13,2016-11-30,679.0,0.0,718 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2122,ce,t0023686,Rent Change,2015-11-30,C5252B,2014-12-13,,664.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2123,ce,t0023686,Rent Change,2015-12-31,C5252B,2014-12-13,,679.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2125,ce,t0013804,Move Out,2014-07-01,C5252C,2013-02-01,2014-06-30,669.0,0.0,514 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2129,ce,t0013804,Rent Change,2013-04-26,C5252C,2013-02-01,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2130,ce,t0013804,Rent Change,2013-04-30,C5252C,2013-02-01,,600.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2132,ce,t0013804,Rent Change,2014-01-31,C5252C,2013-02-01,,669.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2136,ce,t0025257,Move Out,2016-12-27,C5252C,2015-06-13,2016-12-26,689.0,0.0,562 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2147,ce,t0025257,Rent Change,2016-05-31,C5252C,2015-06-13,,673.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2148,ce,t0025257,Rent Change,2016-06-30,C5252C,2015-06-13,,689.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2149,ce,t0031452,Rent Change,2016-12-31,C5252C,2017-01-20,,718.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2153,ce,t0031829,Move Out,2018-05-08,C5252C,2017-02-25,2018-05-01,839.0,0.0,430 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2166,ce,t0031829,Rent Change,2018-01-31,C5252C,2017-02-25,,735.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2167,ce,t0031829,Rent Change,2018-02-28,C5252C,2017-02-25,,839.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2174,ce,t0040258,Rent Change,2018-10-31,C5252C,2018-07-16,,919.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2176,ce,t0013805,Move Out,2014-08-04,C5252D,2012-07-12,2014-08-01,620.0,0.0,750 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2180,ce,t0013805,Rent Change,2013-04-26,C5252D,2012-07-12,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2181,ce,t0013805,Rent Change,2013-04-30,C5252D,2012-07-12,,600.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2182,ce,t0013805,Rent Change,2013-08-01,C5252D,2012-07-12,,620.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2185,ce,t0022086,Move Out,2017-12-31,C5252D,2014-08-15,2017-12-31,839.0,0.0,1234 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2195,ce,t0022086,Rent Change,2015-08-31,C5252D,2014-08-15,,677.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2197,ce,t0022086,Rent Change,2016-08-31,C5252D,2014-08-15,,715.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2199,ce,t0022086,Rent Change,2017-08-31,C5252D,2014-08-15,,839.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2200,ce,t0038192,Rent Change,2018-01-29,C5252D,2018-03-01,,839.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2207,ce,t0039025,Rent Change,2018-03-10,C5252D,2018-04-01,,839.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2210,ce,t0039025,Rent Change,2018-04-30,C5252D,2018-04-01,,923.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2213,ce,t0013806,Move Out,2017-07-12,C5252E,2011-01-28,2017-07-10,677.0,0.0,2355 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2217,ce,t0013806,Rent Change,2013-04-26,C5252E,2011-01-28,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2218,ce,t0013806,Rent Change,2013-04-30,C5252E,2011-01-28,,600.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2220,ce,t0013806,Rent Change,2014-01-31,C5252E,2011-01-28,,1240.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2221,ce,t0013806,Rent Change,2014-02-28,C5252E,2011-01-28,,620.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2223,ce,t0013806,Rent Change,2015-01-31,C5252E,2011-01-28,,639.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2225,ce,t0013806,Rent Change,2016-01-31,C5252E,2011-01-28,,677.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2230,ce,t0013807,Move Out,2014-05-02,C5252F,2011-10-05,2014-04-30,640.0,0.0,938 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2234,ce,t0013807,Rent Change,2013-04-26,C5252F,2011-10-05,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2235,ce,t0013807,Rent Change,2013-04-30,C5252F,2011-10-05,,600.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2237,ce,t0013807,Rent Change,2013-12-01,C5252F,2011-10-05,,640.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2241,ce,t0019595,Move Out,2016-06-30,C5252F,2014-06-02,2016-06-30,671.0,0.0,759 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2244,ce,t0019595,Rent Change,2014-04-16,C5252F,2014-06-01,,651.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2250,ce,t0019595,Rent Change,2015-06-30,C5252F,2014-06-02,,671.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2255,ce,t0039943,Move Out,2018-07-09,C5252F,2016-07-15,2018-07-05,839.0,0.0,720 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2265,ce,t0039943,Rent Change,2017-06-30,C5252F,2016-07-15,,778.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2266,ce,t0039943,Rent Change,2017-07-31,C5252F,2016-07-15,,839.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2269,ce,t0013808,Move Out,2016-08-15,C5252G,2012-11-29,2016-08-15,652.0,0.0,1355 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2273,ce,t0013808,Rent Change,2013-04-26,C5252G,2012-11-29,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2274,ce,t0013808,Rent Change,2013-04-30,C5252G,2012-11-29,,600.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2275,ce,t0013808,Rent Change,2013-12-01,C5252G,2012-11-29,,616.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2278,ce,t0013808,Rent Change,2015-03-01,C5252G,2012-11-29,,622.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2280,ce,t0013808,Rent Change,2016-02-29,C5252G,2012-11-29,,652.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2283,ce,t0030688,Move Out,2017-10-24,C5252G,2016-09-13,2017-10-19,746.0,0.0,401 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2288,ce,t0030688,Rent Change,2017-08-31,C5252G,2016-09-13,2017-10-02,746.0,0.0,384 days 00:00:00.000000000,0,Fairfield,OH,45014,905,1,1.0
2300,ce,t0013809,Move Out,2014-09-02,C5252H,2013-02-22,2014-08-31,642.0,0.0,555 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2304,ce,t0013809,Rent Change,2013-04-26,C5252H,2013-02-22,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2305,ce,t0013809,Rent Change,2013-04-30,C5252H,2013-02-22,,600.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2307,ce,t0013809,Rent Change,2014-02-28,C5252H,2013-02-22,,642.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2310,ce,t0025722,Move Out,2016-11-28,C5252H,2015-08-22,2016-11-26,719.0,0.0,462 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2313,ce,t0025722,Rent Change,2015-08-06,C5252H,2015-08-22,,689.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2318,ce,t0025722,Rent Change,2016-07-31,C5252H,2015-08-22,,699.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2319,ce,t0025722,Rent Change,2016-08-31,C5252H,2015-08-22,,719.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2324,ce,t0040834,Move Out,2018-10-15,C5252H,2016-12-17,2018-10-12,839.0,0.0,664 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2329,ce,t0040834,Rent Change,2016-11-29,C5252H,2016-12-10,,718.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2339,ce,t0040834,Rent Change,2017-12-31,C5252H,2016-12-17,,839.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2341,ce,t0041443,Rent Change,2018-12-29,C5252H,2018-12-31,,889.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2346,ce,t0013810,Move Out,2015-07-10,C5252J,2012-09-14,2015-07-10,606.0,0.0,1029 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2348,ce,t0013810,Move Out,2015-07-13,C5252J,2012-09-14,2015-07-10,606.0,0.0,1029 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2353,ce,t0013810,Rent Change,2013-04-26,C5252J,2012-09-14,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2354,ce,t0013810,Rent Change,2013-04-30,C5252J,2012-09-14,,610.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2355,ce,t0013810,Rent Change,2013-09-30,C5252J,2012-09-14,,594.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2358,ce,t0013810,Rent Change,2015-01-01,C5252J,2012-09-14,,606.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2364,ce,t0030174,Move Out,2018-07-31,C5252J,2016-07-30,2018-07-29,757.0,0.0,729 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2375,ce,t0030174,Rent Change,2017-06-30,C5252J,2016-07-30,,717.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2376,ce,t0030174,Rent Change,2017-07-31,C5252J,2016-07-30,,757.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2379,ce,t0013811,Move Out,2014-07-08,C5252K,2012-07-12,2014-06-10,610.0,0.0,698 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2384,ce,t0013811,Rent Change,2013-04-26,C5252K,2012-07-12,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2385,ce,t0013811,Rent Change,2013-04-30,C5252K,2012-07-12,,610.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2390,ce,t0026792,Move Out,2016-09-21,C5252K,2015-10-24,2016-09-21,679.0,0.0,333 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2393,ce,t0026792,Rent Change,2015-10-23,C5252K,2015-10-24,,699.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2397,ce,t0026792,Rent Change,2015-11-30,C5252K,2015-10-24,,679.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2399,ce,t0033437,Rent Change,2017-06-19,C5252K,2017-06-23,,849.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2411,ce,t0033630,Rent Change,2018-07-31,C5252K,2017-08-01,,899.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2413,ce,t0013812,Move Out,2014-09-11,C5252L,2012-11-13,2014-09-07,636.0,0.0,663 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2421,ce,t0013812,Rent Change,2013-04-26,C5252L,2012-11-13,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2422,ce,t0013812,Rent Change,2013-04-30,C5252L,2012-11-13,,620.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2423,ce,t0013812,Rent Change,2013-12-01,C5252L,2012-11-13,,636.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2426,ce,t0023839,Move Out,2015-11-25,C5252L,2014-11-22,2015-11-24,671.0,0.0,367 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2437,ce,t0023839,Rent Change,2014-11-30,C5252L,2014-11-22,,1342.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2439,ce,t0023839,Rent Change,2015-01-01,C5252L,2014-11-22,,671.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2445,ce,t0027672,Rent Change,2017-12-01,C5252L,2015-12-26,2018-01-06,762.0,0.0,742 days 00:00:00.000000000,0,Fairfield,OH,45014,905,1,1.0
2447,ce,t0027672,Move Out,2018-01-09,C5252L,2015-12-26,2018-01-06,762.0,0.0,742 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2458,ce,t0027672,Rent Change,2016-11-30,C5252L,2015-12-26,,715.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2459,ce,t0027672,Rent Change,2016-12-31,C5252L,2015-12-26,,738.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2469,ce,t0013813,Move Out,2015-04-30,C5252M,1991-10-12,2015-04-30,680.0,0.0,8601 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2474,ce,t0013813,Rent Change,2013-04-26,C5252M,1991-10-12,,0.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2475,ce,t0013813,Rent Change,2013-04-30,C5252M,1991-10-12,,630.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2476,ce,t0013813,Rent Change,2013-06-30,C5252M,1991-10-12,,660.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2478,ce,t0013813,Rent Change,2014-07-31,C5252M,1991-10-12,,680.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2480,ce,t0025114,Move Out,2016-07-07,C5252M,2015-05-16,2016-07-07,709.0,0.0,418 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
2489,ce,t0025114,Rent Change,2016-05-01,C5252M,2015-05-16,,691.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2490,ce,t0025114,Rent Change,2016-05-31,C5252M,2015-05-16,,709.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2495,ce,t0038318,Rent Change,2018-02-13,C5252M,2018-02-13,,859.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
2500,ce,t0013814,Move Out,2015-05-01,C5254A,2012-12-14,2015-05-01,638.0,0.0,868 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,2.0
2504,ce,t0013814,Rent Change,2013-04-26,C5254A,2012-12-14,,0.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2505,ce,t0013814,Rent Change,2013-04-30,C5254A,2012-12-14,,605.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2506,ce,t0013814,Rent Change,2013-12-31,C5254A,2012-12-14,,625.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2509,ce,t0013814,Rent Change,2015-01-01,C5254A,2012-12-14,,638.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2513,ce,t0022043,Rent Change,2018-10-31,C5254A,2018-10-26,,839.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2521,ce,t0027932,Move Out,2017-08-18,C5254A,2016-02-17,2017-08-16,729.0,0.0,546 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,2.0
2529,ce,t0027932,Rent Change,2016-07-31,C5254A,2016-02-17,,714.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2530,ce,t0027932,Rent Change,2016-08-31,C5254A,2016-02-17,,729.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2535,ce,t0013815,Move Out,2014-09-30,C5254B,2012-01-16,2014-09-30,670.0,0.0,988 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
2540,ce,t0013815,Rent Change,2013-04-26,C5254B,2012-01-16,,0.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2541,ce,t0013815,Rent Change,2013-04-30,C5254B,2012-01-16,,640.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2542,ce,t0013815,Rent Change,2014-01-31,C5254B,2012-01-16,,670.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2546,ce,t0023232,Rent Change,2014-10-11,C5254B,2014-11-01,,670.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2561,ce,t0031285,Rent Change,2017-12-31,C5254B,2016-12-31,,758.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2563,ce,t0031285,Rent Change,2018-11-30,C5254B,2016-12-31,,763.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2564,ce,t0031285,Rent Change,2018-12-31,C5254B,2016-12-31,,899.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2572,ce,t0013816,Move Out,2014-03-31,C5254C,2010-08-10,2014-03-31,635.0,0.0,1329 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,2.0
2577,ce,t0013816,Rent Change,2013-04-26,C5254C,2010-08-10,,0.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2578,ce,t0013816,Rent Change,2013-04-30,C5254C,2010-08-10,,615.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2579,ce,t0013816,Rent Change,2013-09-01,C5254C,2010-08-10,,635.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2584,ce,t0028825,Move Out,2017-08-14,C5254C,2016-05-14,2017-08-13,839.0,0.0,456 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,2.0
2594,ce,t0028825,Rent Change,2017-04-30,C5254C,2016-05-14,,784.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2595,ce,t0028825,Rent Change,2017-05-31,C5254C,2016-05-14,,839.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2603,ce,t0034671,Rent Change,2018-08-31,C5254C,2017-09-29,,741.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2604,ce,t0034671,Rent Change,2018-09-30,C5254C,2017-09-29,,779.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
2606,ce,t0013817,Move Out,2018-03-13,C5254D,2009-07-31,2018-03-03,748.0,0.0,3137 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
2610,ce,t0013817,Rent Change,2013-04-26,C5254D,2009-07-31,,0.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2611,ce,t0013817,Rent Change,2013-04-30,C5254D,2009-07-31,,650.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2612,ce,t0013817,Rent Change,2013-08-01,C5254D,2009-07-31,,660.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2615,ce,t0013817,Rent Change,2014-11-01,C5254D,2009-07-31,,679.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2617,ce,t0013817,Rent Change,2015-11-01,C5254D,2009-07-31,,699.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2619,ce,t0013817,Rent Change,2016-10-31,C5254D,2009-07-31,,734.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
2621,ce,t0013817,Rent Change,2017-10-31,C5254D,2009-07-31,,748.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
