,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay,Property_Code_ce,Property_Code_fh,Property_Code_mpg,Property_Code_sh,Apt Size_0,Apt Size_large,Apt Size_medium,Apt Size_small
3179,560.0,1,932,2,1.0,16.0,358,0,0,0,1,0,0,1,0
3183,800.0,1,1156,3,1.5,26.0,275,0,0,0,1,0,1,0,0
3184,695.0,1,1006,2,1.5,0.0,159,0,0,0,1,0,1,0,0
3186,728.0,1,875,2,1.5,0.0,177,1,0,0,0,0,0,1,0
3189,735.0,1,1006,3,1.5,14.0,216,0,0,0,1,0,1,0,0
3191,709.0,1,1006,2,1.5,-133.0,123,0,0,0,1,0,1,0,0
3194,799.0,1,955,2,2.0,0.0,365,1,0,0,0,0,0,1,0
3196,738.0,1,875,2,1.5,5.0,492,1,0,0,0,0,0,1,0
3197,626.0,1,635,1,1.0,0.0,206,1,0,0,0,0,0,1,0
3198,609.0,1,932,2,1.0,0.0,275,0,0,0,1,0,0,1,0
3200,729.0,1,905,1,2.0,15.0,350,1,0,0,0,0,0,1,0
3201,587.0,1,932,2,1.0,0.0,187,0,0,0,1,0,0,1,0
3203,628.0,1,963,2,1.5,0.0,377,0,0,0,1,0,0,1,0
3204,665.0,1,1006,2,1.5,19.0,367,0,0,0,1,0,1,0,0
3206,759.0,1,905,2,1.0,11.0,347,1,0,0,0,0,0,1,0
3207,667.0,1,675,1,1.0,0.0,350,1,0,0,0,0,0,1,0
3208,628.0,1,963,2,1.5,0.0,51,0,0,0,1,0,0,1,0
3210,709.0,1,905,1,2.0,-15.0,36,1,0,0,0,0,0,1,0
3212,719.0,1,1006,2,1.5,24.0,132,0,0,0,1,0,1,0,0
3216,1000.0,1,1350,2,1.5,0.0,372,0,0,0,1,0,1,0,0
3221,657.0,1,675,1,1.0,6.0,363,1,0,0,0,0,0,1,0
3229,703.0,1,1006,2,1.5,0.0,365,0,0,0,1,0,1,0,0
3241,799.0,1,1156,3,1.5,0.0,70,0,0,0,1,0,1,0,0
3249,763.2,1,1006,2,1.5,43.2,0,0,0,0,1,0,1,0,0
3252,769.0,1,955,2,1.0,14.0,184,1,0,0,0,0,0,1,0
3256,799.0,1,955,2,2.0,0.0,0,1,0,0,0,0,0,1,0
3258,720.0,1,1006,2,1.5,2.0,397,0,0,0,1,0,1,0,0
3265,729.0,1,635,1,1.0,29.0,108,1,0,0,0,0,0,1,0
3274,738.0,1,875,2,1.5,16.0,387,1,0,0,0,0,0,1,0
3276,1015.0,1,1350,3,1.5,1.0,390,0,0,0,1,0,1,0,0
3278,1310.0,1,1350,3,1.5,320.0,107,0,0,0,1,0,1,0,0
3280,734.0,1,875,2,1.5,-170.0,364,1,0,0,0,0,0,1,0
3284,799.0,1,1156,3,1.5,0.0,384,0,0,0,1,0,1,0,0
3288,748.0,1,875,2,1.5,18.0,351,1,0,0,0,0,0,1,0
3293,839.0,1,905,1,2.0,55.0,74,1,0,0,0,0,0,1,0
3305,653.0,1,963,2,1.5,22.0,366,0,0,0,1,0,0,1,0
3309,747.0,1,1156,3,1.5,25.0,332,0,0,0,1,0,1,0,0
3310,799.0,1,1156,3,1.5,0.0,332,0,0,0,1,0,1,0,0
3314,748.0,1,875,2,1.5,12.0,273,1,0,0,0,0,0,1,0
3320,754.0,1,955,2,1.0,30.0,371,1,0,0,0,0,0,1,0
3330,699.0,1,875,2,1.5,-15.0,652,1,0,0,0,0,0,1,0
3339,1020.0,1,1350,3,1.5,15.0,59,0,0,0,1,0,1,0,0
3345,721.0,1,1156,3,1.5,-103.0,395,0,0,0,1,0,1,0,0
3350,779.0,1,955,2,1.0,-119.0,380,1,0,0,0,0,0,1,0
3356,720.0,1,1006,2,1.5,18.0,365,0,0,0,1,0,1,0,0
3357,748.0,1,875,2,1.5,4.0,143,1,0,0,0,0,0,1,0
3365,1000.0,1,1350,2,1.5,22.0,230,0,0,0,1,0,1,0,0
3367,720.0,1,1006,2,1.5,24.0,14,0,0,0,1,0,1,0,0
3369,687.0,1,675,1,1.0,9.0,356,1,0,0,0,0,0,1,0
3382,824.0,1,1156,3,1.5,-16.0,215,0,0,0,1,0,1,0,0
3386,695.0,1,1006,2,1.5,0.0,159,0,0,0,1,0,1,0,0
3388,664.0,1,950,2,2.0,1.0,306,0,0,0,1,0,0,1,0
3399,722.0,1,1156,3,1.5,-77.0,364,0,0,0,1,0,1,0,0
3401,819.0,1,955,2,1.5,6.0,346,1,0,0,0,0,0,1,0
3409,799.0,1,1156,3,1.5,77.0,19,0,0,0,1,0,1,0,0
3422,653.0,1,963,2,1.5,17.0,365,0,0,0,1,0,0,1,0
3425,749.0,1,675,1,1.0,0.0,71,1,0,0,0,0,0,1,0
3426,759.0,1,905,2,1.0,0.0,396,1,0,0,0,0,0,1,0
3427,664.0,1,675,1,1.0,0.0,371,1,0,0,0,0,0,1,0
3428,990.0,1,1350,3,1.5,0.0,410,0,0,0,1,0,1,0,0
3432,990.0,1,1350,3,1.5,0.0,394,0,0,0,1,0,1,0,0
3438,722.0,1,1156,3,1.5,-102.0,370,0,0,0,1,0,1,0,0
3442,597.0,1,950,2,0.0,0.0,14,0,0,0,1,0,0,1,0
3443,721.0,1,1006,3,1.5,0.0,399,0,0,0,1,0,1,0,0
3444,1008.0,1,1350,2,1.5,0.0,57,0,0,0,1,0,1,0,0
3450,1015.0,1,1350,3,1.5,14.0,334,0,0,0,1,0,1,0,0
3453,881.0,1,1088,2,1.5,8.0,396,1,0,0,0,0,1,0,0
3454,721.0,1,1006,3,1.5,0.0,127,0,0,0,1,0,1,0,0
3455,799.0,1,955,2,2.0,0.0,365,1,0,0,0,0,0,1,0
3465,720.0,1,1006,2,1.5,11.0,138,0,0,0,1,0,1,0,0
3468,789.0,1,955,2,2.0,27.0,186,1,0,0,0,0,0,1,0
3475,628.0,1,963,2,1.5,20.0,441,0,0,0,1,0,0,1,0
3477,746.0,1,1006,3,1.5,16.0,354,0,0,0,1,0,1,0,0
3479,725.0,1,1006,3,1.5,25.0,343,0,0,0,1,0,1,0,0
3480,824.0,1,1156,3,1.5,0.0,409,0,0,0,1,0,1,0,0
3490,734.0,1,955,2,2.0,0.0,391,1,0,0,0,0,0,1,0
3499,824.0,1,1156,3,1.5,-16.0,392,0,0,0,1,0,1,0,0
3500,695.0,1,1006,2,1.5,0.0,242,0,0,0,1,0,1,0,0
3502,924.0,1,1350,3,1.5,30.0,40,0,0,0,1,0,1,0,0
3503,667.0,1,675,1,1.0,0.0,365,1,0,0,0,0,0,1,0
3506,881.0,1,1088,2,1.5,3.0,273,1,0,0,0,0,1,0,0
3508,687.0,1,675,1,1.0,9.0,356,1,0,0,0,0,0,1,0
3511,728.0,1,875,2,1.5,-25.0,35,1,0,0,0,0,0,1,0
3512,639.0,1,950,2,2.0,0.0,379,0,0,0,1,0,0,1,0
3532,975.0,1,1350,2,1.5,0.0,217,0,0,0,1,0,1,0,0
3533,654.0,1,675,1,1.0,0.0,391,1,0,0,0,0,0,1,0
3542,608.0,1,963,2,1.5,-20.0,241,0,0,0,1,0,0,1,0
3544,720.0,1,1006,2,1.5,0.0,365,0,0,0,1,0,1,0,0
3546,746.0,1,1006,3,1.5,17.0,36,0,0,0,1,0,1,0,0
3547,664.0,1,950,2,2.0,0.0,68,0,0,0,1,0,0,1,0
3552,1000.0,1,1350,2,1.5,0.0,7,0,0,0,1,0,1,0,0
3553,709.0,1,1006,2,1.5,0.0,76,0,0,0,1,0,1,0,0
3556,633.0,1,984,2,1.0,0.0,240,0,0,0,1,0,0,1,0
3562,601.0,1,932,2,1.0,14.0,46,0,0,0,1,0,0,1,0
3563,644.0,1,675,1,1.0,0.0,389,1,0,0,0,0,0,1,0
3564,749.0,1,905,2,1.0,0.0,129,1,0,0,0,0,0,1,0
3565,735.0,1,1006,3,1.5,0.0,461,0,0,0,1,0,1,0,0
3568,724.0,1,905,1,2.0,-49.0,32,1,0,0,0,0,0,1,0
3569,587.0,1,932,2,1.0,0.0,293,0,0,0,1,0,0,1,0
3577,653.0,1,963,2,1.5,11.0,310,0,0,0,1,0,0,1,0
3578,646.0,1,675,1,1.0,0.0,15,1,0,0,0,0,0,1,0
3580,990.0,1,1350,3,1.5,76.0,351,0,0,0,1,0,1,0,0
3581,628.0,1,963,2,1.5,0.0,254,0,0,0,1,0,0,1,0
3584,746.0,1,1006,3,1.5,0.0,365,0,0,0,1,0,1,0,0
3588,695.0,1,1006,2,1.5,-14.0,245,0,0,0,1,0,1,0,0
3590,597.0,1,950,2,1.0,-12.0,125,0,0,0,1,0,0,1,0
3596,664.0,1,950,2,2.0,12.0,365,0,0,0,1,0,0,1,0
3602,757.0,1,905,1,1.0,40.0,363,1,0,0,0,0,0,1,0
3610,789.0,1,955,2,2.0,13.0,367,1,0,0,0,0,0,1,0
3618,664.0,1,675,1,1.0,0.0,364,1,0,0,0,0,0,1,0
3620,679.0,1,675,1,1.0,2.0,288,1,0,0,0,0,0,1,0
3621,674.0,1,675,1,1.0,0.0,94,1,0,0,0,0,0,1,0
3624,664.0,1,950,2,2.0,11.0,365,0,0,0,1,0,0,1,0
3629,636.0,1,635,1,1.0,5.0,348,1,0,0,0,0,0,1,0
3630,657.0,1,675,1,1.0,0.0,135,1,0,0,0,0,0,1,0
3636,721.0,1,1006,3,1.5,0.0,202,0,0,0,1,0,1,0,0
3642,612.0,1,932,2,1.0,9.0,293,0,0,0,1,0,0,1,0
3648,720.0,1,1006,2,1.5,22.0,357,0,0,0,1,0,1,0,0
3651,720.0,1,1006,2,1.5,25.0,66,0,0,0,1,0,1,0,0
3652,719.0,1,1006,2,1.5,0.0,49,0,0,0,1,0,1,0,0
3658,824.0,1,1156,3,1.5,0.0,395,0,0,0,1,0,1,0,0
3666,779.0,1,955,2,1.0,15.0,345,1,0,0,0,0,0,1,0
3670,652.0,1,950,2,2.0,-7.0,348,0,0,0,1,0,0,1,0
3671,1034.0,1,1400,3,2.5,0.0,304,1,0,0,0,0,1,0,0
3676,734.0,1,1006,2,1.5,12.0,341,0,0,0,1,0,1,0,0
3679,995.0,1,1350,2,1.5,0.0,4,0,0,0,1,0,1,0,0
3697,734.0,1,1006,2,1.5,24.0,306,0,0,0,1,0,1,0,0
3701,1020.0,1,1350,2,1.5,0.0,32,0,0,0,1,0,1,0,0
3705,850.0,1,955,2,2.0,30.0,43,1,0,0,0,0,0,1,0
3709,746.0,1,905,1,1.0,0.0,49,1,0,0,0,0,0,1,0
3710,734.0,1,1006,2,1.5,0.0,365,0,0,0,1,0,1,0,0
3720,677.0,1,675,1,1.0,5.0,49,1,0,0,0,0,0,1,0
3723,666.0,1,635,1,1.0,5.0,350,1,0,0,0,0,0,1,0
3726,901.0,1,1088,2,1.5,6.0,162,1,0,0,0,0,1,0,0
3727,789.0,1,955,2,1.0,0.0,364,1,0,0,0,0,0,1,0
3730,890.0,1,1156,3,1.5,50.0,186,0,0,0,1,0,1,0,0
3732,879.0,1,955,2,2.0,37.0,344,1,0,0,0,0,0,1,0
3736,700.0,1,675,1,1.0,0.0,31,1,0,0,0,0,0,1,0
3745,908.0,1,875,2,1.5,4.0,346,1,0,0,0,0,0,1,0
3749,684.0,1,950,2,2.0,0.0,335,0,0,0,1,0,0,1,0
3752,694.0,1,963,2,1.5,28.0,9,0,0,0,1,0,0,1,0
3767,790.0,1,875,2,1.5,19.0,0,1,0,0,0,0,0,1,0
3768,1049.0,1,1088,2,1.5,0.0,365,1,0,0,0,0,1,0,0
3769,677.0,1,675,1,1.0,0.0,366,1,0,0,0,0,0,1,0
3774,667.0,1,675,1,1.0,0.0,364,1,0,0,0,0,0,1,0
3777,666.0,1,963,2,1.5,12.0,327,0,0,0,1,0,0,1,0
3779,728.0,1,875,2,1.5,-160.0,346,1,0,0,0,0,0,1,0
3781,1035.0,1,1350,3,1.5,11.0,349,0,0,0,1,0,1,0,0
3783,739.0,1,955,2,1.0,-30.0,254,1,0,0,0,0,0,1,0
3785,654.0,1,675,1,1.0,-13.0,110,1,0,0,0,0,0,1,0
3786,803.0,1,955,2,2.0,0.0,181,1,0,0,0,0,0,1,0
3799,634.0,1,950,2,1.0,25.0,51,0,0,0,1,0,0,1,0
3802,1035.0,1,1350,3,1.5,17.0,328,0,0,0,1,0,1,0,0
3805,709.0,1,1006,2,1.5,0.0,163,0,0,0,1,0,1,0,0
3807,709.0,1,1006,2,1.5,100.0,391,0,0,0,1,0,1,0,0
3811,748.0,1,905,1,2.0,0.0,364,1,0,0,0,0,0,1,0
3812,769.0,1,905,2,1.0,0.0,364,1,0,0,0,0,0,1,0
3823,1035.0,1,1350,3,1.5,13.0,169,0,0,0,1,0,1,0,0
3826,779.0,1,875,2,1.5,-28.0,2,1,0,0,0,0,0,1,0
3828,908.0,1,875,2,1.5,0.0,258,1,0,0,0,0,0,1,0
3829,657.0,1,675,1,1.0,0.0,285,1,0,0,0,0,0,1,0
3831,1181.0,1,1350,3,1.5,146.0,11,0,0,0,1,0,1,0,0
3836,709.0,1,1006,2,1.5,68.0,372,0,0,0,1,0,1,0,0
3844,687.0,1,675,1,1.0,10.0,359,1,0,0,0,0,0,1,0
3845,709.0,1,1006,2,1.5,0.0,91,0,0,0,1,0,1,0,0
3851,687.0,1,675,1,1.0,6.0,353,1,0,0,0,0,0,1,0
3856,734.0,1,1006,2,1.5,12.0,-16,0,0,0,1,0,1,0,0
3857,748.0,1,875,2,1.5,0.0,313,1,0,0,0,0,0,1,0
3858,1195.0,1,1350,2,1.5,0.0,318,0,0,0,1,0,1,0,0
3860,1040.0,1,1350,2,1.5,45.0,186,0,0,0,1,0,1,0,0
3869,677.0,1,675,1,1.0,6.0,343,1,0,0,0,0,0,1,0
3872,758.0,1,875,2,1.5,6.0,343,1,0,0,0,0,0,1,0
3873,657.0,1,675,1,1.0,0.0,365,1,0,0,0,0,0,1,0
3874,779.0,1,905,2,1.0,0.0,197,1,0,0,0,0,0,1,0
3876,679.0,1,675,1,1.0,22.0,35,1,0,0,0,0,0,1,0
3880,599.0,1,932,2,1.0,0.0,421,0,0,0,1,0,0,1,0
3881,697.0,1,675,1,1.0,0.0,334,1,0,0,0,0,0,1,0
3888,1100.0,1,1350,2,1.5,-20.0,184,0,0,0,1,0,1,0,0
3896,667.0,1,675,1,1.0,10.0,122,1,0,0,0,0,0,1,0
3901,709.0,1,1006,2,1.5,89.0,349,0,0,0,1,0,1,0,0
3903,918.0,1,875,2,1.5,0.0,37,1,0,0,0,0,0,1,0
3912,641.0,1,963,2,1.5,-68.0,334,0,0,0,1,0,0,1,0
3914,760.0,1,1006,2,1.5,22.0,173,0,0,0,1,0,1,0,0
3915,619.0,1,932,2,1.0,0.0,43,0,0,0,1,0,0,1,0
3918,644.0,1,675,1,1.0,0.0,90,1,0,0,0,0,0,1,0
3921,647.0,1,675,1,1.0,0.0,147,1,0,0,0,0,0,1,0
3923,667.0,1,675,1,1.0,0.0,195,1,0,0,0,0,0,1,0
3933,677.0,1,675,1,1.0,9.0,176,1,0,0,0,0,0,1,0
3935,839.0,1,905,1,1.0,104.0,62,1,0,0,0,0,0,1,0
3942,735.0,1,1006,3,1.5,26.0,373,0,0,0,1,0,1,0,0
3955,1010.0,1,1350,3,1.5,0.0,220,0,0,0,1,0,1,0,0
3959,735.0,1,1006,3,1.5,26.0,303,0,0,0,1,0,1,0,0
3964,1019.0,1,1350,3,1.5,0.0,93,0,0,0,1,0,1,0,0
3965,652.0,1,950,2,2.0,0.0,62,0,0,0,1,0,0,1,0
3989,647.0,1,675,1,1.0,0.0,355,1,0,0,0,0,0,1,0
3990,756.0,1,1006,2,1.5,0.0,6,0,0,0,1,0,1,0,0
3994,775.0,1,1006,3,1.5,15.0,16,0,0,0,1,0,1,0,0
3997,599.0,1,932,2,1.0,0.0,444,0,0,0,1,0,0,1,0
4002,599.0,1,932,2,1.0,0.0,475,0,0,0,1,0,0,1,0
4009,1070.6,1,1350,3,1.5,27.6,168,0,0,0,1,0,1,0,0
4013,751.54,1,1006,2,1.5,16.54,105,0,0,0,1,0,1,0,0
4014,870.0,1,1156,3,1.5,0.0,12,0,0,0,1,0,1,0,0
4027,687.0,1,675,1,1.0,0.0,350,1,0,0,0,0,0,1,0
4030,745.0,1,1006,3,1.5,24.0,124,0,0,0,1,0,1,0,0
4042,722.0,1,1156,3,1.5,-102.0,344,0,0,0,1,0,1,0,0
4049,667.0,1,675,1,1.0,0.0,344,1,0,0,0,0,0,1,0
4054,719.0,1,635,1,1.0,0.0,363,1,0,0,0,0,0,1,0
4063,881.0,1,1088,2,1.5,0.0,338,1,0,0,0,0,1,0,0
4064,1034.0,1,1400,3,2.5,0.0,352,1,0,0,0,0,1,0,0
4069,800.0,1,1006,3,1.5,0.0,36,0,0,0,1,0,1,0,0
4087,735.0,1,1006,3,1.5,0.0,395,0,0,0,1,0,1,0,0
4094,932.0,1,875,2,1.5,38.0,249,1,0,0,0,0,0,1,0
4095,1010.0,1,1350,3,1.5,0.0,269,0,0,0,1,0,1,0,0
4102,1195.0,1,1350,2,1.5,200.0,223,0,0,0,1,0,1,0,0
4103,995.0,1,1350,2,1.5,0.0,216,0,0,0,1,0,1,0,0
4104,735.0,1,1006,3,1.5,0.0,272,0,0,0,1,0,1,0,0
4107,641.0,1,963,2,1.5,0.0,466,0,0,0,1,0,0,1,0
4120,695.0,1,950,2,2.0,6.0,67,0,0,0,1,0,0,1,0
4127,657.0,1,675,1,1.0,0.0,371,1,0,0,0,0,0,1,0
4131,719.0,1,635,1,1.0,-10.0,172,1,0,0,0,0,0,1,0
4135,599.0,1,932,2,1.0,0.0,476,0,0,0,1,0,0,1,0
4136,652.0,1,950,2,2.0,0.0,404,0,0,0,1,0,0,1,0
4138,721.0,1,675,1,1.0,1.0,52,1,0,0,0,0,0,1,0
4162,840.0,1,1156,3,1.5,-355.0,76,0,0,0,1,0,1,0,0
4164,652.0,1,950,2,2.0,-57.0,236,0,0,0,1,0,0,1,0
4165,641.0,1,963,2,1.5,0.0,433,0,0,0,1,0,0,1,0
4167,746.0,1,1350,2,1.5,14.0,179,0,0,0,1,0,1,0,0
4169,995.0,1,1350,2,1.5,-15.0,429,0,0,0,1,0,1,0,0
4193,775.0,1,1006,2,1.5,66.0,0,0,0,0,1,0,1,0,0
4195,810.0,1,955,2,1.0,19.0,122,1,0,0,0,0,0,1,0
4198,639.0,1,950,2,2.0,-24.0,108,0,0,0,1,0,0,1,0
4201,668.0,1,950,2,2.0,14.0,45,0,0,0,1,0,0,1,0
4202,995.0,1,1350,2,1.5,0.0,227,0,0,0,1,0,1,0,0
4203,597.0,1,950,2,1.0,0.0,421,0,0,0,1,0,0,1,0
4209,900.0,1,1156,3,1.5,0.0,20,0,0,0,1,0,1,0,0
4219,657.0,1,675,1,1.0,0.0,227,1,0,0,0,0,0,1,0
4220,681.0,1,1006,2,1.5,0.0,17,0,0,0,1,0,1,0,0
4222,799.0,1,955,2,1.5,7.0,0,1,0,0,0,0,0,1,0
4227,657.0,1,675,1,1.0,-62.0,362,1,0,0,0,0,0,1,0
4228,624.0,1,932,2,1.0,0.0,2,0,0,0,1,0,0,1,0
4238,769.0,1,955,2,1.5,-30.0,228,1,0,0,0,0,0,1,0
4240,652.0,1,950,2,2.0,0.0,401,0,0,0,1,0,0,1,0
4246,734.0,1,905,2,1.0,38.0,320,1,0,0,0,0,0,1,0
4247,677.0,1,675,1,1.0,0.0,0,1,0,0,0,0,0,1,0
4257,900.0,1,700,1,1.0,12.0,150,0,1,0,0,0,0,1,0
4263,900.0,1,700,1,1.0,0.0,182,0,1,0,0,0,0,1,0
4274,1000.0,1,912,2,1.0,51.0,46,0,1,0,0,0,0,1,0
4282,1075.0,1,912,2,1.0,0.0,233,0,1,0,0,0,0,1,0
4298,970.0,1,700,1,1.0,0.0,86,0,1,0,0,0,0,1,0
4306,900.0,1,912,2,1.0,0.0,37,0,1,0,0,0,0,1,0
4307,839.0,1,912,2,1.0,0.0,337,0,1,0,0,0,0,1,0
4310,980.0,1,912,2,1.0,44.0,256,0,1,0,0,0,0,1,0
4313,875.0,1,700,1,1.0,1.0,72,0,1,0,0,0,0,1,0
4317,900.0,1,700,1,1.0,25.0,93,0,1,0,0,0,0,1,0
4320,901.0,1,912,2,1.0,0.0,34,0,1,0,0,0,0,1,0
4325,1050.0,1,912,2,1.0,-160.0,91,0,1,0,0,0,0,1,0
4326,875.0,1,912,2,1.0,0.0,347,0,1,0,0,0,0,1,0
4331,901.0,1,912,2,1.0,0.0,47,0,1,0,0,0,0,1,0
4336,924.0,1,700,1,1.0,0.0,122,0,1,0,0,0,0,1,0
4337,900.0,1,700,1,1.0,0.0,301,0,1,0,0,0,0,1,0
4343,900.0,1,700,1,1.0,0.0,242,0,1,0,0,0,0,1,0
4347,850.0,1,387,1,1.0,0.0,83,0,1,0,0,0,0,0,1
4352,950.0,1,912,2,1.0,0.0,107,0,1,0,0,0,0,1,0
4357,899.0,1,700,1,1.0,-29.0,153,0,1,0,0,0,0,1,0
4361,1000.0,1,912,2,1.0,0.0,150,0,1,0,0,0,0,1,0
4363,825.0,1,387,1,1.0,0.0,356,0,1,0,0,0,0,0,1
4367,1100.0,1,912,2,1.0,17.0,78,0,1,0,0,0,0,1,0
4378,950.0,1,912,2,1.0,0.0,184,0,1,0,0,0,0,1,0
4390,850.0,1,912,2,1.0,0.0,236,0,1,0,0,0,0,1,0
4402,1050.0,1,912,2,1.0,36.0,31,0,1,0,0,0,0,1,0
4404,949.0,1,912,2,1.0,-67.0,285,0,1,0,0,0,0,1,0
4406,1000.0,1,912,2,1.0,15.0,342,0,1,0,0,0,0,1,0
4411,1050.0,1,912,2,1.0,12.0,165,0,1,0,0,0,0,1,0
4430,925.0,1,912,2,1.0,-50.0,335,0,1,0,0,0,0,1,0
4440,1039.0,1,912,2,1.0,49.0,155,0,1,0,0,0,0,1,0
4451,850.0,1,700,1,1.0,42.0,115,0,1,0,0,0,0,1,0
4475,875.0,1,700,1,1.0,-150.0,257,0,1,0,0,0,0,1,0
4484,1000.0,1,912,2,1.0,22.0,189,0,1,0,0,0,0,1,0
4489,875.0,1,700,1,1.0,-150.0,345,0,1,0,0,0,0,1,0
4491,925.0,1,912,2,1.0,0.0,243,0,1,0,0,0,0,1,0
4505,974.0,1,700,1,1.0,0.0,62,0,1,0,0,0,0,1,0
4512,1200.0,1,1040,2,2.0,-39.0,335,0,0,1,0,0,1,0,0
4518,1170.0,1,1040,2,2.0,0.0,365,0,0,1,0,0,1,0,0
4538,1124.0,1,735,1,1.0,0.0,335,0,0,1,0,0,0,1,0
4570,1275.0,1,1240,2,2.0,24.0,363,0,0,1,0,0,1,0,0
4580,1050.0,1,930,2,2.0,0.0,332,0,0,1,0,0,0,1,0
4585,1499.0,1,1040,2,2.0,-54.0,78,0,0,1,0,0,1,0,0
4586,1249.0,1,895,2,2.0,0.0,150,0,0,1,0,0,0,1,0
4587,1077.0,1,895,2,2.0,0.0,14,0,0,1,0,0,0,1,0
4593,1507.0,1,1040,2,2.0,0.0,11,0,0,1,0,0,1,0,0
4599,1099.0,1,835,1,1.0,0.0,210,0,0,1,0,0,0,1,0
4600,1149.0,1,835,1,1.0,0.0,318,0,0,1,0,0,0,1,0
4631,1200.0,1,1040,2,2.0,0.0,291,0,0,1,0,0,1,0,0
4632,1223.0,1,1040,2,2.0,0.0,363,0,0,1,0,0,1,0,0
4645,1499.0,1,1040,2,2.0,0.0,91,0,0,1,0,0,1,0,0
4658,1025.0,1,835,1,1.0,0.0,69,0,0,1,0,0,0,1,0
4666,1119.0,1,835,1,1.0,0.0,136,0,0,1,0,0,0,1,0
4673,1050.0,1,835,1,1.0,0.0,335,0,0,1,0,0,0,1,0
4690,1145.0,1,895,2,2.0,13.0,368,0,0,1,0,0,0,1,0
4703,1549.0,1,1040,2,2.0,0.0,376,0,0,1,0,0,1,0,0
4705,1511.0,1,1240,2,2.0,0.0,25,0,0,1,0,0,1,0,0
4707,1149.0,1,835,1,1.0,0.0,182,0,0,1,0,0,0,1,0
4713,1143.0,1,835,1,1.0,0.0,62,0,0,1,0,0,0,1,0
4714,1119.0,1,835,1,1.0,0.0,181,0,0,1,0,0,0,1,0
4722,1149.0,1,835,1,1.0,0.0,365,0,0,1,0,0,0,1,0
4732,1549.0,1,1240,2,2.0,0.0,379,0,0,1,0,0,1,0,0
4754,1200.0,1,1040,2,2.0,0.0,394,0,0,1,0,0,1,0,0
4756,1499.0,1,1040,2,2.0,-3.0,41,0,0,1,0,0,1,0,0
4760,1249.0,1,895,2,2.0,0.0,332,0,0,1,0,0,0,1,0
4763,1249.0,1,895,2,2.0,0.0,440,0,0,1,0,0,0,1,0
4768,1300.0,1,1240,2,2.0,50.0,365,0,0,1,0,0,1,0,0
4773,1209.0,1,1400,3,2.5,0.0,98,1,0,0,0,0,1,0,0
4778,858.0,1,875,2,1.5,10.0,49,1,0,0,0,0,0,1,0
4782,641.0,1,963,2,1.5,0.0,295,0,0,0,1,0,0,1,0
4785,995.0,1,1350,2,1.5,-180.0,153,0,0,0,1,0,1,0,0
4792,950.0,1,912,2,1.0,0.0,349,0,1,0,0,0,0,1,0
4816,1074.0,1,912,2,1.0,0.0,349,0,1,0,0,0,0,1,0
4819,735.0,1,1006,3,1.5,0.0,388,0,0,0,1,0,1,0,0
4820,855.0,1,700,1,1.0,0.0,385,0,1,0,0,0,0,1,0
4827,855.0,1,912,2,1.0,55.0,10,0,1,0,0,0,0,1,0
4837,975.0,1,912,2,1.0,0.0,370,0,1,0,0,0,0,1,0
4838,850.0,1,912,2,1.0,0.0,362,0,1,0,0,0,0,1,0
4839,1125.0,1,912,2,1.0,0.0,365,0,1,0,0,0,0,1,0
4844,721.0,1,1006,3,1.5,21.0,749,0,0,0,1,0,1,0,0
4845,779.0,1,955,2,1.0,0.0,228,1,0,0,0,0,0,1,0
4863,780.0,1,700,1,1.0,0.0,343,0,1,0,0,0,0,1,0
4867,1090.0,1,912,2,1.0,16.0,33,0,1,0,0,0,0,1,0
4868,641.0,1,963,2,1.5,0.0,313,0,0,0,1,0,0,1,0
4869,880.0,1,912,2,1.0,0.0,348,0,1,0,0,0,0,1,0
4870,800.0,1,912,2,1.0,0.0,368,0,1,0,0,0,0,1,0
4871,975.0,1,912,2,1.0,0.0,346,0,1,0,0,0,0,1,0
4881,760.0,1,700,1,1.0,0.0,21,0,1,0,0,0,0,1,0
4882,850.0,1,700,1,1.0,0.0,329,0,1,0,0,0,0,1,0
4883,850.0,1,700,1,1.0,0.0,352,0,1,0,0,0,0,1,0
4885,928.0,1,700,1,1.0,29.0,7,0,1,0,0,0,0,1,0
4887,899.0,1,700,1,1.0,-51.0,335,0,1,0,0,0,0,1,0
4896,899.0,1,700,1,1.0,0.0,344,0,1,0,0,0,0,1,0
4901,899.0,1,700,1,1.0,0.0,217,0,1,0,0,0,0,1,0
4913,974.0,1,700,1,1.0,0.0,343,0,1,0,0,0,0,1,0
4915,880.0,1,912,2,1.0,-170.0,343,0,1,0,0,0,0,1,0
4919,975.0,1,700,1,1.0,-1.0,32,0,1,0,0,0,0,1,0
4921,950.0,1,700,1,1.0,0.0,343,0,1,0,0,0,0,1,0
4923,975.0,1,912,2,1.0,100.0,182,0,1,0,0,0,0,1,0
4924,880.0,1,912,2,1.0,0.0,344,0,1,0,0,0,0,1,0
4928,715.0,1,1006,2,1.5,8.0,275,0,0,0,1,0,1,0,0
4953,693.0,1,675,1,1.0,0.0,45,1,0,0,0,0,0,1,0
4956,1000.0,1,1088,2,1.5,0.0,22,1,0,0,0,0,1,0,0
4960,667.0,1,675,1,1.0,0.0,139,1,0,0,0,0,0,1,0
4961,979.0,1,912,2,1.0,0.0,32,0,1,0,0,0,0,1,0
4978,869.0,1,875,2,1.5,0.0,29,1,0,0,0,0,0,1,0
