,Property_Code_x,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,DateLeaseFrom,DateLeaseTo,Deposit,Sqft,Notes_x,Reason,Length of Stay,Rental_Type,City,State,Zip_Code,Rent_y,SQFT,BedRooms,Attributes_1,Notes_y
0,mpg,t0034325,Notice Given,2019-01-09,2024-02A,2017-04-01,2019-03-31,2018-04-01,2019-03-31,0.0,0.0,Moved Out Of State,Moved Out Of State,729 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1699,1240,2,2.0,
1,mpg,t0034325,Notice Given,2018-01-29,2024-02A,2017-04-01,2018-03-31,2017-04-01,2018-03-31,0.0,0.0,Job Transfer,,364 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1699,1240,2,2.0,
2,mpg,t0034505,Deposit Accounting,2017-09-27,2024-02A,2015-12-07,2017-03-01,2015-12-07,2017-03-31,0.0,0.0,Deposit Accounting,,450 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1699,1240,2,2.0,
3,sh,t0030792,Notice Given,2019-01-09,TT1177,2016-09-30,2019-02-28,2018-10-01,2019-09-30,99.0,0.0,Job Transfer,Job Transfer,881 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
4,sh,t0030791,Adjust Moveout Dates,2016-09-06,TT1177,2016-06-30,2016-09-20,2016-06-30,2017-07-28,99.0,0.0,Posted by Unit Transfer,Cannot Afford Apartment,82 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
5,sh,t0030791,Transfer Unit (To TT1185 from TT1177),2016-09-06,TT1177,2016-06-30,2016-09-20,2016-06-30,2017-07-28,99.0,0.0,,Cannot Afford Apartment,82 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
6,sh,t0030791,Adjust Moveout Dates,2016-09-20,TT1177,2016-06-30,2016-09-28,2016-06-30,2017-07-28,99.0,0.0,Cannot Afford Apartment,,90 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
7,sh,t0030791,Adjust Moveout Dates,2016-09-20,TT1177,2016-06-30,2016-09-28,2016-06-30,2017-07-28,99.0,0.0,Transfer within Community,,90 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
8,sh,t0030791,Move Out,2016-09-28,TT1177,2016-06-30,2016-09-28,2016-06-30,2017-07-28,99.0,0.0,Move Out,,90 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
9,sh,t0030791,Deposit Change,2016-10-09,TT1177,2016-06-30,2016-09-28,2016-06-30,2017-07-28,0.0,0.0,,,90 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
10,sh,t0030791,Deposit Accounting,2016-10-09,TT1177,2016-06-30,2016-09-28,2016-06-30,2017-07-28,0.0,0.0,,,90 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
11,sh,t0030791,Adjust Deposit Accounting,2016-10-24,TT1177,2016-06-30,2016-09-28,2016-06-30,2017-07-28,0.0,0.0,Adjust Deposit Accounting,,90 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
12,sh,t0030791,Notice Given,2016-09-06,TT1177,2016-06-30,2016-09-20,2016-06-30,2017-07-28,99.0,0.0,Cannot Afford Apartment,,82 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
13,sh,t0030791,Adjust Moveout Dates,2016-09-06,TT1177,2016-06-30,2016-09-20,2016-06-30,2017-07-28,99.0,0.0,Transfer within Community,,82 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
14,sh,t0030791,Adjust Moveout Dates,2016-09-06,TT1177,2016-06-30,2016-09-20,2016-06-30,2017-07-28,99.0,0.0,Transfer within Community,,82 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
15,sh,t0025205,Notice Given,2016-03-18,TT1177,2015-05-19,2016-05-18,2015-05-19,2016-05-18,99.0,0.0,Cannot Afford Apartment,,365 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
16,sh,t0025205,Adjust Moveout Dates,2016-05-12,TT1177,2015-05-19,2016-05-31,2015-05-19,2016-05-18,99.0,0.0,Transfer within Community,,378 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
17,sh,t0025205,Adjust Moveout Dates,2016-05-20,TT1177,2015-05-19,2016-06-10,2015-05-19,2016-05-18,99.0,0.0,Transfer within Community,,388 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
18,sh,t0025205,Move Out,2016-06-13,TT1177,2015-05-19,2016-06-10,2015-05-19,2016-05-18,99.0,0.0,Move Out,,388 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
19,sh,t0025205,Deposit Change,2016-06-13,TT1177,2015-05-19,2016-06-10,2015-05-19,2016-05-18,0.0,0.0,,,388 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
20,sh,t0025205,Deposit Accounting,2016-06-13,TT1177,2015-05-19,2016-06-10,2015-05-19,2016-05-18,0.0,0.0,,,388 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
21,sh,t0018131,Notice Given,2014-12-17,TT1177,2014-01-30,2015-02-28,2014-01-30,2015-01-31,99.0,0.0,Job Transfer,,394 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
22,sh,t0018131,Move Out,2015-02-28,TT1177,2014-01-30,2015-02-28,2014-01-30,2015-01-31,99.0,0.0,Move Out,,394 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
23,sh,t0018131,Deposit Change,2015-03-10,TT1177,2014-01-30,2015-02-28,2014-01-30,2015-01-31,0.0,0.0,,,394 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
24,sh,t0018131,Deposit Accounting,2015-03-10,TT1177,2014-01-30,2015-02-28,2014-01-30,2015-01-31,0.0,0.0,,,394 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
25,ce,t0041476,Notice Given,2019-01-08,S1456M,2017-01-14,2019-02-15,2018-01-14,2019-01-13,99.0,0.0,Posted by Unit Transfer,Transfer within Community,762 days 00:00:00.000000000,Residential,Fairfield,OH,45014,705,675,1,1.0,
26,ce,t0041476,Transfer Unit (To S1500-2D from S1456M),2019-01-08,S1456M,2017-01-14,2019-02-15,2018-01-14,2019-01-13,99.0,0.0,,Transfer within Community,762 days 00:00:00.000000000,Residential,Fairfield,OH,45014,705,675,1,1.0,
27,ce,t0026145,Skip,2016-12-06,S1456M,2015-09-25,2016-12-05,2016-09-25,2017-03-24,99.0,0.0,Skip,,437 days 00:00:00.000000000,Residential,Fairfield,OH,45014,705,675,1,1.0,
28,ce,t0026145,Move Out,2016-12-06,S1456M,2015-09-25,2016-12-05,2016-09-25,2017-03-24,99.0,0.0,Move Out,,437 days 00:00:00.000000000,Residential,Fairfield,OH,45014,705,675,1,1.0,
29,ce,t0026145,Deposit Change,2016-12-13,S1456M,2015-09-25,2016-12-05,2016-09-25,2017-03-24,0.0,0.0,,,437 days 00:00:00.000000000,Residential,Fairfield,OH,45014,705,675,1,1.0,
30,ce,t0026145,Deposit Accounting,2016-12-13,S1456M,2015-09-25,2016-12-05,2016-09-25,2017-03-24,0.0,0.0,Deposit Accounting,,437 days 00:00:00.000000000,Residential,Fairfield,OH,45014,705,675,1,1.0,
31,ce,t0013978,Notice Given,2015-06-01,S1456M,2010-02-27,2015-08-31,2014-09-01,2015-08-31,150.0,0.0,Cannot Afford Apartment,,2011 days 00:00:00.000000000,Residential,Fairfield,OH,45014,705,675,1,1.0,
32,ce,t0013978,Move Out,2015-08-31,S1456M,2010-02-27,2015-08-31,2014-09-01,2015-08-31,150.0,0.0,Move Out,,2011 days 00:00:00.000000000,Residential,Fairfield,OH,45014,705,675,1,1.0,
33,ce,t0013978,Deposit Change,2015-09-28,S1456M,2010-02-27,2015-08-31,2014-09-01,2015-08-31,0.0,0.0,,,2011 days 00:00:00.000000000,Residential,Fairfield,OH,45014,705,675,1,1.0,
34,ce,t0013978,Deposit Accounting,2015-09-28,S1456M,2010-02-27,2015-08-31,2014-09-01,2015-08-31,0.0,0.0,,,2011 days 00:00:00.000000000,Residential,Fairfield,OH,45014,705,675,1,1.0,
35,mpg,t0040764,Eviction,2019-01-08,2006-02A,2018-09-21,2019-02-28,2018-09-21,2019-09-20,99.0,0.0,Eviction,Eviction,160 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1649,1240,2,3.0,
36,mpg,t0040764,Eviction,2018-12-04,2006-02A,2018-09-21,2019-02-15,2018-09-21,2019-09-20,99.0,0.0,Eviction,Eviction,147 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1649,1240,2,3.0,
37,mpg,t0040764,Adjust Moveout Dates,2018-12-19,2006-02A,2018-09-21,2019-02-28,2018-09-21,2019-09-20,99.0,0.0,Eviction,,160 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1649,1240,2,3.0,
38,mpg,t0040764,Eviction,2018-11-19,2006-02A,2018-09-21,2019-01-31,2018-09-21,2019-09-20,99.0,0.0,Eviction,Eviction,132 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1649,1240,2,3.0,
39,mpg,t0034454,Deposit Accounting,2017-09-27,2006-02A,2014-04-01,2017-01-10,2016-01-01,2016-12-31,0.0,0.0,Deposit Accounting,,1015 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1649,1240,2,3.0,
40,sh,t0039092,Notice Given,2019-01-08,AC1140,2018-03-23,2019-03-31,2018-03-23,2019-03-30,198.0,0.0,Purchased Home,Purchased Home,373 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
41,sh,t0024603,Adjust Moveout Dates,2017-08-07,AC1140,2015-02-13,2017-08-25,2017-04-18,2018-04-30,99.0,0.0,Eviction,,924 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
42,sh,t0024603,Move Out,2017-09-12,AC1140,2015-02-13,2017-09-11,2017-04-18,2018-04-30,99.0,0.0,Move Out,,941 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
43,sh,t0024603,Deposit Change,2017-09-28,AC1140,2015-02-13,2017-09-11,2017-04-18,2018-04-30,0.0,0.0,,,941 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
44,sh,t0024603,Deposit Accounting,2017-09-28,AC1140,2015-02-13,2017-09-11,2017-04-18,2018-04-30,0.0,0.0,Deposit Accounting,,941 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
45,sh,t0024603,Adjust Moveout Dates,2017-08-15,AC1140,2015-02-13,2017-09-07,2017-04-18,2018-04-30,99.0,0.0,Eviction,,937 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
46,sh,t0024603,Eviction,2017-07-20,AC1140,2015-02-13,2017-08-07,2017-04-18,2018-04-30,99.0,0.0,Eviction,,906 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
47,sh,t0024603,Adjust Moveout Dates,2017-09-07,AC1140,2015-02-13,2017-09-11,2017-04-18,2018-04-30,99.0,0.0,Eviction,,941 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
48,sh,t0024603,Eviction,2017-07-17,AC1140,2015-02-13,2017-08-15,2017-04-18,2018-04-30,99.0,0.0,Eviction,,914 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
49,sh,t0024603,Early Termination,2017-06-29,AC1140,2015-02-13,2017-07-31,2017-04-18,2018-04-30,99.0,0.0,Construction Non-Renewal,,899 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
50,sh,t0024603,Notice Given,2017-07-19,AC1140,2015-02-13,2017-07-19,2017-04-18,2018-04-30,99.0,0.0,Cannot Afford Apartment,,887 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
51,sh,t0024603,Move Out,2017-07-19,AC1140,2015-02-13,2017-07-19,2017-04-18,2018-04-30,99.0,0.0,Move Out,,887 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
52,sh,t0024603,Cancel Move Out,2017-07-19,AC1140,2015-02-13,2017-07-19,2017-04-18,2018-04-30,99.0,0.0,,,887 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
53,sh,t0024603,Adjust Moveout Dates,2017-07-20,AC1140,2015-02-13,2017-08-07,2017-04-18,2018-04-30,99.0,0.0,Eviction,,906 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
54,sh,t0017603,Notice Given,2014-09-02,AC1140,2012-08-10,2014-09-30,2013-08-01,2014-07-31,0.0,0.0,Cannot Afford Apartment,,781 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
55,sh,t0017603,Move Out,2014-09-30,AC1140,2012-08-10,2014-09-30,2013-08-01,2014-07-31,0.0,0.0,Move Out,,781 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
56,sh,t0017603,Deposit Accounting,2014-10-02,AC1140,2012-08-10,2014-09-30,2013-08-01,2014-07-31,0.0,0.0,,,781 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
57,sh,t0017603,Adjust Deposit Accounting,2014-10-02,AC1140,2012-08-10,2014-09-30,2013-08-01,2014-07-31,0.0,0.0,,,781 days 00:00:00.000000000,Residential,Toledo,OH,43615,1250,1350,3,1.5,
58,sh,t0032676,Notice Given,2019-01-08,WC5950A,2017-03-31,2019-03-31,2018-03-31,2019-03-31,99.0,0.0,Neighborhood,Neighborhood,730 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
59,sh,t0024476,Move Out,2017-03-17,WC5950A,2015-02-16,2017-03-15,2016-03-31,2017-03-31,99.0,0.0,Move Out,,758 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
60,sh,t0024476,Notice Given,2017-01-11,WC5950A,2015-02-16,2017-03-15,2016-03-31,2017-03-31,99.0,0.0,Cannot Afford Apartment,,758 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
61,sh,t0024476,Deposit Change,2017-04-19,WC5950A,2015-02-16,2017-03-15,2016-03-31,2017-03-31,0.0,0.0,,,758 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
62,sh,t0024476,Deposit Accounting,2017-04-19,WC5950A,2015-02-16,2017-03-15,2016-03-31,2017-03-31,0.0,0.0,Deposit Accounting,,758 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
63,sh,t0019120,Notice Given,2014-12-29,WC5950A,2014-03-14,2015-03-31,2014-03-14,2015-03-31,99.0,0.0,Cannot Afford Apartment,,382 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
64,sh,t0019120,Adjust Moveout Dates,2015-01-12,WC5950A,2014-03-14,2015-02-28,2014-03-14,2015-03-31,99.0,0.0,Medical,,351 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
65,sh,t0019120,Adjust Moveout Dates,2015-01-15,WC5950A,2014-03-14,2015-01-31,2014-03-14,2015-03-31,99.0,0.0,Medical,,323 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
66,sh,t0019120,Move Out,2015-01-31,WC5950A,2014-03-14,2015-01-31,2014-03-14,2015-03-31,99.0,0.0,Move Out,,323 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
67,sh,t0019120,Deposit Change,2015-02-09,WC5950A,2014-03-14,2015-01-31,2014-03-14,2015-03-31,0.0,0.0,,,323 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
68,sh,t0019120,Deposit Accounting,2015-02-09,WC5950A,2014-03-14,2015-01-31,2014-03-14,2015-03-31,0.0,0.0,,,323 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
69,sh,t0017639,Notice Given,2013-12-31,WC5950A,2013-01-18,2013-12-31,2013-01-18,2014-01-31,99.0,0.0,Pre Acquisition Notice,,347 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
70,sh,t0017639,Adjust Moveout Dates,2013-12-31,WC5950A,2013-01-18,2014-01-31,2013-01-18,2014-01-31,99.0,0.0,Pre Acquisition Notice,,378 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
71,sh,t0017639,Adjust Moveout Dates,2014-01-31,WC5950A,2013-01-18,2014-02-03,2013-01-18,2014-01-31,99.0,0.0,Pre Acquisition Notice,,381 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
72,sh,t0017639,Move Out,2014-02-03,WC5950A,2013-01-18,2014-02-03,2013-01-18,2014-01-31,99.0,0.0,Move Out,,381 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
73,sh,t0017639,Deposit Change,2014-04-08,WC5950A,2013-01-18,2014-02-03,2013-01-18,2014-01-31,0.0,0.0,,,381 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
74,sh,t0017639,Deposit Accounting,2014-04-08,WC5950A,2013-01-18,2014-02-03,2013-01-18,2014-01-31,0.0,0.0,,,381 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
75,sh,t0017639,Adjust Deposit Accounting,2014-04-08,WC5950A,2013-01-18,2014-02-03,2013-01-18,2014-01-31,0.0,0.0,,,381 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
76,fh,t0041481,Notice Given,2019-01-08,1100D,2018-04-28,2019-01-13,2018-04-28,2019-04-27,99.0,0.0,Posted by Unit Transfer,Cannot Afford Apartment,260 days 00:00:00.000000000,Residential,Columbus,OH,43220,1050,700,1,1.0,
77,fh,t0041481,Transfer Unit (To 1100C from 1100D),2019-01-08,1100D,2018-04-28,2019-01-13,2018-04-28,2019-04-27,99.0,0.0,,Cannot Afford Apartment,260 days 00:00:00.000000000,Residential,Columbus,OH,43220,1050,700,1,1.0,
78,fh,t0033815,Deposit Change,2018-03-15,1100D,2017-07-01,2018-03-09,2017-07-01,2018-06-30,0.0,0.0,,,251 days 00:00:00.000000000,Residential,Columbus,OH,43220,1050,700,1,1.0,
79,fh,t0033815,Deposit Accounting,2018-03-15,1100D,2017-07-01,2018-03-09,2017-07-01,2018-06-30,0.0,0.0,Deposit Accounting,,251 days 00:00:00.000000000,Residential,Columbus,OH,43220,1050,700,1,1.0,
80,fh,t0033815,Move Out,2018-03-10,1100D,2017-07-01,2018-03-09,2017-07-01,2018-06-30,99.0,0.0,Move Out,,251 days 00:00:00.000000000,Residential,Columbus,OH,43220,1050,700,1,1.0,
81,fh,t0033815,Notice Given,2018-01-09,1100D,2017-07-01,2018-03-09,2017-07-01,2018-06-30,99.0,0.0,Job Transfer,,251 days 00:00:00.000000000,Residential,Columbus,OH,43220,1050,700,1,1.0,
82,mpg,t0039497,Eviction,2019-01-08,2024-09B,2018-05-15,2019-02-28,2018-05-15,2019-05-14,99.0,0.0,Eviction,Eviction,289 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
83,mpg,t0039497,Eviction,2018-12-18,2024-09B,2018-05-15,2019-02-28,2018-05-15,2019-05-14,99.0,0.0,Eviction,Eviction,289 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
84,mpg,t0039497,Adjust Moveout Dates,2018-11-16,2024-09B,2018-05-15,2019-11-17,2018-05-15,2019-05-14,99.0,0.0,Eviction,,551 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
85,mpg,t0039497,Adjust Moveout Dates,2018-11-16,2024-09B,2018-05-15,2018-11-27,2018-05-15,2019-05-14,99.0,0.0,Eviction,,196 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
86,mpg,t0039497,Eviction,2018-11-07,2024-09B,2018-05-15,2019-01-01,2018-05-15,2019-05-14,99.0,0.0,Eviction,Eviction,231 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
87,mpg,t0039497,Eviction,2018-10-23,2024-09B,2018-05-15,2018-12-16,2018-05-15,2019-05-14,99.0,0.0,Eviction,Eviction,215 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
88,mpg,t0039497,Adjust Moveout Dates,2018-11-05,2024-09B,2018-05-15,2019-01-01,2018-05-15,2019-05-14,99.0,0.0,Eviction,,231 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
89,mpg,t0039497,Eviction,2018-09-18,2024-09B,2018-05-15,2018-11-06,2018-05-15,2019-05-14,99.0,0.0,Eviction,Eviction,175 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
90,mpg,t0034346,Move Out,2018-05-15,2024-09B,2017-05-13,2018-05-15,2017-05-13,2018-05-31,250.0,0.0,Move Out,,367 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
91,mpg,t0034346,Adjust Moveout Dates,2018-05-01,2024-09B,2017-05-13,2018-05-15,2017-05-13,2018-05-31,250.0,0.0,Cannot Afford Apartment,,367 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
92,mpg,t0034346,Adjust Moveout Dates,2018-04-10,2024-09B,2017-05-13,2018-05-15,2017-05-13,2018-05-31,250.0,0.0,Cannot Afford Apartment,,367 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
93,mpg,t0034346,Notice Given,2018-03-30,2024-09B,2017-05-13,2018-05-31,2017-05-13,2018-05-31,250.0,0.0,Cannot Afford Apartment,Cannot Afford Apartment,383 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
94,mpg,t0034346,Deposit Change,2018-05-21,2024-09B,2017-05-13,2018-05-15,2017-05-13,2018-05-31,0.0,0.0,,,367 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
95,mpg,t0034346,Deposit Accounting,2018-05-21,2024-09B,2017-05-13,2018-05-15,2017-05-13,2018-05-31,0.0,0.0,Deposit Accounting,,367 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
96,mpg,t0034346,Eviction,2018-03-13,2024-09B,2017-05-13,2018-04-30,2017-05-13,2018-05-31,250.0,0.0,Cannot Afford Apartment,,352 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
97,mpg,t0034346,Eviction,2017-12-13,2024-09B,2017-05-13,2018-01-31,2017-05-13,2018-05-31,250.0,0.0,Eviction,,263 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
98,mpg,t0034517,Deposit Accounting,2017-09-27,2024-09B,2015-11-20,2017-03-06,2017-03-01,2018-02-28,0.0,0.0,Deposit Accounting,,472 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
99,mpg,t0034346,Call,2018-07-03,2024-09B,2017-05-13,2018-05-15,2017-05-13,2018-05-31,0.0,0.0,,,367 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
100,ce,t0028924,Notice Given,2019-01-08,M0014C,2016-04-09,2019-03-29,2017-04-09,2019-03-29,99.0,0.0,Cannot Afford Apartment,Cannot Afford Apartment,1084 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
101,ce,t0028924,Notice Given,2018-03-29,M0014C,2016-04-09,2018-05-28,2017-04-09,2018-04-08,99.0,0.0,Cannot Afford Apartment,Cannot Afford Apartment,779 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
102,ce,t0028924,Notice Given,2017-03-29,M0014C,2016-04-09,2017-04-08,2016-04-09,2017-04-08,99.0,0.0,Transfer within Community,,364 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
103,ce,t0023239,Notice Given,2015-12-02,M0014C,2015-02-01,2016-02-02,2015-02-01,2016-01-31,99.0,0.0,Need Bigger Space,,366 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
104,ce,t0023239,Adjust Moveout Dates,2016-02-02,M0014C,2015-02-01,2016-02-07,2015-02-01,2016-01-31,99.0,0.0,Need Bigger Space,,371 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
105,ce,t0023239,Adjust Moveout Dates,2016-02-08,M0014C,2015-02-01,2016-02-09,2015-02-01,2016-01-31,99.0,0.0,Need Bigger Space,,373 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
106,ce,t0023239,Adjust Moveout Dates,2016-02-09,M0014C,2015-02-01,2016-02-02,2015-02-01,2016-01-31,99.0,0.0,Need Bigger Space,,366 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
107,ce,t0023239,Move Out,2016-02-09,M0014C,2015-02-01,2016-02-02,2015-02-01,2016-01-31,99.0,0.0,Move Out,,366 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
108,ce,t0023239,Deposit Change,2016-02-23,M0014C,2015-02-01,2016-02-02,2015-02-01,2016-01-31,0.0,0.0,,,366 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
109,ce,t0023239,Deposit Accounting,2016-02-23,M0014C,2015-02-01,2016-02-02,2015-02-01,2016-01-31,0.0,0.0,,,366 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
110,ce,t0014147,Notice Given,2014-10-10,M0014C,2012-01-13,2014-11-30,2012-02-01,2013-01-31,150.0,0.0,Neighborhood,,1052 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
111,ce,t0014147,Move Out,2014-12-01,M0014C,2012-01-13,2014-11-30,2012-02-01,2013-01-31,150.0,0.0,Move Out,,1052 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
112,ce,t0014147,Deposit Change,2014-12-12,M0014C,2012-01-13,2014-11-30,2012-01-13,2013-01-31,0.0,0.0,,,1052 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
113,ce,t0014147,Deposit Accounting,2014-12-12,M0014C,2012-01-13,2014-11-30,2012-01-13,2013-01-31,0.0,0.0,,,1052 days 00:00:00.000000000,Residential,Fairfield,OH,45014,790,875,2,1.5,
114,fh,t0039948,Skip,2019-01-07,1098E,2018-06-04,2019-01-07,2018-06-04,2019-06-30,99.0,0.0,Skip,Skip,217 days 00:00:00.000000000,Residential,Columbus,OH,43220,899,387,1,1.0,
115,fh,t0039948,Move Out,2019-01-07,1098E,2018-06-04,2019-01-07,2018-06-04,2019-06-30,99.0,0.0,Move Out,,217 days 00:00:00.000000000,Residential,Columbus,OH,43220,899,387,1,1.0,
116,fh,t0039948,Deposit Change,2019-01-09,1098E,2018-06-04,2019-01-07,2018-06-04,2019-06-30,0.0,0.0,,,217 days 00:00:00.000000000,Residential,Columbus,OH,43220,899,387,1,1.0,
117,fh,t0039948,Deposit Accounting,2019-01-09,1098E,2018-06-04,2019-01-07,2018-06-04,2019-06-30,0.0,0.0,Deposit Accounting,,217 days 00:00:00.000000000,Residential,Columbus,OH,43220,899,387,1,1.0,
