,Property_Code_x,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,DateLeaseFrom,DateLeaseTo,Deposit,Sqft,Notes_x,Reason,Length of Stay,Rental_Type,City,State,Zip_Code,Rent_y,SQFT,BedRooms,Attributes_1,Notes_y
1410,sh,t0017684,Deposit Change,2014-12-03,WC5930B,2013-11-11,2014-11-17,2013-11-11,2014-11-10,0.0,0.0,,,371 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1411,sh,t0017684,Deposit Accounting,2014-12-03,WC5930B,2013-11-11,2014-11-17,2013-11-11,2014-11-10,0.0,0.0,,,371 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1412,sh,t0017684,Adjust Deposit Accounting,2014-12-03,WC5930B,2013-11-11,2014-11-17,2013-11-11,2014-11-10,0.0,0.0,,,371 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1413,sh,t0017684,Adjust Deposit Accounting,2014-12-03,WC5930B,2013-11-11,2014-11-17,2013-11-11,2014-11-10,0.0,0.0,,,371 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1414,sh,t0029115,Skip,2018-12-06,TH5785,2018-07-03,2018-12-06,2018-07-03,2019-07-31,99.0,0.0,Skip,Skip,156 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1415,sh,t0029115,Move Out,2018-12-06,TH5785,2018-07-03,2018-12-06,2018-07-03,2019-07-31,99.0,0.0,Move Out,,156 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1416,sh,t0029115,Deposit Change,2018-12-19,TH5785,2018-07-03,2018-12-06,2018-07-03,2019-07-31,0.0,0.0,,,156 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1417,sh,t0029115,Deposit Accounting,2018-12-19,TH5785,2018-07-03,2018-12-06,2018-07-03,2019-07-31,0.0,0.0,Deposit Accounting,,156 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1418,sh,t0028601,Adjust Deposit Accounting,2018-07-13,TH5785,2016-04-30,2018-05-31,2018-06-01,2019-05-31,0.0,0.0,Adjust Deposit Accounting,,761 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1419,sh,t0028601,Skip,2018-06-18,TH5785,2016-04-30,2018-05-31,2018-06-01,2019-05-31,99.0,0.0,Purchased Home,Purchased Home,761 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1420,sh,t0028601,Move Out,2018-06-18,TH5785,2016-04-30,2018-05-31,2018-06-01,2019-05-31,99.0,0.0,Move Out,,761 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1421,sh,t0028601,Deposit Change,2018-06-21,TH5785,2016-04-30,2018-05-31,2018-06-01,2019-05-31,0.0,0.0,,,761 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1422,sh,t0028601,Deposit Accounting,2018-06-21,TH5785,2016-04-30,2018-05-31,2018-06-01,2019-05-31,0.0,0.0,Deposit Accounting,,761 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1423,sh,t0017433,Notice Given,2016-01-30,TH5785,2013-04-12,2016-03-31,2015-04-01,2016-03-31,305.0,0.0,Rent Too High,,1084 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1424,sh,t0017433,Adjust Moveout Dates,2016-03-31,TH5785,2013-04-12,2016-04-01,2015-04-01,2016-03-31,305.0,0.0,Rent Too High,,1085 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1425,sh,t0017433,Move Out,2016-04-01,TH5785,2013-04-12,2016-04-01,2015-04-01,2016-03-31,305.0,0.0,Move Out,,1085 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1426,sh,t0017433,Deposit Change,2016-04-28,TH5785,2013-04-12,2016-04-01,2015-04-01,2016-03-31,0.0,0.0,,,1085 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1427,sh,t0017433,Deposit Accounting,2016-04-28,TH5785,2013-04-12,2016-04-01,2015-04-01,2016-03-31,0.0,0.0,,,1085 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1428,sh,t0017433,Adjust Deposit Accounting,2016-05-24,TH5785,2013-04-12,2016-04-01,2015-04-01,2016-03-31,0.0,0.0,,,1085 days 00:00:00.000000000,Residential,Toledo,OH,43615,775,1006,2,1.5,
1429,fh,t0041318,Deposit Accounting,2018-12-18,4771C,2018-11-01,2018-12-11,2018-11-01,2019-10-31,0.0,0.0,Deposit Accounting,,40 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1430,fh,t0041318,Adjust Deposit Accounting,2018-12-18,4771C,2018-11-01,2018-12-11,2018-11-01,2019-10-31,0.0,0.0,Adjust Deposit Accounting,,40 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1431,fh,t0041318,Notice Given,2018-12-05,4771C,2018-11-01,2018-12-07,2018-11-01,2019-10-31,0.0,0.0,Posted by Unit Transfer,Cannot Afford Apartment,36 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1432,fh,t0041318,Transfer Unit (To 4787C from 4771C),2018-12-05,4771C,2018-11-01,2018-12-07,2018-11-01,2019-10-31,0.0,0.0,,Cannot Afford Apartment,36 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1433,fh,t0041318,Adjust Moveout Dates,2018-12-11,4771C,2018-11-01,2018-12-11,2018-11-01,2019-10-31,0.0,0.0,Cannot Afford Apartment,,40 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1434,fh,t0041318,Move Out,2018-12-13,4771C,2018-11-01,2018-12-11,2018-11-01,2019-10-31,0.0,0.0,Move Out,,40 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1435,fh,t0033912,Deposit Change,2018-07-30,4771C,2017-07-22,2018-07-23,2017-07-22,2018-07-31,0.0,0.0,,,366 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1436,fh,t0033912,Deposit Accounting,2018-07-30,4771C,2017-07-22,2018-07-23,2017-07-22,2018-07-31,0.0,0.0,Deposit Accounting,,366 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1437,fh,t0033912,Adjust Deposit Accounting,2018-07-30,4771C,2017-07-22,2018-07-23,2017-07-22,2018-07-31,0.0,0.0,Adjust Deposit Accounting,,366 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1438,fh,t0033912,Notice Given,2018-05-04,4771C,2017-07-22,2018-07-31,2017-07-22,2018-07-31,99.0,0.0,Job Transfer,Job Transfer,374 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1439,fh,t0033912,Adjust Moveout Dates,2018-07-23,4771C,2017-07-22,2018-07-23,2017-07-22,2018-07-31,99.0,0.0,Job Transfer,,366 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1440,fh,t0033912,Move Out,2018-07-23,4771C,2017-07-22,2018-07-23,2017-07-22,2018-07-31,99.0,0.0,Move Out,,366 days 00:00:00.000000000,Residential,Columbus,OH,43220,1199,912,2,1.0,
1441,mpg,t0038211,Notice Given,2018-12-05,1968-09C,2018-02-17,2019-02-14,2018-02-17,2019-02-14,99.0,0.0,Purchased Home,Purchased Home,362 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1442,mpg,t0034398,Deposit Change,2017-08-01,1968-09C,2015-08-19,2017-08-18,2016-08-19,2017-08-18,99.0,0.0,,,730 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1443,mpg,t0034398,Deposit Change,2017-08-01,1968-09C,2015-08-19,2017-08-18,2016-08-19,2017-08-18,198.0,0.0,,,730 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1444,mpg,t0034398,Deposit Change,2017-08-01,1968-09C,2015-08-19,2017-08-18,2016-08-19,2017-08-18,99.0,0.0,,,730 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1445,mpg,t0034398,Move Out,2017-08-18,1968-09C,2015-08-19,2017-08-18,2016-08-19,2017-08-18,99.0,0.0,Move Out,,730 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1446,mpg,t0034398,Deposit Change,2017-08-23,1968-09C,2015-08-19,2017-08-18,2016-08-19,2017-08-18,0.0,0.0,,,730 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1447,mpg,t0034398,Deposit Accounting,2017-08-23,1968-09C,2015-08-19,2017-08-18,2016-08-19,2017-08-18,0.0,0.0,Deposit Accounting,,730 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1448,ce,t0014108,Notice Given,2018-12-05,M0007E,2007-12-13,2019-02-04,2018-01-01,2018-12-31,170.0,0.0,Job Transfer,Job Transfer,4071 days 00:00:00.000000000,Residential,Fairfield,OH,45014,780,635,1,1.0,
1449,mpg,t0039742,Early Termination,2019-01-02,1986-08B,2018-07-01,2019-02-04,2018-07-01,2019-06-30,349.0,0.0,Moved Out Of State,Moved Out Of State,218 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1450,mpg,t0034219,Adjust Moveout Dates,2018-05-31,1986-08B,2016-04-30,2018-06-15,2018-05-01,2018-05-31,62.0,0.0,Purchased Home,,776 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1451,mpg,t0034219,Notice Given,2018-05-02,1986-08B,2016-04-30,2018-05-31,2018-05-01,2018-05-31,62.0,0.0,Purchased Home,Purchased Home,761 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1452,mpg,t0034219,Move Out,2018-06-15,1986-08B,2016-04-30,2018-06-15,2018-05-01,2018-05-31,62.0,0.0,Move Out,,776 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1453,mpg,t0034219,Deposit Change,2018-06-21,1986-08B,2016-04-30,2018-06-15,2018-05-01,2018-05-31,0.0,0.0,,,776 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1454,mpg,t0034219,Deposit Accounting,2018-06-21,1986-08B,2016-04-30,2018-06-15,2018-05-01,2018-05-31,0.0,0.0,Deposit Accounting,,776 days 00:00:00.000000000,Residential,Mt. Prospect,IL,60056,1195,835,1,1.0,
1455,ce,t0038090,Notice Given,2018-12-04,C5252G,2018-01-25,2019-01-24,2018-01-25,2019-01-24,99.0,0.0,Cannot Afford Apartment,Cannot Afford Apartment,364 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1456,ce,t0030688,Deposit Change,2017-11-20,C5252G,2016-09-13,2017-10-19,2016-09-13,2017-09-12,0.0,0.0,,,401 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1457,ce,t0030688,Deposit Accounting,2017-11-20,C5252G,2016-09-13,2017-10-19,2016-09-13,2017-09-12,0.0,0.0,Deposit Accounting,,401 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1458,ce,t0030688,Notice Given,2017-08-02,C5252G,2016-09-13,2017-10-02,2016-09-13,2017-09-12,99.0,0.0,Cannot Afford Apartment,,384 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1459,ce,t0030688,Adjust Moveout Dates,2017-09-25,C5252G,2016-09-13,2017-10-11,2016-09-13,2017-09-12,99.0,0.0,Cannot Afford Apartment,,393 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1460,ce,t0030688,Move Out,2017-10-24,C5252G,2016-09-13,2017-10-19,2016-09-13,2017-09-12,99.0,0.0,Move Out,,401 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1461,ce,t0030688,Adjust Moveout Dates,2017-10-18,C5252G,2016-09-13,2017-10-19,2016-09-13,2017-09-12,99.0,0.0,Cannot Afford Apartment,,401 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1462,ce,t0030688,Rent Change,2017-08-31,C5252G,2016-09-13,2017-10-02,2016-09-13,2017-09-12,99.0,0.0,,,384 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1463,ce,t0013808,Notice Given,2016-08-15,C5252G,2012-11-29,2016-08-15,2016-03-01,2017-02-28,170.0,0.0,Cannot Afford Apartment,,1355 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1464,ce,t0013808,Move Out,2016-08-15,C5252G,2012-11-29,2016-08-15,2016-03-01,2017-02-28,170.0,0.0,Move Out,,1355 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1465,ce,t0013808,Deposit Change,2016-08-24,C5252G,2012-11-29,2016-08-15,2016-03-01,2017-02-28,0.0,0.0,,,1355 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1466,ce,t0013808,Deposit Accounting,2016-08-24,C5252G,2012-11-29,2016-08-15,2016-03-01,2017-02-28,0.0,0.0,,,1355 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1467,ce,t0013808,Eviction,2016-08-03,C5252G,2012-11-29,2016-08-31,2016-03-01,2017-02-28,170.0,0.0,Cannot Afford Apartment,,1371 days 00:00:00.000000000,Residential,Fairfield,OH,45014,889,905,1,1.0,
1468,sh,t0038086,Notice Given,2018-12-03,TT1199,2018-01-10,2019-01-31,2018-01-10,2019-01-31,0.0,0.0,Cannot Afford Apartment,Cannot Afford Apartment,386 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1469,sh,t0038086,Adjust Moveout Dates,2018-12-26,TT1199,2018-01-10,2019-01-31,2018-01-10,2019-01-31,0.0,0.0,Job Transfer,,386 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1470,sh,t0032894,Deposit Change,2018-02-08,TT1199,2017-07-10,2018-01-08,2017-07-10,2018-08-09,0.0,0.0,,,182 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1471,sh,t0032894,Deposit Accounting,2018-02-08,TT1199,2017-07-10,2018-01-08,2017-07-10,2018-08-09,0.0,0.0,Deposit Accounting,,182 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1472,sh,t0032894,Early Termination,2017-11-09,TT1199,2017-07-10,2018-01-08,2017-07-10,2018-08-09,99.0,0.0,Moved Out Of State,,182 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1473,sh,t0032894,Move Out,2018-01-08,TT1199,2017-07-10,2018-01-08,2017-07-10,2018-08-09,99.0,0.0,Move Out,,182 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1474,sh,t0018204,Deposit Accounting,2017-09-13,TT1199,2014-01-24,2017-06-30,2016-03-01,2017-05-29,99.0,0.0,Deposit Accounting,,1253 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1475,sh,t0018204,Deposit Accounting,2017-09-13,TT1199,2014-01-24,2017-06-30,2016-03-01,2017-05-29,99.0,0.0,Deposit Accounting,,1253 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1476,sh,t0018204,Deposit Change,2017-09-13,TT1199,2014-01-24,2017-06-30,2016-03-01,2017-05-29,0.0,0.0,,,1253 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1477,sh,t0018204,Deposit Accounting,2017-09-13,TT1199,2014-01-24,2017-06-30,2016-03-01,2017-05-29,0.0,0.0,Deposit Accounting,,1253 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1478,sh,t0018204,Notice Given,2017-05-02,TT1199,2014-01-24,2017-06-30,2016-03-01,2017-05-29,99.0,0.0,Purchased Home,,1253 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1479,sh,t0018204,Move Out,2017-06-30,TT1199,2014-01-24,2017-06-30,2016-03-01,2017-05-29,99.0,0.0,Move Out,,1253 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1480,sh,t0018204,Deposit Accounting,2017-09-05,TT1199,2014-01-24,2017-06-30,2016-03-01,2017-05-29,99.0,0.0,Deposit Accounting,,1253 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1481,sh,t0018204,Deposit Accounting,2017-09-05,TT1199,2014-01-24,2017-06-30,2016-03-01,2017-05-29,99.0,0.0,Deposit Accounting,,1253 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1482,sh,t0018204,Notice Given,2017-05-01,TT1199,2014-01-24,2017-06-30,2016-03-01,2017-05-29,99.0,0.0,Purchased Home,,1253 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1483,sh,t0018204,Adjust Moveout Dates,2017-05-01,TT1199,2014-01-24,2017-06-30,2016-03-01,2017-05-29,99.0,0.0,Purchased Home,,1253 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1484,sh,t0017528,Notice Given,2013-12-31,TT1199,2013-07-12,2014-01-13,2013-07-12,2014-07-11,99.0,0.0,Purchased Home,,185 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1485,sh,t0017528,Move Out,2014-01-13,TT1199,2013-07-12,2014-01-13,2013-07-12,2014-07-11,99.0,0.0,Move Out,,185 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1486,sh,t0017528,Deposit Change,2014-01-21,TT1199,2013-07-12,2014-01-13,2013-07-12,2014-07-11,0.0,0.0,,,185 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1487,sh,t0017528,Deposit Accounting,2014-01-21,TT1199,2013-07-12,2014-01-13,2013-07-12,2014-07-11,0.0,0.0,,,185 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1488,sh,t0017528,Adjust Deposit Accounting,2014-06-12,TT1199,2013-07-12,2014-01-13,2013-07-12,2014-07-11,0.0,0.0,,,185 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1489,sh,t0017528,Adjust Deposit Accounting,2014-06-12,TT1199,2013-07-12,2014-01-13,2013-07-12,2014-07-11,0.0,0.0,,,185 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1490,sh,t0017528,Adjust Deposit Accounting,2014-10-17,TT1199,2013-07-12,2014-01-13,2013-07-12,2014-07-11,0.0,0.0,,,185 days 00:00:00.000000000,Residential,Toledo,OH,43615,1175,1350,2,1.5,
1491,ce,t0037919,Notice Given,2018-12-03,S1500-2D,2018-01-25,2019-01-31,2018-01-20,2019-01-31,99.0,0.0,Cannot Afford Apartment,Cannot Afford Apartment,371 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1492,ce,t0029658,Deposit Change,2018-01-31,S1500-2D,2016-06-24,2018-01-02,2017-06-24,2018-06-23,0.0,0.0,,,557 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1493,ce,t0029658,Deposit Accounting,2018-01-31,S1500-2D,2016-06-24,2018-01-02,2017-06-24,2018-06-23,0.0,0.0,Deposit Accounting,,557 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1494,ce,t0029658,Adjust Moveout Dates,2018-01-02,S1500-2D,2016-06-24,2018-01-02,2017-06-24,2018-06-23,754.0,0.0,Eviction,,557 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1495,ce,t0029658,Move Out,2018-01-02,S1500-2D,2016-06-24,2018-01-02,2017-06-24,2018-06-23,754.0,0.0,Move Out,,557 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1496,ce,t0029658,Eviction,2017-12-15,S1500-2D,2016-06-24,2018-01-31,2017-06-24,2018-06-23,754.0,0.0,Eviction,,586 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1497,ce,t0018077,Notice Given,2016-03-14,S1500-2D,2014-02-15,2016-05-31,2015-06-01,2016-05-31,705.0,0.0,Rent Too High,,836 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1498,ce,t0018077,Move Out,2016-05-31,S1500-2D,2014-02-15,2016-05-31,2015-06-01,2016-05-31,705.0,0.0,Move Out,,836 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1499,ce,t0018077,Deposit Change,2016-06-15,S1500-2D,2014-02-15,2016-05-31,2015-06-01,2016-05-31,0.0,0.0,,,836 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1500,ce,t0018077,Deposit Accounting,2016-06-15,S1500-2D,2014-02-15,2016-05-31,2015-06-01,2016-05-31,0.0,0.0,,,836 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1501,ce,t0014006,Move Out,2013-12-31,S1500-2D,2010-11-12,2013-12-31,2012-12-01,2013-11-30,170.0,0.0,Move Out,,1145 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1502,ce,t0014006,Deposit Change,2014-02-13,S1500-2D,2010-11-12,2013-12-31,2012-12-01,2013-11-30,0.0,0.0,,,1145 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1503,ce,t0014006,Deposit Accounting,2014-02-13,S1500-2D,2010-11-12,2013-12-31,2012-12-01,2013-11-30,0.0,0.0,,,1145 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1504,ce,t0014006,Notice Given,2013-11-06,S1500-2D,2010-11-12,2013-12-01,2012-12-01,2013-11-30,170.0,0.0,Purchased Home,,1115 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1505,ce,t0014006,Adjust Moveout Dates,2013-11-07,S1500-2D,2010-11-12,2013-12-31,2012-12-01,2013-11-30,170.0,0.0,Purchased Home,,1145 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1506,ce,t0014006,Adjust Moveout Dates,2013-11-07,S1500-2D,2010-11-12,2013-12-31,2012-12-01,2013-11-30,170.0,0.0,Purchased Home,,1145 days 00:00:00.000000000,Residential,Fairfield,OH,45014,830,955,2,2.0,
1507,sh,t0032800,Eviction,2018-12-03,TH5920,2017-04-28,2019-01-11,2018-06-01,2019-05-31,99.0,0.0,Eviction,Eviction,623 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
1508,sh,t0029318,Deposit Change,2017-06-09,TH5920,2016-05-28,2017-04-17,2016-05-28,2017-06-28,0.0,0.0,,,324 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
1509,sh,t0029318,Deposit Accounting,2017-06-09,TH5920,2016-05-28,2017-04-17,2016-05-28,2017-06-28,0.0,0.0,Deposit Accounting,,324 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
1510,sh,t0029318,Eviction,2017-04-12,TH5920,2016-05-28,2017-05-12,2016-05-28,2017-06-28,99.0,0.0,Eviction,,349 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
1511,sh,t0029318,Adjust Moveout Dates,2017-04-17,TH5920,2016-05-28,2017-04-17,2016-05-28,2017-06-28,99.0,0.0,Eviction,,324 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
1512,sh,t0029318,Move Out,2017-04-17,TH5920,2016-05-28,2017-04-17,2016-05-28,2017-06-28,99.0,0.0,Move Out,,324 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
1513,sh,t0017444,Notice Given,2015-06-09,TH5920,2013-08-21,2015-08-31,2014-08-21,2015-08-31,99.0,0.0,Cannot Afford Apartment,,740 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
1514,sh,t0017444,Move Out,2015-08-31,TH5920,2013-08-21,2015-08-31,2014-08-21,2015-08-31,99.0,0.0,Move Out,,740 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
1515,sh,t0017444,Deposit Change,2015-09-16,TH5920,2013-08-21,2015-08-31,2014-08-21,2015-08-31,0.0,0.0,,,740 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
1516,sh,t0017444,Deposit Accounting,2015-09-16,TH5920,2013-08-21,2015-08-31,2014-08-21,2015-08-31,0.0,0.0,,,740 days 00:00:00.000000000,Residential,Toledo,OH,43615,900,1156,3,1.5,
1517,sh,t0040516,Eviction,2018-12-03,WC5936G,2018-08-31,2019-01-12,2018-08-31,2019-08-31,99.0,0.0,Eviction,Eviction,134 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1518,sh,t0039648,Adjust Moveout Dates,2018-08-06,WC5936G,2018-04-25,2018-08-06,2018-04-25,2019-05-24,0.0,0.0,Eviction,,103 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1519,sh,t0039648,Move Out,2018-08-06,WC5936G,2018-04-25,2018-08-06,2018-04-25,2019-05-24,0.0,0.0,Move Out,,103 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1520,sh,t0039648,Eviction,2018-07-27,WC5936G,2018-04-25,2018-08-31,2018-04-25,2019-05-24,0.0,0.0,Cannot Afford Apartment,Cannot Afford Apartment,128 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1521,sh,t0039648,Deposit Accounting,2018-08-09,WC5936G,2018-04-25,2018-08-06,2018-04-25,2019-05-24,0.0,0.0,Deposit Accounting,,103 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1522,sh,t0039648,Eviction,2018-07-10,WC5936G,2018-04-25,2018-08-31,2018-04-25,2019-05-24,0.0,0.0,Eviction,Eviction,128 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1523,sh,t0032770,Adjust Moveout Dates,2018-03-15,WC5936G,2017-04-13,2018-03-19,2017-04-13,2018-05-12,99.0,0.0,Done with School/Graduated,,340 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1524,sh,t0032770,Early Termination,2018-02-09,WC5936G,2017-04-13,2018-03-12,2017-04-13,2018-05-12,99.0,0.0,Done with School/Graduated,,333 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1525,sh,t0032770,Move Out,2018-03-21,WC5936G,2017-04-13,2018-03-19,2017-04-13,2018-05-12,99.0,0.0,Move Out,,340 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1526,sh,t0032770,Adjust Deposit Accounting,2018-04-18,WC5936G,2017-04-13,2018-04-13,2017-04-13,2018-05-12,0.0,0.0,Adjust Deposit Accounting,,365 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
1527,sh,t0032770,Move Out,2018-04-13,WC5936G,2017-04-13,2018-04-13,2017-04-13,2018-05-12,99.0,0.0,Move Out,,365 days 00:00:00.000000000,Residential,Toledo,OH,43615,720,950,2,2.0,
