,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Sqft,Length of Stay,Vacancy
33702,ce,t0028737,Deposit Accounting,2017-04-12,M0028F,2016-03-14,2017-03-13,719.0,0.0,364 days 00:00:00.000000000,0
33703,ce,t0028737,Application Approved,2016-03-12,M0028F,2016-03-14,,719.0,,,0
33704,ce,t0028737,Submit Application,2016-03-10,M0028F,2016-03-14,,719.0,,,0
33705,ce,t0028737,Application Denied,2016-03-10,M0028F,2016-03-14,,719.0,,,0
33706,ce,t0028737,Re-Apply,2016-03-12,M0028F,2016-03-14,,719.0,,,0
33707,ce,t0028737,Lease Signed,2016-03-12,M0028F,2016-03-14,,719.0,,,0
33708,ce,t0028737,Move In,2016-03-14,M0028F,2016-03-14,,719.0,0.0,,0
33709,ce,t0028737,Deposit Change,2016-03-16,M0028F,2016-03-14,,719.0,0.0,,0
33710,ce,t0028737,Adjust Lease End Date,2016-03-17,M0028F,2016-03-14,,719.0,,,0
33711,ce,t0028739,Submit Application,2016-03-10,M0009C,2016-03-26,,609.0,,,0
33712,ce,t0028739,Application Denied,2016-03-11,M0009C,2016-03-26,,609.0,,,0
33713,sh,t0028742,Notice Given,2017-02-15,FT5771,2016-03-14,2017-04-14,975.0,0.0,396 days 00:00:00.000000000,0
33714,sh,t0028742,Move Out,2017-04-17,FT5771,2016-03-14,2017-04-14,975.0,0.0,396 days 00:00:00.000000000,1
33715,sh,t0028742,Deposit Change,2017-06-08,FT5771,2016-03-14,2017-04-14,975.0,0.0,396 days 00:00:00.000000000,0
33716,sh,t0028742,Deposit Accounting,2017-06-08,FT5771,2016-03-14,2017-04-14,975.0,0.0,396 days 00:00:00.000000000,0
33717,sh,t0028742,Application Approved,2016-03-14,FT5771,2016-03-14,,975.0,,,0
33718,sh,t0028742,Submit Application,2016-03-11,FT5771,2016-03-14,,975.0,,,0
33719,sh,t0028742,Lease Signed,2016-03-14,FT5771,2016-03-14,,975.0,,,0
33720,sh,t0028742,Move In,2016-03-14,FT5771,2016-03-14,,975.0,0.0,,0
33721,sh,t0028742,Adjust Lease End Date,2016-03-14,FT5771,2016-03-14,,975.0,,,0
33722,sh,t0028742,Deposit Change,2016-03-15,FT5771,2016-03-14,,975.0,0.0,,0
33723,sh,t0028743,Application Approved,2016-03-21,TH5801,2016-03-27,,695.0,,,0
33724,sh,t0028743,Submit Application,2016-03-11,SH5846,2016-03-27,,695.0,,,0
33725,sh,t0028743,Assign Unit (from unit SH5846 to TH5801),2016-03-16,TH5801,2016-03-27,,695.0,,,0
33726,sh,t0028743,Assign Unit (from unit TH5801 to SH5846),2016-03-17,SH5846,2016-03-27,,695.0,,,0
33727,sh,t0028743,Assign Unit (from unit SH5846 to TH5801),2016-03-21,TH5801,2016-03-27,,695.0,,,0
33728,sh,t0028743,Application Canceled,2016-03-25,TH5801,,,695.0,,,0
33729,sh,t0028743,Deposit Accounting,2016-03-31,TH5801,,,695.0,0.0,,0
33744,sh,t0028749,Submit Application,2016-03-11,SH5830,2016-04-15,,721.0,,,0
33745,sh,t0028749,Application Denied,2016-03-16,SH5830,2016-04-15,,721.0,,,0
33792,ce,t0028758,Submit Application,2016-03-12,M0028A,2016-05-13,,699.0,,,0
33793,ce,t0028758,Application Denied,2016-03-12,M0028A,2016-05-13,,699.0,,,0
33794,sh,t0028760,Application Approved,2016-04-07,WAIT-2B,2016-05-01,,597.0,,,0
33795,sh,t0028760,Submit Application,2016-03-12,WAIT-2B,2016-05-01,,597.0,,,0
33796,sh,t0028760,Re-Apply,2016-04-05,WAIT-2B,2016-05-01,,597.0,,,0
33797,sh,t0028760,Application Canceled,2016-03-30,WAIT-2B,,,597.0,,,0
33798,sh,t0028760,Application Canceled,2016-05-02,WAIT-2B,,,597.0,,,0
33799,sh,t0028778,Application Approved,2016-03-14,WAIT-2TH,2016-04-07,,695.0,,,0
33800,sh,t0028778,Submit Application,2016-03-14,WAIT-2TH,2016-04-07,,695.0,,,0
33801,sh,t0028778,Application Canceled,2016-03-30,WAIT-2TH,,,695.0,,,0
33802,sh,t0028785,Submit Application,2016-03-14,TH5981,2016-03-18,,721.0,,,0
33803,sh,t0028785,Application Denied,2016-03-16,TH5981,2016-03-18,,721.0,,,0
33831,ce,t0028797,Submit Application,2016-03-14,S1454J,2016-05-14,,659.0,,,0
33832,ce,t0028797,Application Denied,2016-03-15,S1454J,2016-05-14,,659.0,,,0
33854,sh,t0028805,Submit Application,2016-03-15,SH5909,2016-03-18,,695.0,,,0
33855,sh,t0028805,Application Denied,2016-03-16,SH5909,2016-03-18,,695.0,,,0
33856,sh,t0028805,Deposit Accounting,2016-05-12,SH5909,2016-03-18,,695.0,0.0,,0
33868,ce,t0028824,Notice Given,2017-02-28,M0009C,2016-04-22,2017-04-21,609.0,0.0,364 days 00:00:00.000000000,0
33869,ce,t0028824,Move Out,2017-04-24,M0009C,2016-04-22,2017-04-21,609.0,0.0,364 days 00:00:00.000000000,1
33870,ce,t0028824,Deposit Change,2017-04-26,M0009C,2016-04-22,2017-04-21,609.0,0.0,364 days 00:00:00.000000000,0
33871,ce,t0028824,Deposit Accounting,2017-04-26,M0009C,2016-04-22,2017-04-21,609.0,0.0,364 days 00:00:00.000000000,0
33872,ce,t0028824,Application Approved,2016-03-17,M0009C,2016-04-22,,609.0,,,0
33873,ce,t0028824,Submit Application,2016-03-17,M0009C,2016-04-22,,609.0,,,0
33874,ce,t0028824,Lease Signed,2016-03-17,M0009C,2016-04-22,,609.0,,,0
33875,ce,t0028824,Move In,2016-04-23,M0009C,2016-04-22,,609.0,0.0,,0
33876,ce,t0028824,Deposit Change,2016-04-26,M0009C,2016-04-22,,609.0,0.0,,0
33877,ce,t0028824,Adjust Lease End Date,2016-05-16,M0009C,2016-04-22,,609.0,,,0
33914,sh,t0028832,Submit Application,2016-03-18,TT1178,2016-03-27,,990.0,,,0
33915,sh,t0028832,Application Approved,2016-03-29,TT1178,2016-03-31,,990.0,,,0
33916,sh,t0028832,Application Canceled,2016-04-07,TT1178,,,990.0,,,0
33917,ce,t0028840,Adjust Moveout Dates,2017-02-16,M0006B,2016-04-25,2017-02-16,699.0,0.0,297 days 00:00:00.000000000,0
33918,ce,t0028840,Move Out,2017-02-17,M0006B,2016-04-25,2017-02-16,699.0,0.0,297 days 00:00:00.000000000,1
33919,ce,t0028840,Deposit Accounting,2017-03-22,M0006B,2016-04-25,2017-02-16,699.0,0.0,297 days 00:00:00.000000000,0
33920,ce,t0028840,Deposit Change,2017-04-19,M0006B,2016-04-25,2017-02-16,699.0,0.0,297 days 00:00:00.000000000,0
33921,ce,t0028840,Deposit Accounting,2017-04-19,M0006B,2016-04-25,2017-02-16,699.0,0.0,297 days 00:00:00.000000000,0
33922,ce,t0028840,Notice Given,2017-02-06,M0006B,2016-04-25,2017-02-15,699.0,0.0,296 days 00:00:00.000000000,0
33923,ce,t0028840,Adjust Moveout Dates,2016-09-19,M0006B,2016-04-25,2016-09-20,699.0,0.0,148 days 00:00:00.000000000,0
33924,ce,t0028840,Notice Given,2016-09-13,M0006B,2016-04-25,2016-09-17,699.0,0.0,145 days 00:00:00.000000000,0
33925,ce,t0028840,Application Approved,2016-03-19,M0006B,2016-04-25,,699.0,,,0
33926,ce,t0028840,Submit Application,2016-03-19,M0006B,2016-04-25,,699.0,,,0
33927,ce,t0028840,Lease Signed,2016-03-19,M0006B,2016-04-25,,699.0,,,0
33928,ce,t0028840,Move In,2016-04-25,M0006B,2016-04-25,,699.0,0.0,,0
33929,ce,t0028840,Deposit Change,2016-05-03,M0006B,2016-04-25,,699.0,0.0,,0
33930,ce,t0028840,Adjust Lease End Date,2016-05-16,M0006B,2016-04-25,,699.0,,,0
33931,ce,t0028840,Cancel Notice,2016-09-23,M0006B,2016-04-25,,699.0,0.0,,0
33936,sh,t0028846,Transfer Unit (From TH5910 to FT5815),2018-07-30,FT5815,2018-07-30,,1250.0,0.0,,0
33937,sh,t0028846,Adjust Move In Dates,2018-08-17,FT5815,2018-08-14,,1250.0,0.0,,0
33938,sh,t0028846,Move In,2018-08-17,FT5815,2018-08-14,,1250.0,0.0,,0
33939,sh,t0028846,Deposit Change,2018-08-27,FT5815,2018-08-14,,1250.0,0.0,,0
33964,sh,t0028846,Adjust Move In Dates,2018-07-31,FT5815,2018-08-15,,1250.0,0.0,,0
33973,sh,t0028848,Submit Application,2016-03-19,TH5981,2016-03-31,,721.0,,,0
33974,sh,t0028848,Application Denied,2016-03-21,TH5981,2016-03-31,,721.0,,,0
33975,sh,t0028848,Deposit Accounting,2016-04-19,TH5981,2016-03-31,,721.0,0.0,,0
33976,ce,t0028857,Application Approved,2016-03-21,C5269L,2016-05-01,,649.0,,,0
33977,ce,t0028857,Submit Application,2016-03-19,C5269L,2016-05-01,,649.0,,,0
33978,ce,t0028857,Lease Signed,2016-03-21,C5269L,2016-05-01,,649.0,,,0
33979,ce,t0028857,Cancel Move In,2016-03-29,C5269L,,,649.0,,,0
33980,ce,t0028857,Deposit Accounting,2016-04-12,C5269L,,,649.0,0.0,,0
33981,ce,t0028863,Submit Application,2016-03-21,S1500-5H,2016-03-26,,769.0,,,0
33984,ce,t0028865,Submit Application,2016-03-21,C5322B,2016-03-31,,629.0,,,0
33985,ce,t0028865,Application Denied,2016-03-21,C5322B,2016-03-31,,629.0,,,0
33986,ce,t0028866,Submit Application,2016-03-21,S1500-5H,2016-03-31,,769.0,,,0
33987,ce,t0028866,Application Denied,2016-03-21,S1500-5H,2016-03-31,,769.0,,,0
33988,ce,t0028868,Submit Application,2016-03-21,S1500-5H,2016-04-16,,769.0,,,0
33989,ce,t0028868,Application Denied,2016-03-21,S1500-5H,2016-04-16,,769.0,,,0
33990,ce,t0028868,Deposit Accounting,2016-07-19,S1500-5H,2016-04-16,,769.0,0.0,,0
33991,sh,t0028870,Submit Application,2016-03-21,TH5985,2016-03-25,,721.0,,,0
33992,sh,t0028870,Application Denied,2016-03-22,TH5985,2016-03-25,,721.0,,,0
33993,sh,t0028870,Deposit Accounting,2016-03-22,TH5985,2016-03-25,,721.0,0.0,,0
33994,sh,t0028873,Submit Application,2016-03-21,WC5960C,2016-03-24,,628.0,,,0
33995,sh,t0028873,Assign Unit (from unit WC5960C to WAIT-2D),2016-03-24,WAIT-2D,2016-03-24,,628.0,,,0
33996,sh,t0028873,Application Approved,2016-03-25,WAIT-2D,2016-05-01,,628.0,,,0
33997,sh,t0028873,Application Canceled,2016-05-03,WAIT-2D,,,628.0,,,0
33998,sh,t0028873,Deposit Accounting,2018-08-02,WAIT-2D,,,628.0,0.0,,0
33999,sh,t0028874,Skip,2018-02-14,FT5880M,2017-01-15,2018-01-31,620.0,0.0,381 days 00:00:00.000000000,0
34000,sh,t0028874,Move Out,2018-02-14,FT5880M,2017-01-15,2018-01-31,620.0,0.0,381 days 00:00:00.000000000,1
34001,sh,t0028874,Deposit Accounting,2018-02-16,FT5880M,2017-01-15,2018-01-31,620.0,0.0,381 days 00:00:00.000000000,0
34002,sh,t0028874,Transfer Unit (From FT5880J to FT5880M),2017-01-30,FT5880M,2017-01-15,,620.0,0.0,,0
34003,sh,t0028874,Move In,2017-01-30,FT5880M,2017-01-15,,620.0,0.0,,0
34004,sh,t0028874,Deposit Change,2017-01-30,FT5880M,2017-01-15,,620.0,0.0,,0
34005,sh,t0028874,Deposit Change,2017-05-19,FT5880M,2017-01-15,,620.0,0.0,,0
34006,sh,t0028874,Adjust Lease End Dates,2017-10-30,FT5880M,2017-01-15,,620.0,0.0,,0
34007,ce,t0028877,Submit Application,2016-03-22,S1500-5H,2016-03-30,,769.0,,,0
34008,ce,t0028877,Application Denied,2016-03-22,S1500-5H,2016-03-30,,769.0,,,0
34009,ce,t0028878,Notice Given,2017-03-08,C5250G,2016-05-27,2017-05-31,719.0,0.0,369 days 00:00:00.000000000,0
34010,ce,t0028878,Move Out,2017-05-31,C5250G,2016-05-27,2017-05-31,719.0,0.0,369 days 00:00:00.000000000,1
34011,ce,t0028878,Deposit Change,2017-06-19,C5250G,2016-05-27,2017-05-31,719.0,0.0,369 days 00:00:00.000000000,0
34012,ce,t0028878,Deposit Accounting,2017-06-19,C5250G,2016-05-27,2017-05-31,719.0,0.0,369 days 00:00:00.000000000,0
34013,ce,t0028878,Adjust Deposit Accounting,2017-06-19,C5250G,2016-05-27,2017-05-31,719.0,0.0,369 days 00:00:00.000000000,0
34014,ce,t0028878,Adjust Move In Dates,2016-05-27,C5250G,2016-05-27,,719.0,0.0,,0
34015,ce,t0028878,Move In,2016-05-28,C5250G,2016-05-27,,719.0,0.0,,0
34016,ce,t0028878,Deposit Change,2016-05-31,C5250G,2016-05-27,,719.0,0.0,,0
34017,ce,t0028878,Deposit Change,2016-06-01,C5250G,2016-05-27,,719.0,0.0,,0
34018,ce,t0028878,Application Approved,2016-03-22,C5250G,2016-05-31,,719.0,,,0
34019,ce,t0028878,Submit Application,2016-03-22,C5250G,2016-05-31,,719.0,,,0
34020,ce,t0028878,Lease Signed,2016-03-24,C5250G,2016-05-31,,719.0,,,0
34021,ce,t0028880,Transfer Unit (From M0030D to C5250C),2018-03-26,C5250C,2018-04-01,,889.0,0.0,,0
34022,ce,t0028880,Adjust Move In Dates,2018-04-02,C5250C,2018-04-02,,889.0,0.0,,0
34023,ce,t0028880,Cancel Move In,2018-04-02,C5250C,,,889.0,0.0,,0
34024,ce,t0028881,Submit Application,2016-03-22,M0014C,2016-05-15,,719.0,,,0
34025,ce,t0028881,Application Denied,2016-03-22,M0014C,2016-05-15,,719.0,,,0
34026,sh,t0028883,Adjust Moveout Dates,2017-04-04,WC5960C,2016-03-24,2017-04-04,628.0,0.0,376 days 00:00:00.000000000,0
34027,sh,t0028883,Move Out,2017-04-07,WC5960C,2016-03-24,2017-04-04,628.0,0.0,376 days 00:00:00.000000000,1
34028,sh,t0028883,Deposit Change,2017-06-07,WC5960C,2016-03-24,2017-04-04,628.0,0.0,376 days 00:00:00.000000000,0
34029,sh,t0028883,Deposit Accounting,2017-06-07,WC5960C,2016-03-24,2017-04-04,628.0,0.0,376 days 00:00:00.000000000,0
34032,sh,t0028883,Adjust Moveout Dates,2017-02-07,WC5960C,2016-03-24,2017-04-02,628.0,0.0,374 days 00:00:00.000000000,0
34033,sh,t0028883,Lease Signed,2016-03-28,WC5960C,2016-03-24,,628.0,,,0
34034,sh,t0028883,Move In,2016-03-28,WC5960C,2016-03-24,,628.0,0.0,,0
34035,sh,t0028883,Deposit Change,2016-03-31,WC5960C,2016-03-24,,628.0,0.0,,0
34036,sh,t0028883,Cancel Notice,2017-02-07,WC5960C,2016-03-24,,628.0,0.0,,0
34037,sh,t0028883,Application Approved,2016-03-23,WC5960C,2016-03-31,,628.0,,,0
34038,sh,t0028883,Submit Application,2016-03-22,WC5960C,2016-03-31,,628.0,,,0
34039,sh,t0028886,Assign Unit (from unit WAIT-3V to FT5841),2016-04-01,FT5841,2016-04-29,,990.0,,,0
34040,sh,t0028886,Application Approved,2016-03-24,WAIT-3V,2016-05-01,,990.0,,,0
34041,sh,t0028886,Submit Application,2016-03-22,WAIT-3V,2016-05-01,,990.0,,,0
34042,sh,t0028886,Application Canceled,2016-04-07,FT5841,,,990.0,,,0
34043,ce,t0028891,Submit Application,2016-03-23,M0014C,2016-04-02,,719.0,,,0
34044,ce,t0028891,Application Denied,2016-03-23,M0014C,2016-04-02,,719.0,,,0
34091,sh,t0028906,Submit Application,2016-03-24,WC5946G,2016-03-31,,639.0,,,0
34092,sh,t0028906,Application Denied,2016-03-24,WC5946G,2016-03-31,,639.0,,,0
34093,sh,t0028911,Submit Application,2016-03-24,AC1063,2016-06-01,,990.0,,,0
34094,sh,t0028911,Application Canceled,2016-03-29,AC1063,,,990.0,,,0
34095,sh,t0028911,Deposit Accounting,2016-03-31,AC1063,,,990.0,0.0,,0
34144,ce,t0028925,Notice Given,2017-03-27,C5326H,2016-05-31,2017-05-31,639.0,0.0,365 days 00:00:00.000000000,0
34145,ce,t0028925,Move Out,2017-05-31,C5326H,2016-05-31,2017-05-31,639.0,0.0,365 days 00:00:00.000000000,1
34146,ce,t0028925,Deposit Change,2017-06-15,C5326H,2016-05-31,2017-05-31,639.0,0.0,365 days 00:00:00.000000000,0
34147,ce,t0028925,Deposit Accounting,2017-06-15,C5326H,2016-05-31,2017-05-31,639.0,0.0,365 days 00:00:00.000000000,0
34148,ce,t0028925,Application Approved,2016-03-25,C5326H,2016-05-21,,639.0,,,0
34149,ce,t0028925,Submit Application,2016-03-25,C5326H,2016-05-21,,639.0,,,0
34150,ce,t0028925,Lease Signed,2016-03-25,C5326H,2016-05-21,,639.0,,,0
34151,ce,t0028925,Adjust Move In Dates,2016-04-18,C5326H,2016-05-31,,639.0,0.0,,0
34152,ce,t0028925,Deposit Change,2016-05-31,C5326H,2016-05-31,,639.0,0.0,,0
34153,ce,t0028925,Move In,2016-05-31,C5326H,2016-05-31,,639.0,0.0,,0
34154,ce,t0028925,Adjust Lease End Date,2016-05-31,C5326H,2016-05-31,,639.0,0.0,,0
34155,ce,t0028925,Deposit Change,2016-06-01,C5326H,2016-05-31,,639.0,0.0,,0
34156,sh,t0028926,Submit Application,2016-03-25,WAIT-2D,2016-06-01,,628.0,,,0
34157,sh,t0028926,Application Canceled,2016-04-07,WAIT-2D,,,628.0,,,0
34158,sh,t0028927,Submit Application,2016-03-25,WC5946G,2016-03-31,,639.0,,,0
34159,sh,t0028927,Application Denied,2016-03-29,WC5946G,2016-03-31,,639.0,,,0
34160,sh,t0028927,Deposit Accounting,2016-03-31,WC5946G,2016-03-31,,639.0,0.0,,0
34161,ce,t0028929,Adjust Moveout Dates,2017-04-18,S1500-3E,2016-04-22,2017-04-19,749.0,0.0,362 days 00:00:00.000000000,0
34162,ce,t0028929,Move Out,2017-04-24,S1500-3E,2016-04-22,2017-04-19,749.0,0.0,362 days 00:00:00.000000000,1
34163,ce,t0028929,Deposit Change,2017-05-19,S1500-3E,2016-04-22,2017-04-19,749.0,0.0,362 days 00:00:00.000000000,0
34164,ce,t0028929,Deposit Accounting,2017-05-19,S1500-3E,2016-04-22,2017-04-19,749.0,0.0,362 days 00:00:00.000000000,0
34165,ce,t0028929,Notice Given,2017-02-20,S1500-3E,2016-04-22,2017-04-15,749.0,0.0,358 days 00:00:00.000000000,0
34166,ce,t0028929,Application Approved,2016-03-28,S1500-3E,2016-04-22,,749.0,,,0
34167,ce,t0028929,Submit Application,2016-03-25,S1500-3E,2016-04-22,,749.0,,,0
34168,ce,t0028929,Lease Signed,2016-03-28,S1500-3E,2016-04-22,,749.0,,,0
34169,ce,t0028929,Move In,2016-04-23,S1500-3E,2016-04-22,,749.0,0.0,,0
34170,ce,t0028929,Deposit Change,2016-04-23,S1500-3E,2016-04-22,,749.0,0.0,,0
34171,ce,t0028929,Adjust Lease End Date,2016-05-16,S1500-3E,2016-04-22,,749.0,,,0
34185,sh,t0028937,Notice Given,2017-03-18,SH5913,2016-04-30,2017-05-31,695.0,0.0,396 days 00:00:00.000000000,0
34186,sh,t0028937,Move Out,2017-05-31,SH5913,2016-04-30,2017-05-31,695.0,0.0,396 days 00:00:00.000000000,1
34187,sh,t0028937,Deposit Change,2017-06-14,SH5913,2016-04-30,2017-05-31,695.0,0.0,396 days 00:00:00.000000000,0
34188,sh,t0028937,Deposit Accounting,2017-06-14,SH5913,2016-04-30,2017-05-31,695.0,0.0,396 days 00:00:00.000000000,0
34189,sh,t0028937,Lease Signed,2016-04-30,SH5913,2016-04-30,,695.0,,,0
34192,sh,t0028937,Move In,2016-04-30,SH5913,2016-04-30,,695.0,0.0,,0
34193,sh,t0028937,Application Approved,2016-03-29,WAIT-2TH,2016-05-13,,695.0,,,0
34194,sh,t0028937,Submit Application,2016-03-26,WAIT-2TH,2016-05-13,,695.0,,,0
34195,sh,t0028937,Assign Unit (from unit WAIT-2TH to TH5828),2016-03-29,TH5828,2016-05-13,,695.0,,,0
34196,sh,t0028937,Assign Unit (from unit TH5828 to SH5913),2016-04-20,SH5913,2016-05-13,,695.0,,,0
34197,ce,t0028938,Submit Application,2016-03-26,M0024F,2016-04-22,,719.0,,,0
34198,ce,t0028938,Application Denied,2016-03-26,M0024F,2016-04-22,,719.0,,,0
34199,ce,t0028939,Application Approved,2016-03-26,M0005D,2016-05-31,,609.0,,,0
34200,ce,t0028939,Submit Application,2016-03-26,M0005D,2016-05-31,,609.0,,,0
34201,ce,t0028939,Lease Signed,2016-03-26,M0005D,2016-05-31,,609.0,,,0
34202,ce,t0028939,Adjust Move In Dates,2016-03-29,M0005D,2016-06-01,,609.0,0.0,,0
34203,ce,t0028939,Cancel Move In,2016-04-04,M0005D,,,609.0,0.0,,0
34204,ce,t0028939,Deposit Accounting,2016-04-15,M0005D,,,609.0,0.0,,0
34242,sh,t0028953,Adjust Moveout Dates,2017-07-31,AC1099,2016-04-23,2017-08-01,975.0,0.0,465 days 00:00:00.000000000,0
34243,sh,t0028953,Move Out,2017-08-01,AC1099,2016-04-23,2017-08-01,975.0,0.0,465 days 00:00:00.000000000,1
34246,sh,t0028953,Deposit Change,2017-09-13,AC1099,2016-04-23,2017-08-01,975.0,0.0,465 days 00:00:00.000000000,0
34247,sh,t0028953,Adjust Moveout Dates,2017-06-03,AC1099,2016-04-23,2017-07-31,975.0,0.0,464 days 00:00:00.000000000,0
34248,sh,t0028953,Adjust Moveout Dates,2017-05-03,AC1099,2016-04-23,2017-06-30,975.0,0.0,433 days 00:00:00.000000000,0
34249,sh,t0028953,Notice Given,2017-03-22,AC1099,2016-04-23,2017-05-31,975.0,0.0,403 days 00:00:00.000000000,0
34250,sh,t0028953,Lease Signed,2016-04-25,AC1099,2016-04-23,,975.0,,,0
34251,sh,t0028953,Move In,2016-04-25,AC1099,2016-04-23,,975.0,0.0,,0
34252,sh,t0028953,Deposit Change,2016-04-27,AC1099,2016-04-23,,975.0,0.0,,0
34253,sh,t0028953,Application Approved,2016-03-29,AC1099,2016-04-25,,975.0,,,0
34254,sh,t0028953,Submit Application,2016-03-28,AC1099,2016-04-25,,975.0,,,0
34255,ce,t0028957,Submit Application,2016-03-29,M0024F,2016-03-31,,719.0,,,0
34256,ce,t0028957,Application Denied,2016-03-29,M0024F,2016-03-31,,719.0,,,0
34257,sh,t0028959,Application Approved,2016-03-30,WC5946G,2016-03-31,,639.0,,,0
34258,sh,t0028959,Submit Application,2016-03-29,WC5946G,2016-03-31,,639.0,,,0
34259,sh,t0028959,Assign Unit (from unit WC5946G to WAIT-2E),2016-04-05,WAIT-2E,2016-04-04,,639.0,,,0
34260,sh,t0028959,Application Canceled,2016-04-06,WAIT-2E,,,639.0,,,0
34261,sh,t0028959,Deposit Accounting,2016-04-13,WAIT-2E,,,639.0,0.0,,0
34262,ce,t0028961,Notice Given,2017-03-23,S1500-5H,2016-04-16,2017-04-15,769.0,0.0,364 days 00:00:00.000000000,0
34263,ce,t0028961,Move Out,2017-04-18,S1500-5H,2016-04-16,2017-04-15,769.0,0.0,364 days 00:00:00.000000000,1
34264,ce,t0028961,Deposit Change,2017-04-26,S1500-5H,2016-04-16,2017-04-15,769.0,0.0,364 days 00:00:00.000000000,0
34265,ce,t0028961,Deposit Accounting,2017-04-26,S1500-5H,2016-04-16,2017-04-15,769.0,0.0,364 days 00:00:00.000000000,0
34266,ce,t0028961,Adjust Move In Dates,2016-04-14,S1500-5H,2016-04-16,,769.0,0.0,,0
34267,ce,t0028961,Move In,2016-04-16,S1500-5H,2016-04-16,,769.0,0.0,,0
34268,ce,t0028961,Deposit Change,2016-04-21,S1500-5H,2016-04-16,,769.0,0.0,,0
34269,ce,t0028961,Adjust Lease End Date,2016-04-23,S1500-5H,2016-04-16,,769.0,0.0,,0
34270,ce,t0028961,Application Approved,2016-03-29,S1500-5H,2016-04-23,,769.0,,,0
34271,ce,t0028961,Submit Application,2016-03-29,S1500-5H,2016-04-23,,769.0,,,0
34272,ce,t0028961,Lease Signed,2016-03-29,S1500-5H,2016-04-23,,769.0,,,0
34288,sh,t0028966,Adjust Moveout Dates,2017-05-03,TH5981,2016-03-31,2017-05-19,721.0,0.0,414 days 00:00:00.000000000,0
34289,sh,t0028966,Move Out,2017-05-19,TH5981,2016-03-31,2017-05-19,721.0,0.0,414 days 00:00:00.000000000,1
34290,sh,t0028966,Deposit Change,2017-06-13,TH5981,2016-03-31,2017-05-19,721.0,0.0,414 days 00:00:00.000000000,0
34293,sh,t0028966,Adjust Deposit Accounting,2017-06-13,TH5981,2016-03-31,2017-05-19,721.0,0.0,414 days 00:00:00.000000000,0
34297,sh,t0028966,Adjust Moveout Dates,2017-05-01,TH5981,2016-03-31,2017-05-05,721.0,0.0,400 days 00:00:00.000000000,0
34298,sh,t0028966,Notice Given,2017-02-23,TH5981,2016-03-31,2017-04-30,721.0,0.0,395 days 00:00:00.000000000,0
34299,sh,t0028966,Application Approved,2016-03-30,TH5981,2016-03-31,,721.0,,,0
34300,sh,t0028966,Submit Application,2016-03-29,TH5981,2016-03-31,,721.0,,,0
34301,sh,t0028966,Lease Signed,2016-03-31,TH5981,2016-03-31,,721.0,,,0
34302,sh,t0028966,Deposit Change,2016-03-31,TH5981,2016-03-31,,721.0,0.0,,0
34303,sh,t0028966,Move In,2016-03-31,TH5981,2016-03-31,,721.0,0.0,,0
34304,sh,t0028966,Deposit Change,2016-04-06,TH5981,2016-03-31,,721.0,0.0,,0
34305,sh,t0028966,Deposit Change,2016-04-07,TH5981,2016-03-31,,721.0,0.0,,0
34306,ce,t0028971,Submit Application,2016-03-30,S1450F,2016-05-14,,639.0,,,0
34307,ce,t0028971,Application Denied,2016-04-01,S1450F,2016-05-14,,639.0,,,0
34308,sh,t0028977,Application Approved,2016-03-31,WAIT-3TA,2016-07-01,,721.0,,,0
34309,sh,t0028977,Submit Application,2016-03-30,WAIT-3TA,2016-07-01,,721.0,,,0
34310,sh,t0028977,Application Canceled,2016-05-20,WAIT-3TA,,,721.0,,,0
34328,sh,t0028991,Submit Application,2016-03-31,WAIT-2D,2016-05-22,,628.0,,,0
34329,sh,t0028991,Application Canceled,2016-04-05,WAIT-2D,,,628.0,,,0
34335,sh,t0028993,Adjust Moveout Dates,2017-06-30,SH5940,2016-05-31,2017-07-03,695.0,0.0,398 days 00:00:00.000000000,0
34336,sh,t0028993,Move Out,2017-07-05,SH5940,2016-05-31,2017-07-03,695.0,0.0,398 days 00:00:00.000000000,1
34337,sh,t0028993,Deposit Change,2017-09-15,SH5940,2016-05-31,2017-07-03,695.0,0.0,398 days 00:00:00.000000000,0
34338,sh,t0028993,Deposit Accounting,2017-09-15,SH5940,2016-05-31,2017-07-03,695.0,0.0,398 days 00:00:00.000000000,0
34339,sh,t0028993,Notice Given,2017-04-06,SH5940,2016-05-31,2017-06-30,695.0,0.0,395 days 00:00:00.000000000,0
34340,sh,t0028993,Eviction,2016-10-11,SH5940,2016-05-31,2016-11-04,695.0,0.0,157 days 00:00:00.000000000,0
34341,sh,t0028993,Assign Unit (from unit WAIT-2TH to TH5821),2016-05-16,TH5821,2016-05-31,,695.0,,,0
34342,sh,t0028993,Assign Unit (from unit TH5821 to SH5940),2016-05-18,SH5940,2016-05-31,,695.0,,,0
34343,sh,t0028993,Lease Signed,2016-05-19,SH5940,2016-05-31,,695.0,,,0
34344,sh,t0028993,Deposit Change,2016-05-31,SH5940,2016-05-31,,695.0,0.0,,0
34345,sh,t0028993,Move In,2016-05-31,SH5940,2016-05-31,,695.0,0.0,,0
34346,sh,t0028993,Deposit Change,2016-06-01,SH5940,2016-05-31,,695.0,0.0,,0
34347,sh,t0028993,Cancel Eviction,2016-10-14,SH5940,2016-05-31,,695.0,0.0,,0
34348,sh,t0028993,Application Approved,2016-04-01,WAIT-2TH,2016-06-01,,695.0,,,0
