,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Sqft,Length of Stay,Vacancy
10643,sh,t0017490,Deposit Accounting,2014-12-29,SH5859,2013-10-25,2014-10-31,609.0,0.0,371 days 00:00:00.000000000,0
10701,sh,t0017495,Notice Given,2014-10-06,SH5905,2013-11-30,2014-11-29,609.0,0.0,364 days 00:00:00.000000000,0
10702,sh,t0017495,Adjust Moveout Dates,2014-11-18,SH5905,2013-11-30,2014-11-18,609.0,0.0,353 days 00:00:00.000000000,0
10703,sh,t0017495,Move Out,2014-11-18,SH5905,2013-11-30,2014-11-18,609.0,0.0,353 days 00:00:00.000000000,1
10704,sh,t0017495,Deposit Change,2014-12-03,SH5905,2013-11-30,2014-11-18,609.0,0.0,353 days 00:00:00.000000000,0
10705,sh,t0017495,Deposit Accounting,2014-12-03,SH5905,2013-11-30,2014-11-18,609.0,0.0,353 days 00:00:00.000000000,0
10706,sh,t0017495,Adjust Deposit Accounting,2014-12-08,SH5905,2013-11-30,2014-11-18,609.0,0.0,353 days 00:00:00.000000000,0
10710,sh,t0017496,Notice Given,2014-02-28,SH5907,2013-09-18,2014-03-31,609.0,0.0,194 days 00:00:00.000000000,0
10711,sh,t0017496,Move Out,2014-03-31,SH5907,2013-09-18,2014-03-31,609.0,0.0,194 days 00:00:00.000000000,1
10712,sh,t0017496,Deposit Change,2014-05-01,SH5907,2013-09-18,2014-03-31,609.0,0.0,194 days 00:00:00.000000000,0
10713,sh,t0017496,Deposit Accounting,2014-05-01,SH5907,2013-09-18,2014-03-31,609.0,0.0,194 days 00:00:00.000000000,0
10717,sh,t0017496,Month to Month,2014-01-18,SH5907,2013-09-18,,609.0,0.0,,0
10718,sh,t0017496,Adjust Lease End Date,2014-01-27,SH5907,2013-09-18,,609.0,0.0,,0
10719,sh,t0017496,Adjust Lease End Date,2014-02-28,SH5907,2013-09-18,,609.0,0.0,,0
10744,sh,t0017499,Adjust Moveout Dates,2014-02-28,SH5913,2013-02-26,2014-03-01,639.0,0.0,368 days 00:00:00.000000000,0
10745,sh,t0017499,Notice Given,2014-01-27,SH5913,2013-02-26,2014-02-28,639.0,0.0,367 days 00:00:00.000000000,0
10746,sh,t0017499,Adjust Moveout Dates,2014-03-03,SH5913,2013-02-26,2014-02-28,639.0,0.0,367 days 00:00:00.000000000,0
10747,sh,t0017499,Move Out,2014-03-03,SH5913,2013-02-26,2014-02-28,639.0,0.0,367 days 00:00:00.000000000,1
10748,sh,t0017499,Deposit Change,2014-03-21,SH5913,2013-02-26,2014-02-28,639.0,0.0,367 days 00:00:00.000000000,0
10749,sh,t0017499,Deposit Accounting,2014-03-21,SH5913,2013-02-26,2014-02-28,639.0,0.0,367 days 00:00:00.000000000,0
10750,sh,t0017499,Adjust Deposit Accounting,2014-03-21,SH5913,2013-02-26,2014-02-28,639.0,0.0,367 days 00:00:00.000000000,0
10765,sh,t0017501,Notice Given,2014-07-31,AC1097,2012-08-31,2014-08-31,869.0,0.0,730 days 00:00:00.000000000,0
10766,sh,t0017501,Adjust Moveout Dates,2014-08-29,AC1097,2012-08-31,2014-08-29,869.0,0.0,728 days 00:00:00.000000000,0
10767,sh,t0017501,Move Out,2014-08-29,AC1097,2012-08-31,2014-08-29,869.0,0.0,728 days 00:00:00.000000000,1
10768,sh,t0017501,Deposit Change,2014-09-05,AC1097,2012-08-31,2014-08-29,869.0,0.0,728 days 00:00:00.000000000,0
10769,sh,t0017501,Deposit Accounting,2014-09-05,AC1097,2012-08-31,2014-08-29,869.0,0.0,728 days 00:00:00.000000000,0
10773,sh,t0017502,Adjust Moveout Dates,2014-01-24,AC1105,2013-05-10,2014-01-27,859.0,0.0,262 days 00:00:00.000000000,0
10774,sh,t0017502,Adjust Moveout Dates,2014-01-27,AC1105,2013-05-10,2014-01-25,859.0,0.0,260 days 00:00:00.000000000,0
10775,sh,t0017502,Move Out,2014-01-27,AC1105,2013-05-10,2014-01-25,859.0,0.0,260 days 00:00:00.000000000,1
10776,sh,t0017502,Deposit Change,2014-06-09,AC1105,2013-05-10,2014-01-25,859.0,0.0,260 days 00:00:00.000000000,0
10777,sh,t0017502,Deposit Accounting,2014-06-09,AC1105,2013-05-10,2014-01-25,859.0,0.0,260 days 00:00:00.000000000,0
10778,sh,t0017502,Adjust Deposit Accounting,2014-06-09,AC1105,2013-05-10,2014-01-25,859.0,0.0,260 days 00:00:00.000000000,0
10779,sh,t0017502,Adjust Deposit Accounting,2014-11-26,AC1105,2013-05-10,2014-01-25,859.0,0.0,260 days 00:00:00.000000000,0
10780,sh,t0017502,Adjust Moveout Dates,2014-01-23,AC1105,2013-05-10,2014-01-24,859.0,0.0,259 days 00:00:00.000000000,0
10781,sh,t0017502,Adjust Moveout Dates,2014-01-13,AC1105,2013-05-10,2014-01-17,859.0,0.0,252 days 00:00:00.000000000,0
10782,sh,t0017502,Adjust Moveout Dates,2014-01-07,AC1105,2013-05-10,2014-01-10,859.0,0.0,245 days 00:00:00.000000000,0
10783,sh,t0017502,Notice Given,2013-12-31,AC1105,2013-05-10,2014-01-03,859.0,0.0,238 days 00:00:00.000000000,0
10810,sh,t0017505,Notice Given,2014-04-04,AC1115,2013-09-27,2014-05-02,859.0,0.0,217 days 00:00:00.000000000,0
10811,sh,t0017505,Move Out,2014-05-02,AC1115,2013-09-27,2014-05-02,859.0,0.0,217 days 00:00:00.000000000,1
10812,sh,t0017505,Deposit Change,2014-09-19,AC1115,2013-09-27,2014-05-02,859.0,0.0,217 days 00:00:00.000000000,0
10813,sh,t0017505,Deposit Accounting,2014-09-19,AC1115,2013-09-27,2014-05-02,859.0,0.0,217 days 00:00:00.000000000,0
10814,sh,t0017505,Adjust Deposit Accounting,2014-09-19,AC1115,2013-09-27,2014-05-02,859.0,0.0,217 days 00:00:00.000000000,0
10876,sh,t0017510,Eviction,2014-08-18,AC1133,2013-09-20,2014-09-30,859.0,0.0,375 days 00:00:00.000000000,0
10877,sh,t0017510,Notice Given,2014-07-10,AC1133,2013-09-20,2014-09-19,859.0,0.0,364 days 00:00:00.000000000,0
10878,sh,t0017510,Adjust Moveout Dates,2014-09-02,AC1133,2013-09-20,2014-09-08,859.0,0.0,353 days 00:00:00.000000000,0
10879,sh,t0017510,Move Out,2014-09-08,AC1133,2013-09-20,2014-09-08,859.0,0.0,353 days 00:00:00.000000000,1
10880,sh,t0017510,Deposit Change,2014-09-25,AC1133,2013-09-20,2014-09-08,859.0,0.0,353 days 00:00:00.000000000,0
10881,sh,t0017510,Deposit Accounting,2014-09-25,AC1133,2013-09-20,2014-09-08,859.0,0.0,353 days 00:00:00.000000000,0
10885,sh,t0017510,Cancel Notice,2014-08-18,AC1133,2013-09-20,,859.0,0.0,,0
10922,sh,t0017514,Deposit Change,2014-05-01,AC1145,2013-10-11,2014-02-15,859.0,0.0,127 days 00:00:00.000000000,0
10923,sh,t0017514,Deposit Accounting,2014-05-01,AC1145,2013-10-11,2014-02-15,859.0,0.0,127 days 00:00:00.000000000,0
10924,sh,t0017514,Notice Given,2014-02-17,AC1145,2013-10-11,2014-02-08,859.0,0.0,120 days 00:00:00.000000000,0
10925,sh,t0017514,Move Out,2014-02-17,AC1145,2013-10-11,2014-02-08,859.0,0.0,120 days 00:00:00.000000000,1
10929,sh,t0017515,Notice Given,2014-03-03,AC1151,2013-03-25,2014-03-31,859.0,0.0,371 days 00:00:00.000000000,0
10930,sh,t0017515,Move Out,2014-03-31,AC1151,2013-03-25,2014-03-31,859.0,0.0,371 days 00:00:00.000000000,1
10931,sh,t0017515,Deposit Change,2014-05-02,AC1151,2013-03-25,2014-03-31,859.0,0.0,371 days 00:00:00.000000000,0
10932,sh,t0017515,Deposit Accounting,2014-05-02,AC1151,2013-03-25,2014-03-31,859.0,0.0,371 days 00:00:00.000000000,0
10933,sh,t0017515,Adjust Deposit Accounting,2014-05-02,AC1151,2013-03-25,2014-03-31,859.0,0.0,371 days 00:00:00.000000000,0
10990,sh,t0017519,Adjust Moveout Dates,2014-08-29,FT5789,2010-08-13,2014-09-01,904.0,0.0,1480 days 00:00:00.000000000,0
10991,sh,t0017519,Move Out,2014-09-02,FT5789,2010-08-13,2014-09-01,904.0,0.0,1480 days 00:00:00.000000000,1
10992,sh,t0017519,Deposit Change,2014-09-25,FT5789,2010-08-13,2014-09-01,904.0,0.0,1480 days 00:00:00.000000000,0
10993,sh,t0017519,Deposit Accounting,2014-09-25,FT5789,2010-08-13,2014-09-01,904.0,0.0,1480 days 00:00:00.000000000,0
10994,sh,t0017519,Adjust Deposit Accounting,2014-09-26,FT5789,2010-08-13,2014-09-01,904.0,0.0,1480 days 00:00:00.000000000,0
10995,sh,t0017519,Adjust Deposit Accounting,2016-12-30,FT5789,2010-08-13,2014-09-01,904.0,0.0,1480 days 00:00:00.000000000,0
10996,sh,t0017519,Notice Given,2014-07-16,FT5789,2010-08-13,2014-08-31,904.0,0.0,1479 days 00:00:00.000000000,0
11018,sh,t0017521,Early Termination,2014-03-31,TT1179,2013-05-20,2014-04-02,859.0,0.0,317 days 00:00:00.000000000,0
11019,sh,t0017521,Adjust Moveout Dates,2014-04-01,TT1179,2013-05-20,2014-04-01,859.0,0.0,316 days 00:00:00.000000000,0
11020,sh,t0017521,Move Out,2014-04-01,TT1179,2013-05-20,2014-04-01,859.0,0.0,316 days 00:00:00.000000000,1
11021,sh,t0017521,Deposit Change,2014-06-12,TT1179,2013-05-20,2014-04-01,859.0,0.0,316 days 00:00:00.000000000,0
11022,sh,t0017521,Deposit Accounting,2014-06-12,TT1179,2013-05-20,2014-04-01,859.0,0.0,316 days 00:00:00.000000000,0
11036,sh,t0017523,Adjust Moveout Dates,2014-07-07,TT1185,2013-07-30,2014-07-31,859.0,0.0,366 days 00:00:00.000000000,0
11037,sh,t0017523,Notice Given,2014-06-18,TT1185,2013-07-30,2014-07-29,859.0,0.0,364 days 00:00:00.000000000,0
11038,sh,t0017523,Adjust Moveout Dates,2014-07-22,TT1185,2013-07-30,2014-07-21,859.0,0.0,356 days 00:00:00.000000000,0
11039,sh,t0017523,Move Out,2014-07-22,TT1185,2013-07-30,2014-07-21,859.0,0.0,356 days 00:00:00.000000000,1
11040,sh,t0017523,Deposit Change,2014-09-19,TT1185,2013-07-30,2014-07-21,859.0,0.0,356 days 00:00:00.000000000,0
11041,sh,t0017523,Deposit Accounting,2014-09-19,TT1185,2013-07-30,2014-07-21,859.0,0.0,356 days 00:00:00.000000000,0
11119,sh,t0017528,Notice Given,2013-12-31,TT1199,2013-07-12,2014-01-13,859.0,0.0,185 days 00:00:00.000000000,0
11120,sh,t0017528,Move Out,2014-01-13,TT1199,2013-07-12,2014-01-13,859.0,0.0,185 days 00:00:00.000000000,1
11121,sh,t0017528,Deposit Change,2014-01-21,TT1199,2013-07-12,2014-01-13,859.0,0.0,185 days 00:00:00.000000000,0
11122,sh,t0017528,Deposit Accounting,2014-01-21,TT1199,2013-07-12,2014-01-13,859.0,0.0,185 days 00:00:00.000000000,0
11125,sh,t0017528,Adjust Deposit Accounting,2014-10-17,TT1199,2013-07-12,2014-01-13,859.0,0.0,185 days 00:00:00.000000000,0
11148,sh,t0017530,Notice Given,2014-02-27,TT1205,2013-04-30,2014-04-30,859.0,0.0,365 days 00:00:00.000000000,0
11149,sh,t0017530,Move Out,2014-04-30,TT1205,2013-04-30,2014-04-30,859.0,0.0,365 days 00:00:00.000000000,1
11150,sh,t0017530,Deposit Change,2014-05-06,TT1205,2013-04-30,2014-04-30,859.0,0.0,365 days 00:00:00.000000000,0
11151,sh,t0017530,Deposit Accounting,2014-05-06,TT1205,2013-04-30,2014-04-30,859.0,0.0,365 days 00:00:00.000000000,0
11213,sh,t0017535,Notice Given,2014-05-27,TT1221,2013-06-22,2014-06-30,859.0,0.0,373 days 00:00:00.000000000,0
11214,sh,t0017535,Move Out,2014-06-30,TT1221,2013-06-22,2014-06-30,859.0,0.0,373 days 00:00:00.000000000,1
11215,sh,t0017535,Deposit Change,2014-07-21,TT1221,2013-06-22,2014-06-30,859.0,0.0,373 days 00:00:00.000000000,0
11216,sh,t0017535,Deposit Accounting,2014-07-21,TT1221,2013-06-22,2014-06-30,859.0,0.0,373 days 00:00:00.000000000,0
11377,sh,t0017545,Early Termination,2014-04-09,TT1178,2010-04-15,2014-05-31,929.0,0.0,1507 days 00:00:00.000000000,0
11378,sh,t0017545,Adjust Moveout Dates,2014-05-06,TT1178,2010-04-15,2014-05-06,929.0,0.0,1482 days 00:00:00.000000000,0
11379,sh,t0017545,Move Out,2014-05-06,TT1178,2010-04-15,2014-05-06,929.0,0.0,1482 days 00:00:00.000000000,1
11380,sh,t0017545,Deposit Change,2014-05-16,TT1178,2010-04-15,2014-05-06,929.0,0.0,1482 days 00:00:00.000000000,0
11381,sh,t0017545,Deposit Accounting,2014-05-16,TT1178,2010-04-15,2014-05-06,929.0,0.0,1482 days 00:00:00.000000000,0
11382,sh,t0017545,Adjust Deposit Accounting,2014-05-16,TT1178,2010-04-15,2014-05-06,929.0,0.0,1482 days 00:00:00.000000000,0
11383,sh,t0017545,Eviction,2014-02-18,TT1178,2010-04-15,2014-03-31,929.0,0.0,1446 days 00:00:00.000000000,0
11387,sh,t0017545,Cancel Eviction,2014-02-20,TT1178,2010-04-15,,929.0,0.0,,0
11405,sh,t0017547,Adjust Moveout Dates,2014-04-02,TT1172,2012-07-31,2014-04-04,899.0,0.0,612 days 00:00:00.000000000,0
11406,sh,t0017547,Adjust Moveout Dates,2014-03-31,TT1172,2012-07-31,2014-04-01,899.0,0.0,609 days 00:00:00.000000000,0
11407,sh,t0017547,Adjust Moveout Dates,2014-04-02,TT1172,2012-07-31,2014-04-01,899.0,0.0,609 days 00:00:00.000000000,0
11408,sh,t0017547,Move Out,2014-04-02,TT1172,2012-07-31,2014-04-01,899.0,0.0,609 days 00:00:00.000000000,1
11409,sh,t0017547,Deposit Change,2014-06-12,TT1172,2012-07-31,2014-04-01,899.0,0.0,609 days 00:00:00.000000000,0
11410,sh,t0017547,Deposit Accounting,2014-06-12,TT1172,2012-07-31,2014-04-01,899.0,0.0,609 days 00:00:00.000000000,0
11411,sh,t0017547,Notice Given,2014-02-07,TT1172,2012-07-31,2014-03-31,899.0,0.0,608 days 00:00:00.000000000,0
11415,sh,t0017547,Month to Month,2014-01-01,TT1172,2012-07-31,,899.0,0.0,,0
11416,sh,t0017548,Adjust Moveout Dates,2014-06-03,TT1166,2009-08-05,2014-06-20,889.0,0.0,1780 days 00:00:00.000000000,0
11417,sh,t0017548,Adjust Moveout Dates,2014-06-13,TT1166,2009-08-05,2014-06-13,889.0,0.0,1773 days 00:00:00.000000000,0
11418,sh,t0017548,Move Out,2014-06-13,TT1166,2009-08-05,2014-06-13,889.0,0.0,1773 days 00:00:00.000000000,1
11419,sh,t0017548,Deposit Change,2014-10-20,TT1166,2009-08-05,2014-06-13,889.0,0.0,1773 days 00:00:00.000000000,0
11420,sh,t0017548,Deposit Accounting,2014-10-20,TT1166,2009-08-05,2014-06-13,889.0,0.0,1773 days 00:00:00.000000000,0
11421,sh,t0017548,Adjust Moveout Dates,2014-05-27,TT1166,2009-08-05,2014-06-06,889.0,0.0,1766 days 00:00:00.000000000,0
11422,sh,t0017548,Eviction,2014-04-21,TT1166,2009-08-05,2014-06-02,889.0,0.0,1762 days 00:00:00.000000000,0
11423,sh,t0017548,Eviction,2014-02-25,TT1166,2009-08-05,2014-04-15,889.0,0.0,1714 days 00:00:00.000000000,0
11424,sh,t0017548,Eviction,2014-02-18,TT1166,2009-08-05,2014-03-31,889.0,0.0,1699 days 00:00:00.000000000,0
11428,sh,t0017548,Cancel Eviction,2014-02-25,TT1166,2009-08-05,,889.0,0.0,,0
11429,sh,t0017548,Cancel Eviction,2014-03-21,TT1166,2009-08-05,,889.0,0.0,,0
11447,sh,t0017550,Notice Given,2014-06-17,TT1162,2012-08-24,2014-09-04,660.0,0.0,741 days 00:00:00.000000000,0
11448,sh,t0017550,Notice Given,2014-08-08,TT1162,2012-08-24,2014-08-08,660.0,0.0,714 days 00:00:00.000000000,0
11449,sh,t0017550,Move Out,2014-08-08,TT1162,2012-08-24,2014-08-08,660.0,0.0,714 days 00:00:00.000000000,1
11450,sh,t0017550,Deposit Change,2014-09-15,TT1162,2012-08-24,2014-08-08,660.0,0.0,714 days 00:00:00.000000000,0
11451,sh,t0017550,Deposit Accounting,2014-09-15,TT1162,2012-08-24,2014-08-08,660.0,0.0,714 days 00:00:00.000000000,0
11452,sh,t0017550,Adjust Deposit Accounting,2014-09-15,TT1162,2012-08-24,2014-08-08,660.0,0.0,714 days 00:00:00.000000000,0
11456,sh,t0017550,Cancel Notice,2014-08-08,TT1162,2012-08-24,,660.0,0.0,,0
11465,sh,t0017552,Notice Given,2014-02-28,FT5803,2013-10-11,2014-03-31,899.0,0.0,171 days 00:00:00.000000000,0
11466,sh,t0017552,Adjust Moveout Dates,2014-03-19,FT5803,2013-10-11,2014-03-19,899.0,0.0,159 days 00:00:00.000000000,0
11467,sh,t0017552,Move Out,2014-03-19,FT5803,2013-10-11,2014-03-19,899.0,0.0,159 days 00:00:00.000000000,1
11468,sh,t0017552,Deposit Change,2014-03-24,FT5803,2013-10-11,2014-03-19,899.0,0.0,159 days 00:00:00.000000000,0
11469,sh,t0017552,Deposit Accounting,2014-03-24,FT5803,2013-10-11,2014-03-19,899.0,0.0,159 days 00:00:00.000000000,0
11472,sh,t0017552,Adjust Deposit Accounting,2014-04-21,FT5803,2013-10-11,2014-03-19,899.0,0.0,159 days 00:00:00.000000000,0
11493,sh,t0017554,Notice Given,2014-01-14,FT5809,2013-02-28,2014-02-28,899.0,0.0,365 days 00:00:00.000000000,0
11494,sh,t0017554,Move Out,2014-02-28,FT5809,2013-02-28,2014-02-28,899.0,0.0,365 days 00:00:00.000000000,1
11495,sh,t0017554,Deposit Change,2014-06-26,FT5809,2013-02-28,2014-02-28,899.0,0.0,365 days 00:00:00.000000000,0
11496,sh,t0017554,Deposit Accounting,2014-06-26,FT5809,2013-02-28,2014-02-28,899.0,0.0,365 days 00:00:00.000000000,0
11520,sh,t0017556,Notice Given,2014-11-06,FT5817,2012-11-21,2014-12-05,924.0,0.0,744 days 00:00:00.000000000,0
11521,sh,t0017556,Move Out,2014-12-05,FT5817,2012-11-21,2014-12-05,924.0,0.0,744 days 00:00:00.000000000,1
11522,sh,t0017556,Deposit Change,2014-12-29,FT5817,2012-11-21,2014-12-05,924.0,0.0,744 days 00:00:00.000000000,0
11523,sh,t0017556,Deposit Accounting,2014-12-29,FT5817,2012-11-21,2014-12-05,924.0,0.0,744 days 00:00:00.000000000,0
11557,sh,t0017559,Adjust Moveout Dates,2014-08-04,FT5827,2012-10-19,2014-08-10,909.0,0.0,660 days 00:00:00.000000000,0
11558,sh,t0017559,Adjust Moveout Dates,2014-08-06,FT5827,2012-10-19,2014-08-06,909.0,0.0,656 days 00:00:00.000000000,0
11559,sh,t0017559,Move Out,2014-08-06,FT5827,2012-10-19,2014-08-06,909.0,0.0,656 days 00:00:00.000000000,1
11560,sh,t0017559,Deposit Change,2014-09-15,FT5827,2012-10-19,2014-08-06,909.0,0.0,656 days 00:00:00.000000000,0
11561,sh,t0017559,Deposit Accounting,2014-09-15,FT5827,2012-10-19,2014-08-06,909.0,0.0,656 days 00:00:00.000000000,0
11562,sh,t0017559,Eviction,2014-06-09,FT5827,2012-10-19,2014-08-04,909.0,0.0,654 days 00:00:00.000000000,0
11583,sh,t0017561,Notice Given,2013-12-30,FT5833,2012-04-27,2013-12-27,869.0,0.0,609 days 00:00:00.000000000,0
11584,sh,t0017561,Move Out,2013-12-30,FT5833,2012-04-27,2013-12-27,869.0,0.0,609 days 00:00:00.000000000,1
11585,sh,t0017561,Deposit Change,2014-01-22,FT5833,2012-04-27,2013-12-27,869.0,0.0,609 days 00:00:00.000000000,0
11586,sh,t0017561,Deposit Accounting,2014-01-22,FT5833,2012-04-27,2013-12-27,869.0,0.0,609 days 00:00:00.000000000,0
11587,sh,t0017561,Adjust Deposit Accounting,2014-04-30,FT5833,2012-04-27,2013-12-27,869.0,0.0,609 days 00:00:00.000000000,0
11607,sh,t0017563,Notice Given,2013-12-31,FT5841,2010-12-12,2013-12-31,894.0,0.0,1115 days 00:00:00.000000000,0
11608,sh,t0017563,Move Out,2014-01-03,FT5841,2010-12-12,2013-12-31,894.0,0.0,1115 days 00:00:00.000000000,1
11609,sh,t0017563,Deposit Change,2014-01-21,FT5841,2010-12-12,2013-12-31,894.0,0.0,1115 days 00:00:00.000000000,0
11610,sh,t0017563,Deposit Accounting,2014-01-21,FT5841,2010-12-12,2013-12-31,894.0,0.0,1115 days 00:00:00.000000000,0
11641,sh,t0017566,Notice Given,2014-04-16,AC1043,2013-05-16,2014-05-16,899.0,0.0,365 days 00:00:00.000000000,0
11642,sh,t0017566,Move Out,2014-05-19,AC1043,2013-05-16,2014-05-16,899.0,0.0,365 days 00:00:00.000000000,1
11643,sh,t0017566,Deposit Change,2014-06-09,AC1043,2013-05-16,2014-05-16,899.0,0.0,365 days 00:00:00.000000000,0
11644,sh,t0017566,Deposit Accounting,2014-06-09,AC1043,2013-05-16,2014-05-16,899.0,0.0,365 days 00:00:00.000000000,0
11645,sh,t0017566,Eviction,2014-02-18,AC1043,2013-05-16,2014-03-31,899.0,0.0,319 days 00:00:00.000000000,0
11646,sh,t0017566,Eviction,2014-01-20,AC1043,2013-05-16,2014-02-28,899.0,0.0,288 days 00:00:00.000000000,0
11650,sh,t0017566,Cancel Eviction,2014-01-21,AC1043,2013-05-16,,899.0,0.0,,0
11651,sh,t0017566,Cancel Eviction,2014-02-21,AC1043,2013-05-16,,899.0,0.0,,0
11665,sh,t0017568,Eviction,2014-07-18,AC1053,2013-08-19,2014-08-20,899.0,0.0,366 days 00:00:00.000000000,0
11666,sh,t0017568,Adjust Moveout Dates,2014-07-18,AC1053,2013-08-19,2014-07-18,899.0,0.0,333 days 00:00:00.000000000,0
11667,sh,t0017568,Move Out,2014-07-18,AC1053,2013-08-19,2014-07-18,899.0,0.0,333 days 00:00:00.000000000,1
11668,sh,t0017568,Deposit Change,2014-09-19,AC1053,2013-08-19,2014-07-18,899.0,0.0,333 days 00:00:00.000000000,0
11669,sh,t0017568,Deposit Accounting,2014-09-19,AC1053,2013-08-19,2014-07-18,899.0,0.0,333 days 00:00:00.000000000,0
11705,sh,t0017571,Eviction,2014-02-25,AC1061,2013-05-29,2014-04-15,899.0,0.0,321 days 00:00:00.000000000,0
11706,sh,t0017571,Eviction,2014-02-18,AC1061,2013-05-29,2014-03-31,899.0,0.0,306 days 00:00:00.000000000,0
11707,sh,t0017571,Notice Given,2014-02-28,AC1061,2013-05-29,2014-02-28,899.0,0.0,275 days 00:00:00.000000000,0
11708,sh,t0017571,Move Out,2014-02-28,AC1061,2013-05-29,2014-02-28,899.0,0.0,275 days 00:00:00.000000000,1
11709,sh,t0017571,Deposit Change,2014-03-24,AC1061,2013-05-29,2014-02-28,899.0,0.0,275 days 00:00:00.000000000,0
11710,sh,t0017571,Deposit Accounting,2014-03-24,AC1061,2013-05-29,2014-02-28,899.0,0.0,275 days 00:00:00.000000000,0
11711,sh,t0017571,Adjust Deposit Accounting,2014-03-24,AC1061,2013-05-29,2014-02-28,899.0,0.0,275 days 00:00:00.000000000,0
11712,sh,t0017571,Adjust Deposit Accounting,2014-05-16,AC1061,2013-05-29,2014-02-28,899.0,0.0,275 days 00:00:00.000000000,0
11716,sh,t0017571,Cancel Eviction,2014-02-25,AC1061,2013-05-29,,899.0,0.0,,0
11717,sh,t0017571,Cancel Eviction,2014-02-28,AC1061,2013-05-29,,899.0,0.0,,0
11718,sh,t0017572,Notice Given,2014-05-19,AC1063,2013-05-30,2014-06-18,899.0,0.0,384 days 00:00:00.000000000,0
11719,sh,t0017572,Move Out,2014-06-19,AC1063,2013-05-30,2014-06-18,899.0,0.0,384 days 00:00:00.000000000,1
11720,sh,t0017572,Deposit Change,2014-10-21,AC1063,2013-05-30,2014-06-18,899.0,0.0,384 days 00:00:00.000000000,0
11721,sh,t0017572,Deposit Accounting,2014-10-21,AC1063,2013-05-30,2014-06-18,899.0,0.0,384 days 00:00:00.000000000,0
11722,sh,t0017572,Adjust Deposit Accounting,2014-10-21,AC1063,2013-05-30,2014-06-18,899.0,0.0,384 days 00:00:00.000000000,0
11726,sh,t0017573,Notice Given,2014-10-30,AC1065,2013-11-23,2014-11-30,899.0,0.0,372 days 00:00:00.000000000,0
11727,sh,t0017573,Move Out,2014-11-30,AC1065,2013-11-23,2014-11-30,899.0,0.0,372 days 00:00:00.000000000,1
11728,sh,t0017573,Deposit Change,2014-12-23,AC1065,2013-11-23,2014-11-30,899.0,0.0,372 days 00:00:00.000000000,0
11729,sh,t0017573,Deposit Accounting,2014-12-23,AC1065,2013-11-23,2014-11-30,899.0,0.0,372 days 00:00:00.000000000,0
11730,sh,t0017573,Adjust Deposit Accounting,2014-12-23,AC1065,2013-11-23,2014-11-30,899.0,0.0,372 days 00:00:00.000000000,0
11734,sh,t0017574,Adjust Moveout Dates,2014-09-04,AC1071,2013-11-22,2014-09-11,899.0,0.0,293 days 00:00:00.000000000,0
11735,sh,t0017574,Move Out,2014-09-11,AC1071,2013-11-22,2014-09-11,899.0,0.0,293 days 00:00:00.000000000,1
11736,sh,t0017574,Deposit Change,2014-09-25,AC1071,2013-11-22,2014-09-11,899.0,0.0,293 days 00:00:00.000000000,0
11737,sh,t0017574,Deposit Accounting,2014-09-25,AC1071,2013-11-22,2014-09-11,899.0,0.0,293 days 00:00:00.000000000,0
11738,sh,t0017574,Adjust Deposit Accounting,2014-12-03,AC1071,2013-11-22,2014-09-11,899.0,0.0,293 days 00:00:00.000000000,0
11739,sh,t0017574,Adjust Moveout Dates,2014-08-22,AC1071,2013-11-22,2014-09-05,899.0,0.0,287 days 00:00:00.000000000,0
11740,sh,t0017574,Adjust Moveout Dates,2014-08-11,AC1071,2013-11-22,2014-08-22,899.0,0.0,273 days 00:00:00.000000000,0
11741,sh,t0017574,Adjust Moveout Dates,2014-08-04,AC1071,2013-11-22,2014-08-11,899.0,0.0,262 days 00:00:00.000000000,0
11742,sh,t0017574,Eviction,2014-06-09,AC1071,2013-11-22,2014-08-04,899.0,0.0,255 days 00:00:00.000000000,0
11743,sh,t0017574,Eviction,2014-04-15,AC1071,2013-11-22,2014-05-30,899.0,0.0,189 days 00:00:00.000000000,0
11744,sh,t0017574,Eviction,2014-02-25,AC1071,2013-11-22,2014-04-15,899.0,0.0,144 days 00:00:00.000000000,0
11745,sh,t0017574,Eviction,2014-02-18,AC1071,2013-11-22,2014-03-31,899.0,0.0,129 days 00:00:00.000000000,0
11749,sh,t0017574,Cancel Eviction,2014-02-25,AC1071,2013-11-22,,899.0,0.0,,0
11750,sh,t0017574,Cancel Eviction,2014-03-07,AC1071,2013-11-22,,899.0,0.0,,0
11751,sh,t0017574,Cancel Eviction,2014-05-19,AC1071,2013-11-22,,899.0,0.0,,0
11752,sh,t0017575,Notice Given,2014-07-10,AC1075,2013-08-31,2014-07-31,899.0,0.0,334 days 00:00:00.000000000,0
11753,sh,t0017575,Move Out,2014-08-01,AC1075,2013-08-31,2014-07-31,899.0,0.0,334 days 00:00:00.000000000,1
11754,sh,t0017575,Deposit Change,2014-08-11,AC1075,2013-08-31,2014-07-31,899.0,0.0,334 days 00:00:00.000000000,0
11755,sh,t0017575,Deposit Accounting,2014-08-11,AC1075,2013-08-31,2014-07-31,899.0,0.0,334 days 00:00:00.000000000,0
11756,sh,t0017575,Adjust Deposit Accounting,2014-08-11,AC1075,2013-08-31,2014-07-31,899.0,0.0,334 days 00:00:00.000000000,0
