ResUnitStatus,,,,,,,,,,,,,,,,,,,,,
Property_Code,Ref_Property_ID,StartDate,EndDate,Unit_Code,Date,Status,Tenant_Code,Ext_Ref_Tenant_Id,ApplyDate,ApproveDate,SignDate,MoveInDate,MoveOutDate,LeaseFromDate,LeaseToDate,NoticeDate,AvailableDate,RentReady,VacantDate,ReadyDate,Ref_Unit_Id
sh,,5/9/2016,5/15/2016,TH5843,5/9/2016,Vacant Unrented Ready,t0017415,,8/21/2013,,8/21/2013,8/21/2013,7/9/2015,9/1/2014,8/31/2015,4/25/2015,10/26/2015,1,7/9/2015,10/26/2015,
sh,,4/17/2014,5/19/2014,TH5847,4/17/2014,Occupied No Notice,t0017416,,3/27/2013,,3/27/2013,3/27/2013,,4/14/2014,4/30/2015,,,0,7/10/2014,5/30/2014,
sh,,7/17/2014,9/11/2014,TH5847,8/8/2014,Occupied No Notice,t0017416,,3/27/2013,,3/27/2013,3/27/2013,,4/14/2014,4/30/2015,,,0,10/31/2014,9/5/2014,
sh,,9/12/2014,10/9/2014,TH5847,9/24/2014,Occupied No Notice,t0017416,,3/27/2013,,3/27/2013,3/27/2013,,4/14/2014,4/30/2015,,,0,11/30/2014,10/31/2014,
sh,,9/12/2014,9/12/2014,TH5847,9/12/2014,Notice Unrented,t0017416,,3/27/2013,,3/27/2013,3/27/2013,10/31/2014,4/14/2014,4/30/2015,9/12/2014,10/31/2014,0,10/31/2014,10/31/2014,
sh,,7/17/2014,7/17/2014,TH5847,7/17/2014,Notice Unrented,t0017416,,3/27/2013,,3/27/2013,3/27/2013,9/5/2014,4/14/2014,4/30/2015,7/17/2014,9/5/2014,0,9/5/2014,9/5/2014,
sh,,5/20/2014,6/8/2014,TH5847,5/30/2014,Occupied No Notice,t0017416,,3/27/2013,,3/27/2013,3/27/2013,,4/14/2014,4/30/2015,,,0,8/4/2014,7/10/2014,
sh,,6/9/2014,6/9/2014,TH5847,6/9/2014,Notice Unrented,t0017416,,3/27/2013,,3/27/2013,3/27/2013,8/4/2014,4/14/2014,4/30/2015,6/9/2014,8/4/2014,0,8/4/2014,8/4/2014,
sh,,6/9/2014,7/16/2014,TH5847,6/12/2014,Occupied No Notice,t0017416,,3/27/2013,,3/27/2013,3/27/2013,,4/14/2014,4/30/2015,,,0,9/5/2014,8/4/2014,
sh,,5/20/2014,5/20/2014,TH5847,5/27/2014,Notice Unrented,t0017416,,3/27/2013,,3/27/2013,3/27/2013,7/10/2014,4/14/2014,4/30/2015,5/20/2014,7/10/2014,0,7/10/2014,7/10/2014,
sh,,4/17/2014,4/17/2014,TH5847,4/17/2014,Notice Unrented,t0017416,,3/27/2013,,3/27/2013,3/27/2013,5/30/2014,3/27/2013,3/31/2014,4/17/2014,5/30/2014,0,5/30/2014,5/30/2014,
sh,,2/18/2014,4/16/2014,TH5847,3/20/2014,Occupied No Notice,t0017416,,3/27/2013,,3/27/2013,3/27/2013,,3/27/2013,3/31/2014,,,0,5/30/2014,4/15/2014,
sh,,2/18/2014,2/18/2014,TH5847,2/25/2014,Occupied No Notice,t0017416,,3/27/2013,,3/27/2013,3/27/2013,,3/27/2013,3/31/2014,,,0,4/15/2014,3/31/2014,
sh,,2/18/2014,2/18/2014,TH5847,2/25/2014,Notice Unrented,t0017416,,3/27/2013,,3/27/2013,3/27/2013,4/15/2014,3/27/2013,3/31/2014,2/18/2014,4/15/2014,0,4/15/2014,4/15/2014,
sh,,2/18/2014,2/18/2014,TH5847,2/18/2014,Notice Unrented,t0017416,,3/27/2013,,3/27/2013,3/27/2013,3/31/2014,3/27/2013,3/31/2014,2/18/2014,3/31/2014,0,3/31/2014,3/31/2014,
sh,,3/27/2013,2/17/2014,TH5847,12/26/2013,Occupied No Notice,t0017416,,3/27/2013,,3/27/2013,3/27/2013,,3/27/2013,3/31/2014,,,0,3/31/2014,12/19/2013,
sh,,3/12/2015,3/29/2015,TH5847,3/12/2015,Vacant Unrented Not Ready,t0017416,,3/27/2013,,3/27/2013,3/27/2013,3/12/2015,4/14/2014,4/30/2015,12/15/2014,3/12/2015,0,3/12/2015,3/12/2015,
sh,,10/10/2014,10/10/2014,TH5847,10/10/2014,Notice Unrented,t0017416,,3/27/2013,,3/27/2013,3/27/2013,11/30/2014,4/14/2014,4/30/2015,10/10/2014,11/30/2014,0,11/30/2014,11/30/2014,
sh,,12/15/2014,3/11/2015,TH5847,12/22/2014,Notice Unrented,t0017416,,3/27/2013,,3/27/2013,3/27/2013,3/12/2015,4/14/2014,4/30/2015,12/15/2014,3/12/2015,0,3/12/2015,3/12/2015,
sh,,10/10/2014,12/14/2014,TH5847,11/17/2014,Occupied No Notice,t0017416,,3/27/2013,,3/27/2013,3/27/2013,,4/14/2014,4/30/2015,,,0,1/31/2015,11/30/2014,
sh,,11/3/2014,11/30/2014,TH5801,11/5/2014,Vacant Unrented Not Ready,t0017417,,10/31/2013,,10/31/2013,10/31/2013,11/3/2014,10/31/2013,10/30/2014,10/2/2014,11/3/2014,0,11/3/2014,11/3/2014,
sh,,10/31/2013,10/1/2014,TH5801,12/26/2013,Occupied No Notice,t0017417,,10/31/2013,,10/31/2013,10/31/2013,,10/31/2013,10/30/2014,,,0,10/31/2014,12/19/2013,
sh,,10/2/2014,11/2/2014,TH5801,10/3/2014,Notice Unrented,t0017417,,10/31/2013,,10/31/2013,10/31/2013,11/3/2014,10/31/2013,10/30/2014,10/2/2014,11/3/2014,0,11/3/2014,11/3/2014,
sh,,8/24/2013,6/19/2018,TH5803,12/26/2013,Occupied No Notice,t0040662,,8/24/2013,,8/24/2013,8/24/2013,,9/1/2017,8/31/2018,,,0,8/31/2018,12/19/2013,
sh,,6/20/2018,6/20/2018,TH5803,6/20/2018,Notice Unrented,t0040662,,8/24/2013,,8/24/2013,8/24/2013,9/14/2018,9/1/2017,8/31/2018,9/1/2018,9/10/2018,0,9/14/2018,9/24/2018,
sh,,9/14/2018,9/14/2018,TH5803,9/14/2018,Notice Unrented,t0040662,,8/24/2013,,8/24/2013,8/24/2013,9/1/2018,9/1/2017,8/31/2018,9/1/2018,9/11/2018,0,9/1/2018,9/11/2018,
sh,,9/1/2018,9/19/2018,TH5803,9/19/2018,Vacant Unrented Not Ready,t0040662,,8/24/2013,,8/24/2013,8/24/2013,9/1/2018,9/1/2017,8/31/2018,9/1/2018,9/19/2018,0,9/1/2018,9/19/2018,
sh,,10/5/2018,10/17/2018,TH5803,10/5/2018,Vacant Unrented Ready,t0040662,,8/24/2013,,8/24/2013,8/24/2013,9/1/2018,9/1/2017,8/31/2018,9/1/2018,10/5/2018,-1,,10/5/2018,
sh,,10/3/2018,10/4/2018,TH5803,10/3/2018,Vacant Unrented Not Ready,t0040662,,8/24/2013,,8/24/2013,8/24/2013,9/1/2018,9/1/2017,8/31/2018,9/1/2018,10/3/2018,0,,10/3/2018,
sh,,9/30/2018,10/1/2018,TH5803,9/30/2018,Vacant Unrented Not Ready,t0040662,,8/24/2013,,8/24/2013,8/24/2013,9/1/2018,9/1/2017,8/31/2018,9/1/2018,9/30/2018,0,,9/30/2018,
sh,,10/24/2018,10/24/2018,TH5803,10/24/2018,Vacant Unrented Ready,t0040662,,8/24/2013,,8/24/2013,8/24/2013,9/1/2018,9/1/2017,8/31/2018,9/1/2018,10/24/2018,-1,,10/24/2018,
sh,,6/30/2013,4/22/2015,TH5805,12/26/2013,Occupied No Notice,t0017419,,6/30/2013,,6/30/2013,6/30/2013,,7/1/2014,6/30/2015,,,0,6/30/2015,12/19/2013,
sh,,4/23/2015,6/21/2015,TH5805,4/23/2015,Notice Unrented,t0017419,,6/30/2013,,6/30/2013,6/30/2013,6/30/2015,7/1/2014,6/30/2015,4/23/2015,6/30/2015,0,6/30/2015,6/30/2015,
sh,,11/17/2014,11/17/2014,TH5807,11/17/2014,Notice Unrented,t0017420,,2/28/2013,,2/28/2013,2/28/2013,12/30/2014,2/28/2013,2/28/2014,11/17/2014,12/30/2014,0,12/30/2014,12/30/2014,
sh,,10/10/2014,11/16/2014,TH5807,10/13/2014,Occupied No Notice,t0017420,,2/28/2013,,2/28/2013,2/28/2013,,2/28/2013,2/28/2014,,,0,12/30/2014,11/30/2014,
sh,,10/10/2014,10/10/2014,TH5807,10/10/2014,Notice Unrented,t0017420,,2/28/2013,,2/28/2013,2/28/2013,11/30/2014,2/28/2013,2/28/2014,10/10/2014,11/30/2014,0,11/30/2014,11/30/2014,
sh,,11/17/2014,11/17/2014,TH5807,12/8/2014,Occupied No Notice,t0017420,,2/28/2013,,2/28/2013,2/28/2013,,2/28/2013,2/28/2014,,,0,1/31/2015,12/30/2014,
sh,,1/1/2014,2/18/2015,TH5807,2/19/2015,Occupied No Notice,t0017420,,2/28/2013,,2/28/2013,2/28/2013,,2/28/2013,2/28/2014,,,0,2/19/2015,2/28/2015,
sh,,2/19/2015,2/19/2015,TH5807,2/19/2015,Notice Unrented,t0017420,,2/28/2013,,2/28/2013,2/28/2013,2/19/2015,2/28/2013,2/28/2014,2/19/2015,2/19/2015,0,2/19/2015,2/19/2015,
sh,,2/19/2015,2/22/2015,TH5807,2/19/2015,Vacant Unrented Not Ready,t0017420,,2/28/2013,,2/28/2013,2/28/2013,2/19/2015,2/28/2013,2/28/2014,2/19/2015,2/19/2015,0,2/19/2015,2/19/2015,
sh,,1/1/2014,1/1/2014,TH5807,1/9/2015,Notice Unrented,t0017420,,2/28/2013,,2/28/2013,2/28/2013,2/28/2015,2/28/2013,2/28/2014,1/1/2014,2/28/2015,0,2/28/2015,2/28/2015,
sh,,2/28/2013,2/17/2014,TH5807,12/26/2013,Occupied No Notice,t0017420,,2/28/2013,,2/28/2013,2/28/2013,,2/28/2013,2/28/2014,,,0,3/31/2014,12/19/2013,
sh,,7/17/2014,7/17/2014,TH5807,7/17/2014,Notice Unrented,t0017420,,2/28/2013,,2/28/2013,2/28/2013,9/5/2014,2/28/2013,2/28/2014,7/17/2014,9/5/2014,0,9/5/2014,9/5/2014,
sh,,7/17/2014,10/9/2014,TH5807,7/21/2014,Occupied No Notice,t0017420,,2/28/2013,,2/28/2013,2/28/2013,,2/28/2013,2/28/2014,,,0,11/30/2014,9/5/2014,
sh,,2/18/2014,2/18/2014,TH5807,2/18/2014,Notice Unrented,t0017420,,2/28/2013,,2/28/2013,2/28/2013,3/31/2014,2/28/2013,2/28/2014,2/18/2014,3/31/2014,0,3/31/2014,3/31/2014,
sh,,2/18/2014,2/18/2014,TH5807,2/25/2014,Occupied No Notice,t0017420,,2/28/2013,,2/28/2013,2/28/2013,,2/28/2013,2/28/2014,,,0,4/15/2014,3/31/2014,
sh,,2/18/2014,2/18/2014,TH5807,2/25/2014,Notice Unrented,t0017420,,2/28/2013,,2/28/2013,2/28/2013,4/15/2014,2/28/2013,2/28/2014,2/18/2014,4/15/2014,0,4/15/2014,4/15/2014,
sh,,2/18/2014,7/16/2014,TH5807,3/10/2014,Occupied No Notice,t0017420,,2/28/2013,,2/28/2013,2/28/2013,,2/28/2013,2/28/2014,,,0,9/5/2014,4/15/2014,
sh,,2/28/2014,3/24/2014,TH5809,3/3/2014,Vacant Unrented Not Ready,t0017421,,3/1/2013,,3/1/2013,2/19/2010,2/28/2014,3/1/2013,2/16/2014,1/14/2014,2/28/2014,0,2/28/2014,2/28/2014,
sh,,1/14/2014,1/14/2014,TH5809,2/26/2014,Occupied No Notice,t0017421,,3/1/2013,,3/1/2013,2/19/2010,,3/1/2013,2/16/2014,,,0,3/1/2014,2/16/2014,
sh,,1/14/2014,2/27/2014,TH5809,2/27/2014,Notice Unrented,t0017421,,3/1/2013,,3/1/2013,2/19/2010,2/28/2014,3/1/2013,2/16/2014,1/14/2014,2/28/2014,0,2/28/2014,2/28/2014,
sh,,3/25/2014,4/20/2014,TH5809,3/25/2014,Vacant Unrented Ready,t0017421,,3/1/2013,,3/1/2013,2/19/2010,2/28/2014,3/1/2013,2/16/2014,1/14/2014,3/25/2014,1,2/28/2014,3/25/2014,
sh,,2/19/2010,1/13/2014,TH5809,12/26/2013,Occupied No Notice,t0017421,,3/1/2013,,3/1/2013,2/19/2010,,3/1/2013,2/16/2014,,,0,2/16/2014,12/19/2013,
sh,,1/14/2014,1/14/2014,TH5809,1/14/2014,Notice Unrented,t0017421,,3/1/2013,,3/1/2013,2/19/2010,2/16/2014,3/1/2013,2/16/2014,1/14/2014,2/16/2014,0,2/16/2014,2/16/2014,
sh,,2/28/2013,1/23/2014,TH5813,12/26/2013,Occupied No Notice,t0017422,,2/28/2013,,2/28/2013,2/28/2013,,2/28/2013,2/28/2014,,,0,2/28/2014,12/19/2013,
sh,,1/24/2014,2/26/2014,TH5813,1/24/2014,Notice Unrented,t0017422,,2/28/2013,,2/28/2013,2/28/2013,2/28/2014,2/28/2013,2/28/2014,1/24/2014,2/28/2014,0,2/28/2014,2/28/2014,
sh,,11/30/2012,9/5/2016,TH5815,12/26/2013,Occupied No Notice,t0017423,,12/1/2013,,12/1/2013,11/30/2012,,11/30/2015,11/29/2016,,,0,11/29/2016,12/19/2013,
sh,,9/6/2016,11/29/2016,TH5815,9/6/2016,Notice Unrented,t0017423,,12/1/2013,,12/1/2013,11/30/2012,11/30/2016,11/30/2015,11/29/2016,9/6/2016,12/10/2016,0,11/30/2016,12/10/2016,
sh,,11/30/2016,12/27/2016,TH5815,11/30/2016,Vacant Unrented Not Ready,t0017423,,12/1/2013,,12/1/2013,11/30/2012,11/30/2016,11/30/2015,11/29/2016,9/6/2016,12/10/2016,0,11/30/2016,12/10/2016,
sh,,12/27/2016,1/13/2017,TH5815,12/27/2016,Vacant Unrented Ready,t0017423,,12/1/2013,,12/1/2013,11/30/2012,11/30/2016,11/30/2015,11/29/2016,9/6/2016,12/10/2016,1,11/30/2016,12/27/2016,
sh,,5/22/2013,3/3/2014,TH5817,12/26/2013,Occupied No Notice,t0017424,,5/22/2013,,5/22/2013,5/22/2013,,5/22/2013,5/21/2014,,,0,6/1/2014,12/19/2013,
sh,,3/4/2014,5/31/2014,TH5817,3/14/2014,Notice Unrented,t0017424,,5/22/2013,,5/22/2013,5/22/2013,6/1/2014,5/22/2013,5/21/2014,3/4/2014,6/1/2014,0,6/1/2014,6/1/2014,
sh,,6/1/2014,6/15/2014,TH5817,6/2/2014,Vacant Unrented Not Ready,t0017424,,5/22/2013,,5/22/2013,5/22/2013,6/1/2014,5/22/2013,5/21/2014,3/4/2014,6/1/2014,0,6/1/2014,6/1/2014,
sh,,1/26/2013,11/30/2014,TH5819,12/26/2013,Occupied No Notice,t0017425,,1/26/2013,,1/26/2013,1/26/2013,,2/1/2014,1/31/2015,,,0,1/30/2015,12/19/2013,
sh,,12/1/2014,2/1/2015,TH5819,2/2/2015,Occupied No Notice,t0017425,,1/26/2013,,1/26/2013,1/26/2013,,2/1/2014,1/31/2015,,,0,2/2/2015,2/7/2015,
sh,,2/2/2015,2/2/2015,TH5819,2/2/2015,Notice Unrented,t0017425,,1/26/2013,,1/26/2013,1/26/2013,2/2/2015,2/1/2014,1/31/2015,2/2/2015,2/2/2015,0,2/2/2015,2/2/2015,
sh,,2/2/2015,2/17/2015,TH5819,2/2/2015,Vacant Unrented Not Ready,t0017425,,1/26/2013,,1/26/2013,1/26/2013,2/2/2015,2/1/2014,1/31/2015,2/2/2015,2/2/2015,0,2/2/2015,2/2/2015,
sh,,12/1/2014,12/1/2014,TH5819,12/9/2014,Notice Unrented,t0017425,,1/26/2013,,1/26/2013,1/26/2013,2/7/2015,2/1/2014,1/31/2015,12/1/2014,2/7/2015,0,2/7/2015,2/7/2015,
sh,,11/2/2012,1/1/2014,TH5821,12/26/2013,Occupied No Notice,t0017426,,12/1/2013,,12/1/2013,11/2/2012,,12/1/2013,12/31/2013,,,0,1/2/2014,12/19/2013,
sh,,1/2/2014,1/2/2014,TH5821,1/2/2014,Notice Unrented,t0017426,,12/1/2013,,12/1/2013,11/2/2012,1/2/2014,12/1/2013,12/31/2013,1/2/2014,1/2/2014,0,1/2/2014,1/2/2014,
sh,,1/2/2014,1/9/2014,TH5821,1/2/2014,Vacant Unrented Not Ready,t0017426,,12/1/2013,,12/1/2013,11/2/2012,1/2/2014,12/1/2013,12/31/2013,1/2/2014,1/2/2014,0,1/2/2014,1/2/2014,
sh,,6/13/2013,11/25/2014,TH5823,12/26/2013,Occupied No Notice,t0017427,,6/13/2013,,6/13/2013,6/13/2013,,6/13/2014,6/30/2015,,,0,1/26/2015,12/19/2013,
sh,,11/26/2014,1/6/2015,TH5823,11/29/2014,Notice Unrented,t0017427,,6/13/2013,,6/13/2013,6/13/2013,1/7/2015,6/13/2014,6/30/2015,11/26/2014,1/7/2015,0,1/7/2015,1/7/2015,
sh,,2/10/2015,2/15/2015,TH5823,2/10/2015,Vacant Unrented Ready,t0017427,,6/13/2013,,6/13/2013,6/13/2013,1/7/2015,6/13/2014,6/30/2015,11/26/2014,2/10/2015,1,1/7/2015,2/10/2015,
sh,,1/7/2015,2/9/2015,TH5823,1/7/2015,Vacant Unrented Not Ready,t0017427,,6/13/2013,,6/13/2013,6/13/2013,1/7/2015,6/13/2014,6/30/2015,11/26/2014,1/7/2015,0,1/7/2015,1/7/2015,
sh,,8/31/2015,10/11/2015,TH5773,10/13/2015,Occupied No Notice,t0017428,,7/31/2013,,7/31/2013,7/31/2013,,10/1/2014,9/30/2015,,,0,10/31/2015,10/31/2015,
sh,,10/12/2015,10/14/2015,TH5773,10/13/2015,Notice Unrented,t0017428,,7/31/2013,,7/31/2013,7/31/2013,10/15/2015,10/1/2014,9/30/2015,10/12/2015,10/15/2015,0,10/15/2015,10/15/2015,
sh,,10/15/2015,1/15/2016,TH5773,10/15/2015,Vacant Unrented Not Ready,t0017428,,7/31/2013,,7/31/2013,7/31/2013,10/15/2015,10/1/2014,9/30/2015,10/12/2015,10/15/2015,0,10/15/2015,10/15/2015,
sh,,8/31/2015,8/31/2015,TH5773,8/31/2015,Notice Unrented,t0017428,,7/31/2013,,7/31/2013,7/31/2013,10/31/2015,10/1/2014,9/30/2015,8/31/2015,10/31/2015,0,10/31/2015,10/31/2015,
sh,,1/15/2016,1/15/2016,TH5773,1/15/2016,Vacant Unrented Ready,t0017428,,7/31/2013,,7/31/2013,7/31/2013,10/15/2015,10/1/2014,9/30/2015,10/12/2015,10/15/2015,1,10/15/2015,1/15/2016,
sh,,7/31/2013,4/28/2014,TH5773,12/26/2013,Occupied No Notice,t0017428,,7/31/2013,,7/31/2013,7/31/2013,,7/31/2013,7/30/2014,,,0,7/30/2014,12/19/2013,
sh,,4/29/2014,8/17/2014,TH5773,7/31/2014,Occupied No Notice,t0017428,,7/31/2013,,7/31/2013,7/31/2013,,7/31/2013,7/30/2014,,,0,9/30/2014,7/31/2014,
sh,,7/29/2014,7/29/2014,TH5773,7/29/2014,Notice Unrented,t0017428,,7/31/2013,,7/31/2013,7/31/2013,7/31/2014,7/31/2013,7/30/2014,4/29/2014,7/31/2014,0,7/30/2014,7/31/2014,
sh,,8/18/2014,8/30/2015,TH5773,9/22/2014,Occupied No Notice,t0017428,,7/31/2013,,7/31/2013,7/31/2013,,10/1/2014,9/30/2015,,,0,10/31/2015,9/30/2014,
sh,,8/18/2014,8/18/2014,TH5773,8/18/2014,Notice Unrented,t0017428,,7/31/2013,,7/31/2013,7/31/2013,9/30/2014,7/31/2013,7/30/2014,8/18/2014,9/30/2014,0,9/30/2014,9/30/2014,
sh,,4/29/2014,6/4/2014,TH5773,4/29/2014,Notice Unrented,t0017428,,7/31/2013,,7/31/2013,7/31/2013,7/31/2014,7/31/2013,7/30/2014,4/29/2014,7/30/2014,0,7/31/2014,7/31/2014,
sh,,5/1/2013,12/11/2014,TH5775,12/26/2013,Occupied No Notice,t0017429,,5/1/2013,,5/1/2013,5/1/2013,,5/1/2014,4/30/2015,,,0,4/30/2015,12/19/2013,
sh,,1/7/2015,2/9/2015,TH5775,1/7/2015,Vacant Unrented Not Ready,t0017429,,5/1/2013,,5/1/2013,5/1/2013,1/7/2015,5/1/2014,4/30/2015,12/12/2014,1/7/2015,0,1/7/2015,1/7/2015,
sh,,12/12/2014,1/6/2015,TH5775,1/5/2015,Notice Unrented,t0017429,,5/1/2013,,5/1/2013,5/1/2013,1/7/2015,5/1/2014,4/30/2015,12/12/2014,1/7/2015,0,1/7/2015,1/7/2015,
sh,,2/10/2015,3/19/2015,TH5775,2/10/2015,Vacant Unrented Ready,t0017429,,5/1/2013,,5/1/2013,5/1/2013,1/7/2015,5/1/2014,4/30/2015,12/12/2014,2/10/2015,1,1/7/2015,2/10/2015,
sh,,8/24/2012,1/27/2014,TH5777,12/26/2013,Occupied No Notice,t0017430,,12/1/2013,,12/1/2013,8/24/2012,,12/1/2013,12/31/2013,,,0,2/28/2014,12/19/2013,
sh,,5/1/2014,5/5/2014,TH5777,5/1/2014,Vacant Unrented Ready,t0017430,,12/1/2013,,12/1/2013,8/24/2012,3/3/2014,12/1/2013,12/31/2013,3/3/2014,4/29/2014,1,3/3/2014,4/29/2014,
sh,,3/3/2014,3/3/2014,TH5777,3/3/2014,Notice Unrented,t0017430,,12/1/2013,,12/1/2013,8/24/2012,3/3/2014,12/1/2013,12/31/2013,3/3/2014,3/3/2014,0,3/3/2014,3/3/2014,
sh,,3/3/2014,3/30/2014,TH5777,3/3/2014,Vacant Unrented Not Ready,t0017430,,12/1/2013,,12/1/2013,8/24/2012,3/3/2014,12/1/2013,12/31/2013,3/3/2014,3/3/2014,0,3/3/2014,3/3/2014,
sh,,1/28/2014,1/28/2014,TH5777,1/28/2014,Notice Unrented,t0017430,,12/1/2013,,12/1/2013,8/24/2012,2/28/2014,12/1/2013,12/31/2013,1/28/2014,2/28/2014,0,2/28/2014,2/28/2014,
sh,,1/28/2014,3/2/2014,TH5777,2/17/2014,Occupied No Notice,t0017430,,12/1/2013,,12/1/2013,8/24/2012,,12/1/2013,12/31/2013,,,0,3/3/2014,2/28/2014,
sh,,10/25/2014,10/26/2014,TH5779,10/25/2014,Vacant Unrented Ready,t0017431,,9/1/2013,,9/1/2013,8/31/2012,9/1/2014,9/1/2013,8/30/2014,7/29/2014,9/25/2014,1,9/1/2014,9/25/2014,
sh,,2/18/2014,2/18/2014,TH5779,2/18/2014,Notice Unrented,t0017431,,9/1/2013,,9/1/2013,8/31/2012,3/31/2014,9/1/2013,8/30/2014,2/18/2014,3/31/2014,0,3/31/2014,3/31/2014,
sh,,2/18/2014,7/28/2014,TH5779,2/28/2014,Occupied No Notice,t0017431,,9/1/2013,,9/1/2013,8/31/2012,,9/1/2013,8/30/2014,,,0,8/31/2014,4/15/2014,
sh,,2/18/2014,2/18/2014,TH5779,2/25/2014,Occupied No Notice,t0017431,,9/1/2013,,9/1/2013,8/31/2012,,9/1/2013,8/30/2014,,,0,4/15/2014,3/31/2014,
sh,,2/18/2014,2/18/2014,TH5779,2/25/2014,Notice Unrented,t0017431,,9/1/2013,,9/1/2013,8/31/2012,4/15/2014,9/1/2013,8/30/2014,2/18/2014,4/15/2014,0,4/15/2014,4/15/2014,
sh,,9/1/2014,9/28/2014,TH5779,9/2/2014,Vacant Unrented Not Ready,t0017431,,9/1/2013,,9/1/2013,8/31/2012,9/1/2014,9/1/2013,8/30/2014,7/29/2014,9/1/2014,0,9/1/2014,9/1/2014,
sh,,9/29/2014,10/21/2014,TH5779,9/29/2014,Vacant Unrented Ready,t0017431,,9/1/2013,,9/1/2013,8/31/2012,9/1/2014,9/1/2013,8/30/2014,7/29/2014,9/25/2014,1,9/1/2014,9/25/2014,
sh,,7/29/2014,8/31/2014,TH5779,7/29/2014,Notice Unrented,t0017431,,9/1/2013,,9/1/2013,8/31/2012,9/1/2014,9/1/2013,8/30/2014,7/29/2014,9/1/2014,0,9/1/2014,9/1/2014,
sh,,8/31/2012,2/17/2014,TH5779,12/26/2013,Occupied No Notice,t0017431,,9/1/2013,,9/1/2013,8/31/2012,,9/1/2013,8/30/2014,,,0,3/31/2014,12/19/2013,
sh,,6/28/2013,7/16/2014,TH5783,12/26/2013,Occupied No Notice,t0017432,,6/28/2013,,6/28/2013,6/28/2013,,6/28/2013,9/26/2014,,,0,8/26/2014,12/19/2013,
sh,,7/17/2014,9/29/2014,TH5783,7/17/2014,Notice Unrented,t0017432,,6/28/2013,,6/28/2013,6/28/2013,9/30/2014,6/28/2013,9/26/2014,7/17/2014,9/30/2014,0,9/30/2014,9/30/2014,
sh,,9/30/2014,10/19/2014,TH5783,9/30/2014,Vacant Unrented Not Ready,t0017432,,6/28/2013,,6/28/2013,6/28/2013,9/30/2014,6/28/2013,9/26/2014,7/17/2014,9/30/2014,0,9/30/2014,9/30/2014,
sh,,10/29/2014,10/30/2014,TH5783,10/29/2014,Vacant Unrented Ready,t0017432,,6/28/2013,,6/28/2013,6/28/2013,9/30/2014,6/28/2013,9/26/2014,7/17/2014,10/10/2014,1,9/30/2014,10/10/2014,
sh,,4/1/2016,4/12/2016,TH5785,4/1/2016,Vacant Unrented Not Ready,t0017433,,4/12/2013,,4/12/2013,4/12/2013,4/1/2016,4/1/2015,3/31/2016,1/30/2016,4/1/2016,0,4/1/2016,4/1/2016,
sh,,4/12/2013,1/29/2016,TH5785,12/26/2013,Occupied No Notice,t0017433,,4/12/2013,,4/12/2013,4/12/2013,,4/1/2015,3/31/2016,,,0,3/31/2016,12/19/2013,
sh,,1/30/2016,3/31/2016,TH5785,1/30/2016,Notice Unrented,t0017433,,4/12/2013,,4/12/2013,4/12/2013,4/1/2016,4/1/2015,3/31/2016,1/30/2016,4/1/2016,0,4/1/2016,4/1/2016,
sh,,11/1/2016,11/14/2016,TH5787,11/1/2016,Vacant Unrented Ready,t0017434,,8/1/2013,,8/1/2013,8/15/2012,10/14/2016,9/1/2016,8/31/2017,10/11/2016,10/24/2016,-1,10/14/2016,10/24/2016,
sh,,10/11/2016,10/13/2016,TH5787,10/11/2016,Notice Unrented,t0017434,,8/1/2013,,8/1/2013,8/15/2012,10/14/2016,9/1/2016,8/31/2017,10/11/2016,10/24/2016,0,10/14/2016,10/24/2016,
sh,,8/15/2012,12/14/2014,TH5787,12/26/2013,Occupied No Notice,t0017434,,8/1/2013,,8/1/2013,8/15/2012,,8/15/2014,8/31/2015,,,0,1/31/2015,12/19/2013,
sh,,12/15/2014,12/15/2014,TH5787,12/16/2014,Notice Unrented,t0017434,,8/1/2013,,8/1/2013,8/15/2012,1/31/2015,8/15/2014,8/31/2015,12/15/2014,1/31/2015,0,1/31/2015,1/31/2015,
sh,,12/15/2014,10/10/2016,TH5787,12/18/2014,Occupied No Notice,t0017434,,8/1/2013,,8/1/2013,8/15/2012,,9/1/2016,8/31/2017,,,0,11/4/2016,1/31/2015,
sh,,10/14/2016,10/20/2016,TH5787,10/17/2016,Vacant Unrented Not Ready,t0017434,,8/1/2013,,8/1/2013,8/15/2012,10/14/2016,9/1/2016,8/31/2017,10/11/2016,10/24/2016,0,10/14/2016,10/24/2016,
sh,,12/16/2014,1/13/2015,TH5789,12/16/2014,Occupied No Notice,t0017435,,2/1/2013,,2/1/2013,10/5/2006,,3/1/2014,2/28/2015,,,0,2/15/2015,12/16/2014,
sh,,10/17/2014,12/15/2014,TH5789,10/17/2014,Notice Unrented,t0017435,,2/1/2013,,2/1/2013,10/5/2006,11/30/2014,3/1/2014,2/28/2015,10/17/2014,11/30/2014,0,12/16/2014,11/30/2014,
sh,,1/14/2015,1/14/2015,TH5789,1/14/2015,Notice Unrented,t0017435,,2/1/2013,,2/1/2013,10/5/2006,2/15/2015,3/1/2014,2/28/2015,1/14/2015,2/15/2015,0,2/15/2015,2/15/2015,
sh,,10/5/2006,,TH5789,1/19/2015,Occupied No Notice,t0017435,,2/1/2013,,2/1/2013,10/5/2006,2/15/2015,5/1/2018,4/30/2019,1/14/2015,,0,2/15/2015,2/15/2015,
