ResUnitStatus,,,,,,,,,,,,,,,,,,,,,
Property_Code,Ref_Property_ID,StartDate,EndDate,Unit_Code,Date,Status,Tenant_Code,Ext_Ref_Tenant_Id,ApplyDate,ApproveDate,SignDate,MoveInDate,MoveOutDate,LeaseFromDate,LeaseToDate,NoticeDate,AvailableDate,RentReady,VacantDate,ReadyDate,Ref_Unit_Id
fh,,8/16/2017,8/20/2017,1071B,8/16/2017,Vacant Unrented Not Ready,t0034007,,12/30/2016,,12/30/2016,12/30/2016,7/27/2017,12/30/2016,7/27/2017,5/23/2017,8/6/2017,0,7/27/2017,8/6/2017,
fh,,8/16/2017,8/16/2017,1072C,8/16/2017,Vacant Rented Ready,t0034008,,6/2/2017,,6/2/2017,8/15/2017,,8/15/2017,8/14/2018,,,-1,,8/11/2017,
fh,,8/15/2017,4/3/2018,1072C,8/16/2017,Occupied No Notice,t0034008,,6/2/2017,,6/2/2017,8/15/2017,,8/15/2017,8/14/2018,,,-1,5/15/2018,8/11/2017,
fh,,8/2/2017,8/15/2017,1071B,8/2/2017,Vacant Rented Not Ready,t0034008,,6/2/2017,,6/2/2017,8/15/2017,,8/15/2017,8/14/2018,,,0,8/2/2017,,
fh,,6/26/2018,7/2/2018,1072C,6/26/2018,Vacant Unrented Ready,t0034008,,6/2/2017,,6/2/2017,8/15/2017,5/15/2018,8/15/2017,8/14/2018,4/4/2018,6/26/2018,-1,,6/26/2018,
fh,,6/18/2018,6/19/2018,1072C,6/18/2018,Vacant Unrented Ready,t0034008,,6/2/2017,,6/2/2017,8/15/2017,5/15/2018,8/15/2017,8/14/2018,4/4/2018,6/18/2018,-1,,6/18/2018,
fh,,4/4/2018,4/25/2018,1072C,4/7/2018,Notice Unrented,t0034008,,6/2/2017,,6/2/2017,8/15/2017,5/15/2018,8/15/2017,8/14/2018,4/4/2018,5/25/2018,0,,5/25/2018,
fh,,8/2/2017,8/5/2017,1072C,8/2/2017,Vacant Rented Not Ready,t0034009,,7/18/2017,,7/18/2017,8/9/2017,,8/9/2017,8/31/2018,,,0,8/2/2017,,
fh,,8/2/2017,8/2/2017,1076A,8/2/2017,Vacant Rented Not Ready,t0034011,,7/27/2017,,7/27/2017,7/30/2017,,7/30/2017,7/31/2018,,,0,8/2/2017,,
fh,,7/30/2017,5/30/2018,1076A,8/3/2017,Occupied No Notice,t0034011,,7/27/2017,,7/27/2017,7/30/2017,,7/30/2017,7/31/2018,,,-1,7/31/2018,,
fh,,5/31/2018,,1076A,7/20/2018,Occupied No Notice,t0034011,,7/27/2017,,7/27/2017,7/30/2017,,8/1/2018,7/25/2019,,,0,,8/10/2018,
fh,,5/31/2018,5/31/2018,1076A,5/31/2018,Notice Unrented,t0034011,,7/27/2017,,7/27/2017,7/30/2017,7/31/2018,7/30/2017,7/31/2018,5/31/2018,8/10/2018,0,,8/10/2018,
fh,,5/30/2018,7/30/2018,1076C,5/30/2018,Notice Unrented,t0034013,,7/29/2017,,7/29/2017,7/30/2017,7/31/2018,7/30/2017,7/31/2018,5/30/2018,8/10/2018,0,,8/10/2018,
fh,,8/22/2018,8/22/2018,1076C,8/22/2018,Vacant Unrented Ready,t0034013,,7/29/2017,,7/29/2017,7/30/2017,7/31/2018,7/30/2017,7/31/2018,5/30/2018,8/22/2018,-1,,8/22/2018,
fh,,7/31/2018,8/17/2018,1076C,8/1/2018,Vacant Unrented Not Ready,t0034013,,7/29/2017,,7/29/2017,7/30/2017,7/31/2018,7/30/2017,7/31/2018,5/30/2018,8/1/2018,0,7/31/2018,8/1/2018,
fh,,7/30/2017,5/29/2018,1076C,8/3/2017,Occupied No Notice,t0034013,,7/29/2017,,7/29/2017,7/30/2017,,7/30/2017,7/31/2018,,,-1,7/31/2018,,
fh,,8/2/2017,8/2/2017,1076C,8/2/2017,Vacant Rented Not Ready,t0034013,,7/29/2017,,7/29/2017,7/30/2017,,7/30/2017,7/31/2018,,,0,8/2/2017,,
fh,,8/17/2018,8/21/2018,1076C,8/17/2018,Vacant Unrented Ready,t0034013,,7/29/2017,,7/29/2017,7/30/2017,7/31/2018,7/30/2017,7/31/2018,5/30/2018,8/1/2018,1,7/31/2018,8/17/2018,
fh,,8/31/2018,10/5/2018,1076D,9/1/2018,Vacant Unrented Not Ready,t0034015,,7/26/2017,,7/26/2017,8/15/2017,8/31/2018,8/15/2017,8/31/2018,7/6/2018,9/1/2018,0,8/31/2018,9/1/2018,
fh,,10/9/2018,,1076D,10/9/2018,Vacant Unrented Ready,t0034015,,7/26/2017,,7/26/2017,8/15/2017,8/31/2018,8/15/2017,8/31/2018,7/6/2018,10/9/2018,-1,,10/9/2018,
fh,,10/5/2018,10/8/2018,1076D,10/5/2018,Vacant Unrented Ready,t0034015,,7/26/2017,,7/26/2017,8/15/2017,8/31/2018,8/15/2017,8/31/2018,7/6/2018,9/1/2018,1,8/31/2018,10/5/2018,
fh,,8/15/2017,7/5/2018,1076D,8/16/2017,Occupied No Notice,t0034015,,7/26/2017,,7/26/2017,8/15/2017,,8/15/2017,8/31/2018,,,-1,8/31/2018,,
fh,,8/2/2017,8/14/2017,1076D,8/2/2017,Vacant Rented Not Ready,t0034015,,7/26/2017,,7/26/2017,8/15/2017,,8/15/2017,8/31/2018,,,0,8/2/2017,,
fh,,7/6/2018,8/30/2018,1076D,7/7/2018,Notice Unrented,t0034015,,7/26/2017,,7/26/2017,8/15/2017,8/31/2018,8/15/2017,8/31/2018,7/6/2018,9/10/2018,0,,9/10/2018,
fh,,6/27/2018,8/30/2018,1081A,6/27/2018,Notice Unrented,t0034019,,6/1/2017,,6/1/2017,8/12/2017,8/31/2018,8/12/2017,8/31/2018,6/27/2018,9/10/2018,0,,9/10/2018,
fh,,9/11/2018,1/8/2019,1081A,9/11/2018,Vacant Unrented Ready,t0034019,,6/1/2017,,6/1/2017,8/12/2017,8/31/2018,8/12/2017,8/31/2018,6/27/2018,8/31/2018,1,8/31/2018,9/11/2018,
fh,,8/2/2017,8/11/2017,1081A,8/2/2017,Vacant Rented Not Ready,t0034019,,6/1/2017,,6/1/2017,8/12/2017,,8/12/2017,8/31/2018,,,0,8/2/2017,,
fh,,8/12/2017,6/26/2018,1081A,8/13/2017,Occupied No Notice,t0034019,,6/1/2017,,6/1/2017,8/12/2017,,8/12/2017,8/31/2018,,,-1,8/31/2018,,
fh,,8/31/2018,9/11/2018,1081A,8/31/2018,Vacant Unrented Not Ready,t0034019,,6/1/2017,,6/1/2017,8/12/2017,8/31/2018,8/12/2017,8/31/2018,6/27/2018,8/31/2018,0,8/31/2018,8/31/2018,
fh,,8/24/2018,9/17/2018,1082B,8/24/2018,Vacant Unrented Not Ready,t0034020,,7/24/2017,,7/24/2017,8/5/2017,8/22/2018,8/5/2017,8/15/2018,6/11/2018,8/24/2018,0,,8/24/2018,
fh,,9/17/2018,,1082B,9/17/2018,Vacant Unrented Ready,t0034020,,7/24/2017,,7/24/2017,8/5/2017,8/22/2018,8/5/2017,8/15/2018,6/11/2018,8/24/2018,1,,9/17/2018,
fh,,8/2/2017,8/4/2017,1082B,8/2/2017,Vacant Rented Not Ready,t0034020,,7/24/2017,,7/24/2017,8/5/2017,,8/5/2017,8/15/2018,,,0,8/2/2017,,
fh,,8/5/2017,6/10/2018,1082B,8/5/2017,Occupied No Notice,t0034020,,7/24/2017,,7/24/2017,8/5/2017,,8/5/2017,8/15/2018,,,-1,8/15/2018,,
fh,,6/11/2018,8/18/2018,1082B,6/11/2018,Notice Unrented,t0034020,,7/24/2017,,7/24/2017,8/5/2017,8/22/2018,8/5/2017,8/15/2018,6/11/2018,9/1/2018,0,8/22/2018,9/1/2018,
fh,,8/3/2017,8/4/2017,1092B,8/3/2017,Vacant Unrented Not Ready,t0034023,,9/24/2016,,9/24/2016,9/25/2016,7/24/2017,9/25/2016,7/24/2017,5/23/2017,8/3/2017,0,7/24/2017,8/3/2017,
fh,,8/3/2017,8/8/2017,1132CB,8/3/2017,Notice Rented,t0034024,,6/21/2017,,6/21/2017,8/17/2017,,8/17/2017,8/31/2018,,,0,8/9/2017,8/19/2017,
fh,,8/17/2017,,1132CB,8/18/2017,Occupied No Notice,t0034024,,6/21/2017,,6/21/2017,8/17/2017,,8/19/2018,7/31/2019,,,-1,,8/19/2017,
fh,,8/2/2017,8/2/2017,1092B,8/2/2017,Vacant Rented Not Ready,t0034024,,6/21/2017,,6/21/2017,8/17/2017,,8/17/2017,8/16/2018,,,0,8/2/2017,,
fh,,8/9/2017,8/16/2017,1132CB,8/10/2017,Vacant Rented Not Ready,t0034024,,6/21/2017,,6/21/2017,8/17/2017,,8/17/2017,8/31/2018,,,0,8/9/2017,8/19/2017,
fh,,8/2/2017,8/6/2017,1092D,8/2/2017,Vacant Rented Not Ready,t0034025,,6/21/2017,,6/21/2017,8/1/2017,,8/1/2017,8/1/2018,,,0,8/2/2017,,
fh,,8/2/2017,8/4/2017,1096A,8/2/2017,Vacant Rented Not Ready,t0034027,,7/18/2017,,7/18/2017,8/5/2017,,8/5/2017,2/15/2018,,,0,8/2/2017,,
fh,,7/6/2018,9/4/2018,1096A,7/9/2018,Notice Unrented,t0034027,,7/18/2017,,7/18/2017,8/5/2017,9/5/2018,2/5/2018,9/4/2018,7/6/2018,9/15/2018,0,,9/15/2018,
fh,,8/5/2017,7/5/2018,1096A,8/5/2017,Occupied No Notice,t0034027,,7/18/2017,,7/18/2017,8/5/2017,,2/5/2018,9/4/2018,,,-1,9/5/2018,,
fh,,9/5/2018,10/11/2018,1096A,9/5/2018,Vacant Unrented Not Ready,t0034027,,7/18/2017,,7/18/2017,8/5/2017,9/5/2018,2/5/2018,9/4/2018,7/6/2018,9/5/2018,0,9/5/2018,9/5/2018,
fh,,10/11/2018,10/13/2018,1096A,10/11/2018,Vacant Unrented Ready,t0034027,,7/18/2017,,7/18/2017,8/5/2017,9/5/2018,2/5/2018,9/4/2018,7/6/2018,9/5/2018,1,9/5/2018,10/11/2018,
fh,,11/21/2018,12/10/2018,1096A,11/21/2018,Vacant Unrented Ready,t0034027,,7/18/2017,,7/18/2017,8/5/2017,9/5/2018,2/5/2018,9/4/2018,7/6/2018,11/21/2018,-1,,11/21/2018,
fh,,12/20/2018,,1096C,12/20/2018,Vacant Unrented Ready,t0034028,,7/20/2017,,7/20/2017,8/8/2017,8/31/2018,8/8/2017,8/31/2018,6/21/2018,12/20/2018,-1,,12/20/2018,
fh,,10/5/2018,12/18/2018,1096C,10/5/2018,Vacant Unrented Ready,t0034028,,7/20/2017,,7/20/2017,8/8/2017,8/31/2018,8/8/2017,8/31/2018,6/21/2018,10/2/2018,1,,10/5/2018,
fh,,10/2/2018,10/5/2018,1096C,10/2/2018,Vacant Unrented Not Ready,t0034028,,7/20/2017,,7/20/2017,8/8/2017,8/31/2018,8/8/2017,8/31/2018,6/21/2018,10/2/2018,0,,10/2/2018,
fh,,8/31/2018,9/24/2018,1096C,9/1/2018,Vacant Unrented Not Ready,t0034028,,7/20/2017,,7/20/2017,8/8/2017,8/31/2018,8/8/2017,8/31/2018,6/21/2018,9/25/2018,0,8/31/2018,9/25/2018,
fh,,8/8/2017,6/20/2018,1096C,8/8/2017,Occupied No Notice,t0034028,,7/20/2017,,7/20/2017,8/8/2017,,8/8/2017,8/31/2018,,,-1,8/31/2018,,
fh,,6/21/2018,8/30/2018,1096C,6/21/2018,Notice Unrented,t0034028,,7/20/2017,,7/20/2017,8/8/2017,8/31/2018,8/8/2017,8/31/2018,6/21/2018,9/10/2018,0,,9/10/2018,
fh,,8/2/2017,8/7/2017,1096C,8/2/2017,Vacant Rented Not Ready,t0034028,,7/20/2017,,7/20/2017,8/8/2017,,8/1/2017,8/31/2018,,,0,8/2/2017,,
fh,,8/11/2017,8/11/2017,1055D,8/11/2017,Vacant Rented Not Ready,t0034030,,6/1/2017,,6/1/2017,8/15/2017,,8/15/2017,8/14/2018,,,0,8/2/2017,8/12/2017,
fh,,8/11/2017,8/17/2017,1055D,8/11/2017,Vacant Rented Ready,t0034030,,6/1/2017,,6/1/2017,8/15/2017,,8/15/2017,8/14/2018,,,1,8/2/2017,8/11/2017,
fh,,8/2/2017,8/10/2017,1098A,8/2/2017,Vacant Rented Not Ready,t0034030,,6/1/2017,,6/1/2017,8/15/2017,,8/15/2017,8/14/2018,,,0,8/2/2017,,
fh,,8/18/2017,8/30/2017,1055D,8/18/2017,Vacant Unrented Ready,t0034030,,6/1/2017,,,,,,,,8/28/2017,-1,,8/28/2017,
fh,,8/1/2017,,1102D,8/5/2017,Occupied No Notice,t0034031,,6/1/2017,,6/1/2017,8/1/2017,,8/1/2018,7/22/2019,,,-1,,,
fh,,8/2/2017,8/2/2017,1102D,8/2/2017,Vacant Rented Not Ready,t0034031,,6/1/2017,,6/1/2017,8/1/2017,,8/1/2017,7/31/2018,,,0,8/2/2017,,
fh,,8/24/2017,10/23/2017,1102DB,8/25/2017,Notice Unrented,t0034032,,7/30/2017,,7/30/2017,7/31/2017,10/24/2017,7/29/2017,1/31/2018,8/24/2017,11/3/2017,0,10/24/2017,11/3/2017,
fh,,10/24/2017,11/10/2017,1102DB,10/24/2017,Vacant Unrented Not Ready,t0034032,,7/30/2017,,7/30/2017,7/31/2017,10/24/2017,7/29/2017,1/31/2018,8/24/2017,11/3/2017,0,10/24/2017,11/3/2017,
fh,,11/10/2017,5/3/2018,1102DB,11/10/2017,Vacant Unrented Ready,t0034032,,7/30/2017,,7/30/2017,7/31/2017,10/24/2017,7/29/2017,1/31/2018,8/24/2017,11/3/2017,1,10/24/2017,11/10/2017,
fh,,7/31/2017,8/23/2017,1102DB,8/3/2017,Occupied No Notice,t0034032,,7/30/2017,,7/30/2017,7/31/2017,,7/29/2017,1/31/2018,,,-1,10/24/2017,,
fh,,8/2/2017,8/2/2017,1102DB,8/2/2017,Vacant Rented Not Ready,t0034032,,7/30/2017,,7/30/2017,7/31/2017,,7/29/2017,1/31/2018,,,0,8/2/2017,,
fh,,8/2/2017,8/7/2017,1110B,8/2/2017,Vacant Rented Not Ready,t0034034,,6/22/2017,,6/22/2017,10/1/2017,,10/1/2017,10/15/2018,,,0,8/2/2017,,
fh,,9/17/2017,9/28/2017,4731A,9/18/2017,Vacant Rented Not Ready,t0034034,,6/22/2017,,6/22/2017,10/1/2017,,10/1/2017,9/30/2018,,,0,9/17/2017,9/27/2017,
fh,,8/8/2017,9/16/2017,4731A,8/8/2017,Notice Rented,t0034034,,6/22/2017,,6/22/2017,10/1/2017,,10/1/2017,10/15/2018,,,0,,9/27/2017,
fh,,8/20/2017,5/30/2018,1113A,8/20/2017,Occupied No Notice,t0034036,,7/20/2017,,7/20/2017,8/20/2017,,8/20/2017,8/19/2018,,,-1,8/19/2018,,
fh,,9/5/2018,9/11/2018,1113A,9/5/2018,Vacant Unrented Not Ready,t0034036,,7/20/2017,,7/20/2017,8/20/2017,8/19/2018,8/20/2017,8/19/2018,5/31/2018,9/5/2018,0,,9/5/2018,
fh,,10/19/2018,11/2/2018,1113A,10/19/2018,Vacant Unrented Ready,t0034036,,7/20/2017,,7/20/2017,8/20/2017,8/19/2018,8/20/2017,8/19/2018,5/31/2018,10/19/2018,-1,,10/19/2018,
fh,,9/11/2018,10/11/2018,1113A,9/11/2018,Vacant Unrented Ready,t0034036,,7/20/2017,,7/20/2017,8/20/2017,8/19/2018,8/20/2017,8/19/2018,5/31/2018,9/5/2018,1,,9/11/2018,
fh,,5/31/2018,6/19/2018,1113A,5/31/2018,Notice Unrented,t0034036,,7/20/2017,,7/20/2017,8/20/2017,8/19/2018,8/20/2017,8/19/2018,5/31/2018,8/29/2018,0,,8/29/2018,
fh,,8/2/2017,8/19/2017,1113A,8/2/2017,Vacant Rented Not Ready,t0034036,,7/20/2017,,7/20/2017,8/20/2017,,8/20/2017,8/19/2018,,,0,8/2/2017,,
fh,,8/1/2017,8/2/2017,1121A,8/3/2017,Occupied No Notice,t0034037,,6/1/2017,,6/1/2017,8/1/2017,,8/1/2017,8/31/2018,,,-1,,,
fh,,8/3/2017,8/3/2017,1121A,8/3/2017,Vacant Rented Ready,t0034037,,6/1/2017,,6/1/2017,8/1/2017,,8/1/2017,8/31/2018,,,-1,8/3/2017,,
fh,,8/3/2017,8/3/2017,1111D,8/3/2017,Vacant Rented Ready,t0034037,,6/1/2017,,6/1/2017,8/1/2017,,8/1/2017,8/31/2018,,,-1,8/2/2017,8/3/2017,
fh,,8/1/2017,6/20/2018,1111D,8/3/2017,Occupied No Notice,t0034037,,6/1/2017,,6/1/2017,8/1/2017,,8/1/2017,8/31/2018,,,-1,8/31/2018,8/3/2017,
fh,,8/2/2017,8/2/2017,1121A,8/2/2017,Vacant Rented Not Ready,t0034037,,6/1/2017,,6/1/2017,8/1/2017,,8/1/2017,8/31/2018,,,0,8/2/2017,,
fh,,6/21/2018,8/10/2018,1111D,6/21/2018,Notice Unrented,t0034037,,6/1/2017,,6/1/2017,8/1/2017,8/11/2018,8/1/2017,8/31/2018,6/21/2018,8/21/2018,0,8/11/2018,8/21/2018,
fh,,8/11/2018,8/15/2018,1111D,8/12/2018,Vacant Unrented Not Ready,t0034037,,6/1/2017,,6/1/2017,8/1/2017,8/11/2018,8/1/2017,8/31/2018,6/21/2018,8/12/2018,0,8/11/2018,8/12/2018,
fh,,8/6/2017,8/14/2017,1122C,8/6/2017,Vacant Rented Not Ready,t0034038,,7/25/2017,,7/25/2017,8/15/2017,,8/15/2017,8/31/2018,,,0,8/6/2017,8/16/2017,
fh,,8/2/2017,8/5/2017,1122C,8/2/2017,Notice Rented,t0034038,,7/25/2017,,7/25/2017,8/15/2017,,8/15/2017,8/31/2018,,,0,,,
fh,,8/15/2017,,1122C,8/15/2017,Occupied No Notice,t0034038,,7/25/2017,,7/25/2017,8/15/2017,,9/1/2018,8/26/2019,,,-1,,8/16/2017,
fh,,7/27/2017,8/21/2017,1123C,8/2/2017,Vacant Unrented Not Ready,t0034040,,8/2/2015,,8/2/2015,7/31/2014,7/27/2017,7/28/2016,7/27/2017,5/4/2017,8/6/2017,0,8/2/2017,8/6/2017,
fh,,8/30/2017,8/30/2017,1123C,8/30/2017,Vacant Unrented Ready,t0034040,,8/2/2015,,8/2/2015,7/31/2014,7/27/2017,7/28/2016,7/27/2017,5/4/2017,8/6/2017,-1,7/27/2017,8/6/2017,
fh,,8/21/2017,8/28/2017,1123C,8/21/2017,Vacant Unrented Ready,t0034040,,8/2/2015,,8/2/2015,7/31/2014,7/27/2017,7/28/2016,7/27/2017,5/4/2017,8/6/2017,1,8/2/2017,8/21/2017,
fh,,8/1/2017,5/8/2018,1130D,8/4/2017,Occupied No Notice,t0034041,,7/26/2017,,7/26/2017,8/1/2017,,8/1/2017,8/15/2018,,,-1,8/15/2018,,
fh,,5/9/2018,8/19/2018,1130D,5/9/2018,Notice Unrented,t0034041,,7/26/2017,,7/26/2017,8/1/2017,8/20/2018,8/1/2017,8/15/2018,5/9/2018,8/30/2018,0,8/20/2018,8/30/2018,
fh,,8/20/2018,9/11/2018,1130D,8/20/2018,Vacant Unrented Not Ready,t0034041,,7/26/2017,,7/26/2017,8/1/2017,8/20/2018,8/1/2017,8/15/2018,5/9/2018,8/20/2018,0,8/20/2018,8/20/2018,
fh,,9/11/2018,,1130D,9/11/2018,Vacant Unrented Ready,t0034041,,7/26/2017,,7/26/2017,8/1/2017,8/20/2018,8/1/2017,8/15/2018,5/9/2018,8/20/2018,1,8/20/2018,9/11/2018,
fh,,8/2/2017,8/2/2017,1130D,8/2/2017,Vacant Rented Not Ready,t0034041,,7/26/2017,,7/26/2017,8/1/2017,,8/1/2017,8/15/2018,,,0,8/2/2017,,
fh,,8/2/2017,8/4/2017,1131A,8/2/2017,Vacant Rented Not Ready,t0034042,,7/24/2017,,7/24/2017,8/5/2017,,8/5/2017,8/31/2018,,,0,8/2/2017,,
fh,,8/5/2017,6/18/2018,1131A,8/5/2017,Occupied No Notice,t0034042,,7/24/2017,,7/24/2017,8/5/2017,,8/5/2017,8/31/2018,,,-1,8/31/2018,12/27/2017,
fh,,6/19/2018,8/30/2018,1131A,6/19/2018,Notice Unrented,t0034042,,7/24/2017,,7/24/2017,8/5/2017,8/31/2018,8/5/2017,8/31/2018,6/19/2018,9/10/2018,0,,9/10/2018,
fh,,8/31/2018,9/17/2018,1131A,9/1/2018,Vacant Unrented Not Ready,t0034042,,7/24/2017,,7/24/2017,8/5/2017,8/31/2018,8/5/2017,8/31/2018,6/19/2018,9/1/2018,0,8/31/2018,9/1/2018,
fh,,9/17/2018,12/11/2018,1131A,9/17/2018,Vacant Unrented Ready,t0034042,,7/24/2017,,7/24/2017,8/5/2017,8/31/2018,8/5/2017,8/31/2018,6/19/2018,9/1/2018,1,8/31/2018,9/17/2018,
fh,,1/9/2019,,1131A,1/9/2019,Vacant Unrented Ready,t0034042,,7/24/2017,,7/24/2017,8/5/2017,8/31/2018,8/5/2017,8/31/2018,6/19/2018,1/9/2019,-1,,1/9/2019,
fh,,8/2/2017,8/2/2017,1132CB,8/2/2017,Notice Rented,t0034044,,7/6/2017,,7/6/2017,8/18/2017,,8/18/2017,8/10/2018,,,0,,,
fh,,8/3/2017,8/10/2017,1035C,8/3/2017,Vacant Rented Not Ready,t0034044,,7/6/2017,,7/6/2017,8/11/2017,,8/11/2017,8/10/2018,,,0,8/2/2017,8/7/2017,
fh,,8/11/2017,,1035C,8/11/2017,Occupied No Notice,t0034044,,7/6/2017,,7/6/2017,8/11/2017,,8/11/2018,8/12/2019,,,-1,,8/7/2017,
fh,,8/2/2017,8/2/2017,1132DB,8/2/2017,Vacant Rented Not Ready,t0034046,,3/14/2017,,3/14/2017,8/19/2017,,8/19/2017,9/30/2018,,,0,8/2/2017,,
fh,,8/3/2017,8/3/2017,1132DB,8/3/2017,Vacant Unrented Not Ready,t0034047,,5/2/2016,,5/2/2016,6/3/2016,6/5/2017,6/3/2016,6/2/2017,4/13/2017,6/15/2017,0,6/5/2017,6/15/2017,
fh,,8/2/2017,8/2/2017,1133D,8/2/2017,Vacant Rented Not Ready,t0034049,,7/27/2017,,7/27/2017,8/15/2017,,8/15/2017,9/14/2018,,,0,8/2/2017,,
fh,,8/2/2017,8/2/2017,1143A,8/2/2017,Notice Rented,t0034050,,7/17/2017,,7/17/2017,8/13/2017,,8/12/2017,8/15/2018,,,0,,,
fh,,7/30/2017,8/17/2017,1143A,8/3/2017,Vacant Rented Not Ready,t0034050,,7/17/2017,,7/17/2017,8/13/2017,,8/13/2017,2/28/2018,,,0,7/30/2017,8/9/2017,
fh,,8/7/2017,9/3/2017,1143D,8/7/2017,Vacant Unrented Not Ready,t0034051,,6/3/2015,,6/3/2015,6/7/2014,6/4/2017,6/5/2016,6/4/2017,4/12/2017,6/14/2017,0,6/4/2017,6/14/2017,
fh,,6/4/2017,8/6/2017,1143D,8/2/2017,Vacant Unrented Not Ready,t0034051,,6/3/2015,,6/3/2015,6/7/2014,6/4/2017,6/5/2016,6/4/2017,4/12/2017,6/14/2017,0,8/2/2017,6/14/2017,
fh,,9/3/2017,9/7/2017,1143D,9/3/2017,Vacant Unrented Ready,t0034051,,6/3/2015,,6/3/2015,6/7/2014,6/4/2017,6/5/2016,6/4/2017,4/12/2017,6/14/2017,1,6/4/2017,9/3/2017,
fh,,1/22/2018,4/4/2018,4731C,1/22/2018,Vacant Unrented Ready,t0034053,,6/1/2017,,6/1/2017,8/15/2017,12/12/2017,8/15/2017,8/31/2018,12/12/2017,12/22/2017,1,12/12/2017,1/22/2018,
fh,,8/15/2017,12/11/2017,4731C,8/16/2017,Occupied No Notice,t0034053,,6/1/2017,,6/1/2017,8/15/2017,,8/15/2017,8/31/2018,,,-1,12/12/2017,8/18/2017,
fh,,8/2/2017,8/7/2017,4731C,8/2/2017,Notice Rented,t0034053,,6/1/2017,,6/1/2017,8/15/2017,,8/15/2017,8/31/2018,,,0,,,
fh,,12/12/2017,12/12/2017,4731C,12/12/2017,Notice Unrented,t0034053,,6/1/2017,,6/1/2017,8/15/2017,12/12/2017,8/15/2017,8/31/2018,12/12/2017,12/22/2017,0,12/12/2017,12/22/2017,
fh,,12/12/2017,1/22/2018,4731C,12/12/2017,Vacant Unrented Not Ready,t0034053,,6/1/2017,,6/1/2017,8/15/2017,12/12/2017,8/15/2017,8/31/2018,12/12/2017,12/22/2017,0,12/12/2017,12/22/2017,
fh,,8/8/2017,8/14/2017,4731C,8/8/2017,Vacant Rented Not Ready,t0034053,,6/1/2017,,6/1/2017,8/15/2017,,8/15/2017,8/31/2018,,,0,8/8/2017,8/18/2017,
fh,,8/2/2017,8/14/2017,4735C,8/2/2017,Vacant Rented Not Ready,t0034054,,7/21/2017,,7/21/2017,8/15/2017,,8/15/2017,8/31/2018,,,0,8/2/2017,,
fh,,8/15/2017,,4735C,8/16/2017,Occupied No Notice,t0034054,,7/21/2017,,7/21/2017,8/15/2017,,9/1/2018,8/22/2019,,,-1,,,
fh,,8/12/2017,4/18/2018,4743A,8/12/2017,Occupied No Notice,t0034055,,6/21/2017,,6/21/2017,8/12/2017,,8/12/2017,6/30/2018,,,-1,6/30/2018,8/9/2017,
fh,,8/2/2017,8/2/2017,4743A,8/2/2017,Notice Rented,t0034055,,6/21/2017,,6/21/2017,8/12/2017,,8/10/2017,6/30/2018,,,0,,,
fh,,7/30/2017,8/11/2017,4743A,8/3/2017,Vacant Rented Not Ready,t0034055,,6/21/2017,,6/21/2017,8/12/2017,,8/10/2017,6/30/2018,,,0,7/30/2017,8/9/2017,
fh,,4/19/2018,6/25/2018,4743A,4/19/2018,Notice Unrented,t0034055,,6/21/2017,,6/21/2017,8/12/2017,6/26/2018,8/12/2017,6/30/2018,4/19/2018,7/6/2018,0,6/26/2018,7/6/2018,
fh,,8/10/2018,8/19/2018,4743A,8/10/2018,Vacant Unrented Ready,t0034055,,6/21/2017,,6/21/2017,8/12/2017,6/26/2018,8/12/2017,6/30/2018,4/19/2018,8/10/2018,-1,,8/10/2018,
fh,,6/26/2018,7/31/2018,4743A,6/26/2018,Vacant Unrented Not Ready,t0034055,,6/21/2017,,6/21/2017,8/12/2017,6/26/2018,8/12/2017,6/30/2018,4/19/2018,6/26/2018,0,6/26/2018,6/26/2018,
fh,,7/6/2018,8/13/2018,4747C,7/6/2018,Vacant Unrented Not Ready,t0034057,,6/8/2017,,6/8/2017,8/5/2017,2/26/2018,8/5/2017,2/4/2018,12/28/2017,7/6/2018,0,7/6/2018,7/6/2018,
fh,,2/26/2018,3/6/2018,4747C,2/27/2018,Vacant Unrented Not Ready,t0034057,,6/8/2017,,6/8/2017,8/5/2017,2/26/2018,8/5/2017,2/4/2018,12/28/2017,3/8/2018,0,2/26/2018,3/8/2018,
fh,,12/28/2017,2/25/2018,4747C,12/28/2017,Notice Unrented,t0034057,,6/8/2017,,6/8/2017,8/5/2017,2/26/2018,8/5/2017,2/4/2018,12/28/2017,3/8/2018,0,2/26/2018,3/8/2018,
fh,,8/5/2017,12/27/2017,4747C,8/5/2017,Occupied No Notice,t0034057,,6/8/2017,,6/8/2017,8/5/2017,,8/5/2017,2/4/2019,,,-1,2/26/2018,,
fh,,8/2/2017,8/4/2017,4747C,8/2/2017,Vacant Rented Not Ready,t0034057,,6/8/2017,,6/8/2017,8/5/2017,,8/5/2017,2/4/2018,,,0,8/2/2017,,
fh,,8/2/2017,8/2/2017,4759B,8/2/2017,Vacant Rented Not Ready,t0034058,,6/1/2017,,6/1/2017,8/1/2017,,8/1/2017,8/31/2018,,,0,8/2/2017,,
fh,,8/1/2017,,1132DB,8/3/2017,Occupied No Notice,t0034058,,6/1/2017,,6/1/2017,8/1/2017,,9/1/2018,8/23/2019,,,-1,,6/15/2017,
