,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay
1406,ce,t0036359,Rent Change,2018-10-31,C5322C,2017-10-07,,780.0,0,675,1,1.0,8.0,
8341,mpg,t0036363,Rent Change,2017-10-02,1970-09B,2017-10-07,,1399.0,0,930,2,2.0,0.0,
8342,mpg,t0036363,Rent Change,2018-10-31,1970-09B,2017-10-07,,1444.0,0,930,2,2.0,45.0,
8343,mpg,t0036363,Rent Change,2018-11-30,1970-09B,2017-10-07,,1455.0,0,930,2,2.0,11.0,
8344,mpg,t0036373,Rent Change,2017-09-26,1960-10A,2017-09-27,,1249.0,0,895,2,2.0,0.0,
8348,mpg,t0036375,Rent Change,2018-09-30,1984-01A,2017-10-28,,1256.0,0,895,2,2.0,0.0,
8349,mpg,t0036375,Rent Change,2018-10-31,1984-01A,2017-10-28,,1299.0,0,895,2,2.0,43.0,
6323,sh,t0036377,Rent Change,2018-09-30,FT5880P,2017-09-30,,685.0,0,984,2,1.0,0.0,
8293,fh,t0036378,Rent Change,2017-09-27,1066A,2017-10-02,,800.0,0,912,2,1.0,0.0,
7802,fh,t0036378,Rent Change,2017-09-29,4731A,2017-10-02,,975.0,0,912,2,1.0,175.0,
2794,ce,t0036879,Rent Change,2018-04-30,S1500-7F,2017-12-29,,1034.0,0,1400,3,2.5,0.0,
2795,ce,t0036879,Rent Change,2018-11-30,S1500-7F,2017-12-29,,1039.0,0,1400,3,2.5,5.0,
2796,ce,t0036879,Rent Change,2018-12-31,S1500-7F,2017-12-29,,1089.0,0,1400,3,2.5,50.0,
1928,ce,t0036882,Rent Change,2018-03-24,S1456B,2018-03-28,,729.0,0,675,1,1.0,0.0,
1929,ce,t0036882,Rent Change,2018-08-31,S1456B,2018-04-04,,759.0,0,675,1,1.0,30.0,
2946,ce,t0036883,Rent Change,2018-08-31,M0004E,2017-09-30,2018-09-29,869.0,1,875,2,1.5,0.0,29 days 00:00:00.000000000
6950,sh,t0036884,Rent Change,2017-09-28,WC5933F,2017-10-16,,641.0,0,963,2,1.5,0.0,
8211,sh,t0036884,Rent Change,2018-09-30,WC5956F,2017-10-16,,679.0,0,963,2,1.5,38.0,
8212,sh,t0036884,Rent Change,2018-10-31,WC5956F,2017-10-16,,715.0,0,963,2,1.5,36.0,
6775,sh,t0036886,Rent Change,2017-11-02,WC5970E,2017-11-28,,640.0,0,950,2,1.0,0.0,
5633,sh,t0036886,Rent Change,2018-04-23,TT1174,2018-05-11,,1500.0,0,1350,3,1.5,860.0,
5634,sh,t0036886,Rent Change,2018-05-22,TT1174,2018-05-15,,1350.0,0,1350,3,1.5,-150.0,
2850,ce,t0036897,Rent Change,2017-10-04,M0002A,2017-11-01,,709.0,0,635,1,1.0,0.0,
6078,ce,t0036897,Rent Change,2017-11-01,M0005E,2017-11-01,,739.0,0,635,1,1.0,30.0,
6079,ce,t0036897,Rent Change,2017-12-01,M0005E,2017-11-01,2018-10-31,729.0,1,635,1,1.0,-10.0,334 days 00:00:00.000000000
2470,ce,t0036902,Rent Change,2017-02-28,S1500-4D,2016-03-15,,785.0,0,955,2,1.5,0.0,
2471,ce,t0036902,Rent Change,2017-03-31,S1500-4D,2016-03-15,2017-10-02,799.0,1,955,2,1.5,14.0,185 days 00:00:00.000000000
3864,ce,t0036909,Rent Change,2018-10-31,M0011F,2017-10-14,,670.0,0,635,1,1.0,0.0,
8358,mpg,t0036930,Rent Change,2017-10-13,2006-06C,2017-10-31,,1050.0,0,835,1,1.0,0.0,
8353,mpg,t0036930,Rent Change,2017-11-12,2024-08B,2017-11-14,2018-06-30,1099.0,1,835,1,1.0,49.0,230 days 00:00:00.000000000
4414,sh,t0036932,Rent Change,2017-10-19,TH5820,2017-12-27,,709.0,0,1006,2,1.5,0.0,
6552,sh,t0036932,Rent Change,2017-12-06,TH5817,2017-12-27,2018-12-11,760.0,1,1006,2,1.5,51.0,370 days 00:00:00.000000000
6951,sh,t0036940,Rent Change,2018-09-30,WC5933F,2017-10-30,,646.0,0,963,2,1.5,0.0,
6952,sh,t0036940,Rent Change,2018-10-31,WC5933F,2017-10-30,,678.0,0,963,2,1.5,32.0,
4598,sh,t0036943,Rent Change,2018-10-31,AC1119,2017-10-28,,1005.0,0,1350,2,1.5,0.0,
4599,sh,t0036943,Rent Change,2018-11-30,AC1119,2017-10-28,,1085.0,0,1350,2,1.5,80.0,
8364,mpg,t0036946,Rent Change,2018-09-30,1992-01A,2017-10-29,,1104.0,0,895,2,2.0,0.0,
8365,mpg,t0036946,Rent Change,2018-10-31,1992-01A,2017-10-29,,1133.0,0,895,2,2.0,29.0,
6396,sh,t0036949,Rent Change,2017-04-30,WC5946G,2016-04-11,,655.0,0,950,2,2.0,0.0,
6397,sh,t0036949,Rent Change,2017-05-31,WC5946G,2016-04-11,2017-10-17,664.0,1,950,2,2.0,9.0,139 days 00:00:00.000000000
8367,mpg,t0036952,Rent Change,2017-10-17,2018-06A,2017-11-30,2018-03-15,1499.0,1,1040,2,2.0,0.0,149 days 00:00:00.000000000
8345,mpg,t0036953,Rent Change,2017-10-12,1960-10A,2017-11-30,,1249.0,0,895,2,2.0,0.0,
8371,mpg,t0036953,Rent Change,2017-10-17,2008-03B,2017-11-30,,1499.0,0,1040,2,2.0,250.0,
8375,mpg,t0036953,Rent Change,2017-11-30,1966-01A,2017-12-15,,1249.0,0,895,2,2.0,-250.0,
8372,mpg,t0036953,Rent Change,2017-12-14,2008-03B,2017-12-15,,1499.0,0,1040,2,2.0,250.0,
8373,mpg,t0036953,Rent Change,2018-11-30,2008-03B,2017-12-30,,1505.0,0,1040,2,2.0,6.0,
8374,mpg,t0036953,Rent Change,2018-12-31,2008-03B,2017-12-30,,1559.0,0,1040,2,2.0,54.0,
3643,ce,t0036958,Rent Change,2018-10-31,C0011D,2017-11-01,,799.0,0,905,2,1.0,0.0,
5800,ce,t0036959,Rent Change,2018-09-30,M0016C,2017-10-14,,762.0,0,875,2,1.5,0.0,
5801,ce,t0036959,Rent Change,2018-10-31,M0016C,2017-10-14,,780.0,0,875,2,1.5,18.0,
3333,ce,t0036961,Rent Change,2018-10-31,M0020B,2017-10-12,,879.0,0,875,2,1.5,0.0,
8356,mpg,t0036965,Rent Change,2018-09-30,2006-08B,2017-10-30,,1102.0,0,835,1,1.0,0.0,
8357,mpg,t0036965,Rent Change,2018-10-31,2006-08B,2017-10-30,,1143.0,0,835,1,1.0,41.0,
7256,sh,t0036969,Rent Change,2018-09-30,AC1063,2017-10-30,,1026.0,0,1350,3,1.5,0.0,
7257,sh,t0036969,Rent Change,2018-10-31,AC1063,2017-10-30,,1250.0,0,1350,3,1.5,224.0,
4068,sh,t0036972,Rent Change,2017-11-04,SH5922,2017-12-15,,760.0,0,1006,2,1.5,0.0,
6279,sh,t0036972,Rent Change,2017-12-31,TH5834,2017-11-21,,709.0,0,1006,2,1.5,-51.0,
6280,sh,t0036972,Rent Change,2018-11-30,TH5834,2017-11-21,,730.0,0,1006,2,1.5,21.0,
6281,sh,t0036972,Rent Change,2018-12-31,TH5834,2017-11-21,,775.0,0,1006,2,1.5,45.0,
3495,ce,t0036973,Rent Change,2018-09-30,M0030A,2017-10-21,2018-10-20,743.0,1,875,2,1.5,0.0,20 days 00:00:00.000000000
6036,ce,t0036981,Rent Change,2017-10-25,M0004F,2018-10-24,,858.0,0,875,2,1.5,0.0,
6033,ce,t0036981,Rent Change,2017-12-01,M0004F,2017-10-25,,868.0,0,875,2,1.5,10.0,
6034,ce,t0036981,Rent Change,2018-09-30,M0004F,2017-10-25,,873.0,0,875,2,1.5,5.0,
6035,ce,t0036981,Rent Change,2018-10-31,M0004F,2017-10-25,,889.0,0,875,2,1.5,16.0,
3315,ce,t0036984,Rent Change,2018-09-30,M0018F,2017-10-28,,753.0,0,875,2,1.5,0.0,
3316,ce,t0036984,Rent Change,2018-10-31,M0018F,2017-10-28,,790.0,0,875,2,1.5,37.0,
8298,fh,t0036985,Rent Change,2017-12-01,1050A,2017-11-01,,850.0,0,700,1,1.0,0.0,
8299,fh,t0036985,Rent Change,2018-10-31,1050A,2017-11-01,,900.0,0,700,1,1.0,50.0,
6674,sh,t0036986,Rent Change,2018-09-30,WC5950F,2017-10-27,,663.0,0,950,2,2.0,0.0,
6675,sh,t0036986,Rent Change,2018-10-31,WC5950F,2017-10-27,,720.0,0,950,2,2.0,57.0,
1357,ce,t0036991,Rent Change,2018-09-30,C5307L,2017-10-28,,671.0,0,675,1,1.0,0.0,
1358,ce,t0036991,Rent Change,2018-10-31,C5307L,2017-10-28,,697.0,0,675,1,1.0,26.0,
5190,sh,t0036992,Rent Change,2017-11-03,WC5940E,2017-11-20,,685.0,0,950,2,2.0,0.0,
5187,sh,t0036992,Rent Change,2018-02-28,WC5940E,2017-11-14,,659.0,0,950,2,2.0,-26.0,
5188,sh,t0036992,Rent Change,2018-11-30,WC5940E,2017-11-14,,694.0,0,950,2,2.0,35.0,
5189,sh,t0036992,Rent Change,2018-12-31,WC5940E,2017-11-14,,720.0,0,950,2,2.0,26.0,
8266,fh,t0036993,Rent Change,2017-10-17,1066B,2017-10-31,,760.0,0,700,1,1.0,0.0,
8377,fh,t0036993,Rent Change,2017-10-18,1070AS,2017-10-31,,850.0,0,700,1,1.0,90.0,
8378,fh,t0036993,Rent Change,2018-09-30,1070AS,2017-10-31,,854.0,0,700,1,1.0,4.0,
8379,fh,t0036993,Rent Change,2018-10-31,1070AS,2017-10-31,,950.0,0,700,1,1.0,96.0,
2952,ce,t0037000,Rent Change,2018-10-31,M0005A,2017-11-11,,642.0,0,635,1,1.0,0.0,
2953,ce,t0037000,Rent Change,2018-11-30,M0005A,2017-11-11,,650.0,0,635,1,1.0,8.0,
8381,mpg,t0037004,Rent Change,2017-10-20,1976-03B,2017-11-01,2018-06-10,1499.0,1,1040,2,2.0,0.0,233 days 00:00:00.000000000
6133,sh,t0037006,Rent Change,2018-10-31,TH5781,2017-10-27,,717.0,0,1006,2,1.5,0.0,
6134,sh,t0037006,Rent Change,2018-11-30,TH5781,2017-10-27,2018-12-14,775.0,1,1006,2,1.5,58.0,14 days 00:00:00.000000000
941,ce,t0037016,Rent Change,2018-10-31,C5273A,2017-11-17,2018-11-13,671.0,1,675,1,1.0,0.0,13 days 00:00:00.000000000
6398,sh,t0037017,Rent Change,2018-10-31,WC5946G,2017-10-31,,720.0,0,950,2,2.0,0.0,
4737,sh,t0037019,Rent Change,2018-10-31,TT1218,2017-10-31,,1012.0,0,1350,3,1.5,0.0,
4738,sh,t0037019,Rent Change,2018-11-30,TT1218,2017-10-31,,1085.0,0,1350,3,1.5,73.0,
6362,sh,t0037022,Rent Change,2017-10-24,AC1083,2017-12-15,,1010.0,0,1350,3,1.5,0.0,
7260,sh,t0037022,Rent Change,2017-11-08,FT5840,2017-12-15,,1060.0,0,1350,3,1.5,50.0,
6650,sh,t0037024,Rent Change,2018-11-30,SH5832,2017-10-31,,800.0,0,1006,3,1.5,0.0,
8360,mpg,t0037032,Rent Change,2017-11-27,2006-06C,2017-11-28,,1050.0,0,835,1,1.0,0.0,
8361,mpg,t0037032,Rent Change,2018-01-31,2006-06C,2017-12-01,2018-08-02,1099.0,1,835,1,1.0,49.0,183 days 00:00:00.000000000
8268,fh,t0037036,Rent Change,2017-12-01,1066B,2017-11-30,2018-09-10,850.0,1,700,1,1.0,0.0,283 days 00:00:00.000000000
5191,sh,t0037051,Rent Change,2017-11-01,WC5940E,2017-11-23,,652.0,0,950,2,2.0,0.0,
5128,sh,t0037051,Rent Change,2017-11-03,WC5946D,2017-11-23,,685.0,0,950,2,2.0,33.0,
6927,sh,t0037051,Rent Change,2017-11-03,TH5769,2017-11-23,,875.0,0,1006,2,1.5,190.0,
1904,ce,t0037056,Rent Change,2018-10-31,S1454L,2017-11-11,,699.0,0,675,1,1.0,0.0,
1905,ce,t0037056,Rent Change,2018-11-30,S1454L,2017-11-11,,705.0,0,675,1,1.0,6.0,
6899,sh,t0037058,Rent Change,2017-12-04,FT5862L,2017-12-30,,630.0,0,932,2,1.0,0.0,
8387,fh,t0037059,Rent Change,2017-11-15,4751C,2017-11-17,,950.0,0,700,1,1.0,0.0,
8388,fh,t0037059,Rent Change,2017-12-01,4751C,2017-11-17,,899.0,0,700,1,1.0,-51.0,
8389,fh,t0037059,Rent Change,2018-11-30,4751C,2017-11-17,,949.0,0,700,1,1.0,50.0,
8390,fh,t0037776,Rent Change,2017-11-13,4751C,2017-11-10,,950.0,0,700,1,1.0,0.0,
8391,fh,t0037776,Rent Change,2017-11-13,4751C,2017-11-30,,899.0,0,700,1,1.0,-51.0,
4069,sh,t0037779,Rent Change,2018-06-30,SH5922,2018-05-21,,641.0,0,1006,2,1.5,0.0,
4070,sh,t0037779,Rent Change,2018-11-30,SH5922,2018-05-21,,693.0,0,1006,2,1.5,52.0,
4071,sh,t0037779,Rent Change,2018-12-31,SH5922,2018-05-21,,775.0,0,1006,2,1.5,82.0,
6838,sh,t0037784,Rent Change,2017-11-01,FT5862I,2017-12-11,,630.0,0,932,2,1.0,0.0,
6839,sh,t0037784,Rent Change,2018-02-28,FT5862I,2017-12-11,,599.0,0,932,2,1.0,-31.0,
6840,sh,t0037784,Rent Change,2018-12-31,FT5862I,2017-12-11,,633.0,0,932,2,1.0,34.0,
4012,sh,t0037790,Rent Change,2017-12-01,SH5860,2017-11-02,2018-11-07,709.0,1,1006,2,1.5,0.0,341 days 00:00:00.000000000
5811,sh,t0037792,Rent Change,2016-08-05,TT1193,2016-08-05,,995.0,0,1350,2,1.5,0.0,
5812,sh,t0037792,Rent Change,2017-07-31,TT1193,2016-08-09,,1015.0,0,1350,2,1.5,20.0,
5813,sh,t0037792,Rent Change,2017-08-31,TT1193,2016-08-09,2017-11-06,1020.0,1,1350,2,1.5,5.0,67 days 00:00:00.000000000
8392,fh,t0037798,Rent Change,2018-10-31,4763B,2017-11-11,,850.0,0,912,2,1.0,0.0,
8393,fh,t0037798,Rent Change,2018-11-30,4763B,2017-11-11,,875.0,0,912,2,1.0,25.0,
5397,sh,t0037800,Rent Change,2017-11-03,WC5970B,2017-11-10,,640.0,0,950,2,1.0,0.0,
5398,sh,t0037800,Rent Change,2017-12-31,WC5970B,2017-11-13,,609.0,0,950,2,1.0,-31.0,
5399,sh,t0037800,Rent Change,2018-11-30,WC5970B,2017-11-13,,642.0,0,950,2,1.0,33.0,
8350,mpg,t0037802,Rent Change,2018-10-31,2022-02A,2017-11-05,,1129.0,0,895,2,2.0,0.0,
8351,mpg,t0037802,Rent Change,2018-11-30,2022-02A,2017-11-05,,1133.0,0,895,2,2.0,4.0,
8395,mpg,t0037806,Rent Change,2017-12-01,1968-11A,2017-11-29,,949.0,0,835,1,1.0,0.0,
8396,mpg,t0037806,Rent Change,2017-12-31,1968-11A,2017-11-29,2018-08-31,1099.0,1,835,1,1.0,150.0,243 days 00:00:00.000000000
1611,ce,t0037807,Rent Change,2018-12-31,C5326E,2018-01-13,,686.0,0,675,1,1.0,0.0,
3445,ce,t0037808,Rent Change,2017-11-10,M0026D,2017-12-09,,748.0,0,875,2,1.5,0.0,
3446,ce,t0037808,Rent Change,2018-11-30,M0026D,2017-12-09,,779.0,0,875,2,1.5,31.0,
3447,ce,t0037808,Rent Change,2018-12-31,M0026D,2017-12-09,,790.0,0,875,2,1.5,11.0,
8402,mpg,t0037826,Rent Change,2018-03-31,2004-07B,2018-02-09,2018-09-30,1399.0,1,930,2,2.0,0.0,183 days 00:00:00.000000000
8398,mpg,t0037829,Rent Change,2017-11-10,1968-07A,2017-11-11,,1099.0,0,735,1,1.0,0.0,
8399,mpg,t0037829,Rent Change,2018-10-31,1968-07A,2017-11-11,,1128.0,0,735,1,1.0,29.0,
8400,mpg,t0037829,Rent Change,2018-11-30,1968-07A,2017-11-11,,1143.0,0,735,1,1.0,15.0,
8159,mpg,t0037830,Rent Change,2017-11-13,1992-02B,2017-11-20,,1399.0,0,930,2,2.0,0.0,
7390,sh,t0037836,Rent Change,2017-11-18,TH5827,2017-12-22,,890.0,0,1156,3,1.5,0.0,
7391,sh,t0037836,Rent Change,2018-12-31,TH5827,2017-12-22,,897.0,0,1156,3,1.5,7.0,
3119,ce,t0037837,Rent Change,2018-11-30,M0011C,2017-12-29,,649.0,0,635,1,1.0,0.0,
3120,ce,t0037837,Rent Change,2018-12-31,M0011C,2017-12-29,,680.0,0,635,1,1.0,31.0,
5302,sh,t0037839,Rent Change,2017-11-16,WC5933C,2017-11-30,,675.0,0,963,2,1.5,0.0,
1031,ce,t0037853,Rent Change,2018-10-31,C5273K,2017-11-29,,688.0,0,675,1,1.0,0.0,
1032,ce,t0037853,Rent Change,2018-11-30,C5273K,2017-11-29,,708.0,0,675,1,1.0,20.0,
6610,sh,t0037855,Rent Change,2017-11-22,WC5956H,2018-01-18,,675.0,0,963,2,1.5,0.0,
8404,fh,t0037858,Rent Change,2018-11-30,1098C,2017-12-28,,827.0,0,387,1,1.0,0.0,
8405,fh,t0037858,Rent Change,2018-12-31,1098C,2017-12-28,,835.0,0,387,1,1.0,8.0,
1696,ce,t0037861,Rent Change,2017-11-29,S1450D,2017-12-08,2018-03-26,657.0,1,675,1,1.0,0.0,117 days 00:00:00.000000000
5010,sh,t0037866,Rent Change,2017-11-17,WC5956G,2017-12-10,,675.0,0,963,2,1.5,0.0,
5011,sh,t0037866,Rent Change,2018-11-30,WC5956G,2017-12-11,,702.0,0,963,2,1.5,27.0,
5012,sh,t0037866,Rent Change,2018-12-31,WC5956G,2017-12-11,,715.0,0,963,2,1.5,13.0,
7292,sh,t0037868,Rent Change,2016-11-30,TH5804,2015-12-05,,741.0,0,1006,3,1.5,0.0,
7293,sh,t0037868,Rent Change,2016-12-31,TH5804,2015-12-05,2017-12-31,745.0,1,1006,3,1.5,4.0,365 days 00:00:00.000000000
8406,fh,t0037870,Rent Change,2017-11-17,1122DB,2017-12-01,,950.0,0,700,1,1.0,0.0,
8407,fh,t0037870,Rent Change,2017-11-17,1122DB,2017-12-01,,899.0,0,700,1,1.0,-51.0,
8410,mpg,t0037874,Rent Change,2017-11-21,1986-12B,2018-01-27,,1699.0,0,1240,3,3.0,0.0,
8412,mpg,t0037874,Rent Change,2017-11-29,1968-12A,2018-01-27,,1050.0,0,835,1,1.0,-649.0,
8411,mpg,t0037874,Rent Change,2017-12-14,1986-12B,2018-01-27,,1699.0,0,1240,3,3.0,649.0,
8413,mpg,t0037874,Rent Change,2017-12-14,1968-12A,2018-01-27,,1050.0,0,835,1,1.0,-649.0,
8417,mpg,t0037874,Rent Change,2017-12-14,1968-13B,2018-01-27,,1099.0,0,835,1,1.0,49.0,
8408,mpg,t0037874,Rent Change,2018-01-22,2006-12B,2018-01-27,,1099.0,0,835,1,1.0,0.0,
8369,mpg,t0037877,Rent Change,2017-11-21,2022-03B,2017-12-08,2018-09-30,1499.0,1,1040,2,2.0,0.0,313 days 00:00:00.000000000
6802,sh,t0037891,Rent Change,2017-11-22,AC1053,2017-11-30,,1060.0,0,1350,3,1.5,0.0,
6803,sh,t0037891,Rent Change,2018-02-28,AC1053,2017-11-30,2018-11-14,1040.0,1,1350,3,1.5,-20.0,259 days 00:00:00.000000000
8009,mpg,t0037900,Rent Change,2017-11-26,2000-03A,2017-12-16,,1150.0,0,1040,2,2.0,0.0,
8186,mpg,t0037901,Rent Change,2017-11-27,2032-03A,2017-11-30,,1499.0,0,1040,2,2.0,0.0,
8184,mpg,t0037901,Rent Change,2017-12-01,2032-03A,2017-11-28,,1374.09,0,1040,2,2.0,-124.91000000000008,
8185,mpg,t0037901,Rent Change,2018-11-30,2032-03A,2017-11-28,,1324.09,0,1040,2,2.0,-50.0,
8424,mpg,t0037902,Rent Change,2017-11-26,1968-03A,2017-12-02,2018-12-12,1050.0,1,835,1,1.0,0.0,381 days 00:00:00.000000000
8427,mpg,t0037911,Rent Change,2018-10-31,2026-02A,2017-11-30,,1101.0,0,895,2,2.0,0.0,
8428,mpg,t0037911,Rent Change,2018-11-30,2026-02A,2017-11-30,,1133.0,0,895,2,2.0,32.0,
8429,fh,t0037917,Rent Change,2018-05-16,1090A,2018-07-28,,1135.0,0,912,2,1.0,0.0,
8430,fh,t0037917,Rent Change,2018-05-16,1090A,2018-07-28,,1050.0,0,912,2,1.0,-85.0,
7745,fh,t0037918,Rent Change,2017-12-02,WAIT2R-1,2018-07-25,,1100.0,0,912,2,,0.0,
2272,ce,t0037919,Rent Change,2018-01-29,S1500-2D,2018-01-25,,789.0,0,955,2,2.0,0.0,
2273,ce,t0037919,Rent Change,2018-01-31,S1500-2D,2018-01-25,,738.0,0,955,2,2.0,-51.0,
7234,sh,t0037920,Rent Change,2018-12-31,AC1133,2017-12-08,,1145.0,0,1350,2,1.5,0.0,
8432,mpg,t0037923,Rent Change,2017-08-02,1992-03B,2016-06-30,2017-11-30,1499.0,1,1040,2,2.0,0.0,120 days 00:00:00.000000000
1554,ce,t0037925,Rent Change,2017-12-07,C5324K,2017-12-09,,677.0,0,675,1,1.0,0.0,
8435,fh,t0037932,Rent Change,2018-01-24,WAIT-0B,2018-07-30,,975.0,0,0,0,,0.0,
8433,fh,t0037932,Rent Change,2018-06-06,1045B,2018-07-30,,1135.0,0,912,2,1.0,160.0,
8434,fh,t0037932,Rent Change,2018-06-06,1045B,2018-07-30,,975.0,0,912,2,1.0,-160.0,
3652,ce,t0037934,Rent Change,2017-12-07,C5303K,2017-12-09,2018-12-08,667.0,1,675,1,1.0,0.0,366 days 00:00:00.000000000
1770,ce,t0037936,Rent Change,2018-03-19,S1452A,2018-03-31,,657.0,0,675,1,1.0,0.0,
1140,ce,t0037936,Rent Change,2018-03-24,C5303M,2018-04-13,,667.0,0,675,1,1.0,10.0,
7757,fh,t0037938,Rent Change,2017-12-04,WAIT1AR2,2018-04-01,,924.0,0,387,1,,0.0,
4407,sh,t0037939,Rent Change,2018-12-31,TH5812,2017-12-29,,777.0,0,1006,3,1.5,0.0,
8436,fh,t0037942,Rent Change,2018-04-19,1070B,2018-06-25,,984.0,0,700,1,1.0,0.0,
8437,fh,t0037942,Rent Change,2018-04-19,1070B,2018-06-25,,899.0,0,700,1,1.0,-85.0,
4851,sh,t0037944,Rent Change,2017-12-05,FT5835,2018-01-01,,1060.0,0,1350,3,1.5,0.0,
4849,sh,t0037944,Rent Change,2018-11-30,FT5835,2017-12-09,,1207.0,0,1350,3,1.5,147.0,
4850,sh,t0037944,Rent Change,2018-12-31,FT5835,2017-12-09,,1100.0,0,1350,3,1.5,-107.0,
14,ce,t0037946,Rent Change,2017-12-31,C05270,2017-12-08,,2078.0,0,1088,2,1.5,0.0,
15,ce,t0037946,Rent Change,2018-02-28,C05270,2017-12-08,,1039.0,0,1088,2,1.5,-1039.0,
188,ce,t0037950,Rent Change,2018-11-30,C0003M,2017-12-16,,821.0,0,905,2,1.0,52.0,
189,ce,t0037950,Rent Change,2018-12-31,C0003M,2017-12-16,,869.0,0,905,2,1.0,48.0,
8439,mpg,t0037954,Rent Change,2017-12-09,1972-06A,2017-12-16,,1500.0,0,1040,2,2.0,0.0,
8440,mpg,t0037954,Rent Change,2018-01-31,1972-06A,2017-12-16,2018-10-15,1265.0,1,1040,2,2.0,-235.0,257 days 00:00:00.000000000
3602,ce,t0037959,Rent Change,2018-11-30,M0038B,2017-12-28,,733.0,0,875,2,1.5,0.0,
3603,ce,t0037959,Rent Change,2018-12-31,M0038B,2017-12-28,,770.0,0,875,2,1.5,37.0,
8442,mpg,t0037961,Rent Change,2017-12-15,1986-02A,2017-12-20,,1699.0,0,1240,2,2.0,0.0,
8443,fh,t0037962,Rent Change,2018-06-06,1074C,2018-07-31,,1210.0,0,912,2,1.0,0.0,
8444,fh,t0037962,Rent Change,2018-06-06,1074C,2018-07-31,,1135.0,0,912,2,1.0,-75.0,
7262,sh,t0037963,Rent Change,2017-12-13,FT5840,2017-12-31,2018-07-01,1060.0,1,1350,3,1.5,0.0,200 days 00:00:00.000000000
8447,ce,t0037965,Rent Change,2013-04-30,C5303D,2006-03-06,,545.0,0,675,1,1.0,545.0,
8448,ce,t0037965,Rent Change,2013-05-31,C5303D,2006-03-06,,560.0,0,675,1,1.0,15.0,
8449,ce,t0037965,Rent Change,2014-05-31,C5303D,2006-03-06,,577.0,0,675,1,1.0,17.0,
8450,ce,t0037965,Rent Change,2015-05-31,C5303D,2006-03-06,,594.0,0,675,1,1.0,17.0,
8451,ce,t0037965,Rent Change,2016-05-31,C5303D,2006-03-06,,619.0,0,675,1,1.0,25.0,
8452,ce,t0037965,Rent Change,2017-05-31,C5303D,2006-03-06,,729.0,0,675,1,1.0,110.0,
8453,ce,t0037965,Rent Change,2017-08-31,C5303D,2006-03-06,,21.0,0,675,1,1.0,-708.0,
8455,ce,t0037965,Rent Change,2017-10-31,C5303D,2006-03-06,2017-12-13,619.0,1,675,1,1.0,619.0,43 days 00:00:00.000000000
3533,ce,t0037966,Rent Change,2014-08-06,M0032B,,,655.0,0,875,2,1.5,0.0,
3530,ce,t0037966,Rent Change,2015-08-31,M0032B,2014-08-29,,681.0,0,875,2,1.5,26.0,
3531,ce,t0037966,Rent Change,2016-08-31,M0032B,2014-08-29,,714.0,0,875,2,1.5,33.0,
3532,ce,t0037966,Rent Change,2017-08-31,M0032B,2014-08-29,2017-12-13,728.0,1,875,2,1.5,14.0,104 days 00:00:00.000000000
3721,ce,t0037970,Rent Change,2018-11-30,C5303F,2017-12-16,,674.0,0,675,1,1.0,0.0,
3722,ce,t0037970,Rent Change,2018-12-31,C5303F,2017-12-16,,689.0,0,675,1,1.0,15.0,
4499,sh,t0037972,Rent Change,2018-12-31,SH5833,2017-12-21,,765.0,0,1006,2,1.5,0.0,
8418,mpg,t0037975,Rent Change,2018-11-30,1968-13B,2017-12-16,,1122.0,0,835,1,1.0,0.0,
8419,mpg,t0037975,Rent Change,2018-12-31,1968-13B,2017-12-16,,1143.0,0,835,1,1.0,21.0,
8409,mpg,t0037976,Rent Change,2018-01-11,2006-12B,2018-01-15,,1050.0,0,835,1,1.0,0.0,
8457,mpg,t0037977,Rent Change,2018-01-31,2006-10B,2018-01-03,2018-08-02,1155.0,1,835,1,1.0,0.0,183 days 00:00:00.000000000
8458,fh,t0037980,Rent Change,2018-03-15,1050C,2018-07-22,,1040.0,0,700,1,1.0,0.0,
8459,fh,t0037980,Rent Change,2018-03-15,1050C,2018-07-22,,960.0,0,700,1,1.0,-80.0,
8460,mpg,t0037982,Rent Change,2018-01-31,1976-01B,2017-12-20,,1249.0,0,895,2,2.0,0.0,
8461,mpg,t0037982,Rent Change,2018-11-30,1976-01B,2017-12-20,,1269.0,0,895,2,2.0,20.0,
8462,mpg,t0037982,Rent Change,2018-12-31,1976-01B,2017-12-20,,1299.0,0,895,2,2.0,30.0,
2116,ce,t0037997,Rent Change,2018-01-12,S1458M,2018-02-01,,677.0,0,675,1,1.0,0.0,
8463,fh,t0038007,Rent Change,2017-12-31,4788D,2017-12-27,,1075.0,0,912,2,1.0,0.0,
8464,fh,t0038007,Rent Change,2018-08-31,4788D,2017-12-27,,1126.0,0,912,2,1.0,51.0,
8465,fh,t0038007,Rent Change,2018-09-30,4788D,2017-12-27,,1175.0,0,912,2,1.0,49.0,
5130,sh,t0038009,Rent Change,2017-12-28,WC5946D,2017-12-29,,720.0,0,950,2,2.0,0.0,
5131,sh,t0038009,Rent Change,2017-12-31,WC5946D,2017-12-29,2018-06-18,792.0,1,950,2,2.0,72.0,169 days 00:00:00.000000000
3977,sh,t0038014,Rent Change,2017-12-28,SH5820,2017-12-29,,775.0,0,1006,3,1.5,0.0,
