,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay
3450,ce,t0014192,Rent Change,2016-03-31,M0026F,2012-03-10,,723.0,0,875,2,1.5,41.0,
3451,ce,t0014192,Rent Change,2017-03-31,M0026F,2012-03-10,,758.0,0,875,2,1.5,35.0,
3452,ce,t0014192,Rent Change,2018-03-31,M0026F,2012-03-10,,778.0,0,875,2,1.5,20.0,
3454,ce,t0014193,Rent Change,2013-06-30,M0028A,2011-10-10,,635.0,0,875,2,1.5,0.0,
3455,ce,t0014193,Rent Change,2014-04-30,M0028A,2011-10-10,,654.0,0,875,2,1.5,19.0,
3456,ce,t0014193,Rent Change,2015-04-30,M0028A,2011-10-10,2016-05-01,655.0,1,875,2,1.5,1.0,367 days 00:00:00.000000000
3462,ce,t0014195,Rent Change,2013-12-31,M0028C,2012-12-06,,675.0,0,875,2,1.5,0.0,
3463,ce,t0014195,Rent Change,2014-07-31,M0028C,2012-12-06,2014-09-02,695.0,1,875,2,1.5,20.0,33 days 00:00:00.000000000
3473,ce,t0014196,Rent Change,2013-12-01,M0028D,2012-12-01,,697.0,0,875,2,1.5,0.0,
3474,ce,t0014196,Rent Change,2014-05-31,M0028D,2012-12-01,,718.0,0,875,2,1.5,21.0,
3475,ce,t0014196,Rent Change,2015-05-31,M0028D,2012-12-01,2016-04-30,740.0,1,875,2,1.5,22.0,335 days 00:00:00.000000000
3483,ce,t0014198,Rent Change,2013-09-30,M0028F,2011-09-10,,671.0,0,875,2,1.5,0.0,
3484,ce,t0014198,Rent Change,2014-11-30,M0028F,2011-09-10,2015-11-30,690.0,1,875,2,1.5,19.0,365 days 00:00:00.000000000
3488,ce,t0014199,Rent Change,2013-06-30,M0030A,2003-02-01,,635.0,0,875,2,1.5,0.0,
3489,ce,t0014199,Rent Change,2014-05-31,M0030A,2003-02-01,2015-05-31,654.0,1,875,2,1.5,19.0,365 days 00:00:00.000000000
3500,ce,t0014200,Rent Change,2013-12-01,M0030B,2010-11-29,,650.0,0,875,2,1.5,0.0,
3498,ce,t0014200,Rent Change,2015-03-01,M0030B,2010-11-29,2015-07-19,657.0,1,875,2,1.5,7.0,140 days 00:00:00.000000000
3509,ce,t0014201,Rent Change,2013-09-01,M0030C,2008-08-15,,660.0,0,875,2,1.5,0.0,
3510,ce,t0014201,Rent Change,2014-11-30,M0030C,2008-08-15,2015-09-11,679.0,1,875,2,1.5,19.0,285 days 00:00:00.000000000
3515,ce,t0014202,Rent Change,2013-10-31,M0030D,2011-10-08,,671.0,0,875,2,1.5,0.0,
3516,ce,t0014202,Rent Change,2015-01-31,M0030D,2011-10-08,2016-01-31,677.0,1,875,2,1.5,6.0,365 days 00:00:00.000000000
3521,ce,t0014203,Rent Change,2013-06-30,M0030E,2008-06-28,,655.0,0,875,2,1.5,0.0,
3522,ce,t0014203,Rent Change,2014-06-30,M0030E,2008-06-28,,1330.0,0,875,2,1.5,675.0,
3523,ce,t0014203,Rent Change,2014-07-31,M0030E,2008-06-28,,675.0,0,875,2,1.5,-655.0,
3524,ce,t0014203,Rent Change,2015-06-30,M0030E,2008-06-28,,695.0,0,875,2,1.5,20.0,
3525,ce,t0014203,Rent Change,2016-06-30,M0030E,2008-06-28,,725.0,0,875,2,1.5,30.0,
3526,ce,t0014203,Rent Change,2017-06-30,M0030E,2008-06-28,2018-06-30,748.0,1,875,2,1.5,23.0,365 days 00:00:00.000000000
3528,ce,t0014205,Rent Change,2013-08-01,M0032B,2012-01-17,2014-07-31,655.0,1,875,2,1.5,0.0,364 days 00:00:00.000000000
3537,ce,t0014207,Rent Change,2013-10-31,M0032D,2012-03-05,2014-04-30,645.0,1,875,2,1.5,0.0,181 days 00:00:00.000000000
3543,ce,t0014208,Rent Change,2013-05-31,M0032E,2009-08-13,2013-08-05,665.0,1,875,2,1.5,0.0,66 days 00:00:00.000000000
3549,ce,t0014209,Rent Change,2013-08-01,M0032F,2012-08-01,,675.0,0,875,2,1.5,0.0,
3550,ce,t0014209,Rent Change,2013-09-30,M0032F,2012-08-01,,660.0,0,875,2,1.5,-15.0,
3551,ce,t0014209,Rent Change,2014-11-30,M0032F,2012-08-01,,680.0,0,875,2,1.5,20.0,
3552,ce,t0014209,Rent Change,2015-11-30,M0032F,2012-08-01,,719.0,0,875,2,1.5,39.0,
3553,ce,t0014209,Rent Change,2016-11-30,M0032F,2012-08-01,,748.0,0,875,2,1.5,29.0,
3554,ce,t0014209,Rent Change,2017-12-01,M0032F,2012-08-01,,758.0,0,875,2,1.5,10.0,
3555,ce,t0014209,Rent Change,2018-11-30,M0032F,2012-08-01,,790.0,0,875,2,1.5,32.0,
3556,ce,t0014210,Rent Change,2013-06-30,M0034A,2001-12-15,,635.0,0,875,2,1.5,0.0,
3557,ce,t0014210,Rent Change,2014-06-30,M0034A,2001-12-15,,654.0,0,875,2,1.5,19.0,
3558,ce,t0014210,Rent Change,2015-06-30,M0034A,2001-12-15,,674.0,0,875,2,1.5,20.0,
3559,ce,t0014210,Rent Change,2016-06-30,M0034A,2001-12-15,,704.0,0,875,2,1.5,30.0,
3560,ce,t0014210,Rent Change,2017-06-30,M0034A,2001-12-15,,751.0,0,875,2,1.5,47.0,
3561,ce,t0014210,Rent Change,2017-07-31,M0034A,2001-12-15,,728.0,0,875,2,1.5,-23.0,
3562,ce,t0014210,Rent Change,2018-06-30,M0034A,2001-12-15,,770.0,0,875,2,1.5,42.0,
3564,ce,t0014212,Rent Change,2013-06-30,M0034C,2010-08-01,,655.0,0,875,2,1.5,0.0,
3565,ce,t0014212,Rent Change,2014-07-31,M0034C,2010-08-01,,675.0,0,875,2,1.5,20.0,
3566,ce,t0014212,Rent Change,2015-08-31,M0034C,2010-08-01,,695.0,0,875,2,1.5,20.0,
3567,ce,t0014212,Rent Change,2016-08-31,M0034C,2010-08-01,,734.0,0,875,2,1.5,39.0,
3568,ce,t0014212,Rent Change,2017-08-31,M0034C,2010-08-01,2018-08-31,748.0,1,875,2,1.5,14.0,365 days 00:00:00.000000000
3569,ce,t0014213,Rent Change,2013-06-30,M0034D,2012-05-01,,645.0,0,875,2,1.5,0.0,
3570,ce,t0014213,Rent Change,2014-06-30,M0034D,2012-05-01,,664.0,0,875,2,1.5,19.0,
3571,ce,t0014213,Rent Change,2015-06-30,M0034D,2012-05-01,,684.0,0,875,2,1.5,20.0,
3572,ce,t0014213,Rent Change,2016-06-30,M0034D,2012-05-01,,715.0,0,875,2,1.5,31.0,
3573,ce,t0014213,Rent Change,2017-06-30,M0034D,2012-05-01,,738.0,0,875,2,1.5,23.0,
3574,ce,t0014213,Rent Change,2018-06-30,M0034D,2012-05-01,,780.0,0,875,2,1.5,42.0,
3575,ce,t0014216,Rent Change,2013-09-01,M0036A,2012-09-01,,655.0,0,875,2,1.5,0.0,
3576,ce,t0014216,Rent Change,2014-09-30,M0036A,2012-09-01,,665.0,0,875,2,1.5,10.0,
3577,ce,t0014216,Rent Change,2015-08-31,M0036A,2012-09-01,,692.0,0,875,2,1.5,27.0,
3578,ce,t0014216,Rent Change,2016-08-31,M0036A,2012-09-01,,722.0,0,875,2,1.5,30.0,
3579,ce,t0014216,Rent Change,2017-08-31,M0036A,2012-09-01,,727.0,0,875,2,1.5,5.0,
3580,ce,t0014216,Rent Change,2018-08-31,M0036A,2012-09-01,,770.0,0,875,2,1.5,43.0,
3582,ce,t0014220,Rent Change,2014-02-28,M0036E,2012-02-24,2015-06-30,669.0,1,875,2,1.5,0.0,487 days 00:00:00.000000000
3592,ce,t0014222,Rent Change,2014-05-31,M0038A,1995-06-01,,644.0,0,875,2,1.5,0.0,
3593,ce,t0014222,Rent Change,2015-05-31,M0038A,1995-06-01,,663.0,0,875,2,1.5,19.0,
3594,ce,t0014222,Rent Change,2016-05-31,M0038A,1995-06-01,,699.0,0,875,2,1.5,36.0,
3595,ce,t0014222,Rent Change,2017-05-31,M0038A,1995-06-01,,728.0,0,875,2,1.5,29.0,
3597,ce,t0014223,Rent Change,2013-12-31,M0038B,2010-12-11,2015-04-30,655.0,1,875,2,1.5,0.0,485 days 00:00:00.000000000
3605,ce,t0014226,Rent Change,2013-09-30,M0038E,2010-07-18,,675.0,0,875,2,1.5,0.0,
3606,ce,t0014226,Rent Change,2014-07-31,M0038E,2010-07-18,2015-04-30,695.0,1,875,2,1.5,20.0,273 days 00:00:00.000000000
3614,ce,t0014227,Rent Change,2013-06-30,M0038F,2011-03-24,,665.0,0,875,2,1.5,0.0,
3615,ce,t0014227,Rent Change,2014-07-31,M0038F,2011-03-24,,685.0,0,875,2,1.5,20.0,
3616,ce,t0014227,Rent Change,2015-07-31,M0038F,2011-03-24,,726.0,0,875,2,1.5,41.0,
3617,ce,t0014227,Rent Change,2015-08-31,M0038F,2011-03-24,,705.0,0,875,2,1.5,-21.0,
3618,ce,t0014227,Rent Change,2016-08-31,M0038F,2011-03-24,2017-08-31,744.0,1,875,2,1.5,39.0,365 days 00:00:00.000000000
3622,ce,t0014232,Rent Change,2013-04-19,S1454A,2013-05-24,2014-05-31,560.0,1,675,1,1.0,0.0,407 days 00:00:00.000000000
3638,ce,t0014235,Rent Change,2013-04-30,C0011D,2013-04-13,,630.0,0,905,2,1.0,630.0,
3645,ce,t0014236,Rent Change,2014-04-30,C5303K,2013-05-01,,587.0,0,675,1,1.0,0.0,
3646,ce,t0014236,Rent Change,2015-04-30,C5303K,2013-05-01,,619.0,0,675,1,1.0,32.0,
3647,ce,t0014236,Rent Change,2016-05-01,C5303K,2013-05-01,2016-08-22,639.0,1,675,1,1.0,20.0,113 days 00:00:00.000000000
3655,ce,t0014238,Rent Change,2013-04-30,S1452K,2013-04-12,2014-04-30,580.0,1,675,1,1.0,580.0,365 days 00:00:00.000000000
3657,ce,t0014242,Rent Change,2014-04-30,M0005D,2013-05-01,2014-07-10,561.0,1,635,1,1.0,0.0,71 days 00:00:00.000000000
3664,ce,t0014246,Rent Change,2014-05-31,C05268,2013-06-01,,891.0,0,1400,3,2.5,0.0,
3665,ce,t0014246,Rent Change,2015-08-31,C05268,2013-06-01,2016-08-31,940.0,1,1400,3,2.5,49.0,366 days 00:00:00.000000000
3671,ce,t0014247,Rent Change,2013-04-30,C5254M,2013-04-19,2014-04-30,670.0,1,955,2,2.0,670.0,365 days 00:00:00.000000000
2889,ce,t0014248,Rent Change,2013-05-31,M0002F,2013-05-17,2014-05-31,565.0,1,635,1,1.0,0.0,365 days 00:00:00.000000000
3675,ce,t0014277,Rent Change,2013-06-12,C5326D,2013-06-08,,560.0,0,675,1,1.0,0.0,
3676,ce,t0014277,Rent Change,2014-06-30,C5326D,2013-06-08,,577.0,0,675,1,1.0,17.0,
3677,ce,t0014277,Rent Change,2015-06-30,C5326D,2013-06-08,,594.0,0,675,1,1.0,17.0,
3678,ce,t0014277,Rent Change,2016-06-30,C5326D,2013-06-08,2017-06-30,629.0,1,675,1,1.0,35.0,365 days 00:00:00.000000000
3680,ce,t0014291,Rent Change,2014-06-30,C5254F,2013-06-08,,670.0,0,955,2,2.0,0.0,
3681,ce,t0014291,Rent Change,2015-06-30,C5254F,2013-06-08,,690.0,0,955,2,2.0,20.0,
3682,ce,t0014291,Rent Change,2016-06-30,C5254F,2013-06-08,,720.0,0,955,2,2.0,30.0,
3683,ce,t0014291,Rent Change,2017-06-30,C5254F,2013-06-08,2018-07-13,748.0,1,955,2,2.0,28.0,378 days 00:00:00.000000000
3685,ce,t0014295,Rent Change,2014-05-31,C5254K,2013-05-18,,680.0,0,955,2,2.0,0.0,
3686,ce,t0014295,Rent Change,2015-05-31,C5254K,2013-05-18,,700.0,0,955,2,2.0,20.0,
3687,ce,t0014295,Rent Change,2016-05-31,C5254K,2013-05-18,2016-08-15,729.0,1,955,2,2.0,29.0,76 days 00:00:00.000000000
3693,ce,t0014301,Rent Change,2014-05-31,S1456D,2013-05-10,,577.0,0,675,1,1.0,0.0,
3694,ce,t0014301,Rent Change,2015-05-31,S1456D,2013-05-10,2015-11-07,594.0,1,675,1,1.0,17.0,160 days 00:00:00.000000000
2152,ce,t0014302,Rent Change,2013-05-07,S1500-1D,2013-06-01,,698.0,0,955,2,2.0,0.0,
2145,ce,t0014302,Rent Change,2013-05-30,S1500-1D,2013-05-31,,684.0,0,955,2,2.0,-14.0,
2146,ce,t0014302,Rent Change,2013-06-03,S1500-1D,2013-05-31,,675.0,0,955,2,2.0,-9.0,
2147,ce,t0014302,Rent Change,2014-05-31,S1500-1D,2013-05-31,,695.0,0,955,2,2.0,20.0,
2148,ce,t0014302,Rent Change,2015-05-31,S1500-1D,2013-05-31,,716.0,0,955,2,2.0,21.0,
2149,ce,t0014302,Rent Change,2016-05-31,S1500-1D,2013-05-31,,749.0,0,955,2,2.0,33.0,
2150,ce,t0014302,Rent Change,2017-05-31,S1500-1D,2013-05-31,,789.0,0,955,2,2.0,40.0,
2151,ce,t0014302,Rent Change,2018-05-31,S1500-1D,2013-05-31,,829.0,0,955,2,2.0,40.0,
3708,ce,t0014326,Rent Change,2013-06-30,M0018D,2013-05-31,,655.0,0,875,2,1.5,0.0,
3709,ce,t0014326,Rent Change,2013-07-01,M0018D,2013-05-31,,635.0,0,875,2,1.5,-20.0,
3710,ce,t0014326,Rent Change,2014-05-31,M0018D,2013-05-31,2014-08-26,654.0,1,875,2,1.5,19.0,87 days 00:00:00.000000000
1015,ce,t0014327,Rent Change,2013-05-08,C5273J,2013-06-01,,609.0,0,675,1,1.0,0.0,
1016,ce,t0014327,Rent Change,2013-06-03,C5273J,2013-06-01,,590.0,0,675,1,1.0,-19.0,
1017,ce,t0014327,Rent Change,2014-05-31,C5273J,2013-06-01,,608.0,0,675,1,1.0,18.0,
1018,ce,t0014327,Rent Change,2015-05-31,C5273J,2013-06-01,,626.0,0,675,1,1.0,18.0,
1019,ce,t0014327,Rent Change,2016-05-31,C5273J,2013-06-01,,659.0,0,675,1,1.0,33.0,
1020,ce,t0014327,Rent Change,2017-05-31,C5273J,2013-06-01,2018-05-31,687.0,1,675,1,1.0,28.0,365 days 00:00:00.000000000
3724,ce,t0014329,Rent Change,2013-08-01,S1454F,2013-06-01,2013-09-30,570.0,1,675,1,1.0,0.0,60 days 00:00:00.000000000
3734,ce,t0014335,Rent Change,2013-05-20,M0004A,2013-05-17,2013-09-30,625.0,1,875,2,1.5,0.0,133 days 00:00:00.000000000
1350,ce,t0014350,Rent Change,2013-06-12,C5307L,2013-06-11,,570.0,0,675,1,1.0,0.0,
1573,ce,t0014350,Rent Change,2013-06-13,C5324M,2013-06-10,,610.0,0,675,1,1.0,40.0,
1574,ce,t0014350,Rent Change,2013-06-13,C5324M,2013-06-13,,580.0,0,675,1,1.0,-30.0,
1575,ce,t0014350,Rent Change,2014-06-30,C5324M,2013-06-13,,597.0,0,675,1,1.0,17.0,
1576,ce,t0014350,Rent Change,2015-06-30,C5324M,2013-06-13,,615.0,0,675,1,1.0,18.0,
1577,ce,t0014350,Rent Change,2015-12-31,C5324M,2013-06-13,,655.0,0,675,1,1.0,40.0,
1571,ce,t0014350,Rent Change,2016-06-30,C5324M,2013-06-13,2016-08-06,685.0,1,675,1,1.0,30.0,37 days 00:00:00.000000000
2294,ce,t0014351,Rent Change,2013-06-25,S1500-2G,2013-06-21,,665.0,0,955,2,1.0,0.0,
2295,ce,t0014351,Rent Change,2014-06-30,S1500-2G,2013-06-21,2015-05-31,685.0,1,955,2,1.0,20.0,335 days 00:00:00.000000000
3741,ce,t0014380,Rent Change,2013-05-14,M0034E,2013-05-14,,655.0,0,875,2,1.5,0.0,
3742,ce,t0014380,Rent Change,2014-07-31,M0034E,2013-05-14,2014-09-30,675.0,1,875,2,1.5,20.0,61 days 00:00:00.000000000
3752,ce,t0014386,Rent Change,2013-06-17,S1458C,2013-06-15,2014-03-01,560.0,1,675,1,1.0,0.0,257 days 00:00:00.000000000
368,ce,t0014389,Rent Change,2014-06-30,C0011H,2013-06-15,2015-04-30,659.0,1,905,2,1.0,0.0,304 days 00:00:00.000000000
1320,ce,t0014390,Rent Change,2014-09-30,C5307H,2013-09-16,2015-09-14,585.0,1,675,1,1.0,0.0,349 days 00:00:00.000000000
2593,ce,t0014392,Rent Change,2014-07-31,S1500-5F,2013-07-19,,680.0,0,955,2,1.5,0.0,
2594,ce,t0014392,Rent Change,2015-07-31,S1500-5F,2013-07-19,,694.0,0,955,2,1.5,14.0,
2595,ce,t0014392,Rent Change,2016-01-31,S1500-5F,2013-07-19,2017-02-04,736.0,1,955,2,1.5,42.0,370 days 00:00:00.000000000
181,ce,t0014409,Rent Change,2013-06-13,C0003M,2013-06-03,,680.0,0,905,2,1.0,0.0,
182,ce,t0014409,Rent Change,2013-06-13,C0003M,2013-07-15,,704.0,0,905,2,1.0,24.0,
3773,ce,t0014410,Rent Change,2013-06-05,M0014B,2013-07-12,,695.0,0,875,2,1.5,0.0,
3774,ce,t0014410,Rent Change,2013-06-11,M0014B,2013-07-12,,684.0,0,875,2,1.5,-11.0,
3775,ce,t0014410,Rent Change,2013-06-11,M0014B,2013-07-15,,635.0,0,875,2,1.5,-49.0,
3717,ce,t0014428,Rent Change,2014-09-30,C5303F,2013-06-10,,582.0,0,675,1,1.0,0.0,
3718,ce,t0014428,Rent Change,2015-09-30,C5303F,2013-06-10,2016-09-30,614.0,1,675,1,1.0,32.0,366 days 00:00:00.000000000
1934,ce,t0014469,Rent Change,2013-07-15,S1456C,2013-07-12,2014-10-31,564.0,1,675,1,1.0,0.0,473 days 00:00:00.000000000
3782,ce,t0014470,Rent Change,2013-07-15,M0015C,2013-07-13,,697.0,0,875,2,1.5,0.0,
3783,ce,t0014470,Rent Change,2014-09-30,M0015C,2013-07-13,,718.0,0,875,2,1.5,21.0,
3784,ce,t0014470,Rent Change,2015-08-31,M0015C,2013-07-13,,845.0,0,875,2,1.5,127.0,
3785,ce,t0014470,Rent Change,2016-07-31,M0015C,2013-07-13,2017-05-30,884.0,1,875,2,1.5,39.0,303 days 00:00:00.000000000
2528,ce,t0014471,Rent Change,2014-11-01,S1500-4L,2013-07-20,,702.0,0,955,2,1.0,0.0,
2529,ce,t0014471,Rent Change,2015-11-01,S1500-4L,2013-07-20,2016-10-31,729.0,1,955,2,1.0,27.0,365 days 00:00:00.000000000
2486,ce,t0014472,Rent Change,2014-09-30,S1500-4F,2013-06-28,,719.0,0,955,2,1.5,0.0,
2487,ce,t0014472,Rent Change,2015-09-30,S1500-4F,2013-06-28,,759.0,0,955,2,1.5,40.0,
2488,ce,t0014472,Rent Change,2016-09-30,S1500-4F,2013-06-28,2017-09-30,799.0,1,955,2,1.5,40.0,365 days 00:00:00.000000000
2110,ce,t0014508,Rent Change,2013-06-25,S1458M,2013-07-19,,600.0,0,675,1,1.0,0.0,
2111,ce,t0014508,Rent Change,2013-07-22,S1458M,2013-07-20,2014-07-31,604.0,1,675,1,1.0,4.0,374 days 00:00:00.000000000
2121,ce,t0014509,Rent Change,2014-07-31,S1500-1A,2013-07-26,2015-07-31,719.0,1,955,2,1.0,0.0,365 days 00:00:00.000000000
1926,ce,t0014521,Rent Change,2015-01-01,S1456B,2013-07-29,,609.0,0,675,1,1.0,0.0,
1927,ce,t0014521,Rent Change,2015-11-30,S1456B,2013-07-29,2016-06-30,629.0,1,675,1,1.0,20.0,213 days 00:00:00.000000000
3702,ce,t0014523,Rent Change,2014-11-01,S1500-3D,2013-07-23,2015-07-31,711.0,1,955,2,2.0,0.0,272 days 00:00:00.000000000
3767,ce,t0014532,Rent Change,2014-11-01,M0036D,2013-07-12,,654.0,0,875,2,1.5,0.0,
3768,ce,t0014532,Rent Change,2015-11-01,M0036D,2013-07-12,2016-09-30,699.0,1,875,2,1.5,45.0,334 days 00:00:00.000000000
3789,ce,t0014550,Rent Change,2014-11-01,M0013B,2013-07-22,2015-10-31,581.0,1,635,1,1.0,0.0,364 days 00:00:00.000000000
1353,ce,t0014554,Rent Change,2014-11-01,C5307L,2013-07-06,2015-09-10,603.0,1,675,1,1.0,18.0,313 days 00:00:00.000000000
1111,ce,t0014568,Rent Change,2013-07-08,C5303J,2013-06-28,2014-09-30,598.0,1,675,1,1.0,0.0,449 days 00:00:00.000000000
2430,ce,t0014574,Rent Change,2015-04-11,S1500-3L,,,726.0,0,955,2,1.0,0.0,
194,ce,t0014582,Rent Change,2014-09-01,C0007A,2013-08-23,2015-03-31,650.0,1,675,1,1.0,0.0,211 days 00:00:00.000000000
3793,ce,t0014610,Rent Change,2014-03-31,S1500-7C,2013-07-19,,810.0,0,1088,2,1.5,0.0,
3794,ce,t0014610,Rent Change,2015-11-30,S1500-7C,2013-07-19,2016-09-30,859.0,1,1088,2,1.5,49.0,305 days 00:00:00.000000000
3801,ce,t0014611,Rent Change,2013-07-22,M0009C,2013-07-19,,562.0,0,635,1,1.0,0.0,
3802,ce,t0014611,Rent Change,2014-07-31,M0009C,2013-07-19,,579.0,0,635,1,1.0,17.0,
3803,ce,t0014611,Rent Change,2015-07-31,M0009C,2013-07-19,,595.0,0,635,1,1.0,16.0,
3804,ce,t0014611,Rent Change,2016-01-31,M0009C,2013-07-19,2016-03-04,619.0,1,635,1,1.0,24.0,33 days 00:00:00.000000000
1877,ce,t0014620,Rent Change,2013-07-25,S1454H,2013-07-27,2014-10-31,602.0,1,675,1,1.0,0.0,463 days 00:00:00.000000000
2279,ce,t0014622,Rent Change,2014-09-01,S1500-2E,2013-08-03,,750.0,0,955,2,1.0,0.0,
2280,ce,t0014622,Rent Change,2015-08-31,S1500-2E,2013-08-03,2017-03-31,780.0,1,955,2,1.0,30.0,578 days 00:00:00.000000000
202,ce,t0014623,Rent Change,2014-09-30,C0007B,2013-08-02,2015-08-31,645.0,1,675,1,1.0,0.0,335 days 00:00:00.000000000
3777,ce,t0014628,Rent Change,2013-09-01,M0014B,2013-07-29,2013-11-01,635.0,1,875,2,1.5,0.0,61 days 00:00:00.000000000
3546,ce,t0014634,Rent Change,2014-09-01,M0032E,2013-08-30,,750.0,0,875,2,1.5,0.0,
3547,ce,t0014634,Rent Change,2015-08-31,M0032E,2013-08-30,2016-08-31,780.0,1,875,2,1.5,30.0,366 days 00:00:00.000000000
3808,ce,t0014654,Rent Change,2013-08-19,M0026E,2013-08-22,,721.0,0,875,2,1.5,0.0,
3809,ce,t0014654,Rent Change,2013-08-19,M0026E,2013-08-22,,680.0,0,875,2,1.5,-41.0,
3810,ce,t0014654,Rent Change,2014-09-01,M0026E,2013-08-22,2014-10-13,710.0,1,875,2,1.5,30.0,42 days 00:00:00.000000000
3813,ce,t0014655,Rent Change,2013-08-19,M0028E,2013-08-24,,731.0,0,875,2,1.5,0.0,
3814,ce,t0014655,Rent Change,2013-08-19,M0028E,2013-08-24,2014-08-31,739.0,1,875,2,1.5,8.0,377 days 00:00:00.000000000
425,ce,t0014656,Rent Change,2013-09-03,C5250C,2013-09-01,,654.0,0,955,2,2.0,0.0,
423,ce,t0014656,Rent Change,2014-11-30,C5250C,2013-08-31,,673.0,0,955,2,2.0,19.0,
424,ce,t0014656,Rent Change,2015-11-30,C5250C,2013-08-31,2016-11-30,709.0,1,955,2,2.0,36.0,366 days 00:00:00.000000000
2302,ce,t0014657,Rent Change,2015-05-21,S1500-2G,2015-08-01,,716.0,0,955,2,1.0,0.0,
2296,ce,t0014657,Rent Change,2016-06-30,S1500-2G,2015-07-28,,721.0,0,955,2,1.0,5.0,
2297,ce,t0014657,Rent Change,2016-07-31,S1500-2G,2015-07-28,,754.0,0,955,2,1.0,33.0,
2298,ce,t0014657,Rent Change,2017-06-30,S1500-2G,2015-07-28,,756.0,0,955,2,1.0,2.0,
2299,ce,t0014657,Rent Change,2017-07-31,S1500-2G,2015-07-28,,769.0,0,955,2,1.0,13.0,
2300,ce,t0014657,Rent Change,2018-06-30,S1500-2G,2015-07-28,,775.0,0,955,2,1.0,6.0,
2301,ce,t0014657,Rent Change,2018-07-31,S1500-2G,2015-07-28,,810.0,0,955,2,1.0,35.0,
393,ce,t0015651,Rent Change,2013-08-27,C0011L,2013-08-31,,640.0,0,905,2,1.0,0.0,
394,ce,t0015651,Rent Change,2013-08-27,C0011L,2013-08-31,,650.0,0,905,2,1.0,10.0,
395,ce,t0015651,Rent Change,2013-08-27,C0011L,2013-08-31,2014-08-31,680.0,1,905,2,1.0,30.0,369 days 00:00:00.000000000
3831,ce,t0015654,Rent Change,2013-08-19,M0016B,2013-08-23,,701.0,0,875,2,1.5,0.0,
3832,ce,t0015654,Rent Change,2013-08-19,M0016B,2013-08-23,,690.0,0,875,2,1.5,-11.0,
3833,ce,t0015654,Rent Change,2015-08-31,M0016B,2013-08-23,,718.0,0,875,2,1.5,28.0,
3834,ce,t0015654,Rent Change,2016-08-31,M0016B,2013-08-23,2017-01-31,748.0,1,875,2,1.5,30.0,153 days 00:00:00.000000000
273,ce,t0015656,Rent Change,2013-09-03,C0007K,2013-08-30,2015-05-31,641.0,1,675,1,1.0,0.0,635 days 00:00:00.000000000
3839,ce,t0015680,Rent Change,2013-08-20,M0032C,2013-08-16,2013-12-31,683.0,1,875,2,1.5,0.0,133 days 00:00:00.000000000
241,ce,t0015756,Rent Change,2013-09-16,C0007F,2013-09-13,2014-10-31,643.0,1,675,1,1.0,0.0,410 days 00:00:00.000000000
1757,ce,t0015806,Rent Change,2013-09-06,S1450M,2013-09-06,,630.0,0,675,1,1.0,0.0,
1758,ce,t0015806,Rent Change,2014-09-30,S1450M,2013-09-06,2015-09-30,642.0,1,675,1,1.0,12.0,365 days 00:00:00.000000000
3251,ce,t0015807,Rent Change,2013-09-06,M0016A,2013-09-06,2014-01-31,690.0,1,875,2,1.5,0.0,147 days 00:00:00.000000000
849,ce,t0015815,Rent Change,2013-10-21,C5271E,2013-10-19,,590.0,0,675,1,1.0,0.0,
850,ce,t0015815,Rent Change,2013-10-21,C5271E,2013-10-19,2014-05-31,650.0,1,675,1,1.0,60.0,222 days 00:00:00.000000000
106,ce,t0015823,Rent Change,2013-10-31,C0003D,2013-10-05,2014-06-02,680.0,1,905,2,1.0,0.0,214 days 00:00:00.000000000
2970,ce,t0015826,Rent Change,2013-09-19,M0005F,2013-09-17,2015-01-05,591.0,1,635,1,1.0,0.0,473 days 00:00:00.000000000
3821,ce,t0015838,Rent Change,2014-09-30,M0038C,2013-09-20,,729.0,0,875,2,1.5,0.0,
3822,ce,t0015838,Rent Change,2014-11-01,M0038C,2013-09-20,,708.0,0,875,2,1.5,-21.0,
3823,ce,t0015838,Rent Change,2015-09-30,M0038C,2013-09-20,,750.0,0,875,2,1.5,42.0,
3824,ce,t0015838,Rent Change,2015-11-01,M0038C,2013-09-20,2016-09-06,729.0,1,875,2,1.5,-21.0,310 days 00:00:00.000000000
3850,ce,t0015839,Rent Change,2013-09-19,S1452B,2013-09-20,,695.0,0,675,1,1.0,0.0,
3851,ce,t0015839,Rent Change,2013-09-19,S1452B,2013-09-20,2014-09-30,620.0,1,675,1,1.0,-75.0,376 days 00:00:00.000000000
3858,ce,t0015848,Rent Change,2013-09-19,M0003E,2013-09-12,,708.0,0,875,2,1.5,0.0,
3859,ce,t0015848,Rent Change,2014-04-30,M0003E,2013-09-12,2015-10-31,675.0,1,875,2,1.5,-33.0,549 days 00:00:00.000000000
3860,ce,t0015848,Rent Change,2015-11-30,M0003E,2013-09-12,2016-11-04,879.0,1,875,2,1.5,204.0,340 days 00:00:00.000000000
2386,ce,t0015900,Rent Change,2013-10-07,S1500-3F,2013-10-05,,715.0,0,955,2,2.0,0.0,
2387,ce,t0015900,Rent Change,2013-10-31,S1500-3F,2013-10-05,,689.0,0,955,2,2.0,-26.0,
