,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Sqft,Length of Stay,Vacancy,City,State,Zip_Code,SQFT,BedRooms,Bathroom
3260,ce,t0016134,Move In,2013-11-23,S1452L,2013-11-23,,584.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3268,ce,t0016135,Move Out,2015-03-31,C5322H,2013-12-14,2015-03-31,584.0,0.0,472 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
3275,ce,t0016135,Move In,2013-12-14,C5322H,2013-12-14,,584.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3288,ce,t0024935,Move Out,2016-04-20,C5322H,2015-04-17,2016-04-16,619.0,0.0,365 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
3295,ce,t0024935,Move In,2015-04-20,C5322H,2015-04-17,,619.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3309,ce,t0026124,Move Out,2016-10-05,C0007L,2015-09-26,2016-10-04,649.0,0.0,374 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
3318,ce,t0026124,Move In,2015-09-26,C0007L,2015-09-26,,649.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3327,ce,t0040344,Move In,2018-07-29,C0007L,2018-07-28,,695.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3331,ce,t0016181,Move Out,2015-01-02,C5305D,2013-12-06,2014-12-31,590.0,0.0,390 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
3336,ce,t0016181,Move In,2013-12-07,C5305D,2013-12-06,,590.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3368,ce,t0018285,Move Out,2015-02-02,C5269H,2014-01-30,2015-01-31,565.0,0.0,366 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
3375,ce,t0018285,Move In,2014-01-30,C5269H,2014-01-30,,565.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3378,ce,t0024740,Move Out,2016-03-31,C5269H,2015-03-10,2016-03-31,619.0,0.0,387 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
3384,ce,t0024740,Move In,2015-03-10,C5269H,2015-03-10,,619.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3391,ce,t0028563,Move Out,2018-04-21,C5269H,2016-04-08,2018-04-18,639.0,0.0,740 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
3397,ce,t0028563,Move In,2016-04-08,C5269H,2016-04-08,,639.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3420,ce,t0032621,Move Out,2018-04-16,C5305L,2017-04-08,2018-04-14,667.0,0.0,371 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
3429,ce,t0032621,Move In,2017-04-10,C5305L,2017-04-08,,667.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3435,ce,t0039671,Move In,2018-05-07,C5305L,2018-05-03,,685.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3441,ce,t0018089,Move Out,2014-07-31,C0007D,2014-01-07,2014-07-31,611.0,0.0,205 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
3448,ce,t0018089,Move In,2014-01-07,C0007D,2014-01-07,,611.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3454,ce,t0023113,Move Out,2015-09-30,C0007D,2014-09-13,2015-09-30,619.0,0.0,382 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
3460,ce,t0023113,Move In,2014-09-15,C0007D,2014-09-13,,619.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
3471,sh,t0016923,Move In,2017-01-30,TH5815,2017-01-16,,840.0,0.0,,0,Toledo,OH,43615,1156,3,1.5
3482,sh,t0016940,Move Out,2017-08-15,TH5769,2017-01-20,2017-08-14,824.0,0.0,206 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3486,sh,t0016940,Move In,2017-01-30,TH5769,2017-01-20,,824.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
3491,sh,t0017332,Move Out,2014-07-18,TH5769,2012-07-31,2014-07-18,619.0,0.0,717 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3499,sh,t0016951,Move Out,2017-09-05,SH5826,2017-01-19,2017-09-01,735.0,0.0,225 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3503,sh,t0016951,Move In,2017-01-30,SH5826,2017-01-19,,735.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3509,sh,t0025467,Move Out,2016-07-18,SH5826,2015-07-16,2016-07-15,721.0,0.0,365 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3513,sh,t0025467,Move In,2015-07-16,SH5826,2015-07-16,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3524,sh,t0040917,Move In,2018-10-26,SH5826,2018-10-26,,800.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3526,sh,t0017328,Move Out,2014-06-13,TH5761,2013-10-26,2014-06-13,609.0,0.0,230 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3532,sh,t0030468,Move Out,2017-08-31,TH5761,2016-08-31,2017-08-31,709.0,0.0,365 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3538,sh,t0030468,Move In,2016-08-31,TH5761,2016-08-31,,709.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
3540,sh,t0017330,Move Out,2014-11-29,TH5765,2013-11-30,2014-11-29,609.0,0.0,364 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3545,sh,t0023984,Move Out,2016-02-29,TH5765,2014-12-29,2016-02-28,659.0,0.0,426 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3552,sh,t0023984,Move In,2014-12-29,TH5765,2014-12-29,,659.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
3556,sh,t0024774,Move Out,2016-08-31,TH5765,2016-03-12,2016-08-30,695.0,0.0,171 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3560,sh,t0024774,Move In,2016-03-14,TH5765,2016-03-12,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
3568,sh,t0031052,Move Out,2016-11-28,TH5765,2016-09-19,2016-11-25,709.0,0.0,67 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3579,sh,t0031052,Move In,2016-09-20,TH5765,2016-09-19,,709.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
3585,sh,t0017333,Move Out,2014-03-31,TH5771,2013-03-28,2014-03-28,609.0,0.0,365 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3590,sh,t0019938,Move Out,2014-07-25,TH5771,2014-05-16,2014-07-25,646.0,0.0,70 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3596,sh,t0019938,Move In,2014-05-19,TH5771,2014-05-16,,646.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
3598,sh,t0026048,Move Out,2016-12-08,TH5771,2015-09-29,2016-12-07,695.0,0.0,435 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3607,sh,t0026048,Move In,2015-09-29,TH5771,2015-09-29,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
3616,sh,t0031554,Move Out,2017-07-06,TH5771,2016-12-17,2017-07-06,709.0,0.0,201 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3622,sh,t0031554,Move In,2016-12-19,TH5771,2016-12-17,,709.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
3626,sh,t0017334,Move Out,2014-08-06,SH5762,2013-10-21,2014-08-06,639.0,0.0,289 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3631,sh,t0023168,Move Out,2015-09-22,SH5762,2014-09-19,2015-09-18,700.0,0.0,364 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3637,sh,t0023168,Move In,2014-09-19,SH5762,2014-09-19,,700.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3644,sh,t0030555,Move Out,2017-12-04,SH5762,2016-10-21,2017-12-04,735.0,0.0,409 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3654,sh,t0030555,Move In,2016-10-24,SH5762,2016-10-21,,735.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3658,sh,t0017336,Move Out,2016-04-25,FT5880E,2015-12-01,2016-04-25,608.0,0.0,146 days 00:00:00.000000000,1,Toledo,OH,43615,984,2,1.0
3663,sh,t0017336,Move In,2015-12-01,FT5880E,2015-12-01,,608.0,0.0,,0,Toledo,OH,43615,984,2,1.0
3666,sh,t0017747,Move Out,2014-06-23,FT5880E,2013-06-24,2014-06-23,539.0,0.0,364 days 00:00:00.000000000,1,Toledo,OH,43615,984,2,1.0
3672,sh,t0022089,Move Out,2014-09-24,FT5880E,2014-07-14,2014-09-24,590.0,0.0,72 days 00:00:00.000000000,1,Toledo,OH,43615,984,2,1.0
3679,sh,t0022089,Move In,2014-07-14,FT5880E,2014-07-14,,590.0,0.0,,0,Toledo,OH,43615,984,2,1.0
3686,sh,t0023596,Move Out,2015-10-29,FT5880E,2014-10-24,2015-10-29,590.0,0.0,370 days 00:00:00.000000000,1,Toledo,OH,43615,984,2,1.0
3692,sh,t0023596,Move In,2014-10-25,FT5880E,2014-10-24,,590.0,0.0,,0,Toledo,OH,43615,984,2,1.0
3696,sh,t0026107,Move Out,2016-10-04,FT5880E,2016-05-13,2016-10-03,608.0,0.0,143 days 00:00:00.000000000,1,Toledo,OH,43615,984,2,1.0
3701,sh,t0026107,Move In,2016-05-13,FT5880E,2016-05-13,,608.0,0.0,,0,Toledo,OH,43615,984,2,1.0
3706,sh,t0017338,Move Out,2014-07-14,SH5770,2013-06-27,2014-07-12,639.0,0.0,380 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3714,sh,t0022270,Move Out,2015-08-04,SH5770,2014-08-01,2015-08-03,700.0,0.0,367 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3720,sh,t0022270,Move In,2014-08-01,SH5770,2014-08-01,,700.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3727,sh,t0025927,Move Out,2016-07-11,SH5770,2015-08-29,2016-07-10,721.0,0.0,316 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3733,sh,t0025927,Move In,2015-08-31,SH5770,2015-08-29,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3738,sh,t0052261,Move In,2018-12-28,SH5770,2018-12-28,,0.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3742,sh,t0017339,Move Out,2014-02-05,SH5772,2011-02-25,2014-02-04,545.0,0.0,1075 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3747,sh,t0017342,Move Out,2014-08-06,SH5804,2011-10-12,2014-08-06,619.0,0.0,1029 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3753,sh,t0028455,Move Out,2017-03-20,SH5804,2016-02-19,2017-03-20,721.0,0.0,395 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3764,sh,t0028455,Move In,2016-02-19,SH5804,2016-02-19,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3768,sh,t0017344,Move Out,2014-08-11,SH5808,2013-08-10,2014-08-09,639.0,0.0,364 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3781,sh,t0040825,Move Out,2018-09-25,SH5808,2018-01-31,2018-09-24,775.0,0.0,236 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3786,sh,t0040825,Move In,2018-01-31,SH5808,2018-01-31,,775.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3790,sh,t0017347,Move Out,2014-07-08,SH5814,2012-07-01,2014-07-08,639.0,0.0,737 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3795,sh,t0017347,Move Out,2014-06-30,SH5814,2012-07-01,2014-06-29,639.0,0.0,728 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3805,sh,t0036945,Move Out,2018-05-15,SH5814,2017-10-20,2018-05-11,735.0,0.0,203 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3812,sh,t0036945,Move In,2017-10-24,SH5814,2017-10-20,,735.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3818,sh,t0017351,Move Out,2014-04-01,SH5822,2013-02-08,2014-03-31,639.0,0.0,416 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3827,sh,t0020946,Move Out,2015-06-05,SH5822,2014-04-29,2015-06-05,678.0,0.0,402 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3834,sh,t0020946,Move In,2014-04-29,SH5822,2014-04-29,,678.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3839,sh,t0029302,Move Out,2017-06-26,SH5822,2016-05-25,2017-06-26,721.0,0.0,397 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3843,sh,t0029302,Move In,2016-05-25,SH5822,2016-05-25,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3851,sh,t0033535,Move Out,2018-02-27,SH5822,2017-07-31,2018-02-27,735.0,0.0,211 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3855,sh,t0033535,Move In,2017-07-31,SH5822,2017-07-31,,735.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3861,sh,t0039142,Move Out,2018-09-24,SH5822,2018-04-05,2018-09-24,800.0,0.0,172 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3867,sh,t0039142,Move In,2018-04-05,SH5822,2018-04-05,,800.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3875,sh,t0017352,Move Out,2014-11-29,SH5824,2013-11-30,2014-11-29,639.0,0.0,364 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3885,sh,t0033598,Move Out,2018-09-01,SH5824,2017-07-28,2018-08-27,735.0,0.0,395 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3891,sh,t0033598,Move In,2017-07-31,SH5824,2017-07-28,,735.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3904,sh,t0040805,Move In,2018-09-24,SH5824,2018-09-23,,877.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3913,sh,t0017354,Move Out,2014-07-02,SH5832,2013-06-27,2014-07-01,639.0,0.0,369 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3922,sh,t0030130,Move Out,2017-09-12,SH5832,2016-07-31,2017-09-12,721.0,0.0,408 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3932,sh,t0030130,Move In,2016-08-03,SH5832,2016-07-31,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3944,sh,t0017355,Move Out,2014-07-29,SH5834,2013-10-21,2014-07-29,639.0,0.0,281 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3959,sh,t0022850,Move Out,2016-09-01,SH5834,2014-08-29,2016-09-01,700.0,0.0,734 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
3964,sh,t0022850,Move In,2014-08-29,SH5834,2014-08-29,,700.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
3971,sh,t0017357,Move Out,2014-07-21,SH5838,2013-06-30,2014-07-19,609.0,0.0,384 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3981,sh,t0017359,Move Out,2014-05-20,SH5842,2013-05-17,2014-05-16,609.0,0.0,364 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3988,sh,t0026862,Move Out,2016-07-20,SH5842,2015-10-31,2016-07-19,695.0,0.0,262 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
3995,sh,t0026862,Move In,2015-10-31,SH5842,2015-10-31,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
3999,sh,t0030148,Move Out,2017-07-28,SH5842,2016-07-29,2017-07-27,695.0,0.0,363 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4005,sh,t0030148,Move In,2016-07-30,SH5842,2016-07-29,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4021,sh,t0017360,Move Out,2014-08-18,SH5844,2013-08-09,2014-08-16,609.0,0.0,372 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4034,sh,t0041069,Move In,2018-11-12,SH5844,2018-11-10,,775.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4036,sh,t0017361,Move Out,2014-03-03,SH5848,2012-02-24,2014-03-01,609.0,0.0,736 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4042,sh,t0019663,Move Out,2015-05-01,SH5848,2014-03-15,2015-05-01,646.0,0.0,412 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4050,sh,t0019663,Move In,2014-03-17,SH5848,2014-03-15,,646.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4056,sh,t0017362,Move Out,2014-02-28,SH5850,2012-07-13,2014-02-28,619.0,0.0,595 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4068,sh,t0017363,Move Out,2014-09-03,SH5852,2013-09-04,2014-09-03,609.0,0.0,364 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4073,sh,t0023275,Move Out,2015-01-12,SH5852,2014-09-24,2015-01-12,675.0,0.0,110 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4082,sh,t0023275,Move In,2014-09-24,SH5852,2014-09-24,,675.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4087,sh,t0026074,Move Out,2016-09-30,SH5852,2015-09-26,2016-09-30,695.0,0.0,370 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4094,sh,t0026074,Move In,2015-09-28,SH5852,2015-09-26,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4097,sh,t0017364,Move Out,2014-08-01,SH5854,2013-07-31,2014-08-01,609.0,0.0,366 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4102,sh,t0034663,Move Out,2017-12-21,SH5854,2017-08-18,2017-12-21,709.0,0.0,125 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4110,sh,t0034663,Move In,2017-08-21,SH5854,2017-08-18,,709.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4120,sh,t0040634,Move Out,2018-08-27,SH5854,2018-03-08,2018-08-27,775.0,0.0,172 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4124,sh,t0040634,Move In,2018-03-09,SH5854,2018-03-08,,775.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4126,sh,t0040634,Move In,2018-03-12,SH5854,2018-03-08,,775.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4131,sh,t0040735,Move In,2018-09-22,SH5854,2018-09-22,,775.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4135,sh,t0017365,Move Out,2014-10-28,SH5856,2013-10-30,2014-10-28,609.0,0.0,363 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4143,sh,t0024430,Move Out,2015-06-17,SH5856,2015-01-12,2015-06-17,675.0,0.0,156 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4150,sh,t0024430,Move In,2015-01-13,SH5856,2015-01-12,,675.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4159,sh,t0033487,Move Out,2018-06-29,SH5856,2017-07-14,2018-06-27,709.0,0.0,348 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4166,sh,t0033487,Move In,2017-07-19,SH5856,2017-07-14,,709.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4180,sh,t0017369,Move Out,2014-08-01,SH5864,2013-07-31,2014-07-31,609.0,0.0,365 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4195,sh,t0017372,Move Out,2014-10-31,SH5904,2013-10-18,2014-10-31,609.0,0.0,378 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4206,sh,t0028668,Move Out,2017-04-07,SH5904,2016-03-07,2017-04-07,695.0,0.0,396 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4210,sh,t0028668,Move In,2016-03-07,SH5904,2016-03-07,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4220,sh,t0039712,Move Out,2018-06-01,SH5904,2017-04-29,2018-05-28,709.0,0.0,394 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4227,sh,t0039712,Move In,2017-04-29,SH5904,2017-04-29,,709.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4235,sh,t0039895,Move Out,2018-06-25,SH5904,2018-06-11,2018-06-11,775.0,0.0,0 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4242,sh,t0039895,Move In,2018-06-14,SH5904,2018-06-11,,775.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4246,sh,t0040328,Move Out,2019-01-04,SH5904,2018-07-20,2019-01-04,775.0,0.0,168 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4251,sh,t0040328,Move In,2018-07-20,SH5904,2018-07-20,,775.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4257,sh,t0017376,Move Out,2014-07-01,SH5914,2011-07-14,2014-06-30,604.0,0.0,1082 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4264,sh,t0017377,Move Out,2014-06-02,SH5916,2013-05-28,2014-06-02,609.0,0.0,370 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4278,sh,t0025805,Move Out,2016-08-30,SH5916,2015-08-03,2016-08-30,695.0,0.0,393 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4284,sh,t0025805,Move In,2015-08-03,SH5916,2015-08-03,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4293,sh,t0040728,Move In,2018-09-21,SH5916,2018-09-21,,775.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4300,sh,t0017378,Move Out,2014-05-02,SH5918,2013-04-06,2014-05-01,609.0,0.0,390 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4315,sh,t0017383,Move Out,2014-06-20,SH5928,2013-09-30,2014-06-17,609.0,0.0,260 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4322,sh,t0022019,Move Out,2015-07-17,SH5928,2014-07-11,2015-07-17,675.0,0.0,371 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4329,sh,t0022019,Move In,2014-07-11,SH5928,2014-07-11,,675.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4333,sh,t0025850,Move Out,2017-09-05,SH5928,2015-08-14,2017-09-02,695.0,0.0,750 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4340,sh,t0025850,Move In,2015-08-17,SH5928,2015-08-14,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4353,sh,t0017389,Move Out,2014-02-10,SH5942,2012-08-17,2014-02-10,619.0,0.0,542 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4361,sh,t0017390,Move Out,2014-05-01,SH5944,2013-04-30,2014-05-01,609.0,0.0,366 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4366,sh,t0025676,Move Out,2015-11-23,SH5944,2015-07-17,2015-11-23,695.0,0.0,129 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4372,sh,t0025676,Move In,2015-07-17,SH5944,2015-07-17,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4377,sh,t0027716,Move Out,2016-02-15,SH5944,2015-12-30,2016-02-15,695.0,0.0,47 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4382,sh,t0027716,Move In,2015-12-30,SH5944,2015-12-30,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4388,sh,t0017392,Move Out,2014-08-01,SH5948,2013-07-31,2014-07-31,609.0,0.0,365 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4394,sh,t0017395,Move Out,2014-04-01,SH5954,2012-04-06,2014-03-31,609.0,0.0,724 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
4410,sh,t0040613,Move In,2018-09-16,SH5954,2018-09-15,,775.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
4416,sh,t0017396,Move Out,2014-11-29,TH5965,2012-10-24,2014-11-29,649.0,0.0,766 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
4423,sh,t0017399,Move Out,2014-04-30,TH5971,2013-08-24,2014-04-30,639.0,0.0,249 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
4430,sh,t0024907,Move Out,2015-07-08,TH5971,2015-03-28,2015-07-08,740.0,0.0,102 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
4438,sh,t0024907,Move In,2015-03-30,TH5971,2015-03-28,,740.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
4444,sh,t0017401,Move Out,2014-05-06,TH5975,2013-11-24,2014-05-06,729.0,0.0,163 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
4448,sh,t0021453,Move Out,2015-05-31,TH5975,2014-05-30,2015-05-31,800.0,0.0,366 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
4452,sh,t0021453,Move In,2014-05-30,TH5975,2014-05-30,,800.0,0.0,,0,Toledo,OH,43615,1156,3,1.5
4463,sh,t0017402,Move Out,2014-08-08,TH5977,2012-06-30,2014-08-08,689.0,0.0,769 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
4475,sh,t0023128,Move Out,2015-09-14,TH5977,2014-09-12,2015-09-14,700.0,0.0,367 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
4484,sh,t0023128,Move In,2014-09-12,TH5977,2014-09-12,,700.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
4493,sh,t0026771,Move Out,2016-08-08,TH5977,2015-10-29,2016-08-08,721.0,0.0,284 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
4501,sh,t0026771,Move In,2015-10-29,TH5977,2015-10-29,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
4509,sh,t0017404,Move Out,2014-04-14,TH5981,2013-09-27,2014-04-14,639.0,0.0,199 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
4541,sh,t0028966,Move Out,2017-05-19,TH5981,2016-03-31,2017-05-19,721.0,0.0,414 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
4550,sh,t0028966,Move In,2016-03-31,TH5981,2016-03-31,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
4554,sh,t0017408,Move Out,2014-03-31,TH5827,2013-04-05,2014-03-31,729.0,0.0,360 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
4560,sh,t0021009,Move Out,2014-08-29,TH5827,2014-05-15,2014-08-29,774.0,0.0,106 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
4565,sh,t0021009,Move In,2014-05-19,TH5827,2014-05-15,,774.0,0.0,,0,Toledo,OH,43615,1156,3,1.5
4572,sh,t0023185,Move Out,2015-07-02,TH5827,2014-09-30,2015-07-02,800.0,0.0,275 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
4581,sh,t0023185,Move In,2014-09-30,TH5827,2014-09-30,,800.0,0.0,,0,Toledo,OH,43615,1156,3,1.5
4591,sh,t0017409,Move Out,2014-08-01,TH5829,2013-07-28,2014-07-31,729.0,0.0,368 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
