,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Sqft,Length of Stay,Vacancy,City,State,Zip_Code,SQFT,BedRooms,Bathroom
12594,sh,t0030721,Move In,2016-09-12,WC5933O,2016-09-10,,641.0,0.0,,0,Toledo,OH,43615,963,2,1.5
12605,ce,t0024460,Move Out,2016-02-23,C5324J,2015-02-23,2016-02-22,629.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
12609,ce,t0024460,Move In,2015-02-23,C5324J,2015-02-23,,629.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
12616,ce,t0027821,Move Out,2018-03-15,C5324J,2016-03-05,2018-03-13,649.0,0.0,738 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
12623,ce,t0027821,Move In,2016-03-07,C5324J,2016-03-05,,649.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
12631,ce,t0039076,Move In,2018-03-28,C5324J,2018-03-28,,749.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
12639,ce,t0024633,Move Out,2015-06-30,S1500-5L,2015-02-21,2015-06-30,695.0,0.0,129 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,1.0
12646,ce,t0024633,Move In,2015-02-23,S1500-5L,2015-02-21,,695.0,0.0,,0,Fairfield,OH,45014,955,2,1.0
12650,sh,t0024601,Move Out,2016-03-14,FT5862E,2015-02-13,2016-03-14,575.0,0.0,395 days 00:00:00.000000000,1,Toledo,OH,43615,932,2,1.0
12657,sh,t0024601,Move In,2015-02-13,FT5862E,2015-02-13,,575.0,0.0,,0,Toledo,OH,43615,932,2,1.0
12666,sh,t0028705,Move Out,2017-05-01,FT5862E,2016-03-23,2017-05-01,587.0,0.0,404 days 00:00:00.000000000,1,Toledo,OH,43615,932,2,1.0
12671,sh,t0028705,Move In,2016-03-24,FT5862E,2016-03-23,,587.0,0.0,,0,Toledo,OH,43615,932,2,1.0
12679,sh,t0032571,Move Out,2018-07-31,FT5862E,2017-05-12,2018-07-31,599.0,0.0,445 days 00:00:00.000000000,1,Toledo,OH,43615,932,2,1.0
12691,sh,t0032571,Move In,2017-05-15,FT5862E,2017-05-12,,599.0,0.0,,0,Toledo,OH,43615,932,2,1.0
12707,sh,t0040334,Move In,2018-08-10,FT5862E,2018-08-10,,650.0,0.0,,0,Toledo,OH,43615,932,2,1.0
12712,sh,t0024608,Move Out,2015-08-12,SH5802,2015-02-23,2015-08-12,700.0,0.0,170 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
12718,sh,t0024608,Move In,2015-02-23,SH5802,2015-02-23,,700.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
12732,sh,t0026769,Move Out,2016-12-12,SH5802,2015-10-23,2016-12-12,721.0,0.0,416 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
12744,sh,t0026769,Move In,2015-10-26,SH5802,2015-10-23,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
12752,sh,t0031643,Move Out,2017-12-30,SH5802,2016-12-28,2017-12-30,735.0,0.0,367 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
12758,sh,t0031643,Move In,2016-12-29,SH5802,2016-12-28,,735.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
12765,sh,t0039106,Move In,2018-03-05,SH5802,2018-03-05,,800.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
12772,ce,t0024677,Move Out,2016-03-24,C5324G,2015-03-07,2016-03-24,619.0,0.0,383 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
12782,ce,t0024677,Move In,2015-03-09,C5324G,2015-03-07,,619.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
12793,ce,t0038231,Move In,2018-05-07,C5324G,2018-05-05,,667.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
12797,sh,t0024669,Move Out,2016-04-05,TH5823,2015-02-21,2016-04-05,675.0,0.0,409 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
12803,sh,t0024669,Move In,2015-02-23,TH5823,2015-02-21,,675.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
12822,sh,t0040250,Move In,2017-07-25,TH5823,2017-07-22,,709.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
12851,sh,t0024667,Move Out,2017-04-05,WC5946K,2017-01-17,2017-04-04,652.0,0.0,77 days 00:00:00.000000000,1,Toledo,OH,43615,950,2,2.0
12855,sh,t0024667,Move In,2017-01-30,WC5946K,2017-01-17,,652.0,0.0,,0,Toledo,OH,43615,950,2,2.0
12858,sh,t0025696,Move Out,2016-10-31,WC5946K,2015-08-24,2016-10-31,639.0,0.0,434 days 00:00:00.000000000,1,Toledo,OH,43615,950,2,2.0
12866,sh,t0025696,Move In,2015-08-24,WC5946K,2015-08-24,,639.0,0.0,,0,Toledo,OH,43615,950,2,2.0
12869,sh,t0024673,Move Out,2015-10-09,TT1183,2015-02-20,2015-10-09,975.0,0.0,231 days 00:00:00.000000000,1,Toledo,OH,43615,1350,2,1.5
12878,sh,t0024673,Move In,2015-02-20,TT1183,2015-02-20,,975.0,0.0,,0,Toledo,OH,43615,1350,2,1.5
12882,sh,t0027739,Move Out,2017-02-28,TT1183,2016-01-04,2017-02-28,975.0,0.0,421 days 00:00:00.000000000,1,Toledo,OH,43615,1350,2,1.5
12887,sh,t0027739,Move In,2016-01-05,TT1183,2016-01-04,,975.0,0.0,,0,Toledo,OH,43615,1350,2,1.5
12899,ce,t0024792,Move In,2018-04-06,M0013C,2018-04-06,,719.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
12903,sh,t0039767,Move In,2018-06-01,WC5970H,2018-05-25,,675.0,0.0,,0,Toledo,OH,43615,950,2,1.0
12912,sh,t0024689,Move Out,2016-02-15,TH5819,2015-02-28,2016-02-15,675.0,0.0,352 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
12918,sh,t0024689,Move In,2015-02-28,TH5819,2015-02-28,,675.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
12927,sh,t0040715,Move In,2018-09-21,TH5819,2018-09-21,,775.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
12934,sh,t0024697,Move Out,2016-03-07,SH5841,2015-02-28,2016-03-07,675.0,0.0,373 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
12940,sh,t0024697,Move In,2015-02-28,SH5841,2015-02-28,,675.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
12949,sh,t0024824,Move Out,2015-11-13,TH5791,2015-03-13,2015-11-06,800.0,0.0,238 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
12956,sh,t0024824,Move In,2015-03-13,TH5791,2015-03-13,,800.0,0.0,,0,Toledo,OH,43615,1156,3,1.5
12960,sh,t0029505,Move Out,2017-08-07,TH5791,2016-05-31,2017-08-04,722.0,0.0,430 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
12969,sh,t0029505,Move In,2016-05-31,TH5791,2016-05-31,,722.0,0.0,,0,Toledo,OH,43615,1156,3,1.5
12987,sh,t0034742,Move In,2017-08-31,TH5791,2017-08-30,,840.0,0.0,,0,Toledo,OH,43615,1156,3,1.5
13001,sh,t0024743,Move Out,2016-03-24,FT5821,2015-03-31,2016-03-20,990.0,0.0,355 days 00:00:00.000000000,1,Toledo,OH,43615,1350,3,1.5
13008,sh,t0024743,Move In,2015-03-31,FT5821,2015-03-31,,990.0,0.0,,0,Toledo,OH,43615,1350,3,1.5
13026,sh,t0034634,Move Out,2018-08-22,FT5821,2017-08-25,2018-08-22,1010.0,0.0,362 days 00:00:00.000000000,1,Toledo,OH,43615,1350,3,1.5
13033,sh,t0034634,Move In,2017-08-28,FT5821,2017-08-25,,1010.0,0.0,,0,Toledo,OH,43615,1350,3,1.5
13043,sh,t0025297,Move Out,2016-06-13,FT5823,2015-06-23,2016-06-13,990.0,0.0,356 days 00:00:00.000000000,1,Toledo,OH,43615,1350,3,1.5
13049,sh,t0025297,Move In,2015-06-24,FT5823,2015-06-23,,990.0,0.0,,0,Toledo,OH,43615,1350,3,1.5
13063,sh,t0030442,Move Out,2017-09-05,SH5924,2016-09-02,2017-09-02,709.0,0.0,365 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
13070,sh,t0030442,Move In,2016-09-06,SH5924,2016-09-02,,709.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
13074,sh,t0036247,Move Out,2018-09-30,SH5924,2017-09-25,2018-09-30,709.0,0.0,370 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
13080,sh,t0036247,Move In,2017-09-28,SH5924,2017-09-25,,709.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
13087,sh,t0025925,Move Out,2016-02-26,SH5909,2015-09-19,2016-02-26,695.0,0.0,160 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
13099,sh,t0025925,Move In,2015-09-21,SH5909,2015-09-19,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
13112,ce,t0024776,Move In,2018-03-16,C05276,2018-03-16,,1209.0,0.0,,0,Fairfield,OH,45014,1400,3,2.5
13121,sh,t0024823,Move Out,2016-05-31,TT1214,2015-03-31,2016-05-30,990.0,0.0,426 days 00:00:00.000000000,1,Toledo,OH,43615,1350,3,1.5
13126,sh,t0024823,Move In,2015-03-31,TT1214,2015-03-31,,990.0,0.0,,0,Toledo,OH,43615,1350,3,1.5
13131,ce,t0024825,Move Out,2016-05-31,S1500-4C,2015-05-29,2016-05-29,700.0,0.0,366 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,1.5
13135,ce,t0024825,Move In,2015-05-31,S1500-4C,2015-05-29,,700.0,0.0,,0,Fairfield,OH,45014,955,2,1.5
13158,ce,t0033355,Move Out,2018-07-27,C5254H,2017-07-28,2018-07-27,748.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,2.0
13165,ce,t0033355,Move In,2017-07-31,C5254H,2017-07-28,,748.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
13174,ce,t0040275,Move In,2018-08-18,C5254H,2018-08-18,,790.0,0.0,,0,Fairfield,OH,45014,955,2,2.0
13176,sh,t0024844,Move Out,2016-03-29,WC5950L,2015-03-27,2016-03-29,620.0,0.0,368 days 00:00:00.000000000,1,Toledo,OH,43615,950,2,2.0
13184,sh,t0024844,Move In,2015-03-27,WC5950L,2015-03-27,,620.0,0.0,,0,Toledo,OH,43615,950,2,2.0
13191,ce,t0024871,Move Out,2015-06-22,C5254A,2015-06-15,2015-06-15,656.0,0.0,0 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,2.0
13201,ce,t0024871,Move In,2015-06-15,C5254A,2015-06-15,,656.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
13205,ce,t0025549,Move Out,2015-12-10,C5254A,2015-08-01,2015-11-30,669.0,0.0,121 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,2.0
13213,ce,t0025549,Move In,2015-08-02,C5254A,2015-08-01,,669.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
13216,ce,t0034746,Move Out,2018-09-20,C5254A,2017-09-20,2018-09-19,729.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,2.0
13225,ce,t0034746,Move In,2017-09-21,C5254A,2017-09-20,,729.0,0.0,,0,Fairfield,OH,45014,905,1,2.0
13228,sh,t0024875,Move Out,2016-05-31,TH5775,2015-03-30,2016-05-29,800.0,0.0,426 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
13237,sh,t0024875,Move In,2015-03-30,TH5775,2015-03-30,,800.0,0.0,,0,Toledo,OH,43615,1156,3,1.5
13242,sh,t0029654,Move Out,2017-07-10,TH5775,2016-06-10,2017-07-07,824.0,0.0,392 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
13246,sh,t0029654,Move In,2016-06-13,TH5775,2016-06-10,,824.0,0.0,,0,Toledo,OH,43615,1156,3,1.5
13267,sh,t0024878,Move Out,2015-11-20,TH5845,2015-03-30,2015-11-20,800.0,0.0,235 days 00:00:00.000000000,1,Toledo,OH,43615,1156,3,1.5
13274,sh,t0024878,Move In,2015-03-30,TH5845,2015-03-30,,800.0,0.0,,0,Toledo,OH,43615,1156,3,1.5
13281,sh,t0024887,Move Out,2016-05-09,TH5835,2015-04-30,2016-05-08,675.0,0.0,374 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
13287,sh,t0024887,Move In,2015-04-30,TH5835,2015-04-30,,675.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
13290,sh,t0029464,Move Out,2017-08-04,TH5835,2016-05-31,2017-08-03,695.0,0.0,429 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
13292,sh,t0029464,Move Out,2017-08-09,TH5835,2016-05-31,2017-08-03,695.0,0.0,429 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
13302,sh,t0029464,Move In,2016-05-31,TH5835,2016-05-31,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
13313,ce,t0024910,Move Out,2016-03-29,C5269L,2015-03-28,2016-03-28,629.0,0.0,366 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13319,ce,t0024910,Move In,2015-03-30,C5269L,2015-03-28,,629.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13327,ce,t0029180,Move Out,2016-10-17,C5269L,2016-04-29,2016-10-14,664.0,0.0,168 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13333,ce,t0029180,Move In,2016-04-29,C5269L,2016-04-29,,664.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13338,ce,t0041107,Move In,2018-12-10,C5269L,2018-12-10,,695.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13344,ce,t0041367,Move In,2018-12-15,C5269L,2018-12-15,,695.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13351,ce,t0024941,Move Out,2016-09-01,M0038B,2015-06-05,2016-09-01,655.0,0.0,454 days 00:00:00.000000000,1,Fairfield,OH,45014,875,2,1.5
13359,ce,t0024941,Move In,2015-06-08,M0038B,2015-06-05,,655.0,0.0,,0,Fairfield,OH,45014,875,2,1.5
13378,ce,t0024945,Move Out,2015-09-10,C0007A,2015-04-17,2015-08-31,609.0,0.0,136 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13387,ce,t0024945,Move In,2015-04-20,C0007A,2015-04-17,,609.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13389,ce,t0026101,Move Out,2016-10-31,C0007A,2015-10-02,2016-10-31,629.0,0.0,395 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13396,ce,t0026101,Move In,2015-10-05,C0007A,2015-10-02,,629.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13404,ce,t0031352,Move In,2016-11-21,C0007A,2016-11-21,,657.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13415,ce,t0037898,Move Out,2018-12-15,C0007A,2017-12-16,2018-12-15,657.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13423,ce,t0037898,Move In,2017-12-16,C0007A,2017-12-16,,657.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13431,ce,t0041176,Move In,2018-12-29,C0007A,2018-12-28,,770.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13437,ce,t0024975,Move Out,2016-04-08,C5303G,2015-04-07,2016-04-07,609.0,0.0,366 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13446,ce,t0024975,Move In,2015-04-07,C5303G,2015-04-07,,609.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13459,ce,t0030949,Move Out,2017-01-10,S1452J,2016-09-22,2017-01-09,677.0,0.0,109 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13465,ce,t0030949,Move In,2016-09-26,S1452J,2016-09-22,,677.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13476,ce,t0032846,Move Out,2017-05-09,S1452J,2017-05-05,2017-05-09,779.0,0.0,4 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13477,ce,t0032846,Move Out,2017-05-15,S1452J,2017-05-05,2017-05-09,779.0,0.0,4 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13490,sh,t0034628,Move Out,2018-10-26,FT5906H,2017-10-27,2018-10-26,599.0,0.0,364 days 00:00:00.000000000,1,Toledo,OH,43615,932,2,1.0
13493,sh,t0034628,Move In,2017-10-30,FT5906H,2017-10-27,,599.0,0.0,,0,Toledo,OH,43615,932,2,1.0
13508,sh,t0041118,Move In,2018-12-03,FT5906H,2018-12-01,,650.0,0.0,,0,Toledo,OH,43615,932,2,1.0
13514,ce,t0025569,Move Out,2016-08-16,M0007F,2015-08-17,2016-08-16,615.0,0.0,365 days 00:00:00.000000000,1,Fairfield,OH,45014,635,1,1.0
13521,ce,t0025569,Move In,2015-08-17,M0007F,2015-08-17,,615.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
13527,sh,t0024996,Move Out,2016-05-31,WC5930G,2015-05-31,2016-05-31,639.0,0.0,366 days 00:00:00.000000000,1,Toledo,OH,43615,950,2,2.0
13534,sh,t0024996,Move In,2015-05-31,WC5930G,2015-05-31,,639.0,0.0,,0,Toledo,OH,43615,950,2,2.0
13556,ce,t0039801,Move In,2018-07-15,S1458H,2018-07-14,,685.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13558,ce,t0025054,Move Out,2016-04-30,S1454J,2015-04-24,2016-04-30,639.0,0.0,372 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13568,ce,t0025054,Move In,2015-04-24,S1454J,2015-04-24,,639.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13574,ce,t0029161,Move Out,2016-11-30,S1454J,2016-05-06,2016-11-30,674.0,0.0,208 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13582,ce,t0029161,Move In,2016-05-06,S1454J,2016-05-06,,674.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13605,ce,t0033041,Move Out,2018-06-07,S1454J,2017-05-17,2018-06-05,687.0,0.0,384 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13613,ce,t0033041,Move In,2017-05-19,S1454J,2017-05-17,,687.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13618,ce,t0039689,Move In,2018-06-15,S1454J,2018-06-15,,705.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13624,ce,t0030110,Move Out,2017-10-18,C5252M,2016-07-30,2017-10-18,724.0,0.0,445 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
13630,ce,t0030110,Move Out,2017-09-30,C5252M,2016-07-30,2017-09-30,724.0,0.0,427 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
13633,ce,t0030110,Move Out,2017-08-31,C5252M,2016-07-30,2017-08-31,724.0,0.0,397 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
13636,ce,t0030110,Move Out,2017-07-31,C5252M,2016-07-30,2017-07-29,724.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
13642,ce,t0030110,Move In,2016-07-30,C5252M,2016-07-30,,724.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
13656,ce,t0025211,Move Out,2016-06-13,S1450G,2015-06-13,2016-06-13,619.0,0.0,366 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
13663,ce,t0025211,Move In,2015-06-15,S1450G,2015-06-13,,619.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
13679,ce,t0025618,Move Out,2016-06-30,C5252J,2015-08-29,2016-06-30,674.0,0.0,306 days 00:00:00.000000000,1,Fairfield,OH,45014,905,1,1.0
13684,ce,t0025618,Move In,2015-08-31,C5252J,2015-08-29,,674.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
13696,ce,t0040561,Move In,2018-09-04,C5252J,2018-09-01,,769.0,0.0,,0,Fairfield,OH,45014,905,1,1.0
13698,sh,t0025133,Move Out,2016-05-31,SH5952,2015-04-30,2016-05-31,695.0,0.0,397 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
13705,sh,t0025133,Move In,2015-04-30,SH5952,2015-04-30,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
13707,sh,t0029639,Move Out,2016-11-09,SH5952,2016-06-10,2016-11-09,695.0,0.0,152 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
13712,sh,t0029639,Move In,2016-06-13,SH5952,2016-06-10,,695.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
13717,sh,t0031390,Move Out,2017-04-05,SH5952,2016-11-28,2017-04-03,709.0,0.0,126 days 00:00:00.000000000,1,Toledo,OH,43615,1006,2,1.5
13723,sh,t0031390,Move In,2016-11-29,SH5952,2016-11-28,,709.0,0.0,,0,Toledo,OH,43615,1006,2,1.5
13738,sh,t0025144,Move Out,2015-11-24,TH5985,2015-05-23,2015-11-24,721.0,0.0,185 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
13745,sh,t0025144,Move In,2015-05-26,TH5985,2015-05-23,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
13760,sh,t0028619,Move Out,2017-05-03,TH5985,2016-03-30,2017-05-03,721.0,0.0,399 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
13764,sh,t0028619,Move In,2016-03-31,TH5985,2016-03-30,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
13783,ce,t0033093,Move Out,2018-07-01,S1500-5D,2017-07-01,2018-06-30,799.0,0.0,364 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,1.5
13790,ce,t0033093,Move In,2017-07-03,S1500-5D,2017-07-01,,799.0,0.0,,0,Fairfield,OH,45014,955,2,1.5
13804,ce,t0040445,Move In,2018-08-18,S1500-5D,2018-08-18,,840.0,0.0,,0,Fairfield,OH,45014,955,2,1.5
13818,ce,t0026916,Move Out,2016-08-30,C05278,2015-11-28,2016-08-30,859.0,0.0,276 days 00:00:00.000000000,1,Fairfield,OH,45014,1088,2,1.5
13823,ce,t0026916,Move In,2015-11-30,C05278,2015-11-28,,859.0,0.0,,0,Fairfield,OH,45014,1088,2,1.5
13833,ce,t0041222,Move In,2018-11-15,C05278,2018-11-15,,1109.0,0.0,,0,Fairfield,OH,45014,1088,2,1.5
13862,ce,t0037996,Move Out,2018-12-11,M0002A,2017-12-29,2018-12-11,709.0,0.0,347 days 00:00:00.000000000,1,Fairfield,OH,45014,635,1,1.0
13866,ce,t0037996,Move In,2017-12-29,M0002A,2017-12-29,,709.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
13883,sh,t0025250,Move Out,2016-05-31,SH5820,2015-05-30,2016-05-29,721.0,0.0,365 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
13890,sh,t0025250,Move In,2015-05-31,SH5820,2015-05-30,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
13898,sh,t0030111,Move Out,2017-07-31,SH5820,2016-07-28,2017-07-28,721.0,0.0,365 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
13906,sh,t0030111,Move In,2016-07-30,SH5820,2016-07-28,,721.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
13911,sh,t0034697,Move Out,2017-11-16,SH5820,2017-08-31,2017-11-07,735.0,0.0,68 days 00:00:00.000000000,1,Toledo,OH,43615,1006,3,1.5
13919,sh,t0034697,Move In,2017-08-31,SH5820,2017-08-31,,735.0,0.0,,0,Toledo,OH,43615,1006,3,1.5
13940,sh,t0025301,Move Out,2016-05-31,WC5950B,2015-05-30,2016-05-29,639.0,0.0,365 days 00:00:00.000000000,1,Toledo,OH,43615,950,2,2.0
13944,sh,t0025301,Move In,2015-05-31,WC5950B,2015-05-30,,639.0,0.0,,0,Toledo,OH,43615,950,2,2.0
13949,sh,t0029624,Move Out,2017-08-02,WC5950B,2016-06-08,2017-08-01,639.0,0.0,419 days 00:00:00.000000000,1,Toledo,OH,43615,950,2,2.0
13954,sh,t0029624,Move In,2016-06-08,WC5950B,2016-06-08,,639.0,0.0,,0,Toledo,OH,43615,950,2,2.0
13964,sh,t0029741,Move Out,2016-08-12,WC5946D,2015-07-28,2016-08-10,639.0,0.0,379 days 00:00:00.000000000,1,Toledo,OH,43615,950,2,2.0
13976,sh,t0029741,Move In,2015-07-28,WC5946D,2015-07-28,,639.0,0.0,,0,Toledo,OH,43615,950,2,2.0
14003,ce,t0029159,Move Out,2016-10-07,C5324L,2016-04-30,2016-10-06,674.0,0.0,159 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14010,ce,t0029159,Move In,2016-04-30,C5324L,2016-04-30,,674.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14016,ce,t0025391,Move Out,2015-12-31,C5326K,2015-06-22,2015-12-31,641.0,0.0,192 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14022,ce,t0025391,Move In,2015-06-22,C5326K,2015-06-22,,641.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14027,ce,t0027759,Move Out,2017-01-31,C5326K,2016-01-25,2017-01-31,649.0,0.0,372 days 00:00:00.000000000,1,Fairfield,OH,45014,675,1,1.0
14041,ce,t0027759,Move In,2016-01-25,C5326K,2016-01-25,,649.0,0.0,,0,Fairfield,OH,45014,675,1,1.0
14050,sh,t0025394,Move In,2016-07-18,WC5930E,2016-07-16,,639.0,0.0,,0,Toledo,OH,43615,950,2,2.0
14057,sh,t0039117,Move In,2018-08-27,WC5930E,2018-08-23,,720.0,0.0,,0,Toledo,OH,43615,950,2,2.0
14062,ce,t0025403,Move Out,2016-08-01,S1500-5E,2015-07-29,2016-07-28,705.0,0.0,365 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,1.0
14069,ce,t0025403,Move In,2015-07-30,S1500-5E,2015-07-29,,705.0,0.0,,0,Fairfield,OH,45014,955,2,1.0
14073,sh,t0025416,Move Out,2016-07-26,TT1193,2015-07-24,2016-07-26,975.0,0.0,368 days 00:00:00.000000000,1,Toledo,OH,43615,1350,2,1.5
14079,sh,t0025416,Move In,2015-07-27,TT1193,2015-07-24,,975.0,0.0,,0,Toledo,OH,43615,1350,2,1.5
14083,sh,t0039079,Move Out,2018-06-14,TT1193,2018-03-01,2018-06-13,1050.0,0.0,104 days 00:00:00.000000000,1,Toledo,OH,43615,1350,2,1.5
14091,sh,t0039079,Move In,2018-02-23,TT1193,2018-02-23,,1050.0,0.0,,0,Toledo,OH,43615,1350,2,1.5
14095,sh,t0039079,Move In,2018-03-01,TT1193,2018-03-01,,1050.0,0.0,,0,Toledo,OH,43615,1350,2,1.5
14106,sh,t0025531,Move Out,2016-02-08,WC5933H,2015-07-18,2016-02-08,628.0,0.0,205 days 00:00:00.000000000,1,Toledo,OH,43615,963,2,1.5
14112,sh,t0025531,Move In,2015-07-20,WC5933H,2015-07-18,,628.0,0.0,,0,Toledo,OH,43615,963,2,1.5
14121,ce,t0025740,Move Out,2016-07-22,M0002D,2015-07-22,2016-07-22,619.0,0.0,366 days 00:00:00.000000000,1,Fairfield,OH,45014,635,1,1.0
14125,ce,t0025740,Move In,2015-07-27,M0002D,2015-07-22,,619.0,0.0,,0,Fairfield,OH,45014,635,1,1.0
14131,ce,t0025472,Move Out,2016-08-13,S1500-1A,2015-08-14,2016-08-13,726.0,0.0,365 days 00:00:00.000000000,1,Fairfield,OH,45014,955,2,1.0
14135,ce,t0025472,Move In,2015-08-17,S1500-1A,2015-08-14,,726.0,0.0,,0,Fairfield,OH,45014,955,2,1.0
