,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay
7142,sh,t0024995,Rent Change,5/14/2015,FT5880G,6/30/2015,,595,0,984,2,1,-13,
7149,sh,t0024999,Rent Change,3/31/2016,AC1103,4/10/2015,,990,0,1350,2,1.5,0,
7150,sh,t0024999,Rent Change,5/1/2016,AC1103,4/10/2015,,995,0,1350,2,1.5,5,
7151,sh,t0024999,Rent Change,3/31/2017,AC1103,4/10/2015,,1006,0,1350,2,1.5,11,
7152,sh,t0024999,Rent Change,4/30/2017,AC1103,4/10/2015,,1010,0,1350,2,1.5,4,
7153,sh,t0024999,Rent Change,4/30/2018,AC1103,4/10/2015,12/31/2018,1110,1,1350,2,1.5,100,245 days 00:00:00.000000000
233,ce,t0025007,Rent Change,3/31/2016,C0007E,4/18/2015,,628,0,675,1,1,0,
234,ce,t0025007,Rent Change,5/1/2016,C0007E,4/18/2015,4/30/2017,639,1,675,1,1,11,364 days 00:00:00.000000000
7155,sh,t0025010,Rent Change,4/10/2015,TH5828,4/21/2015,5/2/2016,695,1,1006,2,1.5,0,388 days 00:00:00.000000000
5317,sh,t0025011,Rent Change,5/31/2016,WC5933N,5/30/2015,7/5/2017,643,1,963,2,1.5,0,400 days 00:00:00.000000000
7159,sh,t0025022,Rent Change,4/16/2015,WC5936B,6/15/2015,11/10/2015,639,1,950,2,2,0,208 days 00:00:00.000000000
2353,ce,t0025050,Rent Change,7/27/2015,S1500-2M,7/1/2015,,726,0,955,2,2,0,
2354,ce,t0025050,Rent Change,6/30/2016,S1500-2M,7/1/2015,6/30/2017,759,1,955,2,2,33,365 days 00:00:00.000000000
1026,ce,t0025072,Rent Change,4/20/2015,C5273K,5/15/2015,,639,0,675,1,1,0,
1027,ce,t0025072,Rent Change,5/1/2016,C5273K,5/15/2015,,650,0,675,1,1,11,
1028,ce,t0025072,Rent Change,5/31/2016,C5273K,5/15/2015,,659,0,675,1,1,9,
1029,ce,t0025072,Rent Change,10/31/2016,C5273K,5/15/2015,,674,0,675,1,1,15,
1030,ce,t0025072,Rent Change,11/30/2016,C5273K,5/15/2015,11/14/2017,687,1,675,1,1,13,349 days 00:00:00.000000000
7059,sh,t0025073,Rent Change,5/31/2017,WC5960H,5/18/2015,,641,0,963,2,1.5,0,
7060,sh,t0025073,Rent Change,6/30/2017,WC5960H,5/18/2015,3/26/2018,653,1,963,2,1.5,12,269 days 00:00:00.000000000
1063,ce,t0025093,Rent Change,3/31/2016,C5303B,4/24/2015,4/23/2016,603,1,675,1,1,0,23 days 00:00:00.000000000
5980,ce,t0025098,Rent Change,6/30/2015,M0003F,6/17/2015,,1410,0,875,2,1.5,0,
5981,ce,t0025098,Rent Change,7/31/2015,M0003F,6/17/2015,,705,0,875,2,1.5,-705,
5982,ce,t0025098,Rent Change,5/31/2016,M0003F,6/17/2015,,719,0,875,2,1.5,14,
5983,ce,t0025098,Rent Change,6/30/2016,M0003F,6/17/2015,,735,0,875,2,1.5,16,
5984,ce,t0025098,Rent Change,5/31/2017,M0003F,6/17/2015,,746,0,875,2,1.5,11,
5985,ce,t0025098,Rent Change,6/30/2017,M0003F,6/17/2015,,758,0,875,2,1.5,12,
5986,ce,t0025098,Rent Change,5/31/2018,M0003F,6/17/2015,,777,0,875,2,1.5,19,
5987,ce,t0025098,Rent Change,6/30/2018,M0003F,6/17/2015,,800,0,875,2,1.5,23,
3958,sh,t0025109,Rent Change,6/30/2016,SH5812,4/25/2015,,736,0,1006,3,1.5,0,
3959,sh,t0025109,Rent Change,4/30/2017,SH5812,4/25/2015,,766,0,1006,3,1.5,30,
3960,sh,t0025109,Rent Change,5/31/2017,SH5812,4/25/2015,,761,0,1006,3,1.5,-5,
3961,sh,t0025109,Rent Change,5/31/2018,SH5812,4/25/2015,,806.66,0,1006,3,1.5,45.66,
2934,ce,t0025112,Rent Change,5/12/2015,M0004D,5/30/2015,5/29/2016,685,1,875,2,1.5,0,383 days 00:00:00.000000000
1963,ce,t0025113,Rent Change,5/1/2016,S1456G,5/22/2015,,625,0,675,1,1,0,
1964,ce,t0025113,Rent Change,5/31/2016,S1456G,5/22/2015,,639,0,675,1,1,14,
1965,ce,t0025113,Rent Change,5/31/2017,S1456G,5/22/2015,,667,0,675,1,1,28,
1966,ce,t0025113,Rent Change,5/31/2018,S1456G,5/22/2015,,687,0,675,1,1,20,
613,ce,t0025114,Rent Change,5/1/2016,C5252M,5/16/2015,,691,0,905,1,1,0,
614,ce,t0025114,Rent Change,5/31/2016,C5252M,5/16/2015,7/7/2016,709,1,905,1,1,18,37 days 00:00:00.000000000
2432,ce,t0025123,Rent Change,6/30/2016,S1500-3L,7/1/2015,6/30/2017,756,1,955,2,1,0,365 days 00:00:00.000000000
7165,sh,t0025129,Rent Change,5/31/2017,WC5936H,1/16/2017,,659,0,950,2,2,0,
967,ce,t0025130,Rent Change,4/27/2015,C5273D,5/7/2015,5/1/2016,609,1,675,1,1,0,370 days 00:00:00.000000000
3695,ce,t0025147,Rent Change,5/6/2015,S1456D,7/31/2015,,609,0,675,1,1,0,
7167,sh,t0025163,Rent Change,4/29/2015,FT5892J,4/30/2015,5/29/2016,628,1,984,2,1,0,396 days 00:00:00.000000000
1775,ce,t0025164,Rent Change,6/30/2016,S1452D,6/27/2015,6/28/2017,640,1,675,1,1,0,363 days 00:00:00.000000000
7106,sh,t0025186,Rent Change,6/30/2015,SH5848,6/13/2015,,1390,0,1006,2,1.5,0,
7107,sh,t0025186,Rent Change,8/31/2015,SH5848,6/13/2015,,695,0,1006,2,1.5,-695,
7108,sh,t0025186,Rent Change,5/31/2016,SH5848,6/13/2015,,701,0,1006,2,1.5,6,
7109,sh,t0025186,Rent Change,6/30/2016,SH5848,6/13/2015,6/14/2017,705,1,1006,2,1.5,4,349 days 00:00:00.000000000
6427,sh,t0025196,Rent Change,6/30/2016,WC5966J,6/19/2015,,648,0,963,2,1.5,0,
6428,sh,t0025196,Rent Change,5/31/2017,WC5966J,6/19/2015,,658,0,963,2,1.5,10,
6429,sh,t0025196,Rent Change,6/30/2017,WC5966J,6/19/2015,,673,0,963,2,1.5,15,
6430,sh,t0025196,Rent Change,6/30/2018,WC5966J,6/19/2015,,715,0,963,2,1.5,42,
6931,sh,t0025204,Rent Change,5/31/2017,AC1071,1/20/2017,,922,0,1350,3,1.5,0,
6932,sh,t0025204,Rent Change,9/30/2018,AC1071,1/20/2017,,1132,0,1350,3,1.5,210,
6933,sh,t0025204,Rent Change,10/31/2018,AC1071,1/20/2017,,1102,0,1350,3,1.5,-30,
6934,sh,t0025204,Rent Change,12/31/2018,AC1071,1/20/2017,,925,0,1350,3,1.5,-177,
7170,sh,t0025205,Rent Change,5/14/2015,TT1177,5/18/2015,6/10/2016,975,1,1350,2,1.5,0,393 days 00:00:00.000000000
4167,sh,t0025212,Rent Change,5/1/2016,TH5979,5/22/2015,,725,0,1006,3,1.5,0,
4168,sh,t0025212,Rent Change,5/31/2016,TH5979,5/22/2015,,736,0,1006,3,1.5,11,
4169,sh,t0025212,Rent Change,4/30/2017,TH5979,5/22/2015,,744,0,1006,3,1.5,8,
4170,sh,t0025212,Rent Change,5/31/2017,TH5979,5/22/2015,9/18/2017,761,1,1006,3,1.5,17,110 days 00:00:00.000000000
4967,sh,t0025214,Rent Change,6/30/2017,AC1128,7/26/2015,,994,0,1350,3,1.5,0,
4968,sh,t0025214,Rent Change,7/31/2017,AC1128,7/26/2015,,1015,0,1350,3,1.5,21,
4969,sh,t0025214,Rent Change,7/31/2018,AC1128,7/26/2015,7/31/2018,1115,1,1350,3,1.5,100,0 days 00:00:00.000000000
1808,ce,t0025215,Rent Change,5/9/2015,S1452J,6/13/2015,,629,0,675,1,1,0,
2076,ce,t0025215,Rent Change,5/12/2015,S1458H,6/1/2015,,619,0,675,1,1,-10,
2077,ce,t0025215,Rent Change,5/14/2015,S1458H,6/1/2015,,631,0,675,1,1,12,
2078,ce,t0025215,Rent Change,6/30/2015,S1458H,6/1/2015,5/31/2016,619,1,675,1,1,-12,336 days 00:00:00.000000000
2319,ce,t0025227,Rent Change,6/22/2015,S1500-2J,9/5/2015,,736,0,955,2,1,0,
524,ce,t0025257,Rent Change,5/31/2016,C5252C,6/13/2015,,673,0,905,1,1,0,
525,ce,t0025257,Rent Change,6/30/2016,C5252C,6/13/2015,12/26/2016,689,1,905,1,1,16,179 days 00:00:00.000000000
1205,ce,t0025270,Rent Change,6/30/2015,C5305G,6/24/2015,,1218,0,675,1,1,0,
1206,ce,t0025270,Rent Change,7/31/2015,C5305G,6/24/2015,,609,0,675,1,1,-609,
1207,ce,t0025270,Rent Change,6/30/2016,C5305G,6/24/2015,,639,0,675,1,1,30,
1208,ce,t0025270,Rent Change,5/31/2017,C5305G,6/24/2015,,643,0,675,1,1,4,
1209,ce,t0025270,Rent Change,6/30/2017,C5305G,6/24/2015,6/30/2017,657,1,675,1,1,14,0 days 00:00:00.000000000
3633,ce,t0025279,Rent Change,6/1/2015,M0013F,7/17/2015,,615,0,635,1,1,0,
2872,ce,t0025279,Rent Change,7/13/2015,M0002D,7/17/2015,,605,0,635,1,1,-10,
2113,ce,t0025279,Rent Change,7/17/2015,S1458M,9/12/2016,8/14/2016,649,1,675,1,1,44,394 days 00:00:00.000000000
130,ce,t0025284,Rent Change,6/27/2015,C0003F,7/1/2015,,690,0,905,2,1,0,
131,ce,t0025284,Rent Change,6/30/2016,C0003F,7/15/2015,,709,0,905,2,1,19,
132,ce,t0025284,Rent Change,7/31/2016,C0003F,7/15/2015,9/30/2016,724,1,905,2,1,15,61 days 00:00:00.000000000
2176,ce,t0025285,Rent Change,6/30/2016,S1500-1G,7/24/2015,,726,0,955,2,1,0,
2177,ce,t0025285,Rent Change,7/31/2016,S1500-1G,7/24/2015,,754,0,955,2,1,28,
2174,ce,t0025285,Rent Change,6/30/2017,S1500-1G,7/24/2015,8/5/2017,779,1,955,2,1,25,36 days 00:00:00.000000000
107,ce,t0025286,Rent Change,5/15/2015,C0003D,6/12/2015,,690,0,905,2,1,0,
372,ce,t0025286,Rent Change,5/15/2015,C0011H,6/12/2015,,680,0,905,2,1,-10,
370,ce,t0025286,Rent Change,5/31/2016,C0011H,6/6/2015,,723,0,905,2,1,43,
371,ce,t0025286,Rent Change,6/30/2016,C0011H,6/6/2015,6/30/2017,729,1,905,2,1,6,365 days 00:00:00.000000000
4629,sh,t0025292,Rent Change,5/1/2016,AC1139,5/29/2015,,977,0,1350,2,1.5,0,
4630,sh,t0025292,Rent Change,5/31/2016,AC1139,5/29/2015,4/28/2017,995,1,1350,2,1.5,18,332 days 00:00:00.000000000
683,ce,t0025293,Rent Change,6/16/2015,C5254H,7/1/2015,5/31/2016,700,1,955,2,2,0,350 days 00:00:00.000000000
1380,ce,t0025299,Rent Change,5/31/2016,C5322A,6/6/2015,,635,0,675,1,1,0,
1381,ce,t0025299,Rent Change,6/30/2016,C5322A,6/6/2015,,640,0,675,1,1,5,
1382,ce,t0025299,Rent Change,5/31/2017,C5322A,6/6/2015,,655,0,675,1,1,15,
1383,ce,t0025299,Rent Change,6/30/2017,C5322A,6/6/2015,,657,0,675,1,1,2,
1384,ce,t0025299,Rent Change,5/31/2018,C5322A,6/6/2015,,685,0,675,1,1,28,
1385,ce,t0025299,Rent Change,6/30/2018,C5322A,6/6/2015,,690,0,675,1,1,5,
6093,sh,t0025300,Rent Change,6/30/2016,TH5839,6/24/2015,,720,0,1006,2,1.5,0,
6094,sh,t0025300,Rent Change,5/31/2017,TH5839,6/24/2015,,726,0,1006,2,1.5,6,
6095,sh,t0025300,Rent Change,6/30/2017,TH5839,6/24/2015,6/23/2018,745,1,1006,2,1.5,19,358 days 00:00:00.000000000
1617,ce,t0025314,Rent Change,5/19/2015,C5326F,6/13/2015,6/13/2016,631,1,675,1,1,0,391 days 00:00:00.000000000
5965,sh,t0025323,Rent Change,6/30/2016,TH5814,6/16/2015,,746,0,1006,3,1.5,0,
5966,sh,t0025323,Rent Change,6/30/2017,TH5814,6/16/2015,6/30/2018,771,1,1006,3,1.5,25,365 days 00:00:00.000000000
4401,sh,t0025335,Rent Change,5/26/2015,TH5810,7/31/2015,4/30/2016,721,1,1006,3,1.5,0,340 days 00:00:00.000000000
4429,sh,t0025338,Rent Change,5/27/2015,SH5763,5/30/2015,,824,0,1156,3,1.5,0,
5909,sh,t0025338,Rent Change,6/10/2015,WAIT,7/31/2015,,824,0,868,2,,824,
5910,sh,t0025338,Rent Change,6/10/2015,WAIT,7/31/2015,,824,0,0,0,,0,
818,ce,t0025345,Rent Change,6/30/2016,C5269M,7/25/2015,,646,0,675,1,1,0,
819,ce,t0025345,Rent Change,7/31/2016,C5269M,7/25/2015,,664,0,675,1,1,18,
820,ce,t0025345,Rent Change,6/30/2017,C5269M,7/25/2015,,667,0,675,1,1,3,
821,ce,t0025345,Rent Change,7/31/2017,C5269M,7/25/2015,,677,0,675,1,1,10,
822,ce,t0025345,Rent Change,6/30/2018,C5269M,7/25/2015,,681,0,675,1,1,4,
823,ce,t0025345,Rent Change,7/31/2018,C5269M,7/25/2015,,695,0,675,1,1,14,
7160,sh,t0025348,Rent Change,5/31/2016,WC5936B,6/27/2015,,642,0,950,2,2,0,
7161,sh,t0025348,Rent Change,6/30/2016,WC5936B,6/27/2015,,659,0,950,2,2,17,
7162,sh,t0025348,Rent Change,5/31/2017,WC5936B,6/27/2015,,662,0,950,2,2,3,
7163,sh,t0025348,Rent Change,6/30/2017,WC5936B,6/27/2015,,684,0,950,2,2,22,
7164,sh,t0025348,Rent Change,6/30/2018,WC5936B,6/27/2015,,720,0,950,2,2,36,
5809,sh,t0025350,Rent Change,5/26/2015,TT1193,6/29/2015,,975,0,1350,2,1.5,0,
2093,ce,t0025351,Rent Change,5/23/2015,S1458K,6/13/2015,,641,0,675,1,1,0,
2094,ce,t0025351,Rent Change,8/31/2016,S1458K,6/13/2015,,670,0,675,1,1,29,
2095,ce,t0025351,Rent Change,5/31/2017,S1458K,6/13/2015,,676,0,675,1,1,6,
2096,ce,t0025351,Rent Change,6/30/2017,S1458K,6/13/2015,,680,0,675,1,1,4,
2097,ce,t0025351,Rent Change,6/30/2018,S1458K,6/13/2015,1/5/2019,714,1,675,1,1,34,189 days 00:00:00.000000000
656,ce,t0025369,Rent Change,6/27/2015,C5254E,6/27/2015,,679,0,905,1,2,0,
657,ce,t0025369,Rent Change,5/31/2016,C5254E,6/27/2015,,683,0,905,1,2,4,
658,ce,t0025369,Rent Change,6/30/2016,C5254E,6/27/2015,,709,0,905,1,2,26,
659,ce,t0025369,Rent Change,5/31/2017,C5254E,6/27/2015,,712,0,905,1,2,3,
660,ce,t0025369,Rent Change,6/30/2017,C5254E,6/27/2015,,738,0,905,1,2,26,
661,ce,t0025369,Rent Change,5/31/2018,C5254E,6/27/2015,,743,0,905,1,2,5,
662,ce,t0025369,Rent Change,6/30/2018,C5254E,6/27/2015,,775,0,905,1,2,32,
1721,ce,t0025384,Rent Change,7/31/2016,S1450H,8/1/2015,,654,0,675,1,1,0,
1722,ce,t0025384,Rent Change,7/31/2017,S1450H,8/1/2015,3/19/2018,667,1,675,1,1,13,231 days 00:00:00.000000000
3019,ce,t0025389,Rent Change,6/30/2016,M0008B,7/1/2015,,699,0,875,2,1.5,0,
3020,ce,t0025389,Rent Change,6/30/2017,M0008B,7/1/2015,,728,0,875,2,1.5,29,
3021,ce,t0025389,Rent Change,6/30/2018,M0008B,7/1/2015,,770,0,875,2,1.5,42,
2195,ce,t0025392,Rent Change,6/9/2015,S1500-1J,7/24/2015,,736,0,955,2,1,0,
2196,ce,t0025392,Rent Change,6/30/2016,S1500-1J,7/24/2015,,746,0,955,2,1,10,
2197,ce,t0025392,Rent Change,7/31/2016,S1500-1J,7/24/2015,,774,0,955,2,1,28,
2198,ce,t0025392,Rent Change,6/30/2017,S1500-1J,7/24/2015,,778,0,955,2,1,4,
2199,ce,t0025392,Rent Change,7/31/2017,S1500-1J,7/24/2015,,789,0,955,2,1,11,
2200,ce,t0025392,Rent Change,6/30/2018,S1500-1J,7/24/2015,,799,0,955,2,1,10,
2201,ce,t0025392,Rent Change,7/31/2018,S1500-1J,7/24/2015,,830,0,955,2,1,31,
6262,sh,t0025402,Rent Change,5/31/2016,FT5862D,6/13/2015,,599,0,932,2,1,0,
6263,sh,t0025402,Rent Change,6/2/2016,FT5862D,6/13/2015,6/14/2017,587,1,932,2,1,-12,377 days 00:00:00.000000000
2873,ce,t0025410,Rent Change,6/12/2015,M0002D,7/17/2015,,615,0,635,1,1,0,
3045,ce,t0025410,Rent Change,6/24/2015,M0009A,6/30/2015,,595,0,635,1,1,-20,
3046,ce,t0025410,Rent Change,6/30/2015,M0009A,6/30/2015,,1190,0,635,1,1,595,
3047,ce,t0025410,Rent Change,7/31/2015,M0009A,6/30/2015,12/4/2015,595,1,635,1,1,-595,126 days 00:00:00.000000000
1510,ce,t0025413,Rent Change,6/30/2016,C5324C,7/30/2015,,632,0,675,1,1,0,
1511,ce,t0025413,Rent Change,7/31/2016,C5324C,7/30/2015,,654,0,675,1,1,22,
1512,ce,t0025413,Rent Change,6/30/2017,C5324C,7/30/2015,,655,0,675,1,1,1,
1513,ce,t0025413,Rent Change,7/31/2017,C5324C,7/30/2015,2/26/2018,667,1,675,1,1,12,210 days 00:00:00.000000000
5348,sh,t0025414,Rent Change,6/30/2016,WC5933S,6/29/2015,7/15/2016,648,1,963,2,1.5,0,15 days 00:00:00.000000000
6003,sh,t0025417,Rent Change,6/30/2016,AC1127,7/10/2015,,993,0,1350,2,1.5,0,
6004,sh,t0025417,Rent Change,7/31/2016,AC1127,7/10/2015,,1000,0,1350,2,1.5,7,
6005,sh,t0025417,Rent Change,6/30/2017,AC1127,7/10/2015,,1016,0,1350,2,1.5,16,
6006,sh,t0025417,Rent Change,7/31/2017,AC1127,7/10/2015,,1025,0,1350,2,1.5,9,
6007,sh,t0025417,Rent Change,7/31/2018,AC1127,7/10/2015,,1125,0,1350,2,1.5,100,
4910,sh,t0025420,Rent Change,5/31/2016,AC1046,6/29/2015,,992,0,1350,3,1.5,0,
4911,sh,t0025420,Rent Change,6/30/2016,AC1046,6/29/2015,,990,0,1350,3,1.5,-2,
4912,sh,t0025420,Rent Change,7/31/2016,AC1046,6/29/2015,6/19/2017,1015,1,1350,3,1.5,25,323 days 00:00:00.000000000
7187,sh,t0025422,Rent Change,6/26/2015,WC5956C,7/20/2015,6/15/2016,628,1,963,2,1.5,0,355 days 00:00:00.000000000
2048,ce,t0025431,Rent Change,6/30/2016,S1458E,7/10/2015,,647,0,675,1,1,0,
2049,ce,t0025431,Rent Change,7/31/2016,S1458E,7/10/2015,7/8/2017,654,1,675,1,1,7,342 days 00:00:00.000000000
6764,sh,t0025441,Rent Change,6/30/2015,AC1077,6/25/2015,,1980,0,1350,3,1.5,0,
6765,sh,t0025441,Rent Change,8/31/2015,AC1077,6/25/2015,,990,0,1350,3,1.5,-990,
6766,sh,t0025441,Rent Change,6/30/2016,AC1077,6/25/2015,8/8/2016,1015,1,1350,3,1.5,25,39 days 00:00:00.000000000
4451,sh,t0025456,Rent Change,7/31/2015,SH5813,8/15/2015,,824,0,1156,3,1.5,0,
6448,sh,t0025456,Rent Change,7/31/2015,TH5971,8/15/2015,10/6/2016,721,1,1006,3,1.5,-103,433 days 00:00:00.000000000
4542,sh,t0025463,Rent Change,6/18/2015,SH5861,6/30/2015,,695,0,1006,2,1.5,0,
4543,sh,t0025463,Rent Change,6/18/2015,SH5861,6/30/2015,,785,0,1006,2,1.5,90,
4778,sh,t0025463,Rent Change,6/19/2015,TT1190,6/30/2015,6/29/2016,990,1,1350,3,1.5,205,376 days 00:00:00.000000000
4431,sh,t0025469,Rent Change,6/17/2015,SH5763,6/30/2015,,824,0,1156,3,1.5,0,
4432,sh,t0025469,Rent Change,5/31/2017,SH5763,6/30/2015,,825,0,1156,3,1.5,1,
4433,sh,t0025469,Rent Change,6/30/2017,SH5763,6/30/2015,7/12/2018,849,1,1156,3,1.5,24,377 days 00:00:00.000000000
6461,sh,t0025482,Rent Change,6/12/2015,WC5933T,7/9/2015,7/21/2016,628,1,963,2,1.5,0,405 days 00:00:00.000000000
6306,sh,t0025492,Rent Change,6/30/2015,FT5803,6/30/2015,,1980,0,1350,3,1.5,0,
6307,sh,t0025492,Rent Change,8/31/2015,FT5803,6/30/2015,,990,0,1350,3,1.5,-990,
6308,sh,t0025492,Rent Change,7/31/2016,FT5803,6/30/2015,,1002,0,1350,3,1.5,12,
6309,sh,t0025492,Rent Change,6/30/2017,FT5803,6/30/2015,,1017,0,1350,3,1.5,15,
6310,sh,t0025492,Rent Change,6/30/2018,FT5803,6/30/2015,6/30/2018,1075,1,1350,3,1.5,58,0 days 00:00:00.000000000
4100,sh,t0025499,Rent Change,7/31/2017,SH5932,7/18/2015,,718,0,1006,2,1.5,0,
4101,sh,t0025499,Rent Change,8/31/2017,SH5932,7/18/2015,4/27/2018,720,1,1006,2,1.5,2,239 days 00:00:00.000000000
4919,sh,t0025500,Rent Change,6/18/2015,AC1038,6/30/2015,,990,0,1350,3,1.5,0,
6904,sh,t0025501,Rent Change,5/31/2016,SH5856,6/30/2015,,696,0,1006,2,1.5,0,
6905,sh,t0025501,Rent Change,6/30/2016,SH5856,6/30/2015,6/29/2017,720,1,1006,2,1.5,24,364 days 00:00:00.000000000
3583,ce,t0025504,Rent Change,7/10/2015,M0036E,7/15/2015,,685,0,875,2,1.5,0,
3584,ce,t0025504,Rent Change,7/15/2015,M0036E,7/15/2015,,680,0,875,2,1.5,-5,
3585,ce,t0025504,Rent Change,7/31/2015,M0036E,7/15/2015,,685,0,875,2,1.5,5,
3586,ce,t0025504,Rent Change,6/30/2016,M0036E,7/15/2015,,686,0,875,2,1.5,1,
3587,ce,t0025504,Rent Change,7/31/2016,M0036E,7/15/2015,,714,0,875,2,1.5,28,
3588,ce,t0025504,Rent Change,6/30/2017,M0036E,7/15/2015,,732,0,875,2,1.5,18,
3589,ce,t0025504,Rent Change,7/31/2017,M0036E,7/15/2015,,748,0,875,2,1.5,16,
3590,ce,t0025504,Rent Change,6/30/2018,M0036E,7/15/2015,,771,0,875,2,1.5,23,
3591,ce,t0025504,Rent Change,7/31/2018,M0036E,7/15/2015,,790,0,875,2,1.5,19,
4580,sh,t0025505,Rent Change,6/30/2016,AC1107,6/30/2015,,987,0,1350,2,1.5,0,
4581,sh,t0025505,Rent Change,5/31/2017,AC1107,6/30/2015,,988,0,1350,2,1.5,1,
4582,sh,t0025505,Rent Change,6/30/2017,AC1107,6/30/2015,6/29/2018,1012,1,1350,2,1.5,24,364 days 00:00:00.000000000
1391,ce,t0025511,Rent Change,12/31/2015,C5322B,6/27/2015,3/26/2016,669,1,675,1,1,0,86 days 00:00:00.000000000
6084,ce,t0025521,Rent Change,11/18/2016,M0024F,11/30/2016,,748,0,875,2,1.5,0,
5586,sh,t0025524,Rent Change,6/30/2016,FT5906H,7/20/2015,,596,0,932,2,1,0,
5587,sh,t0025524,Rent Change,7/31/2016,FT5906H,7/20/2015,,612,0,932,2,1,16,
5588,sh,t0025524,Rent Change,11/30/2016,FT5906H,7/20/2015,,600,0,932,2,1,-12,
5589,sh,t0025524,Rent Change,6/30/2017,FT5906H,7/20/2015,,608,0,932,2,1,8,
5590,sh,t0025524,Rent Change,7/31/2017,FT5906H,7/20/2015,10/21/2017,700,1,932,2,1,92,82 days 00:00:00.000000000
5752,sh,t0025526,Rent Change,8/4/2015,SH5829,8/21/2015,9/1/2016,695,1,1006,2,1.5,0,394 days 00:00:00.000000000
920,ce,t0025529,Rent Change,7/31/2016,C5271L,7/31/2015,7/30/2017,674,1,675,1,1,0,364 days 00:00:00.000000000
6978,sh,t0025548,Rent Change,7/31/2016,TH5824,7/25/2015,7/31/2017,720,1,1006,2,1.5,0,365 days 00:00:00.000000000
7190,sh,t0025557,Rent Change,7/1/2015,FT5773,7/1/2015,7/5/2016,1215,1,1350,2,1.5,0,370 days 00:00:00.000000000
6542,sh,t0025568,Rent Change,7/31/2016,FT5892H,7/31/2015,,633,0,984,2,1,0,
6543,sh,t0025568,Rent Change,8/12/2016,FT5892H,7/31/2015,,608,0,984,2,1,-25,
6544,sh,t0025568,Rent Change,7/31/2017,FT5892H,7/31/2015,,633,0,984,2,1,25,
6545,sh,t0025568,Rent Change,7/31/2018,FT5892H,7/31/2015,,685,0,984,2,1,52,
443,ce,t0025580,Rent Change,8/31/2016,C5250E,9/12/2015,,728,0,955,2,2,0,
444,ce,t0025580,Rent Change,9/30/2016,C5250E,9/12/2015,9/12/2017,744,1,955,2,2,16,347 days 00:00:00.000000000
2722,ce,t0025584,Rent Change,8/31/2016,S1500-6J,8/1/2015,,774,0,955,2,1,0,
2723,ce,t0025584,Rent Change,7/31/2017,S1500-6J,8/1/2015,8/1/2018,789,1,955,2,1,15,366 days 00:00:00.000000000
3758,ce,t0025593,Rent Change,6/30/2016,S1458C,7/15/2015,,633,0,675,1,1,0,
3759,ce,t0025593,Rent Change,7/31/2016,S1458C,7/15/2015,12/5/2016,644,1,675,1,1,11,127 days 00:00:00.000000000
6373,sh,t0025597,Rent Change,6/30/2016,WC5940C,7/13/2015,,646,0,950,2,2,0,
6374,sh,t0025597,Rent Change,7/31/2016,WC5940C,7/13/2015,6/13/2017,651,1,950,2,2,5,317 days 00:00:00.000000000
6179,sh,t0025598,Rent Change,7/2/2015,FT5880B,7/3/2015,,608,0,984,2,1,608,
6707,sh,t0025615,Rent Change,6/30/2016,WC5946I,7/17/2015,,649,0,950,2,2,0,
6708,sh,t0025615,Rent Change,7/31/2016,WC5946I,7/17/2015,7/16/2017,659,1,950,2,2,10,350 days 00:00:00.000000000
1998,ce,t0025617,Rent Change,7/6/2015,S1456L,8/1/2015,,651,0,675,1,1,0,
1995,ce,t0025617,Rent Change,8/26/2015,S1456L,7/31/2015,,659,0,675,1,1,8,
1996,ce,t0025617,Rent Change,6/30/2016,S1456L,7/31/2015,,660,0,675,1,1,1,
1997,ce,t0025617,Rent Change,7/31/2016,S1456L,7/31/2015,1/31/2017,674,1,675,1,1,14,184 days 00:00:00.000000000
275,ce,t0025621,Rent Change,7/6/2015,C0007K,7/24/2015,7/20/2016,666,1,675,1,1,0,380 days 00:00:00.000000000
1278,ce,t0025622,Rent Change,6/30/2016,C5307C,7/10/2015,,627,0,675,1,1,0,
1279,ce,t0025622,Rent Change,7/31/2016,C5307C,7/10/2015,7/9/2017,634,1,675,1,1,7,343 days 00:00:00.000000000
7176,ce,t0025623,Rent Change,8/1/2015,S1500-5M,8/1/2015,7/31/2016,779,1,955,2,1.5,0,365 days 00:00:00.000000000
2577,ce,t0025629,Rent Change,6/30/2016,S1500-5D,7/16/2015,,742,0,955,2,1.5,0,
2578,ce,t0025629,Rent Change,7/31/2016,S1500-5D,7/16/2015,3/14/2017,754,1,955,2,1.5,12,226 days 00:00:00.000000000
2908,ce,t0025660,Rent Change,6/30/2016,M0003B,7/28/2015,,837,0,875,2,1.5,0,
2909,ce,t0025660,Rent Change,7/31/2016,M0003B,7/28/2015,,855,0,875,2,1.5,18,
2910,ce,t0025660,Rent Change,7/31/2017,M0003B,7/28/2015,7/31/2018,865,1,875,2,1.5,10,365 days 00:00:00.000000000
6550,sh,t0025662,Rent Change,7/31/2016,TH5817,7/18/2015,7/3/2017,720,1,1006,2,1.5,0,337 days 00:00:00.000000000
4344,sh,t0025669,Rent Change,7/31/2016,TH5826,7/28/2015,1/27/2017,707,1,1006,2,1.5,0,180 days 00:00:00.000000000
2642,ce,t0025672,Rent Change,7/13/2015,S1500-5L,7/24/2015,,715,0,955,2,1,0,
