CommUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property_Code,Bldg_Code,Floor_Code,Unit_Code,Rental_Type,Country,Ext_Ref_Unit_Id,Ref_Property_Id,Ref_Building_Id,Ref_Floor_Id,Available_Date,Date_Ready,Address_1,Address_2,Address_3,Address_4,City,State,Zip_Code,Rent,SQFT,Rent_Ready,Exclude,Unit_Type,Location,BedRooms,Attributes_1,Attributes_2,Attributes_3,Attributes_4,Attributes_5,Attributes_6,Attributes_7,Attributes_8,Attributes_9,Attributes_10,MLA,Lease_Type,Userdefined_1,Userdefined_2,Userdefined_3,Userdefined_4,Userdefined_5,Userdefined_6,Userdefined_7,Userdefined_8,Userdefined_9,Userdefined_10,Notes
ce,,,M0036A,Residential,us,,,,,,,36 Merlin Drive A,,,,Fairfield,OH,45014,770,875,0,0,ce2e,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,M0036B,Residential,us,,,,,,7/2/2018,36 Merlin Drive B,,,,Fairfield,OH,45014,770,875,1,0,ce2e,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,M0036C,Residential,us,,,,,1/8/2019,1/8/2019,36 Merlin Drive Apt C,,,,Fairfield,OH,45014,780,875,0,0,ce2e,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,M0036D,Residential,us,,,,,,4/11/2017,36 Merlin Drive D,,,,Fairfield,OH,45014,909,875,1,0,ce2er,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,M0036E,Residential,us,,,,,,6/30/2015,36 Merlin Drive E,,,,Fairfield,OH,45014,790,875,1,0,ce2e,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,M0036F,Residential,us,,,,,5/4/2019,5/4/2019,36 Merlin Drive F,,,,Fairfield,OH,45014,790,875,0,0,ce2e,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,M0038A,Residential,us,,,,,,,38 Merlin Drive A,,,,Fairfield,OH,45014,770,875,0,0,ce2e,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,M0038B,Residential,us,,,,,,12/4/2017,38 Merlin Drive B,,,,Fairfield,OH,45014,770,875,1,0,ce2e,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,M0038C,Residential,us,,,,,12/27/2018,12/27/2018,38 Merlin Drive C,,,,Fairfield,OH,45014,780,875,1,0,ce2e,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,M0038D,Residential,us,,,,,,2/29/2016,38 Merlin Drive D,,,,Fairfield,OH,45014,790,875,1,0,ce2e,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,M0038E,Residential,us,,,,,,5/25/2018,38 Merlin Drive E,,,,Fairfield,OH,45014,790,875,1,0,ce2e,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,M0038F,Residential,us,,,,,,10/19/2017,38 Merlin Drive F,,,,Fairfield,OH,45014,800,875,1,0,ce2e,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5250A,Residential,us,,,,,1/8/2019,1/8/2019,5250 Camelot Drive A,,,,Fairfield,OH,45014,899,955,1,0,ce2fr,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5250C,Residential,us,,,,,,4/28/2018,5250 Camelot Drive C,,,,Fairfield,OH,45014,909,955,1,0,ce2fr,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5250E,Residential,us,,,,,,10/12/2018,5250 Camelot Drive E,,,,Fairfield,OH,45014,790,955,1,0,ce2f,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5250G,Residential,us,,,,,,6/10/2017,5250 Camelot Drive G,,,,Fairfield,OH,45014,909,955,1,0,ce2fr,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5250J,Residential,us,,,,,,7/10/2017,5250 Camelot Drive J,,,,Fairfield,OH,45014,800,955,1,0,ce2f,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5250L,Residential,us,,,,,3/11/2019,3/11/2019,5250 Camelot Drive L,,,,Fairfield,OH,45014,929,955,0,0,ce2fr,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5254B,Residential,us,,,,,,12/25/2016,5254 Camelot Drive B,,,,Fairfield,OH,45014,919,955,1,0,ce2fr,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5254D,Residential,us,,,,,1/8/2019,1/8/2019,5254 Camelot Drive D,,,,Fairfield,OH,45014,919,955,1,0,ce2fr,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5254F,Residential,us,,,,,,7/23/2018,5254 Camelot Drive F,,,,Fairfield,OH,45014,790,955,1,0,ce2f,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5254H,Residential,us,,,,,,8/6/2018,5254 Camelot Drive H,,,,Fairfield,OH,45014,790,955,1,0,ce2f,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5254K,Residential,us,,,,,,9/19/2018,5254 Camelot Drive l,,,,Fairfield,OH,45014,919,955,1,0,ce2fr,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C5254M,Residential,us,,,,,,7/30/2018,5254 Camelot Drive M,,,,Fairfield,OH,45014,835,955,1,0,ce2f,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-1B,Residential,us,,,,,5/3/2019,5/3/2019,1500-1 Sherwood Drive B,,,,Fairfield,OH,45014,840,955,0,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-1D,Residential,us,,,,,,5/18/2013,1500-1 Sherwood Drive D,,,,Fairfield,OH,45014,830,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-1F,Residential,us,,,,,,2/10/2019,1500-1 Sherwood Drive F,,,,Fairfield,OH,45014,840,955,0,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-1H,Residential,us,,,,,,5/17/2018,1500-1 Sherwood Drive H,,,,Fairfield,OH,45014,830,955,0,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-1K,Residential,us,,,,,,11/12/2018,1500-1 Sherwood Drive K,,,,Fairfield,OH,45014,850,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-1M,Residential,us,,,,,,3/15/2015,1500-1 Sherwood Drive M,,,,Fairfield,OH,45014,840,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-2B,Residential,us,,,,,,11/26/2013,1500-2 Sherwood Drive B,,,,Fairfield,OH,45014,830,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-2D,Residential,us,,,,,,2/10/2019,1500-2 Sherwood Drive D,,,,Fairfield,OH,45014,830,955,0,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-2F,Residential,us,,,,,,11/26/2013,1500-2 Sherwood Drive F,,,,Fairfield,OH,45014,830,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-2H,Residential,us,,,,,,6/13/2017,1500-2 Sherwood Drive H,,,,Fairfield,OH,45014,830,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-2K,Residential,us,,,,,,10/25/2018,1500-2 Sherwood Drive K,,,,Fairfield,OH,45014,850,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-2M,Residential,us,,,,,,7/10/2017,1500-2 Sherwood Drive M,,,,Fairfield,OH,45014,840,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-3B,Residential,us,,,,,,10/8/2018,1500-3 Sherwood Drive B,,,,Fairfield,OH,45014,840,955,0,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-3D,Residential,us,,,,,,9/8/2018,1500-3 Sherwood Drive D,,,,Fairfield,OH,45014,830,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-3F,Residential,us,,,,,,12/5/2018,1500-3 Sherwood Drive F,,,,Fairfield,OH,45014,840,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-3H,Residential,us,,,,,,10/19/2018,1500-3 Sherwood Drive H,,,,Fairfield,OH,45014,830,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-3K,Residential,us,,,,,,10/9/2018,1500-3 Sherwood Drive K,,,,Fairfield,OH,45014,850,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-3M,Residential,us,,,,,,6/8/2018,1500-3 Sherwood Drive M,,,,Fairfield,OH,45014,840,955,1,0,ce2g,,2,2,,,,,,,,,,,,,,,,,,,,,,
ce,,,C05270,Residential,us,,,,,,12/1/2017,5270 Camelot Drive,,,,Fairfield,OH,45014,1099,1088,1,0,ce2hr,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,C05272,Residential,us,,,,,1/2/2019,1/2/2019,5272 Camelot Drive,,,,Fairfield,OH,45014,929,1088,0,0,ce2h,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,C05278,Residential,us,,,,,,11/15/2018,5278 Camelot Drive,,,,Fairfield,OH,45014,1109,1088,1,0,ce2hr,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,C05280,Residential,us,,,,,,10/12/2018,5280 Camelot Drive,,,,Fairfield,OH,45014,1109,1088,1,0,ce2hr,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-7C,Residential,us,,,,,1/4/2019,1/4/2019,1500-7 Sherwood Drive C,,,,Fairfield,OH,45014,939,1088,1,0,ce2h,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-7D,Residential,us,,,,,,11/12/2018,1500-7 Sherwood Drive D,,,,Fairfield,OH,45014,939,1088,1,0,ce2h,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-7G,Residential,us,,,,,,9/20/2018,1500-7 Sherwood Drive G,,,,Fairfield,OH,45014,1099,1088,1,0,ce2hr,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-7H,Residential,us,,,,,,6/26/2018,1500-7 Sherwood Drive H,,,,Fairfield,OH,45014,929,1088,1,0,ce2h,,2,1.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,C05266,Residential,us,,,,,,3/28/2018,5266 Camelot Drive,,,,Fairfield,OH,45014,1209,1400,0,0,ce3ar,,3,2.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,C05268,Residential,us,,,,,,9/10/2017,5268 Camelot Drive,,,,Fairfield,OH,45014,1209,1400,1,0,ce3ar,,3,2.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,C05274,Residential,us,,,,,,,5274 Camelot Drive,,,,Fairfield,OH,45014,1109,1400,0,0,ce3a,,3,2.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,C05276,Residential,us,,,,,,3/6/2018,5276 Camelot Drive,,,,Fairfield,OH,45014,1219,1400,1,0,ce3ar,,3,2.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,C05282,Residential,us,,,,,,9/10/2017,5282 Camelot Drive,,,,Fairfield,OH,45014,1219,1400,1,0,ce3ar,,3,2.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,C05284,Residential,us,,,,,,11/2/2015,5284 Camelot Drive,,,,Fairfield,OH,45014,1299,1400,1,0,ce3a,,3,2.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-7A,Residential,us,,,,,,5/28/2018,1500-7 Sherwood Drive A,,,,Fairfield,OH,45014,1099,1400,1,0,ce3a,,3,2.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-7B,Residential,us,,,,,,7/15/2017,1500-7 Sherwood Drive B,,,,Fairfield,OH,45014,1099,1400,1,0,ce3a,,3,2.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-7E,Residential,us,,,,,,11/10/2016,1500-7 Sherwood Drive E,,,,Fairfield,OH,45014,1109,1400,1,0,ce3a,,3,2.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,S1500-7F,Residential,us,,,,,,12/14/2017,1500-7 Sherwood Drive F,,,,Fairfield,OH,45014,1109,1400,1,0,ce3a,,3,2.5,,,,,,,,,,,,,,,,,,,,,,
ce,,,WAIT1,Residential,us,,,,,4/18/2013,4/18/2013,Camelot East,1400 Sherwood Drive,,,Fairfield,OH,45014,0,0,0,-1,wait,,0,,,,,,,,,,,,,,,,,,,,,,,
fh,,,1072B,Residential,us,,,,,,,1072 B Weybridge Rd.,,,,Columbus,OH,43220,1099,912,0,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1072C,Residential,us,,,,,,7/2/2018,1072 C Weybridge Rd.,,,,Columbus,OH,43220,1050,700,1,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1072D,Residential,us,,,,,11/21/2018,11/21/2018,1072 D Weybridge Rd.,,,,Columbus,OH,43220,1199,912,0,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1074A,Residential,us,,,,,,,1074 A Weybridge Rd.,,,,Columbus,OH,43220,1099,912,0,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1074B,Residential,us,,,,,,6/11/2018,1074 B Weybridge Rd.,,,,Columbus,OH,43220,975,700,1,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1074C,Residential,us,,,,,,7/31/2018,1074 C Weybridge Rd.,,,,Columbus,OH,43220,1199,912,1,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1074D,Residential,us,,,,,,8/11/2017,1074 D Weybridge Rd.,,,,Columbus,OH,43220,855,700,1,0,.fh1b-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1076A,Residential,us,,,,,,8/10/2018,1076 A Weybridge Rd.,,,,Columbus,OH,43220,975,700,0,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1076B,Residential,us,,,,,,10/27/2018,1076 B Weybridge Rd.,,,,Columbus,OH,43220,875,912,1,0,.fh2-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1076C,Residential,us,,,,,,8/22/2018,1076 C Weybridge Rd.,,,,Columbus,OH,43220,1050,700,1,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1076D,Residential,us,,,,,1/4/2019,1/4/2019,1076 D Weybridge Rd.,,,,Columbus,OH,43220,1199,912,1,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1078A,Residential,us,,,,,,11/3/2018,1078 A Weybridge Rd.,,,,Columbus,OH,43220,875,912,1,0,.fh2-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1078B,Residential,us,,,,,,8/12/2017,1078 B Weybridge Rd.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1078C,Residential,us,,,,,1/25/2019,1/25/2019,1078 C Weybridge Rd.,,,,Columbus,OH,43220,1199,912,0,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1078D,Residential,us,,,,,,8/28/2018,1078 D Weybridge Rd.,,,,Columbus,OH,43220,1199,912,1,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1080A,Residential,us,,,,,11/27/2018,11/27/2018,1080 A Weybridge Rd.,,,,Columbus,OH,43220,975,700,1,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1080B,Residential,us,,,,,12/28/2018,12/28/2018,1080 B Weybridge Rd.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1080C,Residential,us,,,,,,6/15/2018,1080 C Weybridge Rd.,,,,Columbus,OH,43220,1050,700,1,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1080D,Residential,us,,,,,,,1080 D Weybridge Rd.,,,,Columbus,OH,43220,1199,912,0,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1081A,Residential,us,,,,,11/25/2018,11/25/2018,1081 A Bridgeway Cir.,,,,Columbus,OH,43220,975,700,1,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1081B,Residential,us,,,,,,5/31/2018,1081 B Bridgeway Cir.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1081C,Residential,us,,,,,,10/21/2018,1081 C Bridgeway Cir.,,,,Columbus,OH,43220,1050,700,1,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1081D,Residential,us,,,,,,9/6/2018,1081 D Bridgeway Cir.,,,,Columbus,OH,43220,1199,912,1,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1082A,Residential,us,,,,,12/26/2018,12/26/2018,1082 A Weybridge Rd.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1082B,Residential,us,,,,,12/18/2018,12/18/2018,1082 B Weybridge Rd.,,,,Columbus,OH,43220,975,700,1,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1082C,Residential,us,,,,,,,1082 C Weybridge Rd.,,,,Columbus,OH,43220,1199,912,0,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1082D,Residential,us,,,,,,,1082 D Weybridge Rd.,,,,Columbus,OH,43220,1050,700,0,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1084A,Residential,us,,,,,,,1084 A Weybridge Rd.,,,,Columbus,OH,43220,975,700,0,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1084B,Residential,us,,,,,,7/28/2018,1084 B Weybridge Rd.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1084C,Residential,us,,,,,,7/27/2018,1084 C Weybridge Rd.,,,,Columbus,OH,43220,1050,700,1,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1084D,Residential,us,,,,,,12/26/2018,1084 D Weybridge Rd.,,,,Columbus,OH,43220,1199,912,1,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1086A,Residential,us,,,,,10/10/2018,10/10/2018,1086 A Weybridge Rd.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1086B,Residential,us,,,,,,6/12/2018,1086 B Weybridge Rd.,,,,Columbus,OH,43220,975,700,1,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1086C,Residential,us,,,,,,,1086 C Weybridge Rd.,,,,Columbus,OH,43220,1199,912,0,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1086D,Residential,us,,,,,,,1086 D Weybridge Rd.,,,,Columbus,OH,43220,1050,700,0,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1088A,Residential,us,,,,,2/10/2019,2/10/2019,1088 A Weybridge Rd.,,,,Columbus,OH,43220,1099,912,0,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1088B,Residential,us,,,,,,8/27/2018,1088 B Weybridge Rd.,,,,Columbus,OH,43220,975,700,1,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1088C,Residential,us,,,,,,,1088 C Weybridge Rd.,,,,Columbus,OH,43220,1199,912,0,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1088D,Residential,us,,,,,,12/5/2018,1088 D Weybridge Rd.,,,,Columbus,OH,43220,1050,700,1,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1090A,Residential,us,,,,,,7/10/2018,1090 A Weybridge Rd.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1090B,Residential,us,,,,,,12/26/2018,1090 B Weybridge Rd.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1090C,Residential,us,,,,,,,1090 C Weybridge Rd.,,,,Columbus,OH,43220,1199,912,0,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1090D,Residential,us,,,,,,,1090 D Weybridge Rd.,,,,Columbus,OH,43220,1199,912,0,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1091A,Residential,us,,,,,,7/24/2018,1091 A Bridgeway Cir.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1091B,Residential,us,,,,,,,1091 B Bridgeway Cir.,,,,Columbus,OH,43220,975,700,0,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1091C,Residential,us,,,,,,,1091 C Bridgeway Cir.,,,,Columbus,OH,43220,1199,912,0,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1091D,Residential,us,,,,,1/4/2019,1/4/2019,1091 D Bridgeway Cir.,,,,Columbus,OH,43220,1050,700,1,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1092A,Residential,us,,,,,1/22/2019,1/22/2019,1092 A Weybridge Rd.,,,,Columbus,OH,43220,1099,912,0,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1092B,Residential,us,,,,,,11/8/2018,1092 B Weybridge Rd.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1092C,Residential,us,,,,,,7/5/2018,1092 C Weybridge Rd.,,,,Columbus,OH,43220,1199,912,1,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1092D,Residential,us,,,,,,8/8/2017,1092 D Weybridge Rd.,,,,Columbus,OH,43220,1199,912,1,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1094A,Residential,us,,,,,,12/7/2018,1094 A Weybridge Rd.,,,,Columbus,OH,43220,975,700,1,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1094B,Residential,us,,,,,,11/29/2018,1094 B Weybridge Rd.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1094C,Residential,us,,,,,,6/2/2018,1094 C Weybridge Rd.,,,,Columbus,OH,43220,1050,700,1,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1094D,Residential,us,,,,,1/7/2019,1/7/2019,1094 D Weybridge Rd.,,,,Columbus,OH,43220,1199,912,1,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1096A,Residential,us,,,,,,11/23/2018,1096 A Weybridge Rd.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1096B,Residential,us,,,,,,11/13/2018,1096 B Weybridge Rd.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1096C,Residential,us,,,,,12/20/2018,12/20/2018,1096 C Weybridge Rd.,,,,Columbus,OH,43220,1199,912,1,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1096D,Residential,us,,,,,,,1096 D Weybridge Rd.,,,,Columbus,OH,43220,1199,912,0,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1098A,Residential,us,,,,,,11/1/2018,1098 A Weybridge Rd.,,,,Columbus,OH,43220,899,387,1,0,.fh1ar-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1098B,Residential,us,,,,,,10/10/2018,1098 B Weybridge Rd.,,,,Columbus,OH,43220,899,387,1,0,.fh1ar-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1098C,Residential,us,,,,,,12/26/2017,1098 C Weybridge Rd.,,,,Columbus,OH,43220,899,387,1,0,.fh1ar-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1098D,Residential,us,,,,,,8/22/2018,1098 D Weybridge Rd.,,,,Columbus,OH,43220,899,387,1,0,.fh1ar-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1098E,Residential,us,,,,,1/9/2019,1/9/2019,1098 E Weybridge Rd.,,,,Columbus,OH,43220,899,387,1,0,.fh1ar-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1098F,Residential,us,,,,,,,1098 F Weybridge Rd.,,,,Columbus,OH,43220,899,387,0,0,.fh1ar-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1100A,Residential,us,,,,,11/30/2018,11/30/2018,1100 A Weybridge Rd. South,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1100B,Residential,us,,,,,,6/20/2018,1100 B Weybridge Rd. South,,,,Columbus,OH,43220,975,700,1,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1100C,Residential,us,,,,,1/9/2019,1/9/2019,1100 C Weybridge Rd. South,,,,Columbus,OH,43220,1199,912,1,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1100D,Residential,us,,,,,1/8/2019,1/8/2019,1100 D Weybridge Rd. South,,,,Columbus,OH,43220,1050,700,0,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1101A,Residential,us,,,,,,9/10/2018,1101 A Bridgeway Cir.,,,,Columbus,OH,43220,835,700,1,0,.fh1b-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1101B,Residential,us,,,,,,10/18/2017,1101 B Bridgeway Cir.,,,,Columbus,OH,43220,1099,912,1,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1101C,Residential,us,,,,,1/9/2019,1/9/2019,1101 C Bridgeway Cir.,,,,Columbus,OH,43220,1050,700,0,0,.fh1br-2,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1101D,Residential,us,,,,,,6/27/2018,1101 D Bridgeway Cir.,,,,Columbus,OH,43220,1199,912,1,0,.fh2r-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1102A,Residential,us,,,,,,,1102 A Weybridge Rd.,,,,Columbus,OH,43220,1099,912,0,0,.fh2r-1,,2,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1102B,Residential,us,,,,,3/29/2019,3/29/2019,1102 B Weybridge Rd.,,,,Columbus,OH,43220,975,700,0,0,.fh1br-1,,1,1,,,,,,,,,,,,,,,,,,,,,,
fh,,,1102C,Residential,us,,,,,,8/24/2018,1102 C Weybridge Rd.,,,,Columbus,OH,43220,955,912,1,0,.fh2-2,,2,1,,,,,,,,,,,,,,,,,,,,,,
